name,label,summary,description,predict
convmv,应用, Convert filename encodings," This package contains the tool convmv with which you can convert the encodings
of filenames, e.g. from Latin1 to UTF-8.",系统
coreos-installer-bootinfra,应用, coreos-installer boot-time infrastructure for use on Fedora/RHEL CoreOS," This subpackage contains boot-time infrastructure for Fedora CoreOS and
RHEL CoreOS.  It is not needed on other platforms.",应用
coreos-installer-dracut,应用, coreos-installer provides coreos-installer as a dracut module.," This subpackage contains files and configuration to run coreos-installer
from the initramfs.",应用
coreutils,核心, A set of basic GNU tools commonly used in shell scripts," These are the GNU core utilities.  This package is the combination of
the old GNU fileutils, sh-utils, and textutils packages.",核心
coreutils-single,核心,coreutils multicall binary ,"These are the GNU core utilities,
packaged as a single multicall binary. ",核心
corosynclib,应用, The Corosync Cluster Engine Libraries, This package contains corosync libraries.,应用
spausedd,应用, Utility to detect and log scheduler pause, Utility to detect and log scheduler pause,应用
cpio,系统, A GNU archiving program," GNU cpio copies files into or out of a cpio or tar archive.  Archives
are files which contain a collection of other files plus information
about them, such as their file name, owner, timestamps, and access
permissions.  The archive can be another file on the disk, a magnetic
tape, or a pipe.  GNU cpio supports the following archive formats:  binary,
old ASCII, new ASCII, crc, HPUX binary, HPUX old ASCII, old tar and POSIX.1
tar.  By default, cpio creates binary format archives, so that they are
compatible with older cpio programs.  When it is extracting files from
archives, cpio automatically recognizes which kind of archive it is reading
and can read archives created on machines with a different byte-order.

Install cpio if you need a program to manage file archives.",应用
cracklib,系统, A password-checking library," CrackLib tests passwords to determine whether they match certain
security-oriented characteristics, with the purpose of stopping users
from choosing passwords that are easy to guess. CrackLib performs
several tests on passwords: it tries to generate words from a username
and gecos entry and checks those words against the password; it checks
for simplistic patterns in passwords; and it checks for the password
in a dictionary.

CrackLib is actually a library containing a particular C function
which is used to check the password, as well as other C
functions. CrackLib is not a replacement for a passwd program; it must
be used in conjunction with an existing passwd program.

Install the cracklib package if you need a program to check users'
passwords to see if they are at least minimally secure. If you install
CrackLib, you will also want to install the cracklib-dicts package.",系统
cracklib-dicts,系统,The standard CrackLib dictionaries ,"The cracklib-dicts package includes the CrackLib dictionaries.
CrackLib will need to use the dictionary appropriate to your system,
which is normally put in /usr/share/dict/words. Cracklib-dicts also
contains the utilities necessary for the creation of new dictionaries.

If you are installing CrackLib, you should also install cracklib-dicts. ",系统
crash-gcore-command,应用, Gcore extension module for the crash utility," Command for creating a core dump file of a user-space task that was
running in a kernel dumpfile.",应用
crda,应用, Regulatory compliance daemon for 802.11 wireless networking," The crda package provideds the regulatory rules database
""wireless-regdb"" used by the kernels 802.11 networking stack
in order to comply with radio frequency regulatory rules around
the world.",应用
createrepo_c,应用, Creates a common metadata repository," C implementation of Createrepo.
A set of utilities (createrepo_c, mergerepo_c, modifyrepo_c)
for generating a common metadata repository from a directory of
rpm packages and maintaining it.",应用
python3-createrepo_c,应用, Python 3 bindings for the createrepo_c library, Python 3 bindings for the createrepo_c library.,应用
cri-tools,应用, CLI and validation tools for Container Runtime Interface, CLI and validation tools for Container Runtime Interface,应用
crit,应用, CRIU image tool," crit is a tool designed to decode CRIU binary dump files and show
their content in human-readable form.",应用
criu-libs,应用, Libraries for criu, This package contains the libraries for criu,应用
cronie-noanacron,系统,Utility for running simple regular jobs in old cron style ,"Old style of running {hourly,daily,weekly,monthly}.jobs without anacron. No
extra features. ",系统
crontabs,系统, Root crontab files used to schedule the execution of programs," This package is used mainly for executing files by cron.

The crontabs package contains root crontab files and directories.
You will need to install cron daemon to run the jobs from the crontabs.
The cron daemon such as cronie or fcron checks the crontab files to
see when particular commands are scheduled to be executed.  If commands
are scheduled, it executes them.

Crontabs handles a basic system function, so it should be installed on
your system.",应用
crun,应用, OCI runtime written in C, crun is a runtime for running OCI containers,应用
cryptsetup-libs,核心, Cryptsetup shared library," This package contains the cryptsetup shared library, libcryptsetup.",系统
integritysetup,核心,A utility for setting up dm-integrity volumes ,"The integritysetup package contains a utility for setting up
disk integrity protection using dm-integrity kernel module. ",系统
veritysetup,核心,A utility for setting up dm-verity volumes ,"The veritysetup package contains a utility for setting up
disk verification using dm-verity kernel module. ",系统
ctags,应用, A C programming language indexing and/or cross-reference tool," Ctags generates an index (or tag) file of C language objects found in
C source and header files.  The index makes it easy for text editors or
other utilities to locate the indexed items.  Ctags can also generate a
cross reference file which lists information about the various objects
found in a set of C language files in human readable form.  Exuberant
Ctags improves on ctags because it can find all types of C language tags,
including macro definitions, enumerated values (values inside enum{...}),
function and method definitions, enum/struct/union tags, external
function prototypes, typedef names and variable declarations.  Exuberant
Ctags is far less likely to be fooled by code containing #if preprocessor
conditional constructs than ctags.  Exuberant ctags supports output of
Emacs style TAGS files and can be used to print out a list of selected
objects found in source files.

Install ctags if you are going to use your system for C programming.",系统
ctags-etags,应用, Exuberant Ctags for emacs tag format," This package will generate tags in a format which GNU Emacs understand,
it's a alternativ implementation of the GNU etags program.
Note: some command line options is not compatible with GNU etags.",系统
culmus-david-clm-fonts,其它, Fonts for Hebrew from Culmus project," 
The culmus-fonts package contains fonts for the display of
Hebrew from the Culmus project.",其它
culmus-ellinia-clm-fonts,其它, Fonts for Hebrew from Culmus project," 
The culmus-fonts package contains fonts for the display of
Hebrew from the Culmus project.",其它
culmus-fonts-common,其它, Common files of culmus-fonts," 
The culmus-fonts package contains fonts for the display of
Hebrew from the Culmus project.

This package consists of files used by other culmus-fonts packages.",其它
culmus-frank-ruehl-clm-fonts,其它, Fonts for Hebrew from Culmus project," 
The culmus-fonts package contains fonts for the display of
Hebrew from the Culmus project.",其它
culmus-miriam-mono-clm-fonts,其它, Fonts for Hebrew from Culmus project," 
The culmus-fonts package contains fonts for the display of
Hebrew from the Culmus project.",其它
culmus-simple-clm-fonts,其它, Fonts for Hebrew from Culmus project," 
The culmus-fonts package contains fonts for the display of
Hebrew from the Culmus project.",其它
culmus-stamashkenaz-clm-fonts,其它, Fonts for Hebrew from Culmus project," 
The culmus-fonts package contains fonts for the display of
Hebrew from the Culmus project.",其它
culmus-yehuda-clm-fonts,其它, Fonts for Hebrew from Culmus project," 
The culmus-fonts package contains fonts for the display of
Hebrew from the Culmus project.",其它
cups,应用, CUPS printing system," CUPS printing system provides a portable printing layer for
UNIX庐 operating systems. It has been developed by Apple Inc.
to promote a standard printing solution for all UNIX vendors and users.
CUPS provides the System V and Berkeley command-line interfaces.",应用
cups-client,应用, CUPS printing system - client programs," CUPS printing system provides a portable printing layer for
UNIX庐 operating systems. This package contains command-line client
programs.",应用
cups-filesystem,应用, CUPS printing system - directory layout," CUPS printing system provides a portable printing layer for
UNIX庐 operating systems. This package provides some directories which are
required by other packages that add CUPS drivers (i.e. filters, backends etc.).",应用
cups-ipptool,应用, CUPS printing system - tool for performing IPP requests, Sends IPP requests to the specified URI and tests and/or displays the results.,应用
cups-lpd,应用, CUPS printing system - lpd emulation," CUPS printing system provides a portable printing layer for
UNIX庐 operating systems. This is the package that provides standard
lpd emulation.",应用
cups-filters,应用, OpenPrinting CUPS filters and backends," Contains backends, filters, and other software that was
once part of the core CUPS distribution but is no longer maintained by
Apple Inc. In addition it contains additional filters developed
independently of Apple, especially filters for the PDF-centric printing
workflow introduced by OpenPrinting.",应用
cups-filters-libs,应用, OpenPrinting CUPS filters and backends - cupsfilters and fontembed libraries, This package provides cupsfilters and fontembed libraries.,应用
cups-pk-helper,应用, A helper that makes system-config-printer use PolicyKit," cups-pk-helper is an application which makes cups configuration
interfaces available under control of PolicyKit.",应用
curl,系统,"A utility for getting files from remote servers (FTP, HTTP, and others) ","curl is a command line tool for transferring data with URL syntax, supporting
FTP, FTPS, HTTP, HTTPS, SCP, SFTP, TFTP, TELNET, DICT, LDAP, LDAPS, FILE, IMAP,
SMTP, POP3 and RTSP.  curl supports SSL certificates, HTTP POST, HTTP PUT, FTP
uploading, HTTP form based upload, proxies, cookies, user+password
authentication (Basic, Digest, NTLM, Negotiate, kerberos...), file transfer
resume, proxy tunneling and a busload of other useful tricks. ",应用
libcurl,系统,A library for getting files from web servers ,"libcurl is a free and easy-to-use client-side URL transfer library, supporting
FTP, FTPS, HTTP, HTTPS, SCP, SFTP, TFTP, TELNET, DICT, LDAP, LDAPS, FILE, IMAP,
SMTP, POP3 and RTSP. libcurl supports SSL certificates, HTTP POST, HTTP PUT,
FTP uploading, HTTP form based upload, proxies, cookies, user+password
authentication (Basic, Digest, NTLM, Negotiate, Kerberos4), file transfer
resume, http proxy tunneling and more. ",系统
libcurl-minimal,系统,Conservatively configured build of libcurl for minimal installations ,"This is a replacement of the 'libcurl' package for minimal installations.  It
comes with a limited set of features compared to the 'libcurl' package.  On the
other hand, the package is smaller and requires fewer run-time dependencies to
be installed. ",应用
custodia,应用," A service to manage, retrieve and store secrets for other processes"," A service to manage, retrieve and store secrets for other processes


Custodia is a Secrets Service Provider, it stores or proxies access to
keys, password, and secret material in general. Custodia is built to
use the HTTP protocol and a RESTful API as an IPC mechanism over a local
Unix Socket. It can also be exposed to a network via a Reverse Proxy
service assuming proper authentication and header validation is
implemented in the Proxy.

Custodia is modular, the configuration file controls how authentication,
authorization, storage and API plugins are combined and exposed.",应用
cyrus-imapd-vzic,应用, Utilities to convert timezone database files," vzic is a program to convert the Olson timezone database files into VTIMEZONE
files compatible with the iCalendar specification (RFC2445).

This package contains a forked version of vzic for internal use by the Cyrus
IMAP server.",应用
cyrus-sasl,应用,The Cyrus SASL library ,"The cyrus-sasl package contains the Cyrus implementation of SASL.
SASL is the Simple Authentication and Security Layer, a method for
adding authentication support to connection-based protocols. ",应用
cyrus-sasl-gs2,应用,GS2 support for Cyrus SASL ,"The cyrus-sasl-gs2 package contains the Cyrus SASL plugin which supports
the GS2 authentication scheme. ",应用
cyrus-sasl-gssapi,应用, GSSAPI authentication support for Cyrus SASL," The cyrus-sasl-gssapi package contains the Cyrus SASL plugins which
support GSSAPI authentication. GSSAPI is commonly used for Kerberos
authentication.",应用
cyrus-sasl-ntlm,应用,NTLM authentication support for Cyrus SASL ,"The cyrus-sasl-ntlm package contains the Cyrus SASL plugin which supports
the NTLM authentication scheme. ",应用
python3-Cython,系统, Language for writing Python extension modules," This is a development version of Pyrex, a language
for writing Python extension modules.

Python 3 version.",系统
python2-Cython,系统, Language for writing Python extension modules," This is a development version of Pyrex, a language
for writing Python extension modules.

Python 2 version.",系统
dav1d,应用, AV1 cross-platform Decoder," dav1d is a new AV1 cross-platform Decoder, open-source, and focused on speed
and correctness.",应用
dblatex,应用, DocBook to LaTeX/ConTeXt Publishing," dblatex is a program that transforms your SGML/XMLDocBook
documents to DVI, PostScript or PDF by translating them
into pure LaTeX as a first process.  MathML 2.0 markups
are supported, too. It started as a clone of DB2LaTeX.

Authors:
--------
   Beno卯t Guillon <marsgui at users dot sourceforge dot net>
   Andreas Hoenen <andreas dot hoenen at arcor dot de>",应用
dbus,核心,D-BUS message bus ,"D-BUS is a system for sending messages between applications. It is
used both for the system-wide message bus service, and as a
per-user-login-session messaging facility. ",应用
dbus-tools,核心, D-BUS Tools and Utilities," Tools and utilities to interact with a running D-Bus Message Bus, provided by
the reference implementation.",系统
dbus-x11,核心, X11-requiring add-ons for D-BUS," D-BUS contains some tools that require Xlib to be installed, those are
in this separate package so server systems need not install X.",应用
dbus-c++,系统, Native C++ bindings for D-Bus," dbus-c++ attempts to provide a C++ API for D-Bus.
Subpackages are provided with mainloop integration.",应用
dbus-glib,系统, GLib bindings for D-Bus," 
D-Bus add-on library to integrate the standard D-Bus library with
the GLib thread abstraction and main loop.",系统
dbxtool,系统,Secure Boot DBX updater ,This package contains DBX updates for UEFI Secure Boot. ,应用
dconf,系统, A configuration system," dconf is a low-level configuration system. Its main purpose is to provide a
backend to the GSettings API in GLib.",系统
dconf-editor,应用, Configuration editor for dconf, Graphical tool for editing the dconf configuration database.,系统
dcraw,应用, Tool for decoding raw image data from digital cameras," This package contains dcraw, a command line tool to decode raw image data
downloaded from digital cameras.",应用
dde-clipboard,应用, Qt platform theme integration plugins for DDE," Qt platform theme integration plugins for DDE
 Multiple Qt plugins to provide better Qt5 integration for DDE is included.",应用
dde-daemon,应用, Daemon handling the DDE session settings, Daemon handling the DDE session settings,应用
dde-device-formatter,应用, A simple graphical interface for creating file system in a block device., A simple graphical interface for creating file system in a block device.,应用
dde-disk-mount-plugin,应用, plugin of dde-dock, plugin of dde-dock.,应用
dde-kwin,应用, KWin configuration for Deepin Desktop Environment," This package provides a kwin configuration that used as the new WM for Deepin
Desktop Environment.",应用
dde-launcher,应用, dde desktop-environment - Launcher module, dde desktop-environment - Launcher module.,应用
dde-printer,应用, Printer Manager is tool to manage printers, Printer Manager is tool to manage printers.,应用
dde-qt5integration,应用, Qt platform theme integration plugins for DDE, Multiple Qt plugins to provide better Qt5 integration for DDE is included.,应用
dde-qt5wayland-plugin,应用, Qt platform plugins for DDE, Qt platform plugins for DDE.,应用
dde-qt5xcb-plugin,应用, Qt platform plugins for DDE, Qt platform plugins for DDE.,应用
dde-server-industry-config,应用, DDE desktop-server industry version special configuration file., DDE desktop-server industry version special configuration file.,应用
dde-session-shell,应用, deepin-session-shell - Deepin desktop-environment - session-shell module, deepin-session-shell - Deepin desktop-environment - session-shell module.,应用
deepin-anything-dkms,应用," Something like everything, but nothing is really like anything...", ,应用
deepin-anything-libs,应用," Something like everything, but nothing is really like anything...", ,应用
deepin-anything-server,应用," Something like everything, but nothing is really like anything...", ,核心
deepin-calculator,应用, An easy to use calculator for ordinary users, An easy to use calculator for ordinary users.,应用
deepin-default-settings,应用, default settings for deepin destkop environment, default settings for deepin destkop environment.,应用
deepin-desktop-server,应用, Base files for Deepin Desktop Server, Base files for Deepin Desktop Server.,应用
deepin-devicemanager,应用, Device Manager is a handy tool for viewing hardware information and managing the devices, Device Manager is a handy tool for viewing hardware information and managing the devices.,应用
deepin-fcitxconfigtool-plugin,应用, An input method framework," Fcitx is an input method framework with extension support. Currently it
supports Linux and Unix systems like FreeBSD.

Fcitx tries to provide a native feeling under all desktop as well as a light
weight core. You can easily customize it to fit your requirements.",应用
deepin-gettext-tools,应用, Deepin Gettext Tools," The tools of gettext function wrapper.

desktop-ts-convert - handling desktop file translations.
policy-ts-convert - convert PolicyKit Policy file to the ts file.
update-pot - scan msgid and generate pot file according to the ini file.
generate-mo - scan po files and generate mo files according to the ini file.",应用
deepin-gtk-theme,应用, Deepin GTK Theme, Deepin GTK Theme.,应用
deepin-icon-theme,应用, Icons for the Deepin Desktop Environment, Icons for the Deepin Desktop Environment.,应用
deepin-image-viewer,应用, Deepin Image Viewer, Deepin Image Viewer.,应用
deepin-picker,应用, A color picker tool for deepin, A color picker tool for deepin.,应用
deepin-reader,应用," A simple PDF reader, supporting bookmarks, highlights and annotations"," A simple PDF reader, supporting bookmarks, highlights and annotations.",应用
deepin-screen-recorder,应用, Deepin Screen Recorder, Deepin Screen Recorder.,应用
deepin-shortcut-viewer,应用, Deepin Shortcut Viewer, The program displays a shortcut key window when a JSON data is passed.,应用
deepin-terminal,应用, Default terminal emulation application for Deepin, Default terminal emulation application for Deepin.,应用
libqtermwidget5-data,应用, Terminal emulator widget for Qt 5," Terminal emulator widget for Qt 5 (shared libraries)
QTermWidget is a Unicode-enabled, embeddable Qt widget that can be used as
built-in console or terminal emulation widget.",应用
dejagnu,应用, A front end for testing other programs," DejaGnu is an Expect/Tcl based framework for testing other programs.
DejaGnu has several purposes: to make it easy to write tests for any
program; to allow you to write tests which will be portable to any
host or target where a program must be tested; and to standardize the
output format of all tests (making it easier to integrate the testing
into software development).",应用
dejavu-fonts-common,其它, Common files for the Dejavu font set," 
The DejaVu font set is based on the __itstream Vera_ fonts, release 1.10. Its
purpose is to provide a wider range of characters, while maintaining the
original style, using an open collaborative development process.

This package consists of files used by other DejaVu packages.",其它
dejavu-sans-mono-fonts,其它,Monospace sans-serif font faces ,"
The DejaVu font set is based on the __itstream Vera_ fonts, release 1.10. Its
purpose is to provide a wider range of characters, while maintaining the
original style, using an open collaborative development process.

This package consists of the DejaVu sans-serif monospace font faces, in their
unabridged version. ",其它
dejavu-serif-fonts,其它,Variable-width serif font faces ,"
The DejaVu font set is based on the __itstream Vera_ fonts, release 1.10. Its
purpose is to provide a wider range of characters, while maintaining the
original style, using an open collaborative development process.

This package consists of the DejaVu serif variable-width font faces, in their
unabridged version. ",其它
delve,应用, A debugger for the Go programming language," Delve is a debugger for the Go programming language. The goal of the project
is to provide a simple, full featured debugging tool for Go. Delve should be
easy to invoke and easy to use. Chances are if you're using a debugger, things
aren't going your way. With that in mind, Delve should stay out of your way as
much as possible.",应用
desktop-file-utils,应用, Utilities for manipulating .desktop files," .desktop files are used to describe an application for inclusion in
GNOME or KDE menus.  This package contains desktop-file-validate which
checks whether a .desktop file complies with the specification at
http://www.freedesktop.org/standards/, and desktop-file-install
which installs a desktop file to the standard directory, optionally
fixing it up in the process.",应用
devhelp,应用, API documentation browser," Devhelp is an API documentation browser for the GNOME desktop.
It works natively with API documentation generated by gtk-doc.",应用
libdmmp,系统,device-mapper-multipath C API library ,"This package contains the shared library for the device-mapper-multipath
C API library. ",系统
dhcp-client,系统,Provides the ISC DHCP client daemon and dhclient-script ,"DHCP (Dynamic Host Configuration Protocol) is a protocol which allows
individual devices on an IP network to get their own network
configuration information (IP address, subnetmask, broadcast address,
etc.) from a DHCP server. The overall purpose of DHCP is to make it
easier to administer a large network.

This package provides the ISC DHCP client. ",系统
dhcp-common,系统," Common files used by ISC dhcp client, server and relay agent"," DHCP (Dynamic Host Configuration Protocol) is a protocol which allows
individual devices on an IP network to get their own network
configuration information (IP address, subnetmask, broadcast address,
etc.) from a DHCP server. The overall purpose of DHCP is to make it
easier to administer a large network.

This package provides common files used by dhcp and dhclient package.",应用
dhcp-libs,系统, Shared libraries used by ISC dhcp client and server, This package contains shared libraries used by ISC dhcp client and server,应用
dhcp-relay,系统,Provides the ISC DHCP relay agent ,"DHCP (Dynamic Host Configuration Protocol) is a protocol which allows
individual devices on an IP network to get their own network
configuration information (IP address, subnetmask, broadcast address,
etc.) from a DHCP server. The overall purpose of DHCP is to make it
easier to administer a large network.

This package provides the ISC DHCP relay agent. ",系统
dhcp-server,系统,Provides the ISC DHCP server ,"DHCP (Dynamic Host Configuration Protocol) is a protocol which allows
individual devices on an IP network to get their own network
configuration information (IP address, subnetmask, broadcast address,
etc.) from a DHCP server. The overall purpose of DHCP is to make it
easier to administer a large network.

This package provides the ISC DHCP server. ",系统
dialog,应用, A utility for creating TTY dialog boxes," Dialog is a utility that allows you to show dialog boxes (containing
questions or messages) in TTY (text mode) interfaces.  Dialog is called
from within a shell script.  The following dialog boxes are implemented:
yes/no, menu, input, message, text, info, checklist, radiolist, and
gauge.

Install dialog if you would like to create TTY dialog boxes.",应用
libbasicobjects,应用, Basic object types for C, Basic object types,应用
libdhash,应用, Dynamic hash table," A hash table which will dynamically resize to achieve optimal storage & access
time properties",应用
libini_config,应用, INI file parser for C," Library to process config files in INI format into a libcollection data
structure",应用
libpath_utils,应用, Filesystem Path Utilities, Utility functions to manipulate filesystem pathnames,应用
djvulibre,应用," DjVu viewers, encoders, and utilities"," DjVu is a web-centric format and software platform for distributing documents
and images. DjVu can advantageously replace PDF, PS, TIFF, JPEG, and GIF for
distributing scanned documents, digital documents, or high-resolution pictures.
DjVu content downloads faster, displays and renders faster, looks nicer on a
screen, and consume less client resources than competing formats. DjVu images
display instantly and can be smoothly zoomed and panned with no lengthy
re-rendering.

DjVuLibre is a free (GPL'ed) implementation of DjVu, including viewers,
decoders, simple encoders, and utilities. The browser plugin is in its own
separate sub-package.",应用
dleyna-renderer,应用, Service for interacting with Digital Media Renderers," D-Bus service for clients to discover and manipulate DLNA Digital Media
Renderers (DMRs).",应用
dmidecode,系统, Tool to analyse BIOS DMI data," dmidecode reports information about x86 & ia64 hardware as described in the
system BIOS according to the SMBIOS/DMI standard. This information
typically includes system manufacturer, model name, serial number,
BIOS version, asset tag as well as a lot of other details of varying
level of interest and reliability depending on the manufacturer.

This will often include usage status for the CPU sockets, expansion
slots (e.g. AGP, PCI, ISA) and memory module slots, and the list of
I/O ports (e.g. serial, parallel, USB).",系统
dnf,系统, Package manager," Utility that allows users to manage packages on their systems.
It supports RPMs, modules and comps groups & environments.",系统
dnf-automatic,系统,Package manager - automated upgrades ,Systemd units that can periodically download package upgrades and apply them. ,应用
yum,系统,Package manager ,"Utility that allows users to manage packages on their systems.
It supports RPMs, modules and comps groups & environments. ",系统
python3-dnf-plugin-modulesync,系统, Download module metadata and packages and create repository," Download module metadata from all enabled repositories, module artifacts and profiles of matching modules and create
repository.",系统
python3-dnf-plugins-core,系统, Core Plugins for DNF," Core Plugins for DNF, Python 3 interface. This package enhances DNF with builddep,
config-manager, copr, debug, debuginfo-install, download, groups-manager, needs-restarting,
repoclosure, repograph, repomanage, reposync, changelog and repodiff commands.
Additionally provides generate_completion_cache passive plugin.",系统
dnsmasq,系统, A lightweight DHCP/caching DNS server," Dnsmasq is lightweight, easy to configure DNS forwarder and DHCP server.
It is designed to provide DNS and, optionally, DHCP, to a small network.
It can serve the names of local machines which are not in the global
DNS. The DHCP server integrates with the DNS server and allows machines
with DHCP-allocated addresses to appear in the DNS with names configured
either in each host or in a central configuration file. Dnsmasq supports
static and dynamic DHCP leases and BOOTP for network booting of diskless
machines.",应用
dnsmasq-utils,系统, Utilities for manipulating DHCP server leases," Utilities that use the standard DHCP protocol to query/remove a DHCP
server's leases.",应用
dnssec-trigger-panel,应用, Applet for interaction between the user and dnssec-trigger," This package provides the GTK panel for interaction between the user
and dnssec-trigger daemon. It is able to show the current state and
results of probing performed by dnssec-trigger daemon. Also in case
some user input is needed, the panel creates a dialog window.",应用
docbook2X,应用, Convert docbook into man and Texinfo," docbook2X converts DocBook documents into man pages and Texinfo
documents.",系统
docbook5-schemas,应用," Norman Walsh's schemas (DTD, Relax NG, W3C schema) for Docbook 5.X"," Docbook 5.X is a complete rewrite of Docbook in RELAX NG and not compatible
with previous Docbook versions. This package contains Relax NG , DTD and W3C
schema for Docbook 5.X. Syntax of those schemas is XML-compliant and is
developed by the OASIS consortium.",系统
docbook-style-dsssl,应用, Norman Walsh's modular stylesheets for DocBook," These DSSSL stylesheets allow to convert any DocBook document to another
printed (for example, RTF or PostScript) or online (for example, HTML) format.
They are highly customizable.",应用
docbook-style-xsl,应用, Norman Walsh's XSL stylesheets for DocBook XML," These XSL stylesheets allow you to transform any DocBook XML document to
other formats, such as HTML, FO, and XHMTL.  They are highly customizable.",应用
docbook-utils,应用, Shell scripts for managing DocBook documents," This package contains scripts are for easy conversion from DocBook
files to other formats (for example, HTML, RTF, and PostScript), and
for comparing SGML files.",系统
docker,应用, The open-source application container engine," Docker is a product for you to build, ship and run any application as a
lightweight container.

Docker containers are both hardware-agnostic and platform-agnostic. This means
they can run anywhere, from your laptop to the largest cloud compute instance
and everything in between - and they don't require you to use a particular
language, framework or packaging system. That makes them great building blocks
for deploying and scaling web apps, databases, and backend services without
depending on a particular stack or provider.",应用
dosfstools,应用,Utilities for making and checking MS-DOS FAT filesystems on Linux ,"The dosfstools package includes the mkdosfs and dosfsck utilities,
which respectively make and check MS-DOS FAT filesystems on hard
drives or on floppies. ",系统
dotconf,应用, Libraries to parse configuration files, Dotconf is a library used to handle configuration files.,应用
dotnet-runtime-2.1,应用, NET Core 2.1 runtime," The .NET Core runtime contains everything needed to run .NET Core applications.
It includes a high performance Virtual Machine as well as the framework
libraries used by .NET Core applications.

.NET Core is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services.",应用
dotnet-sdk-2.1.5xx,应用, .NET Core 2.1.5xx Software Development Kit," The .NET Core SDK is a collection of command line applications to
create, build, publish and run .NET Core applications.

.NET Core is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services.",应用
aspnetcore-targeting-pack-3.0,应用, Targeting Pack for Microsoft.AspNetCore.App 3.0," This package provides a targetting pack for Microsoft.AspNetCore.App 3.0
that allows developers to compile against and target Microsoft.AspNetCore.App 3.0
applications using the .NET Core SDK.",应用
dotnet-hostfxr-3.0,应用, .NET Core command line host resolver," The .NET Core host resolver contains the logic to resolve and select
the right version of the .NET Core SDK or runtime to use.

.NET Core is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services.",应用
dotnet-sdk-3.0,应用, .NET Core 3.0 Software Development Kit," The .NET Core SDK is a collection of command line applications to
create, build, publish and run .NET Core applications.

.NET Core is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services.",应用
dotnet-targeting-pack-3.0,应用, Targeting Pack for Microsoft.NETCore.App 3.0," This package provides a targetting pack for Microsoft.NETCore.App 3.0
that allows developers to compile against and target Microsoft.NETCore.App 3.0
applications using the .NET Core SDK.",应用
dotnet-templates-3.0,应用, .NET Core 3.0 templates," This package contains templates used by the .NET Core SDK.

ASP.NET Core is a fast, lightweight and modular platform for creating
cross platform web applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services.",应用
aspnetcore-targeting-pack-3.1,应用, Targeting Pack for Microsoft.AspNetCore.App 3.1," This package provides a targetting pack for Microsoft.AspNetCore.App 3.1
that allows developers to compile against and target Microsoft.AspNetCore.App 3.1
applications using the .NET Core SDK.",应用
dotnet-apphost-pack-3.1,应用, Targeting Pack for Microsoft.NETCore.App 3.1," This package provides a targetting pack for Microsoft.NETCore.App 3.1
that allows developers to compile against and target Microsoft.NETCore.App 3.1
applications using the .NET Core SDK.",应用
dotnet-runtime-3.1,应用, NET Core 3.1 runtime," The .NET Core runtime contains everything needed to run .NET Core applications.
It includes a high performance Virtual Machine as well as the framework
libraries used by .NET Core applications.

.NET Core is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services.",应用
dotnet-sdk-3.1,应用, .NET Core 3.1 Software Development Kit," The .NET Core SDK is a collection of command line applications to
create, build, publish and run .NET Core applications.

.NET Core is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services.",应用
dotnet-templates-3.1,应用, .NET Core 3.1 templates," This package contains templates used by the .NET Core SDK.

ASP.NET Core is a fast, lightweight and modular platform for creating
cross platform web applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services.",应用
aspnetcore-runtime-5.0,应用, ASP.NET Core 5.0 runtime," The ASP.NET Core runtime contains everything needed to run .NET
web applications. It includes a high performance Virtual Machine as
well as the framework libraries used by .NET applications.

ASP.NET Core is a fast, lightweight and modular platform for creating
cross platform web applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services.",应用
dotnet-hostfxr-5.0,应用, .NET command line host resolver," The .NET host resolver contains the logic to resolve and select
the right version of the .NET SDK or runtime to use.

.NET is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services.",应用
dotnet-sdk-5.0,应用, .NET 5.0 Software Development Kit," The .NET SDK is a collection of command line applications to
create, build, publish and run .NET applications.

.NET is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services.",应用
dotnet-targeting-pack-5.0,应用, Targeting Pack for Microsoft.NETCore.App 5.0," This package provides a targeting pack for Microsoft.NETCore.App 5.0
that allows developers to compile against and target Microsoft.NETCore.App 5.0
applications using the .NET SDK.",应用
