name,label,summary,description,predict
gcc-toolset-10-make,系统, A GNU tool which simplifies the build process for users," A GNU tool for controlling the generation of executables and other
non-source files of a program from the program's source files. Make
allows users to build and install packages without any significant
knowledge about the details of the build process. The details about
how the program should be built are provided for make in the program's
makefile.",系统
gcc-toolset-10-systemtap-client,系统, Programmable system-wide instrumentation system - client," This package contains/requires the components needed to develop
systemtap scripts, and compile them using a local systemtap-devel
or a remote systemtap-server installation, then run them using a
local or remote systemtap-runtime.  It includes script samples and
documentation, and a copy of the tapset library for reference.",系统
gcc-toolset-10-systemtap-initscript,系统, Systemtap Initscripts," This package includes a SysVinit script to launch selected systemtap
scripts at system startup, along with a dracut module for early
boot-time probing if supported.",系统
gcc-toolset-10-systemtap-runtime,系统, Programmable system-wide instrumentation system - runtime," SystemTap runtime contains the components needed to execute
a systemtap script that was already compiled into a module
using a local or remote systemtap-devel installation.",系统
gcc-toolset-11-perftools,系统, Package shipping performance tools," 


Package shipping performance tools (systemtap)",系统
gcc-toolset-11-dyninst,应用, An API for Run-time Code Generation," 
Dyninst is an Application Program Interface (API) to permit the insertion of
code into a running program. The API also permits changing or removing
subroutine calls from the application program. Run-time code changes are
useful to support a variety of applications including debugging, performance
monitoring, and to support composing applications out of existing packages.
The goal of this API is to provide a machine independent interface to permit
the creation of tools and applications that use run-time code patching.",应用
gcc-toolset-11-elfutils,系统, A collection of utilities and DSOs to handle ELF files and DWARF data," Elfutils is a collection of utilities, including stack (to show
backtraces), nm (for listing symbols from object files), size
(for listing the section sizes of an object or archive file),
strip (for discarding symbols), readelf (to see the raw ELF file
structures), elflint (to check for well-formed ELF files) and
elfcompress (to compress or decompress ELF sections).",系统
gcc-toolset-11-gcc-gfortran,系统, Fortran support for GCC 11," The gcc-toolset-11-gcc-gfortran package provides support for compiling Fortran
programs with the GNU Compiler Collection.",系统
gcc-toolset-11-make,系统, A GNU tool which simplifies the build process for users," A GNU tool for controlling the generation of executables and other
non-source files of a program from the program's source files. Make
allows users to build and install packages without any significant
knowledge about the details of the build process. The details about
how the program should be built are provided for make in the program's
makefile.",系统
gcc-toolset-11-strace,系统, Tracks and displays system calls associated with a running process," The strace program intercepts and records the system calls called and
received by a running process.  Strace can print a record of each
system call, its arguments and its return value.  Strace is useful for
diagnosing problems and debugging, as well as for instructional
purposes.

Install strace if you need a tool to track the system calls made and
received by a process.",应用
gcc-toolset-9-perftools,系统, Package shipping performance tools, Package shipping performance tools (systemtap),系统
gcc-toolset-9-binutils,系统, A GNU collection of binary utilities," Binutils is a collection of binary utilities, including ar (for
creating, modifying and extracting from archives), as (a family of GNU
assemblers), gprof (for displaying call graph profile data), ld (the
GNU linker), nm (for listing symbols from object files), objcopy (for
copying and translating object files), objdump (for displaying
information from object files), ranlib (for generating an index for
the contents of an archive), readelf (for displaying detailed
information about binary files), size (for listing the section sizes
of an object or archive file), strings (for listing printable strings
from files), strip (for discarding symbols), and addr2line (for
converting addresses to file and line).",系统
gcc-toolset-9-dwz,系统, DWARF optimization and duplicate removal tool," The dwz package contains a program that attempts to optimize DWARF
debugging information contained in ELF shared libraries and ELF executables
for size, by replacing DWARF information representation with equivalent
smaller representation where possible and by reducing the amount of
duplication using techniques from DWARF standard appendix E - creating
DW_TAG_partial_unit compilation units (CUs) for duplicated information
and using DW_TAG_imported_unit to import it into each CU that needs it.",系统
gcc-toolset-9-gcc-c++,系统, C++ support for GCC  version 9," This package adds C++ support to the GNU Compiler Collection
version 9.  It includes support for most of the current C++ specification
and a lot of support for the upcoming C++ specification.",系统
gcc-toolset-9-gcc-gdb-plugin,系统, GCC 9 plugin for GDB, This package contains GCC 9 plugin for GDB C expression evaluation.,系统
gcc-toolset-9-strace,系统, Tracks and displays system calls associated with a running process," The strace program intercepts and records the system calls called and
received by a running process.  Strace can print a record of each
system call, its arguments and its return value.  Strace is useful for
diagnosing problems and debugging, as well as for instructional
purposes.

Install strace if you need a tool to track the system calls made and
received by a process.",系统
gcc-toolset-9-systemtap-runtime,系统, Programmable system-wide instrumentation system - runtime," SystemTap runtime contains the components needed to execute
a systemtap script that was already compiled into a module
using a local or remote systemtap-devel installation.",系统
gdb,系统, A stub package for GNU source-level debugger," 'gdb' package is only a stub to install gcc-gdb-plugin for 'compile' commands.
See package 'gdb-headless'.",系统
gdb-headless,系统," A GNU source-level debugger for C, C++, Fortran, Go and other languages"," GDB, the GNU debugger, allows you to debug programs written in C, C++,
Java, and other languages, by executing them in a controlled fashion
and printing their data.",系统
gdbm,核心,A GNU set of database routines which use extensible hashing ,"Gdbm is a GNU database indexing library, including routines which use
extensible hashing.  Gdbm works in a similar way to standard UNIX dbm
routines.  Gdbm is useful for developers who write C applications and
need access to a simple and efficient database or who are building C
applications which will use such a database.

If you're a C developer and your programs need access to simple
database routines, you should install gdbm.  You'll also need to
install gdbm-devel. ",应用
gdbm-libs,核心, Libraries files for gdbm, Libraries for the Gdbm GNU database indexing library,应用
gdk-pixbuf2-modules,应用, Additional image modules for gdk-pixbuf," This package contains the additional modules that are needed to load various
image formats such as ICO and JPEG.",应用
gedit-plugin-codecomment,应用, gedit codecomment plugin, The gedit codecomment plugin.,应用
gedit-plugin-colorpicker,应用, gedit colorpicker plugin, The gedit colorpicker plugin.,应用
gedit-plugin-commander,应用, gedit commander plugin, The gedit commander plugin.,应用
gedit-plugins-data,应用, Common data required by plugins, Common files required by all plugins.,应用
gedit-plugin-translate,应用, gedit translate plugin, The gedit translate plugin.,应用
gegl04,应用, Graph based image processing framework," GEGL (Generic Graphics Library) is a graph based image processing framework.
GEGLs original design was made to scratch GIMP's itches for a new
compositing and processing core. This core is being designed to have
minimal dependencies and a simple well defined API.",应用
genwqe-tools,应用,GenWQE userspace tools ,Provide a suite of utilities to manage and configure the IBM GenWQE card. ,系统
geoclue2-libs,应用, Geoclue client library," The geoclue2-libs package contains a convenience library to interact with
Geoclue service.",应用
GeoIP-GeoLite-data,应用, Free GeoLite IP geolocation country database," The GeoLite databases are free IP geolocation databases. This package contains
a database that maps IPv4 addresses to countries.

This product includes GeoLite data created by MaxMind, available from
http://www.maxmind.com/",应用
geolite2-city,应用, Free IP geolocation city database," GeoLite2 databases are free IP geolocation databases comparable to, but less
accurate than, MaxMind's GeoIP2 databases.  This product includes GeoLite2 data
created by MaxMind, available from http://www.maxmind.com.",应用
geronimo-annotation-javadoc,应用, Javadoc for geronimo-annotation, This package contains the API documentation for geronimo-annotation.,应用
geronimo-jms,应用, J2EE JMS v1.1 API," The Java Message Service (JMS) API is a messaging standard that allows
application components based on the Java 2 Platform, Enterprise Edition
(J2EE) to create, send, receive, and read messages. It enables distributed
communication that is loosely coupled, reliable, and asynchronous.",应用
geronimo-jms-javadoc,应用, API documentation for geronimo-jms, This package provides API documentation for geronimo-jms.,应用
gettext,核心, GNU libraries and utilities for producing multi-lingual messages," The GNU gettext package provides a set of tools and documentation for
producing multi-lingual messages in programs. Tools include a set of
conventions about how programs should be written to support message
catalogs, a directory and file naming organization for the message
catalogs, a runtime library which supports the retrieval of translated
messages, and stand-alone programs for handling the translatable and
the already translated strings. Gettext provides an easy to use
library and tools for creating, using, and modifying natural language
catalogs and is a powerful and simple method for internationalizing
programs.",应用
gflags,应用, Library for commandline flag processing," The gflags package contains a library that implements commandline
flags processing. As such it's a replacement for getopt(). It has
increased flexibility, including built-in support for C++ types like
string, and the ability to define flags in the source file in which
they're used.",应用
gfs2-utils,应用,Utilities for managing the global file system (GFS2) ,"The gfs2-utils package contains a number of utilities for creating, checking,
modifying, and correcting inconsistencies in GFS2 file systems. ",系统
ghostscript-tools-printing,应用, Ghostscript's printing utilities," This package provides utilities for formatting and printing text files using
either Ghostscript, or BubbleJet, DeskJet, DeskJet 500, and LaserJet printers.

It also provides the utility 'pphs', which is useful for printing of Primary
Hint Stream of a linearized PDF file.",应用
giflib,应用, A library and utilities for processing GIFs, giflib is a library for reading and writing gif images.,应用
gimp-devel-tools,应用, GIMP plugin and extension development tools," The gimp-devel-tools package contains gimptool, a helper program to build GNU
Image Manipulation Program (GIMP) plug-ins and extensions.",应用
gimp-libs,应用, GIMP libraries," The gimp-libs package contains shared libraries needed for the GNU Image
Manipulation Program (GIMP).",应用
libgio-qt,应用, This library is designed to be exception-free and avoid Qt application developer do direct access to glib/glibmm, ,应用
git,应用, Fast Version Control System," Git is a fast, scalable, distributed revision control system with an
unusually rich command set that provides both high-level operations
and full access to internals.

The git rpm installs common set of tools which are usually using with
small amount of dependencies. To install all git packages, including
tools for integrating with other SCMs, install the git-all meta-package.",系统
git-all,应用, Meta-package to pull in all git tools," Git is a fast, scalable, distributed revision control system with an
unusually rich command set that provides both high-level operations
and full access to internals.

This is a dummy package which brings in all subpackages.",应用
git-core,应用, Core package of git with minimal functionality," Git is a fast, scalable, distributed revision control system with an
unusually rich command set that provides both high-level operations
and full access to internals.

The git-core rpm installs really the core tools with minimal
dependencies. Install git package for common set of tools.
To install all git packages, including tools for integrating with
other SCMs, install the git-all meta-package.",系统
git-subtree,应用, Git tools to merge and split repositories," Git subtrees allow subprojects to be included within a subdirectory
of the main project, optionally including the subproject's entire
history.",应用
perl-Git,应用, Perl interface to Git, Perl interface to Git.,系统
perl-Git-SVN,应用, Perl interface to Git::SVN, Perl interface to Git::SVN.,系统
gjs,应用, Javascript Bindings for GNOME," Gjs allows using GNOME libraries from Javascript. It's based on the
Spidermonkey Javascript engine from Mozilla and the GObject introspection
framework.",应用
glade-libs,应用, Widget library for Glade UI designer," The glade-libs package consists of the widgets that compose the Glade GUI as
a separate library to ease the integration of Glade into other applications.",应用
glassfish-annotation-api,应用, Common Annotations API Specification (JSR 250), Common Annotations APIs for the Java Platform (JSR 250).,应用
glassfish-fastinfoset,应用, Fast Infoset," Fast Infoset specifies a standardized binary encoding for the XML Information
Set. An XML infoset (such as a DOM tree, StAX events or SAX events in
programmatic representations) may be serialized to an XML 1.x document or, as
specified by the Fast Infoset standard, may be serialized to a fast infoset
document.  Fast infoset documents are generally smaller in size and faster to
parse and serialize than equivalent XML documents.",应用
glassfish-jsp-api,应用, Glassfish J2EE JSP API specification," This project provides a container independent specification of JSP
2.2. Note that this package doesn't contain implementation of this
specification. See glassfish-jsp for one of implementations",应用
glassfish-master-pom,应用, Master POM for Glassfish Maven projects, This is a shared POM parent for Glassfish Maven projects.,应用
glassfish-servlet-api,应用, Java Servlet API," The javax.servlet package contains a number of classes
and interfaces that describe and define the contracts between
a servlet class and the runtime environment provided for
an instance of such a class by a conforming servlet container.",应用
glibc,核心, The GNU libc libraries," The glibc package contains standard libraries which are used by
multiple programs on the system. In order to save disk space and
memory, as well as to make upgrading easier, common system code is
kept in one place and shared between programs. This particular package
contains the most important sets of shared libraries: the standard C
library and the standard math library. Without these two libraries, a
Linux system will not function.",核心
glibc-common,核心, Common binaries and locale data for glibc," The glibc-common package includes common binaries for the GNU libc
libraries, as well as national language (locale) support.",核心
glibc-static,核心, C library static libraries for -static linking.," The glibc-static package contains the C library static libraries
for -static linking.  You don't need these, unless you link statically,
which is highly discouraged.",系统
nscd,核心,A Name Service Caching Daemon (nscd). ,"The nscd daemon caches name service lookups and can improve
performance with LDAP, and may help with DNS as well. ",系统
glib-networking,应用, Networking support for GLib," This package contains modules that extend the networking support in
GIO. In particular, it contains libproxy- and GSettings-based
GProxyResolver implementations and a gnutls-based GTlsConnection
implementation.",系统
glog,应用, A C++ application logging library," Google glog is a library that implements application-level
logging. This library provides logging APIs based on C++-style
streams and various helper macros.",应用
gnome-backgrounds,应用, Desktop backgrounds packaged with the GNOME desktop," The gnome-backgrounds package contains the default
desktop background, known as the Adwaita background,
for the GNOME Desktop version",应用
gnome-bluetooth-libs,应用, GTK+ Bluetooth device selection widgets," This package contains libraries needed for applications that
want to display a Bluetooth device selection widget.",应用
gnome-color-manager,应用, Color management tools for GNOME," gnome-color-manager is a session framework that makes it easy to manage, install
and generate color profiles in the GNOME desktop.",应用
gnome-common,应用, Useful things common to building GNOME packages from scratch," This package contains sample files that should be used to develop pretty much
every GNOME application.  The programs included here are not needed for running
GNOME apps or building ones from distributed tarballs.  They are only useful
for compiling from git sources or when developing the build infrastructure for
a GNOME application.",应用
gnome-font-viewer,应用, Utility for previewing fonts for GNOME," Use gnome-font-viewer, the Font Viewer, to preview fonts and display
information about a specified font. You can use the Font Viewer to display the
name, style, type, size, version and copyright of the font.",应用
gnome-getting-started-docs,应用, Help a new user get started in GNOME," This package contains a 'Getting Started' guide that can be viewed
with yelp. It is normally used together with gnome-initial-setup.",应用
gnome-getting-started-docs-es,应用, Spanish translations for gnome-getting-started-docs videos, Spanish (es) translations for the Getting Started guide videos.,应用
gnome-getting-started-docs-it,应用, Italian translations for gnome-getting-started-docs videos, Italian (it) translations for the Getting Started guide videos.,应用
gnome-getting-started-docs-ru,应用, Russian translations for gnome-getting-started-docs videos, Russian (ru) translations for the Getting Started guide videos.,应用
gnome-logs,应用, Log viewer for the systemd journal, A log viewer for the systemd journal.,应用
gnome-remote-desktop,应用, GNOME Remote Desktop screen share service," GNOME Remote Desktop is a remote desktop and screen sharing service for the
GNOME desktop environment.",应用
gnome-screenshot,应用, A screenshot utility for GNOME, gnome-screenshot lets you take pictures of your screen.,应用
gnome-settings-daemon,应用, The daemon sharing settings from GNOME to GTK+/KDE applications," A daemon to share settings from GNOME to other applications. It also
handles global keybindings, as well as a number of desktop-wide settings.",应用
gnome-shell,应用, Window management and application launching for GNOME," GNOME Shell provides core user interface functions for the GNOME 3 desktop,
like switching to windows and launching applications. GNOME Shell takes
advantage of the capabilities of modern graphics hardware and introduces
innovative user interface concepts to provide a visually attractive and
easy to use experience.",应用
gnome-shell-extension-classification-banner,应用, Display classification level banner in GNOME Shell, This GNOME Shell extension adds a banner that displays the classification level.,应用
gnome-shell-extension-desktop-icons,应用, Desktop icons support for the classic experience, This GNOME Shell extension adds desktop icons support as seen in GNOME 2,应用
gnome-shell-extension-gesture-inhibitor,应用, Gesture inhibitor, This GNOME Shell extension allows disabling the default desktop gestures.,应用
gnome-shell-extension-launch-new-instance,应用, Always launch a new application instance for GNOME Shell," This GNOME Shell extension modifies the behavior of clicking in the dash and app
launcher to always launch a new application instance.",应用
gnome-shell-extension-screenshot-window-sizer,应用, Screenshot window sizer for GNOME Shell," This GNOME Shell extension allows to easily resize windows for GNOME Software
screenshots.",应用
gnome-shell-extension-top-icons,应用, Show legacy icons on top, This GNOME Shell extension moves legacy tray icons into the top bar.,应用
gnome-themes-standard,应用, Standard themes for GNOME applications," The gnome-themes-standard package contains the standard theme for the GNOME
desktop, which provides default appearance for cursors, desktop background,
window borders and GTK+ applications.",应用
gnome-user-docs,应用, GNOME User Documentation," This package contains end-user documentation for the GNOME desktop
environment.",应用
gnu-free-mono-fonts,其它, GNU FreeFont Monospaced Font," 
Gnu FreeFont is a free family of scalable outline fonts, suitable for general
use on computers and for desktop publishing. It is Unicode-encoded for
compatibility with all modern operating systems.

Besides a full set of characters for writing systems based on the Latin
alphabet, FreeFont contains large selection of characters from other writing
systems some of which are hard to find elsewhere.

FreeFont also contains a large set of symbol characters, both technical and
decorative. We are especially pleased with the Mathematical Operators range,
with which most of the glyphs used in LaTeX can be displayed.

This package contains the GNU FreeFont monospaced font.",其它
gnu-free-sans-fonts,其它, GNU FreeFont Sans-Serif Font," 
Gnu FreeFont is a free family of scalable outline fonts, suitable for general
use on computers and for desktop publishing. It is Unicode-encoded for
compatibility with all modern operating systems.

Besides a full set of characters for writing systems based on the Latin
alphabet, FreeFont contains large selection of characters from other writing
systems some of which are hard to find elsewhere.

FreeFont also contains a large set of symbol characters, both technical and
decorative. We are especially pleased with the Mathematical Operators range,
with which most of the glyphs used in LaTeX can be displayed.

This package contains the GNU FreeFont sans-serif font.",其它
gnupg2,系统, Utility for secure communication and data storage," GnuPG is GNU's tool for secure communication and data storage.  It can
be used to encrypt data and to create digital signatures.  It includes
an advanced key management facility and is compliant with the proposed
OpenPGP Internet standard as described in RFC2440 and the S/MIME
standard as described by several RFCs.

GnuPG 2.0 is a newer version of GnuPG with additional support for
S/MIME.  It has a different design philosophy that splits
functionality up into several modules. The S/MIME and smartcard functionality
is provided by the gnupg2-smime package.",系统
gnutls,核心, A TLS protocol implementation," GnuTLS is a secure communications library implementing the SSL, TLS and DTLS
protocols and technologies around them. It provides a simple C language
application programming interface (API) to access the secure communications
protocols as well as APIs to parse and write X.509, PKCS #12, OpenPGP and
other required structures.",系统
gnutls-c++,核心, The C++ interface to GnuTLS," GnuTLS is a secure communications library implementing the SSL, TLS and DTLS
protocols and technologies around them. It provides a simple C language
application programming interface (API) to access the secure communications
protocols as well as APIs to parse and write X.509, PKCS #12, OpenPGP and
other required structures.",系统
gnutls-utils,核心, Command line tools for TLS protocol," GnuTLS is a secure communications library implementing the SSL, TLS and DTLS
protocols and technologies around them. It provides a simple C language
application programming interface (API) to access the secure communications
protocols as well as APIs to parse and write X.509, PKCS #12, OpenPGP and
other required structures.
This package contains command line TLS client and server and certificate
manipulation tools.",系统
gobject-introspection,系统,Introspection system for GObject-based libraries ,"GObject Introspection can scan C header and source files in order to
generate introspection ""typelib"" files.  It also provides an API to examine
typelib files, useful for creating language bindings among other
things. ",应用
go-gir-generator,应用, Generate static golang bindings for GObject, Generate static golang bindings for GObject,应用
golang-misc,应用, Golang compiler miscellaneous sources, Golang compiler miscellaneous sources.,应用
golang-src,应用, Golang compiler source tree, Golang compiler source tree,应用
golang-dbus,应用, Go client bindings for D-Bus, Go client bindings for D-Bus,应用
golang-github-lofanmi-pinyin,应用, lofanmi-pinyin, go-pinyin,应用
google-crosextra-caladea-fonts,其它, Serif font metric-compatible with Cambria font," Caladea is metric-compatible with Cambria font. This font is a serif
typeface family based on Lato.",其它
google-droid-sans-mono-fonts,其它, A humanist monospace sans serif typeface," 
The Droid typeface family was designed in the fall of 2006 by Ascender's
Steve Matteson, as a commission from Google to create a set of system fonts
for its Android platform. The goal was to provide optimal quality and comfort
on a mobile handset when rendered in application menus, web browsers and for
other screen text.
The family was later extended in collaboration with other designers such as
Pascal Zoghbi of 29ArabicLetters.

Droid Sans Mono is a humanist monospace sans serif typeface designed for user
interfaces and electronic communication.",其它
google-droid-serif-fonts,其它, A contemporary serif typeface," 
The Droid typeface family was designed in the fall of 2006 by Ascender's
Steve Matteson, as a commission from Google to create a set of system fonts
for its Android platform. The goal was to provide optimal quality and comfort
on a mobile handset when rendered in application menus, web browsers and for
other screen text.
The family was later extended in collaboration with other designers such as
Pascal Zoghbi of 29ArabicLetters.

Droid Serif is a contemporary serif typeface family designed for comfortable
reading on screen. Droid Serif is slightly condensed to maximize the amount of
text displayed on small screens. Vertical stress and open forms contribute to
its readability while its proportion and overall design complement its
companion Droid Sans.
The Arabic block was designed by Pascal Zoghbi of 29ArabicLetters under the
Droid Naskh name.",其它
google-gson,其它, Java lib for conversion of Java objects into JSON representation," Gson is a Java library that can be used to convert a Java object into its
JSON representation. It can also be used to convert a JSON string into an
equivalent Java object. Gson can work with arbitrary Java objects including
pre-existing objects that you do not have source-code of.",应用
guice-assistedinject,应用, AssistedInject extension module for Guice," Guice is a lightweight dependency injection framework for Java 5
and above. This package provides AssistedInject module for Guice.",应用
guice-bom,应用, Bill of Materials for Guice," Guice is a lightweight dependency injection framework for Java 5
and above. This package provides Bill of Materials module for Guice.",应用
guice-servlet,应用, Servlet extension module for Guice," Guice is a lightweight dependency injection framework for Java 5
and above. This package provides Servlet module for Guice.",应用
guice-throwingproviders,应用, ThrowingProviders extension module for Guice," Guice is a lightweight dependency injection framework for Java 5
and above. This package provides ThrowingProviders module for Guice.",应用
google-noto-serif-cjk-ttc-fonts,其它, Serif OTC font files for google-noto-cjk-fonts," 
Noto CJK fonts, supporting Simplified Chinese, Traditional Chinese,
Japanese, and Korean. The supported scripts are Han, Hiragana, Katakana,
Hangul, and Bopomofo. Latin, Greek, Cyrllic, and various symbols are also
supported for compatibility with CJK standards.


The google-noto-serif-cjk-ttc-fonts package contains Serif OTC fonts.",其它
google-noto-emoji-fonts,其它, Google __oto Emoji_ Black-and-White emoji font, This package provides the Google __oto Emoji_ Black-and-White emoji font.,其它
google-noto-fonts-common,其它, Common files for Noto fonts, Common files for Google Noto fonts.,其它
google-noto-sans-armenian-fonts,其它, Sans Armenian font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Armenian.",其它
google-noto-sans-batak-fonts,其它, Sans Batak font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Batak.",其它
google-noto-sans-brahmi-fonts,其它, Sans Brahmi font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Brahmi.",其它
google-noto-sans-cham-fonts,其它, Sans Cham font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Cham.",其它
google-noto-sans-cherokee-fonts,其它, Sans Cherokee font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Cherokee.",其它
google-noto-sans-cypriot-fonts,其它, Sans Cypriot font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Cypriot.",其它
google-noto-sans-deseret-fonts,其它, Sans Deseret font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Deseret.",其它
google-noto-sans-devanagari-fonts,其它, Sans Devanagari font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Devanagari.",其它
google-noto-sans-egyptian-hieroglyphs-fonts,其它, Sans Egyptian Hieroglyphs font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Egyptian Hieroglyphs.",其它
google-noto-sans-gurmukhi-fonts,其它, Sans Gurmukhi font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Gurmukhi.",其它
google-noto-sans-hanunoo-fonts,其它, Sans Hanunoo font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Hanunoo.",其它
google-noto-sans-inscriptional-parthian-fonts,其它, Sans Inscriptional Parthian font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Inscriptional Parthian.",其它
google-noto-sans-javanese-fonts,其它, Sans Javanese font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Javanese.",其它
google-noto-sans-kaithi-fonts,其它, Sans Kaithi font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Kaithi.",其它
google-noto-sans-kharoshthi-fonts,其它, Sans Kharoshthi font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Kharoshthi.",其它
google-noto-sans-khmer-fonts,其它, Sans Khmer font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Khmer.",其它
google-noto-sans-lao-fonts,其它, Sans Lao font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Lao.",其它
google-noto-sans-lycian-fonts,其它, Sans Lycian font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Lycian.",其它
google-noto-sans-myanmar-fonts,其它, Sans Myanmar font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Myanmar.",其它
google-noto-sans-oriya-ui-fonts,其它, Sans Oriya UI font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Oriya UI.",其它
google-noto-sans-phags-pa-fonts,其它, Sans Phags Pa font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Phags Pa.",其它
google-noto-sans-phoenician-fonts,其它, Sans Phoenician font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Phoenician.",其它
google-noto-sans-rejang-fonts,其它, Sans Rejang font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Rejang.",其它
google-noto-sans-samaritan-fonts,其它, Sans Samaritan font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Samaritan.",其它
google-noto-sans-sinhala-fonts,其它, Sans Sinhala font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Sinhala.",其它
google-noto-sans-symbols-fonts,其它, Sans Symbols font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Symbols.",其它
google-noto-sans-syriac-western-fonts,其它, Sans Syriac Western font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Syriac Western.",其它
google-noto-sans-tagalog-fonts,其它, Sans Tagalog font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Tagalog.",其它
google-noto-sans-tai-viet-fonts,其它, Sans Tai Viet font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Tai Viet.",其它
