name,label,summary,description,predict
gnome-shell-extension-heads-up-display,应用, Display persistent on-screen message," This GNOME Shell extension displays a persistent message in the top middle of the screen.
This message can appear on the login screen, lock screen, or regular user session.",应用
gnome-shell-extension-places-menu,应用, Places status menu for GNOME Shell," This GNOME Shell extension add a system status menu for quickly navigating
places in the system.",应用
gnome-shell-extension-screenshot-window-sizer,应用, Screenshot window sizer for GNOME Shell," This GNOME Shell extension allows to easily resize windows for GNOME Software
screenshots.",应用
gnome-shell-extension-workspace-indicator,应用, Workspace indicator for GNOME Shell," This GNOME Shell extension add a system status menu for quickly changing
workspaces.",应用
adwaita-gtk2-theme,应用, Adwaita gtk2 theme," The adwaita-gtk2-theme package contains a gtk2 theme for presenting widgets
with a GNOME look and feel.",应用
gnuplot,应用, A program for plotting mathematical expressions and data," Gnuplot is a command-line driven, interactive function plotting
program especially suited for scientific data representation.  Gnuplot
can be used to plot functions and data points in both two and three
dimensions and in many different formats.

Install gnuplot if you need a graphics package for scientific data
representation.

This package provides a Qt based terminal version of gnuplot.",应用
gobject-introspection,系统,Introspection system for GObject-based libraries ,"GObject Introspection can scan C header and source files in order to
generate introspection ""typelib"" files.  It also provides an API to examine
typelib files, useful for creating language bindings among other
things. ",应用
go-gir-generator,应用, Generate static golang bindings for GObject, Generate static golang bindings for GObject,应用
golang,应用, The Go Programming Language, The Go Programming Language.,应用
golang-docs,应用, Golang compiler docs, Golang compiler docs.,应用
golang-misc,应用, Golang compiler miscellaneous sources, Golang compiler miscellaneous sources.,应用
golang-race,应用, Golang std library with -race enabled, Golang std library with -race enabled,应用
golang-src,应用, Golang compiler source tree, Golang compiler source tree,应用
google-crosextra-carlito-fonts,其它, Sans-serif font metric-compatible with Calibri font," Carlito is metric-compatible with Calibri font. Carlito comes in regular, bold,
italic, and bold italic. The family covers Latin-Greek-Cyrillic (not a
complete set, though) with about 2,000 glyphs. It has the same character
coverage as Calibri. This font is sans-serif typeface family based on Lato.",其它
google-droid-sans-fonts,其它, A humanist sans serif typeface," 
The Droid typeface family was designed in the fall of 2006 by Ascender's
Steve Matteson, as a commission from Google to create a set of system fonts
for its Android platform. The goal was to provide optimal quality and comfort
on a mobile handset when rendered in application menus, web browsers and for
other screen text.
The family was later extended in collaboration with other designers such as
Pascal Zoghbi of 29ArabicLetters.

Droid Sans is a humanist sans serif typeface designed for user interfaces and
electronic communication.",其它
google-droid-sans-mono-fonts,其它, A humanist monospace sans serif typeface," 
The Droid typeface family was designed in the fall of 2006 by Ascender's
Steve Matteson, as a commission from Google to create a set of system fonts
for its Android platform. The goal was to provide optimal quality and comfort
on a mobile handset when rendered in application menus, web browsers and for
other screen text.
The family was later extended in collaboration with other designers such as
Pascal Zoghbi of 29ArabicLetters.

Droid Sans Mono is a humanist monospace sans serif typeface designed for user
interfaces and electronic communication.",其它
google-guice-javadoc,应用, API documentation for Guice, This package provides API documentation for Guice.,应用
guice-assistedinject,应用, AssistedInject extension module for Guice," Guice is a lightweight dependency injection framework for Java 5
and above. This package provides AssistedInject module for Guice.",应用
guice-grapher,应用, Grapher extension module for Guice," Guice is a lightweight dependency injection framework for Java 5
and above. This package provides Grapher module for Guice.",应用
guice-throwingproviders,应用, ThrowingProviders extension module for Guice," Guice is a lightweight dependency injection framework for Java 5
and above. This package provides ThrowingProviders module for Guice.",应用
google-noto-fonts-common,其它, Common files for Noto fonts, Common files for Google Noto fonts.,其它
google-noto-kufi-arabic-fonts,其它, Kufi Arabic font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Kufi font for Arabic.",其它
google-noto-sans-armenian-fonts,其它, Sans Armenian font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Armenian.",其它
google-noto-sans-avestan-fonts,其它, Sans Avestan font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Avestan.",其它
google-noto-sans-buginese-fonts,其它, Sans Buginese font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Buginese.",其它
google-noto-sans-cham-fonts,其它, Sans Cham font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Cham.",其它
google-noto-sans-devanagari-fonts,其它, Sans Devanagari font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Devanagari.",其它
google-noto-sans-devanagari-ui-fonts,其它, Sans Devanagari UI font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Devanagari UI.",其它
google-noto-sans-fonts,其它, Sans font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font.",其它
google-noto-sans-gothic-fonts,其它, Sans Gothic font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Gothic.",其它
google-noto-sans-gurmukhi-ui-fonts,其它, Sans Gurmukhi UI font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Gurmukhi UI.",其它
google-noto-sans-hanunoo-fonts,其它, Sans Hanunoo font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Hanunoo.",其它
google-noto-sans-inscriptional-pahlavi-fonts,其它, Sans Inscriptional Pahlavi font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Inscriptional Pahlavi.",其它
google-noto-sans-kannada-ui-fonts,其它, Sans Kannada UI font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Kannada UI.",其它
google-noto-sans-kharoshthi-fonts,其它, Sans Kharoshthi font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Kharoshthi.",其它
google-noto-sans-malayalam-ui-fonts,其它, Sans Malayalam UI font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Malayalam UI.",其它
google-noto-sans-meetei-mayek-fonts,其它, Sans Meetei Mayek font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Meetei Mayek.",其它
google-noto-sans-mongolian-fonts,其它, Sans Mongolian font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Mongolian.",其它
google-noto-sans-myanmar-ui-fonts,其它, Sans Myanmar UI font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Myanmar UI.",其它
google-noto-sans-new-tai-lue-fonts,其它, Sans New Tai Lue font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for New Tai Lue.",其它
google-noto-sans-ogham-fonts,其它, Sans Ogham font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Ogham.",其它
google-noto-sans-old-persian-fonts,其它, Sans Old Persian font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Old Persian.",其它
google-noto-sans-oriya-fonts,其它, Sans Oriya font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Oriya.",其它
google-noto-sans-osmanya-fonts,其它, Sans Osmanya font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Osmanya.",其它
google-noto-sans-saurashtra-fonts,其它, Sans Saurashtra font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Saurashtra.",其它
google-noto-sans-sundanese-fonts,其它, Sans Sundanese font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Sundanese.",其它
google-noto-sans-syloti-nagri-fonts,其它, Sans Syloti Nagri font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Syloti Nagri.",其它
google-noto-sans-tagalog-fonts,其它, Sans Tagalog font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Tagalog.",其它
google-noto-sans-tai-tham-fonts,其它, Sans Tai Tham font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Tai Tham.",其它
google-noto-sans-tibetan-fonts,其它, Sans Tibetan font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Tibetan.",其它
google-noto-sans-ugaritic-fonts,其它, Sans Ugaritic font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Ugaritic.",其它
google-noto-sans-vai-fonts,其它, Sans Vai font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Vai.",其它
google-noto-serif-devanagari-fonts,其它, Serif Devanagari font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Serif font for Devanagari.",其它
google-noto-serif-fonts,其它, Serif font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Serif font.",其它
google-noto-serif-georgian-fonts,其它, Serif Georgian font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Serif font for Georgian.",其它
google-noto-serif-kannada-fonts,其它, Serif Kannada font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Serif font for Kannada.",其它
google-noto-serif-tamil-fonts,其它, Serif Tamil font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Serif font for Tamil.",其它
google-noto-serif-thai-fonts,其它, Serif Thai font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Serif font for Thai.",其它
go-srpm-macros,系统, RPM macros for building Golang packages for various architectures," The package provides macros for building projects in Go
on various architectures.",系统
gpac,应用, MPEG-4 multimedia framework," GPAC is a multimedia framework based on the MPEG-4 Systems standard developed
from scratch in ANSI C.  The original development goal is to provide a clean,
small and flexible alternative to the MPEG-4 Systems reference software.

GPAC features the integration of recent multimedia standards (SVG/SMIL, VRML,
X3D, SWF, 3GPP(2) tools and more) into a single framework. GPAC also features
MPEG-4 Systems encoders/multiplexers, publishing tools for content distribution
for MP4 and 3GPP(2) files and many tools for scene descriptions
(MPEG4 <-> VRML <-> X3D converters, SWF -> MPEG-4, etc).",应用
grafana-pcp,应用, Performance Co-Pilot Grafana Plugin," This Grafana plugin for Performance Co-Pilot includes datasources for
scalable time series from pmseries(1) and Redis, live PCP metrics and
bpftrace scripts from pmdabpftrace(1), as well as several dashboards.",应用
graphviz-python3,应用, Python 3 extension for graphviz, Python 3 extension for graphviz.,应用
greenboot,系统, Generic Health Check Framework for systemd, Generic Health Check Framework for systemd.,系统
greenboot-default-health-checks,系统, Series of optional and curated health checks, Series of optional and curated health checks.,应用
grep,核心, Pattern matching utilities," The GNU versions of commonly used grep utilities. Grep searches through
textual input for lines which contain a match to a specified pattern and then
prints the matching lines. GNU's grep utilities include grep, egrep and fgrep.

GNU grep is needed by many scripts, so it shall be installed on every system.",系统
grilo-plugins,应用, Plugins for the Grilo framework," Grilo is a framework that provides access to different sources of
multimedia content, using a pluggable system.
This package contains plugins to get information from theses sources:
- Apple Trailers
- Bookmarks
- Euronews
- Filesystem
- Flickr
- Freebox
- Gravatar
- iTunes Music Sharing
- Jamendo
- Last.fm (for album arts)
- Local metadata (album arts and thumbnails)
- Metadata Store
- Pocket
- Podcasts
- Radio France
- Shoutcast
- The Guardian Videos
- Tracker
- Vimeo
- Youtube",应用
groff,核心, A document formatting system," Groff is a document formatting system. Groff takes standard text and
formatting commands as input and produces formatted output. The
created documents can be shown on a display or printed on a printer.
Groff's formatting commands allow you to specify font type and size,
bold type, italic type, the number and size of columns on a page, and
more.

Groff can also be used to format man pages. If you are going to use
groff with the X Window System, you will also need to install the
groff-x11 package.",应用
grub2-efi-ia32,核心,GRUB for EFI systems. ,"
The GRand Unified Bootloader (GRUB) is a highly configurable and
customizable bootloader with modular architecture.  It supports a rich
variety of kernel formats, file systems, computer architectures and
hardware devices.

This subpackage provides support for efi-ia32 systems. ",核心
grub2-efi-ia32-modules,核心,Modules used to build custom grub.efi images ,"
The GRand Unified Bootloader (GRUB) is a highly configurable and
customizable bootloader with modular architecture.  It supports a rich
variety of kernel formats, file systems, computer architectures and
hardware devices.

This subpackage provides support for rebuilding your own grub.efi. ",核心
grub2-pc,核心,"Bootloader with support for Linux, Multiboot, and more ","
The GRand Unified Bootloader (GRUB) is a highly configurable and
customizable bootloader with modular architecture.  It supports a rich
variety of kernel formats, file systems, computer architectures and
hardware devices.

This subpackage provides support for %{1} systems. ",核心
gsl,应用, The GNU Scientific Library for numerical analysis," The GNU Scientific Library (GSL) is a collection of routines for
numerical analysis, written in C.",应用
gssntlmssp,应用, GSSAPI NTLMSSP Mechanism, A GSSAPI Mechanism that implements NTLMSSP,应用
gssproxy,应用,GSSAPI Proxy ,A proxy for GSSAPI credential handling ,应用
gstreamer1-plugins-good,应用, GStreamer plugins with good code and licensing," GStreamer is a streaming media framework, based on graphs of filters which
operate on media data. Applications using this library can do anything
from real-time sound processing to playing videos, and just about anything
else media-related.  Its plugin-based architecture means that new data
types or processing capabilities can be added simply by installing new
plugins.

GStreamer Good Plugins is a collection of well-supported plugins of
good quality and under the LGPL license.",应用
gtk2-immodules,应用, Input methods for GTK+," The gtk2-immodules package contains standalone input methods that are shipped
as part of GTK+.",应用
gtk-update-icon-cache,应用, Icon theme caching utility," GTK+ can use the cache files created by gtk-update-icon-cache to avoid a lot of
system call and disk seek overhead when the application starts. Since the
format of the cache files allows them to be mmap()ed shared between multiple
applications, the overall memory consumption is reduced as well.",应用
gtkmm24-docs,应用," Documentation for gtkmm24, includes full API docs", This package contains the full API documentation for gtkmm24.,应用
gtkmm30,应用, C++ interface for the GTK+ library," gtkmm is the official C++ interface for the popular GUI library GTK+.
Highlights include type safe callbacks, and a comprehensive set of
widgets that are easily extensible via inheritance.",应用
gtkspell,应用, On-the-fly spell checking for GtkTextView widgets," GtkSpell provides word-processor-style highlighting and replacement of
misspelled words in a GtkTextView widget as you type. Right-clicking a
misspelled word pops up a menu of suggested replacements.",应用
gvnc,应用, A GObject for VNC connections," gvnc is a GObject for managing a VNC connection. It provides all the
infrastructure required to build a VNC client without having to deal
with the raw protocol itself.",应用
guava20,应用, Google Core Libraries for Java," Guava is a suite of core and expanded libraries that include
utility classes, Google__ collections, io classes, and much
much more.
This project is a complete packaging of all the Guava libraries
into a single jar.  Individual portions of Guava can be used
by downloading the appropriate module and its dependencies.",应用
guava20-javadoc,应用, Javadoc for guava20, API documentation for guava20.,应用
gutenprint-libs,应用, libgutenprint library," This package includes libgutenprint library, necessary to run gutenprint.",应用
gutenprint-libs-ui,应用, libgutenprintui2 library," This package includes libgutenprintui2 library, which contains
GTK+ widgets, which may be used for print dialogs etc.",应用
gvfs,系统, Backends for the gio framework in GLib," The gvfs package provides backend implementations for the gio
framework in GLib. It includes ftp, sftp, cifs.",系统
gvfs-afp,系统, AFP support for gvfs," This package provides support for reading and writing files on
Mac OS X and original Mac OS network shares via Apple Filing Protocol
to applications using gvfs.",系统
gvfs-archive,系统, Archiving support for gvfs," This package provides support for accessing files inside Zip and Tar archives,
as well as ISO images, to applications using gvfs.",系统
gvfs-smb,系统, Windows fileshare support for gvfs," This package provides support for reading and writing files on windows
shares (SMB) to applications using gvfs.",系统
hamcrest,应用, Library of matchers for building test expressions," Provides a library of matcher objects (also known as constraints or predicates)
allowing 'match' rules to be defined declaratively, to be used in other
frameworks. Typical scenarios include testing frameworks, mocking libraries and
UI validation rules.",应用
hamcrest-javadoc,应用, Javadoc for hamcrest, Javadoc for hamcrest.,应用
harfbuzz-icu,应用, Harfbuzz ICU support library, This package contains Harfbuzz ICU support library.,应用
hawtjni-javadoc,应用, Javadocs for hawtjni, This package contains the API documentation for hawtjni.,应用
HdrHistogram,应用, A High Dynamic Range (HDR) Histogram," HdrHistogram supports the recording and analyzing sampled data value
counts across a configurable integer value range with configurable value
precision within the range. Value precision is expressed as the number of
significant digits in the value recording, and provides control over value
quantization behavior across the value range and the subsequent value
resolution at any given level.",应用
HdrHistogram_c,应用, C port of the HdrHistogram, C port of High Dynamic Range (HDR) Histogram.,应用
helm-bash-completion,应用, Bash Completion for helm, Bash command line completion support for helm.,应用
helm-zsh-completion,应用, Zsh Completion for helm, Zsh command line completion support for helm.,应用
hexedit,应用, A hexadecimal file viewer and editor," Hexedit shows a file both in ASCII and in hexadecimal. The file can be a device
as the file is read a piece at a time. Hexedit can be used to modify the file
and search through it.",应用
hicolor-icon-theme,应用, Basic requirement for icon themes, Contains the basic directories and files needed for icon theme support.,应用
hivex,应用, Read and write Windows Registry binary hive files," Hive files are the undocumented binary files that Windows uses to
store the Windows Registry on disk.  Hivex is a library that can read
and write to these files.

'hivexsh' is a shell you can use to interactively navigate a hive
binary file.

'hivexregedit' (in perl-hivex) lets you export and merge to the
textual regedit format.

'hivexml' can be used to convert a hive file to a more useful XML
format.

In order to get access to the hive files themselves, you can copy them
from a Windows machine.  They are usually found in
%systemroot%\system32\config.  For virtual machines we recommend
using libguestfs or guestfish to copy out these files.  libguestfs
also provides a useful high-level tool called 'virt-win-reg' (based on
hivex technology) which can be used to query specific registry keys in
an existing Windows VM.

For OCaml bindings, see 'ocaml-hivex-devel'.

For Perl bindings, see 'perl-hivex'.

For Python 3 bindings, see 'python3-hivex'.

For Ruby bindings, see 'ruby-hivex'.",应用
python3-hivex,应用, Python 3 bindings for hivex, python3-hivex contains Python 3 bindings for hivex.,应用
ruby-hivex,应用, Ruby bindings for hivex, ruby-hivex contains Ruby bindings for hivex.,应用
hplip,应用, HP Linux Imaging and Printing Project," The Hewlett-Packard Linux Imaging and Printing Project provides
drivers for HP printers and multi-function peripherals.",应用
hplip-common,应用, Files needed by the HPLIP printer and scanner drivers, Files needed by the HPLIP printer and scanner drivers.,应用
hunspell-he,应用, Hebrew hunspell dictionaries, Hebrew hunspell dictionaries.,应用
httpd,应用, Apache HTTP Server," The Apache HTTP Server is a powerful, efficient, and extensible
web server.",应用
httpd-tools,应用, Tools for use with the Apache HTTP Server," The httpd-tools package contains tools which can be used with
the Apache HTTP Server.",应用
mod_ldap,应用, LDAP authentication modules for the Apache HTTP Server," The mod_ldap and mod_authnz_ldap modules add support for LDAP
authentication to the Apache HTTP Server.",应用
mod_session,应用, Session interface for the Apache HTTP Server," The mod_session module and associated backends provide an abstract
interface for storing and accessing per-user session data.",应用
hunspell-az,应用, Azerbaijani hunspell dictionaries, Azerbaijani hunspell dictionaries.,应用
hunspell-csb,应用, Kashubian hunspell dictionaries, Kashubian hunspell dictionaries.,应用
hunspell-cv,应用, Chuvash hunspell dictionaries, Chuvash hunspell dictionaries.,应用
hunspell-da,应用, Danish hunspell dictionaries, Danish hunspell dictionaries.,应用
hunspell-en,应用, English hunspell dictionaries," English (US, UK, etc.) hunspell dictionaries",应用
hunspell-es-BO,应用, Bolivian Spanish hunspell dictionary, Bolivian Spanish hunspell dictionary,应用
hunspell-es-CL,应用, Chilean Spanish hunspell dictionary, Chilean Spanish hunspell dictionary,应用
hunspell-es-CR,应用, Costa Rican Spanish hunspell dictionary, Costa Rican Spanish hunspell dictionary,应用
hunspell-es-CU,应用, Cuban Spanish hunspell dictionary, Cuban Spanish hunspell dictionary,应用
hunspell-es-DO,应用, Dominican Spanish hunspell dictionary, Dominican Spanish hunspell dictionary,应用
hunspell-es-ES,应用, European Spanish hunspell dictionary, European Spanish hunspell dictionary,应用
hunspell-es-MX,应用, Mexican Spanish hunspell dictionary, Mexican Spanish hunspell dictionary,应用
hunspell-es-PE,应用, Peruvian Spanish hunspell dictionary, Peruvian Spanish hunspell dictionary,应用
hunspell-es-UY,应用, Uruguayan Spanish hunspell dictionary, Uruguayan Spanish hunspell dictionary,应用
hunspell-et,应用, Estonian hunspell dictionaries, Estonian hunspell dictionaries.,应用
hunspell-fy,应用, Frisian hunspell dictionaries, Frisian hunspell dictionaries.,应用
hunspell-gv,应用, Manx hunspell dictionaries, Manx hunspell dictionaries.,应用
hunspell-hil,应用, Hiligaynon hunspell dictionaries, Hiligaynon hunspell dictionaries.,应用
hunspell-hu,应用, Hungarian hunspell dictionaries, Hungarian hunspell dictionaries.,应用
hunspell-hy,应用, Armenian hunspell dictionaries, Armenian hunspell dictionaries.,应用
hunspell-id,应用, Indonesian hunspell dictionaries, Indonesian hunspell dictionaries.,应用
hunspell-it,应用, Italian hunspell dictionaries, Italian hunspell dictionaries.,应用
hunspell-kk,应用, Kazakh hunspell dictionaries, Kazakh hunspell dictionaries.,应用
hunspell-km,应用, Khmer hunspell dictionaries, Khmer hunspell dictionaries.,应用
hunspell-lt,应用, Lithuanian hunspell dictionaries, Lithuanian hunspell dictionaries.,应用
hunspell-mai,应用, Maithili hunspell dictionaries, Maithili hunspell dictionaries.,应用
hunspell-mg,应用, Malagasy hunspell dictionaries, Malagasy hunspell dictionaries.,应用
hyphen-nb,应用, Bokmaal hyphenation rules, Bokmaal hyphenation rules.,应用
hyphen-nn,应用, Nynorsk hyphenation rules, Nynorsk hyphenation rules,应用
hunspell-nr,应用, Southern Ndebele hunspell dictionaries, Southern Ndebele hunspell dictionaries.,应用
hunspell-oc,应用, Occitan hunspell dictionaries, Occitan hunspell dictionaries.,应用
hunspell-om,应用, Oromo hunspell dictionaries, Oromo hunspell dictionaries.,应用
hunspell-ru,应用, Russian hunspell dictionaries, Russian hunspell dictionaries.,应用
hunspell-rw,应用, Kinyarwanda hunspell dictionaries, Kinyarwanda hunspell dictionaries.,应用
hunspell-shs,应用, Shuswap hunspell dictionaries, Shuswap hunspell dictionaries.,应用
hunspell-sk,应用, Slovak hunspell dictionaries, Slovak hunspell dictionaries.,应用
hunspell-smj,应用, Lule Saami hunspell dictionaries, Lule Saami hunspell dictionaries.,应用
hunspell-st,应用, Southern Sotho hunspell dictionaries, Southern Sotho hunspell dictionaries.,应用
hunspell-tk,应用, Turkmen hunspell dictionaries, Turkmen hunspell dictionaries.,应用
hunspell-tpi,应用, Tok Pisin hunspell dictionaries, Tok Pisin hunspell dictionaries.,应用
hunspell-uk,应用, Ukrainian hunspell dictionaries, Ukrainian hunspell dictionaries.,应用
hunspell-ur,应用, Urdu hunspell dictionaries, Urdu hunspell dictionaries.,应用
hunspell-uz,应用, Uzbek hunspell dictionaries, Uzbek hunspell dictionaries.,应用
hunspell-zu,应用, Zulu hunspell dictionaries, Zulu hunspell dictionaries.,应用
hwinfo,系统, Hardware information tool," hwinfo is to probe for the hardware present in the system. It can be used to
generate a system overview log which can be later used for support.",系统
hypervvssd,系统, Hyper-V VSS daemon," Hypervvssd is an implementation of Hyper-V VSS functionality
for Linux. The daemon is used for host initiated guest snapshot
on Hyper-V hypervisor. The daemon first registers with the
kernel driver. After this is done it waits for instructions
from Windows Host if to ""freeze"" or ""thaw"" the filesystem
on the Linux Guest.",系统
hyphen-bg,应用, Bulgarian hyphenation rules, Bulgarian hyphenation rules.,应用
hyphen-gl,应用, Galician hyphenation rules, Galician hyphenation rules.,应用
hyphen-hi,应用, Hindi hyphenation rules, Hindi hyphenation rules.,应用
hyphen-kn,应用, Kannada hyphenation rules, Kannada hyphenation rules.,应用
hyphen-ku,应用, Kurdish hyphenation rules, Kurdish hyphenation rules.,应用
hyphen-ml,应用, Malayalam hyphenation rules, Malayalam hyphenation rules.,应用
hyphen-mn,应用, Mongolian hyphenation rules, Mongolian hyphenation rules.,应用
hyphen-or,应用, Odia hyphenation rules, Odia hyphenation rules.,应用
i2c-tools,应用, A heterogeneous set of I2C tools for Linux," This package contains a heterogeneous set of I2C tools for Linux: a bus
probing tool, a chip dumper, register-level access helpers, EEPROM
decoding scripts, and more.",系统
libi2c,应用, I2C/SMBus bus access library," libi2c offers a way for applications to interact with the devices
connected to the I2C or SMBus buses of the system.",应用
ibus,应用, Intelligent Input Bus for Linux OS, IBus means Intelligent Input Bus. It is an input framework for Linux OS.,应用
ibus-hangul,应用, The Hangul engine for IBus input platform," The Hangul engine for IBus platform. It provides Korean input method from
libhangul.",应用
ibus-kkc,应用, Japanese Kana Kanji input method for ibus, A Japanese Kana Kanji Input Method Engine for ibus.,应用
ibus-sayura,应用, The Sinhala engine for IBus input platform, The Sayura engine for IBus platform. It provides Sinhala input method.,应用
ibus-table,应用, The Table engine for IBus platform, The Table engine for IBus platform.,应用
