name,label,summary,description,predict
ipvsadm,系统, Utility to administer the Linux Virtual Server," ipvsadm is used to setup, maintain, and inspect the virtual server
table in the Linux kernel. The Linux Virtual Server can be used to
build scalable network services based on a cluster of two or more
nodes. The active node of the cluster redirects service requests to a
collection of server hosts that will actually perform the
services. Supported Features include:
  - two transport layer (layer-4) protocols (TCP and UDP)
  - three packet-forwarding methods (NAT, tunneling, and direct routing)
  - eight load balancing algorithms (round robin, weighted round robin,
    least-connection, weighted least-connection, locality-based
    least-connection, locality-based least-connection with
    replication, destination-hashing, and source-hashing)",系统
ipxe-bootimgs-x86,系统," X86 Network boot loader images in bootable USB, CD, floppy and GRUB formats"," iPXE is an open source network bootloader. It provides a direct
replacement for proprietary PXE ROMs, with many extra features such as
DNS, HTTP, iSCSI, etc.

This package contains the iPXE boot images in USB, CD, floppy, and PXE
UNDI formats.",系统
ipxe-roms-qemu,系统," Network boot loader roms supported by QEMU, .rom format"," iPXE is an open source network bootloader. It provides a direct
replacement for proprietary PXE ROMs, with many extra features such as
DNS, HTTP, iSCSI, etc.

This package contains the iPXE ROMs for devices emulated by QEMU, in
.rom format.",系统
irqbalance,系统,IRQ balancing daemon ,"irqbalance is a daemon that evenly distributes IRQ load across
multiple CPUs for enhanced performance. ",应用
python3-iscsi-initiator-utils,系统,Python 3.6 bindings to iscsi-initiator-utils ,"The iscsi-initiator-utils-python3 package contains Python 3.6 bindings to the
libiscsi interface for interacting with iscsi-initiator-utils ",系统
isl,应用, Integer point manipulation library," isl is a library for manipulating sets and relations of integer points
bounded by linear constraints.  Supported operations on sets include
intersection, union, set difference, emptiness check, convex hull,
(integer) affine hull, integer projection, computing the lexicographic
minimum using parametric integer programming, coalescing and parametric
vertex enumeration.  It also includes an ILP solver based on generalized
basis reduction, transitive closures on maps (which may encode infinite
graphs), dependence analysis and bounds on piecewise step-polynomials.",应用
isns-utils,系统,The iSNS daemon and utility programs ,"The iSNS package contains the daemon and tools to setup a iSNS server,
and iSNS client tools. The Internet Storage Name Service (iSNS) protocol
allows automated discovery, management and configuration of iSCSI and
Fibre Channel devices (using iFCP gateways) on a TCP/IP network. ",系统
iso-codes,应用, ISO code lists and translations," This package provides the ISO 639 Language code list, the ISO 4217
Currency code list, the ISO 3166 Territory code list, and ISO 3166-2
sub-territory lists, and all their translations in gettext format.",应用
isomd5sum,应用, Utilities for working with md5sum implanted in ISO images," The isomd5sum package contains utilities for implanting and verifying
an md5sum implanted into an ISO9660 image.",系统
isorelax,应用, Public interfaces for RELAX Core," The ISO RELAX project was started to host public interfaces
useful for applications to support RELAX Core. Now, however,
some of the hosted material is schema language-neutral.",应用
isorelax-javadoc,应用, API documentation for isorelax, API documentation for isorelax.,应用
istack-commons-tools,应用, istack-commons tools, This package contains istack-commons tools.,应用
itstool,应用, ITS-based XML translation tool," ITS Tool allows you to translate XML documents with PO files, using rules from
the W3C Internationalization Tag Set (ITS) to determine what to translate and
how to separate it into PO file messages.",应用
iw,应用, A nl80211 based wireless configuration tool," iw is a new nl80211 based CLI configuration utility for wireless devices.
Currently you can only use this utility to configure devices which
use a mac80211 driver as these are the new drivers being written -
only because most new wireless devices being sold are now SoftMAC.",应用
jack-audio-connection-kit-dbus,应用, Jack D-Bus launcher, Launcher to start Jack through D-Bus.,应用
jackson-core,应用, Core part of Jackson," Core part of Jackson that defines Streaming API as well
as basic shared abstractions.",应用
jackson-jaxrs-json-provider,应用, Jackson-JAXRS-JSON," Functionality to handle JSON input/output for JAX-RS implementations
(like Jersey and RESTeasy) using standard Jackson data binding.",应用
jackson-jaxrs-providers,应用, Jackson JAX-RS providers," This is a multi-module project that contains Jackson-based JAX-RS providers for
following data formats: JSON, Smile (binary JSON), XML, CBOR (another kind of
binary JSON), YAML.",应用
jackson-module-jaxb-annotations,应用, JAXB annotations support for Jackson (2.x)," Support for using JAXB annotations as an alternative to
""native"" Jackson annotations, for configuring data binding.",应用
jaf-javadoc,应用, Javadoc for jaf, Javadoc for jaf.,应用
jakarta-commons-httpclient,应用, Jakarta Commons HTTPClient implements the client side of HTTP standards," The Hyper-Text Transfer Protocol (HTTP) is perhaps the most significant
protocol used on the Internet today. Web services, network-enabled
appliances and the growth of network computing continue to expand the
role of the HTTP protocol beyond user-driven web browsers, and increase
the number of applications that may require HTTP support.
Although the java.net package provides basic support for accessing
resources via HTTP, it doesn't provide the full flexibility or
functionality needed by many applications. The Jakarta Commons HTTP
Client component seeks to fill this void by providing an efficient,
up-to-date, and feature-rich package implementing the client side of the
most recent HTTP standards and recommendations.
Designed for extension while providing robust support for the base HTTP
protocol, the HTTP Client component may be of interest to anyone
building HTTP-aware client applications such as web browsers, web
service clients, or systems that leverage or extend the HTTP protocol
for distributed communication.",应用
jakarta-commons-httpclient-manual,应用, Manual for jakarta-commons-httpclient, Manual for jakarta-commons-httpclient.,应用
jansson,应用," C library for encoding, decoding and manipulating JSON data", Small library for parsing and writing JSON documents.,应用
jasper-libs,应用, Runtime libraries for jasper, Runtime libraries for jasper.,应用
java_cup-javadoc,应用, Javadoc for java_cup, Javadoc for java_cup,应用
java-1.8.0-alibaba-dragonwell-demo-fastdebug,应用, Alibaba Dragonwell 1.8.0 Runtime Environment demofastdebug, Alibaba Dragonwell 1.8.0 Runtime Environment demo fastdebug,应用
java-1.8.0-alibaba-dragonwell-demo-slowdebug,应用, Alibaba Dragonwell 1.8.0 Runtime Environment demoslowdebug, Alibaba Dragonwell 1.8.0 Runtime Environment demo slowdebug,应用
java-1.8.0-alibaba-dragonwell-javadoc,应用, Alibaba Dragonwell 1.8.0 javadoc, Alibaba Dragonwell 1.8.0 javadoc,应用
java-1.8.0-alibaba-dragonwell-javadoc-zip,应用, Alibaba Dragonwell 1.8.0 javadoc zip, Alibaba Dragonwell 1.8.0 javadoc zip,应用
java-1.8.0-alibaba-dragonwell-slowdebug,应用, Alibaba Dragonwell 1.8.0 Runtime Environment slowdebug, Alibaba Dragonwell 1.8.0 Runtime Environment slowdebug,应用
java-1.8.0-openjdk-accessibility,应用, OpenJDK 8 accessibility connector," Enables accessibility support in OpenJDK 8 by using java-atk-wrapper. This allows
compatible at-spi2 based accessibility programs to work for AWT and Swing-based
programs.

Please note, the java-atk-wrapper is still in beta, and OpenJDK 8 itself is still
being tuned to be working with accessibility features. There are known issues
with accessibility on, so please do not install this package unless you really
need to.",应用
java-1.8.0-openjdk-demo-slowdebug,应用, OpenJDK 8 Demos unoptimised with full debugging on," The OpenJDK 8 demos.
This package is unoptimised with full debugging. Install only as needed and remove ASAP.",应用
java-1.8.0-openjdk-headless,应用, OpenJDK 8 Headless Runtime Environment, The OpenJDK 8 runtime environment without audio and video support.,应用
java-1.8.0-openjdk-headless-slowdebug,应用, OpenJDK 8 Runtime Environment unoptimised with full debugging on," The OpenJDK 8 runtime environment without audio and video support.
This package is unoptimised with full debugging. Install only as needed and remove ASAP.",应用
java-1.8.0-openjdk-slowdebug,应用, OpenJDK 8 Runtime Environment unoptimised with full debugging on," The OpenJDK 8 runtime environment.
This package is unoptimised with full debugging. Install only as needed and remove ASAP.",应用
java-1.8.0-openjdk-src-slowdebug,应用, OpenJDK 8 Source Bundle for packages with debugging on and no optimisation," The java-1.8.0-openjdk-src-slowdebug sub-package contains the complete OpenJDK 8
 class library source code for use by IDE indexers and debuggers, for packages with debugging on and no optimisation.",应用
java-1.8.0-openjdk-demo-fastdebug,应用, OpenJDK 8 Demos optimised with full debugging on," The OpenJDK 8 demos.
This package is optimised with full debugging. Install only as needed and remove ASAP.",应用
java-1.8.0-openjdk-devel-fastdebug,应用, OpenJDK 8 Development Environment optimised with full debugging on," The OpenJDK 8 development tools.
This package is optimised with full debugging. Install only as needed and remove ASAP.",应用
java-1.8.0-openjdk-src-fastdebug,应用, OpenJDK 8 Source Bundle for packages with debugging on and optimisation," The java-1.8.0-openjdk-src-fastdebug sub-package contains the complete OpenJDK 8
 class library source code for use by IDE indexers and debuggers, for packages with debugging on and optimisation.",应用
java-11-alibaba-dragonwell,应用, Alibaba Dragonwell11 JDK, Alibaba Dragonwell11 JDK,应用
java-11-alibaba-dragonwell-demo-fastdebug,应用, Alibaba Dragonwell11 Runtime Environment demofastdebug, Alibaba Dragonwell11 Runtime Environment demo fastdebug,应用
java-11-alibaba-dragonwell-demo-slowdebug,应用, Alibaba Dragonwell11 Runtime Environment demoslowdebug, Alibaba Dragonwell11 Runtime Environment demo slowdebug,应用
java-11-alibaba-dragonwell-devel-fastdebug,应用, Alibaba Dragonwell11 Runtime Environment devel fastdebug, Alibaba Dragonwell11 Runtime Environment devel fastdebug,应用
java-11-alibaba-dragonwell-devel-slowdebug,应用, Alibaba Dragonwell11 Runtime Environment devel slowdebug, Alibaba Dragonwell11 Runtime Environment devel slowdebug,应用
java-11-alibaba-dragonwell-fastdebug,应用, Alibaba Dragonwell11 Runtime Environment fastdebug, Alibaba Dragonwell11 Runtime Environment fastdebug,应用
java-11-alibaba-dragonwell-headless,应用, Alibaba Dragonwell11 headless, Alibaba Dragonwell11 headless,应用
java-11-alibaba-dragonwell-javadoc,应用, Alibaba Dragonwell11 javadoc, Alibaba Dragonwell11 javadoc,应用
java-11-alibaba-dragonwell-javadoc-zip,应用, Alibaba Dragonwell11 javadoc zip, Alibaba Dragonwell11 javadoc zip,应用
java-11-alibaba-dragonwell-jmods,应用, Alibaba Dragonwell11 jmods, Alibaba Dragonwell11 jmods,应用
java-11-alibaba-dragonwell-jmods-slowdebug,应用, Alibaba Dragonwell11 Runtime Environment jmods slowdebug, Alibaba Dragonwell11 Runtime Environment jmods slowdebug,应用
java-11-alibaba-dragonwell-slowdebug,应用, Alibaba Dragonwell11 Runtime Environment slowdebug, Alibaba Dragonwell11 Runtime Environment slowdebug,应用
java-11-alibaba-dragonwell-src,应用, Alibaba Dragonwell11 src, Alibaba Dragonwell11 src,应用
java-11-alibaba-dragonwell-static-libs,应用, Alibaba Dragonwell11 static libs, Alibaba Dragonwell11 static libs,应用
java-11-alibaba-dragonwell-static-libs-slowdebug,应用, Alibaba Dragonwell11 Runtime Environment static libs slowdebug, Alibaba Dragonwell11 Runtime Environment static libs slowdebug,应用
java-11-openjdk-devel-slowdebug,应用, OpenJDK 11 Development Environment unoptimised with full debugging on," The OpenJDK 11 development tools.
This package is unoptimised with full debugging. Install only as needed and remove ASAP.",应用
java-11-openjdk-headless,应用, OpenJDK 11 Headless Runtime Environment, The OpenJDK 11 runtime environment without audio and video support.,应用
java-11-openjdk-javadoc,应用, OpenJDK 11 API documentation, The OpenJDK 11 API documentation.,应用
java-11-openjdk-javadoc-zip,应用, OpenJDK 11 API documentation compressed in a single archive, The OpenJDK 11 API documentation compressed in a single archive.,应用
java-11-openjdk-jmods-slowdebug,应用, JMods for OpenJDK 11 unoptimised with full debugging on," The JMods for OpenJDK 11.
This package is unoptimised with full debugging. Install only as needed and remove ASAP.",应用
java-11-openjdk-slowdebug,应用, OpenJDK 11 Runtime Environment unoptimised with full debugging on," The OpenJDK 11 runtime environment.
This package is unoptimised with full debugging. Install only as needed and remove ASAP.",应用
java-11-openjdk-src-slowdebug,应用, OpenJDK 11 Source Bundle for packages with debugging on and no optimisation," The java-11-openjdk-src-slowdebug sub-package contains the complete OpenJDK 11
 class library source code for use by IDE indexers and debuggers, for packages with debugging on and no optimisation.",应用
java-11-openjdk-static-libs-slowdebug,应用, OpenJDK 11 libraries for static linking unoptimised with full debugging on," The OpenJDK 11 libraries for static linking.
This package is unoptimised with full debugging. Install only as needed and remove ASAP.",应用
java-11-openjdk-devel-fastdebug,应用, OpenJDK 11 Development Environment optimised with full debugging on," The OpenJDK 11 development tools.
This package is optimised with full debugging. Install only as needed and remove ASAP.",应用
java-11-openjdk-src-fastdebug,应用, OpenJDK 11 Source Bundle for packages with debugging on and optimisation," The java-11-openjdk-src-fastdebug sub-package contains the complete OpenJDK 11
 class library source code for use by IDE indexers and debuggers, for packages with debugging on and optimisation.",应用
java-17-openjdk,应用, OpenJDK 17 Runtime Environment, The OpenJDK 17 runtime environment.,应用
java-17-openjdk-devel-slowdebug,应用, OpenJDK 17 Development Environment unoptimised with full debugging on," The OpenJDK 17 development tools.
This package is unoptimised with full debugging. Install only as needed and remove ASAP.",应用
java-17-openjdk-headless-slowdebug,应用, OpenJDK 17 Runtime Environment unoptimised with full debugging on," The OpenJDK 17 runtime environment without audio and video support.
This package is unoptimised with full debugging. Install only as needed and remove ASAP.",应用
java-17-openjdk-javadoc-zip,应用, OpenJDK 17 API documentation compressed in a single archive, The OpenJDK 17 API documentation compressed in a single archive.,应用
java-17-openjdk-jmods,应用, JMods for OpenJDK 17, The JMods for OpenJDK 17.,应用
java-17-openjdk-jmods-slowdebug,应用, JMods for OpenJDK 17 unoptimised with full debugging on," The JMods for OpenJDK 17.
This package is unoptimised with full debugging. Install only as needed and remove ASAP.",应用
java-17-openjdk-src-slowdebug,应用, OpenJDK 17 Source Bundle for packages with debugging on and no optimisation," The java-17-openjdk-src-slowdebug sub-package contains the complete OpenJDK 17
 class library source code for use by IDE indexers and debuggers, for packages with debugging on and no optimisation.",应用
java-17-openjdk-static-libs,应用, OpenJDK 17 libraries for static linking, The OpenJDK 17 libraries for static linking.,应用
java-17-openjdk-static-libs-slowdebug,应用, OpenJDK 17 libraries for static linking unoptimised with full debugging on," The OpenJDK 17 libraries for static linking.
This package is unoptimised with full debugging. Install only as needed and remove ASAP.",应用
java-17-openjdk-devel-fastdebug,应用, OpenJDK 17 Development Environment optimised with full debugging on," The OpenJDK 17 development tools              .
This package is optimised with full debugging. Install only as needed and remove ASAP.",应用
java-17-openjdk-fastdebug,应用, OpenJDK 17 Runtime Environment optimised with full debugging on," The OpenJDK 17 runtime environment.
This package is optimised with full debugging. Install only as needed and remove ASAP.",应用
javacc,应用, A parser/scanner generator for java," Java Compiler Compiler (JavaCC) is the most popular parser generator for use
with Java applications. A parser generator is a tool that reads a grammar
specification and converts it to a Java program that can recognize matches to
the grammar. In addition to the parser generator itself, JavaCC provides other
standard capabilities related to parser generation such as tree building (via
a tool called JJTree included with JavaCC), actions, debugging, etc.",应用
javamail,应用, Java Mail API," The JavaMail API provides a platform-independent and protocol-independent
framework to build mail and messaging applications.",应用
javamail-javadoc,应用, Javadoc for javamail, Javadoc for javamail.,应用
javapackages-filesystem,应用, Java packages filesystem layout," This package provides some basic directories into which Java packages
install their content.",应用
ivy-local,应用, Local mode for Apache Ivy," This package implements local mode for Apache Ivy, which allows
artifact resolution using XMvn resolver.",应用
javapackages-local,应用, Non-essential macros and scripts for Java packaging support, This package provides non-essential macros and scripts to support Java packaging.,应用
javassist-javadoc,应用, Javadocs for javassist, javassist development documentation.,应用
jaxen-javadoc,应用, Javadoc for jaxen, Javadoc for jaxen.,应用
jbig2dec-libs,应用, A decoder implementation of the JBIG2 image compression format," jbig2dec is a decoder implementation of the JBIG2 image compression format.
JBIG2 is designed for lossy or lossless encoding of 'bilevel' (1-bit
monochrome) images at moderately high resolution, and in particular scanned
paper documents. In this domain it is very efficient, offering compression
ratios on the order of 100:1.

This package provides the shared jbig2dec library.",应用
jbigkit-libs,应用, JBIG1 lossless image compression library," JBIG-KIT provides a portable library of compression and decompression
functions with a documented interface that you can include very easily
into your image or document processing software. In addition, JBIG-KIT
provides ready-to-use compression and decompression programs with a
simple command line interface (similar to the converters found in netpbm).

JBIG-KIT implements the specification:
    ISO/IEC 11544:1993 and ITU-T Recommendation T.82(1993):
     Information technology _ Coded representation of picture and audio
     information _ Progressive bi-level image compression

which is commonly referred to as the __BIG1 standard_",应用
jboss-annotations-1.2-api,应用, Common Annotations 1.2 API, This package contains Common Annotations 1.2 API.,应用
jboss-interceptors-1.2-api,应用, Java EE Interceptors 1.2 API, The Java EE  Interceptors 1.2 API classes from JSR 318.,应用
jboss-interceptors-1.2-api-javadoc,应用, Javadoc for jboss-interceptors-1.2-api, This package contains javadoc for jboss-interceptors-1.2-api.,应用
jboss-jaxrs-2.0-api,应用, JAX-RS 2.0: The Java API for RESTful Web Services, JSR 339: JAX-RS 2.0: The Java API for RESTful Web Services.,应用
jboss-logging,应用, The JBoss Logging Framework, This package contains the JBoss Logging Framework.,应用
jboss-parent,应用, JBoss Parent POM, The Project Object Model files for JBoss packages.,应用
jdepend,应用, Java Design Quality Metrics," JDepend traverses a set of Java class and source file directories and
generates design quality metrics for each Java package. JDepend allows
you to automatically measure the quality of a design in terms of its
extensibility, reusability, and maintainability to effectively manage
and control package dependencies.",应用
jdepend-javadoc,应用, Javadoc for jdepend, Javadoc for jdepend.,应用
jdom-javadoc,应用, Javadoc for jdom, Javadoc for jdom.,应用
jdom2-javadoc,应用, Javadoc for jdom2, This package contains javadoc for jdom2.,应用
jemalloc,应用, General-purpose scalable concurrent malloc implementation," General-purpose scalable concurrent malloc(3) implementation.
This distribution is the stand-alone ""portable"" implementation of jemalloc.",应用
jetty-continuation,应用, continuation module for Jetty," 
Jetty is a 100% Java HTTP Server and Servlet Container. This means that you
do not need to configure and run a separate web server (like Apache) in order
to use Java, servlets and JSPs to generate dynamic content. Jetty is a fully
featured web server for static and dynamic content. Unlike separate
server/container solutions, this means that your web server and web
application run in the same process, without interconnection overheads
and complications. Furthermore, as a pure java component, Jetty can be simply
included in your application for demonstration, distribution or deployment.
Jetty is available on all Java supported platforms.

This package contains continuation module for Jetty.",应用
jetty-http,应用, http module for Jetty," 
Jetty is a 100% Java HTTP Server and Servlet Container. This means that you
do not need to configure and run a separate web server (like Apache) in order
to use Java, servlets and JSPs to generate dynamic content. Jetty is a fully
featured web server for static and dynamic content. Unlike separate
server/container solutions, this means that your web server and web
application run in the same process, without interconnection overheads
and complications. Furthermore, as a pure java component, Jetty can be simply
included in your application for demonstration, distribution or deployment.
Jetty is available on all Java supported platforms.

This package contains http module for Jetty.",应用
jetty-security,应用, security module for Jetty," 
Jetty is a 100% Java HTTP Server and Servlet Container. This means that you
do not need to configure and run a separate web server (like Apache) in order
to use Java, servlets and JSPs to generate dynamic content. Jetty is a fully
featured web server for static and dynamic content. Unlike separate
server/container solutions, this means that your web server and web
application run in the same process, without interconnection overheads
and complications. Furthermore, as a pure java component, Jetty can be simply
included in your application for demonstration, distribution or deployment.
Jetty is available on all Java supported platforms.

This package contains security module for Jetty.",应用
jetty-server,应用, server module for Jetty," 
Jetty is a 100% Java HTTP Server and Servlet Container. This means that you
do not need to configure and run a separate web server (like Apache) in order
to use Java, servlets and JSPs to generate dynamic content. Jetty is a fully
featured web server for static and dynamic content. Unlike separate
server/container solutions, this means that your web server and web
application run in the same process, without interconnection overheads
and complications. Furthermore, as a pure java component, Jetty can be simply
included in your application for demonstration, distribution or deployment.
Jetty is available on all Java supported platforms.

This package contains server module for Jetty.",应用
jetty-servlet,应用, servlet module for Jetty," 
Jetty is a 100% Java HTTP Server and Servlet Container. This means that you
do not need to configure and run a separate web server (like Apache) in order
to use Java, servlets and JSPs to generate dynamic content. Jetty is a fully
featured web server for static and dynamic content. Unlike separate
server/container solutions, this means that your web server and web
application run in the same process, without interconnection overheads
and complications. Furthermore, as a pure java component, Jetty can be simply
included in your application for demonstration, distribution or deployment.
Jetty is available on all Java supported platforms.

This package contains servlet module for Jetty.",应用
jimtcl,应用,A small embeddable Tcl interpreter ,"Jim is an opensource small-footprint implementation of the Tcl programming
language. It implements a large subset of Tcl and adds new features like
references with garbage collection, closures, built-in Object Oriented
Programming system, Functional Programming commands, first-class arrays and
UTF-8 support. ",应用
jline,应用, JLine is a Java library for handling console input," JLine is a Java library for handling console input. It is similar
in functionality to BSD editline and GNU readline. People familiar
with the readline/editline capabilities for modern shells (such as
bash and tcsh) will find most of the command editing features of
JLine to be familiar.",应用
jmc,应用, JDK Mission Control is a profiling and diagnostics tool," JDK Mission Control is a powerful profiler for HotSpot JVMs and has an
advanced set of tools that enables efficient and detailed analysis of the
extensive data collected by JDK Flight Recorder. The tool chain enables
developers and administrators to collect and analyze data from Java
applications running locally or deployed in production environments.",应用
jna,应用, Pure Java access to native libraries," JNA provides Java programs easy access to native shared libraries
(DLLs on Windows) without writing anything but Java code. JNA's
design aims to provide native access in a natural way with a
minimum of effort. No boilerplate or generated code is required.
While some attention is paid to performance, correctness and ease
of use take priority.",应用
jolokia-jvm-agent,应用, Jolokia JVM Agent, Jolokia JVM Agent.,应用
jomolhari-fonts,其它, Jomolhari a Bhutanese style font for Tibetan and Dzongkha," Jomolhari is an TrueType OpenType Bhutanese style font for Dzongkha and
Tibetan text. It is based on Bhutanese manuscript examples, supports the
Unicode and the Chinese encoding for Tibetan.
The font supports the standard combinations used in most texts.",其它
jose,应用, Tools for JSON Object Signing and Encryption (JOSE)," Jos茅 is a command line utility for performing various tasks on JSON
Object Signing and Encryption (JOSE) objects. Jos茅 provides a full
crypto stack including key generation, signing and encryption.",应用
libjose,应用, Library implementing JSON Object Signing and Encryption, This package contains a C library for performing JOSE operations.,应用
jq,应用, Command-line JSON processor," lightweight and flexible command-line JSON processor

 jq is like sed for JSON data _ you can use it to slice
 and filter and map and transform structured data with
 the same ease that sed, awk, grep and friends let you
 play with text.

 It is written in portable C, and it has zero runtime
 dependencies.

 jq can mangle the data format that you have into the
 one that you want with very little effort, and the
 program to do so is often shorter and simpler than
 you'd expect.",应用
jsch,应用, Pure Java implementation of SSH2," JSch allows you to connect to an sshd server and use port forwarding,
X11 forwarding, file transfer, etc., and you can integrate its
functionality into your own Java programs.",应用
jsch-javadoc,应用, Javadoc for jsch, Javadoc for jsch.,应用
jsoncpp,应用, JSON library implemented in C++," jsoncpp is an implementation of a JSON (http://json.org) reader and writer in
C++. JSON (JavaScript Object Notation) is a lightweight data-interchange format.
It is easy for humans to read and write. It is easy for machines to parse and
generate.",应用
jsoup-javadoc,应用, Javadoc for jsoup, API documentation for jsoup.,应用
jsr-305,应用, Correctness annotations for Java code," This package contains reference implementations, test cases, and other
documents for Java Specification Request 305: Annotations for Software Defect
Detection.",应用
jsr-305-javadoc,应用, Javadoc documentation for jsr-305, This package contains the API documentation for jsr-305.,应用
jss,应用, Java Security Services (JSS)," Java Security Services (JSS) is a java native interface which provides a bridge
for java-based applications to use native Network Security Services (NSS).
This only works with gcj. Other JREs require that JCE providers be signed.",应用
jss-javadoc,应用, Java Security Services (JSS) Javadocs, This package contains the API documentation for JSS.,应用
jtidy,应用, HTML syntax checker and pretty printer," JTidy is a Java port of HTML Tidy, a HTML syntax checker and pretty
printer.  Like its non-Java cousin, JTidy can be used as a tool for
cleaning up malformed and faulty HTML.  In addition, JTidy provides a
DOM interface to the document that is being processed, which
effectively makes you able to use JTidy as a DOM parser for real-world
HTML.",应用
jtidy-javadoc,应用, API documentation for jtidy, This package contains API documentation for jtidy.,应用
Judy,应用, General purpose dynamic array," Judy is a C library that provides a state-of-the-art core technology
that implements a sparse dynamic array. Judy arrays are declared
simply with a null pointer. A Judy array consumes memory only when it
is populated, yet can grow to take advantage of all available memory
if desired. Judy's key benefits are scalability, high performance, and
memory efficiency. A Judy array is extensible and can scale up to a
very large number of elements, bounded only by machine memory. Since
Judy is designed as an unbounded array, the size of a Judy array is
not pre-allocated but grows and shrinks dynamically with the array
population.",应用
julietaula-montserrat-fonts,应用, Sans-serif typeface inspired from Montserrat area," 
A typeface inspired by signs around the Montserrat area of Buenos Aires, Argentina",其它
junit,应用, Java regression test package," JUnit is a regression testing framework written by Erich Gamma and Kent Beck.
It is used by the developer who implements unit tests in Java. JUnit is Open
Source Software, released under the Common Public License Version 1.0 and
hosted on GitHub.",应用
junit-javadoc,应用, Javadoc for junit, Javadoc for junit.,应用
junit-manual,应用, Manual for junit, Documentation for junit.,应用
junit5,应用, Java regression testing framework, JUnit is a popular regression testing framework for Java platform.,应用
kacst-book-fonts,其它, Fonts for arabic from arabeyes project, This package contains book type fonts for the display of Arabic,其它
kacst-decorative-fonts,其它, Fonts for arabic from arabeyes project, This package contains decorative type fonts for the display of Arabic,其它
kacst-letter-fonts,其它, Fonts for arabic from arabeyes project, This package contains book kacst fonts for the display of Arabic,其它
kacst-one-fonts,其它, Fonts for arabic from arabeyes project, This package contains one type fonts for the display of Arabic,其它
kacst-pen-fonts,其它, Fonts for arabic from arabeyes project, This package contains pen type fonts for the display of Arabic,其它
kacst-poster-fonts,其它, Fonts for arabic from arabeyes project, This package contains poster type fonts for the display of Arabic,其它
kacst-screen-fonts,其它, Fonts for arabic from arabeyes project, This package contains screen type fonts for the display of Arabic,其它
kbd,核心,"Tools for configuring the console (keyboard, virtual terminals, etc.) ","The kbd package contains tools for managing a Linux
system's console's behavior, including the keyboard, the screen
fonts, the virtual terminals and font files. ",系统
kbd-legacy,核心, Legacy data for kbd package," The kbd-legacy package contains original keymaps for kbd package.
Please note that kbd-legacy is not helpful without kbd.",系统
kbd-misc,核心, Data for kbd package," The kbd-misc package contains data for kbd package - console fonts,
keymaps etc. Please note that kbd-misc is not helpful without kbd.",系统
kde-settings,应用, Config files for kde, Config files for kde.,应用
kde-settings-plasma,应用, Configuration files for plasma, Configuration files for plasma.,应用
kde-settings-pulseaudio,应用, Enable pulseaudio support in KDE, Enable pulseaudio support in KDE.,系统
qt-settings,应用, Configuration files for Qt, Configuration files for Qt.,应用
kdump-anaconda-addon,系统, Kdump configuration anaconda addon, Kdump anaconda addon,应用
keepalived,系统," High Availability monitor built upon LVS, VRRP and service pollers"," Keepalived provides simple and robust facilities for load balancing
and high availability to Linux system and Linux based infrastructures.
The load balancing framework relies on well-known and widely used
Linux Virtual Server (IPVS) kernel module providing Layer4 load
balancing. Keepalived implements a set of checkers to dynamically and
adaptively maintain and manage load-balanced server pool according
their health. High availability is achieved by VRRP protocol. VRRP is
a fundamental brick for router failover. In addition, keepalived
implements a set of hooks to the VRRP finite state machine providing
low-level and high-speed protocol interactions. Keepalived frameworks
can be used independently or all together to provide resilient
infrastructures.",应用
bpftool,核心, Inspection and simple manipulation of eBPF programs and maps," This package contains the bpftool, which allows inspection and simple
manipulation of eBPF programs and maps.",核心
kernel-debug-core,其它, The Linux kernel compiled with extra debugging enabled," The kernel package contains the Linux kernel (vmlinuz), the core of any
Linux operating system.  The kernel handles the basic functions
of the operating system:  memory allocation, process allocation, device
input and output, etc.

This variant of the kernel has numerous debugging options enabled.
It should only be installed when trying to gather additional information
on kernel bugs, as some of these options impact performance noticably.",系统
kernel-debug-modules-extra,其它, Extra kernel modules to match the debug kernel, This package provides less commonly used kernel modules for the debug kernel package.,其它
kernel-tools,核心, Assortment of tools for the Linux kernel," This package contains the tools/ directory from the kernel source
and the supporting documentation.",系统
perf,核心, Performance monitoring for the Linux kernel," This package contains the perf tool, which enables performance monitoring
of the Linux kernel.",系统
kexec-tools,核心, The kexec/kdump userspace component," kexec-tools provides /usr/sbin/kexec binary that facilitates a new
kernel to boot using the kernel's kexec feature either on a
normal or a panic reboot. This package contains the /usr/sbin/kexec
binary and ancillary utilities that together form the userspace
component of the kernel's kexec feature.",系统
keybinder3,应用, A library for registering global keyboard shortcuts," Keybinder is a library for registering global keyboard shortcuts.
Keybinder works with GTK-based applications using the X Window System.

The library contains:
- A C library, libkeybinder
- Gobject-Introspection bindings",应用
python3-keycloak-httpd-client-install,应用, Tools to configure Apache HTTPD as Keycloak client," Keycloak is an authentication server. This package contains libraries and
programs which can invoke the Keycloak REST API and configure clients
of a Keycloak server.",应用
keyutils,系统, Linux Key Management Utilities," Utilities to control the kernel key management facility and to provide
a mechanism by which the kernel call back to user space to get a key
instantiated.",系统
kf5-attica,应用, KDE Frameworks Tier 1 Addon with Open Collaboration Services API," Attica is a Qt library that implements the Open Collaboration Services
API version 1.4.",应用
kf5-frameworkintegration-libs,应用, Runtime libraries for kf5-frameworkintegration., Runtime libraries for kf5-frameworkintegration..,应用
