name,label,summary,description,predict
deepin-wallpapers,应用, Deepin Wallpapers provides wallpapers of dde, Deepin Wallpapers provides wallpapers of dde.,应用
dejagnu,应用, A front end for testing other programs," DejaGnu is an Expect/Tcl based framework for testing other programs.
DejaGnu has several purposes: to make it easy to write tests for any
program; to allow you to write tests which will be portable to any
host or target where a program must be tested; and to standardize the
output format of all tests (making it easier to integrate the testing
into software development).",应用
dejavu-sans-fonts,其它,Variable-width sans-serif font faces ,"
The DejaVu font set is based on the __itstream Vera_ fonts, release 1.10. Its
purpose is to provide a wider range of characters, while maintaining the
original style, using an open collaborative development process.

This package consists of the DejaVu sans-serif variable-width font faces, in
their unabridged version. ",其它
desktop-file-utils,应用, Utilities for manipulating .desktop files," .desktop files are used to describe an application for inclusion in
GNOME or KDE menus.  This package contains desktop-file-validate which
checks whether a .desktop file complies with the specification at
http://www.freedesktop.org/standards/, and desktop-file-install
which installs a desktop file to the standard directory, optionally
fixing it up in the process.",应用
device-mapper-multipath,系统, Tools to manage multipath devices using device-mapper," device-mapper-multipath provides tools to manage multipath devices by
instructing the device-mapper multipath kernel module what to do.
The tools are :
* multipath - Scan the system for multipath devices and assemble them.
* multipathd - Detects when paths fail and execs multipath to update things.",系统
kpartx,系统, Partition device manager for device-mapper devices, kpartx manages partition creation and removal for device-mapper devices.,系统
libdmmp,系统,device-mapper-multipath C API library ,"This package contains the shared library for the device-mapper-multipath
C API library. ",系统
dhcp-server,系统,Provides the ISC DHCP server ,"DHCP (Dynamic Host Configuration Protocol) is a protocol which allows
individual devices on an IP network to get their own network
configuration information (IP address, subnetmask, broadcast address,
etc.) from a DHCP server. The overall purpose of DHCP is to make it
easier to administer a large network.

This package provides the ISC DHCP server. ",系统
libbasicobjects,应用, Basic object types for C, Basic object types,应用
directory-maven-plugin,应用, Establish locations for files in multi-module builds," The Directory Plugin for Maven is used to discover various project-related
paths, such as the execution root directory, the directory for a specific
project in the current build session, or the highest project base directory
(closest to the filesystem root directory) available in the projects loaded
from disk (not resolved from a remote repository). The plugin will then reflect
this value to the console, and also inject it into each project's properties
using the value of the property plugin parameter.",应用
directory-maven-plugin-javadoc,应用, Javadoc for directory-maven-plugin, Javadoc for directory-maven-plugin.,应用
disruptor,应用, Concurrent Programming Framework, A High Performance Inter-Thread Messaging Library.,应用
djvulibre,应用," DjVu viewers, encoders, and utilities"," DjVu is a web-centric format and software platform for distributing documents
and images. DjVu can advantageously replace PDF, PS, TIFF, JPEG, and GIF for
distributing scanned documents, digital documents, or high-resolution pictures.
DjVu content downloads faster, displays and renders faster, looks nicer on a
screen, and consume less client resources than competing formats. DjVu images
display instantly and can be smoothly zoomed and panned with no lengthy
re-rendering.

DjVuLibre is a free (GPL'ed) implementation of DjVu, including viewers,
decoders, simple encoders, and utilities. The browser plugin is in its own
separate sub-package.",应用
dleyna-connector-dbus,应用, D-Bus connector for dLeyna services, D-Bus connector for dLeyna services.,应用
dleyna-server,应用, Service for interacting with Digital Media Servers," D-Bus service for clients to discover and manipulate DLNA Digital Media
Servers (DMSes).",应用
dmidecode,系统, Tool to analyse BIOS DMI data," dmidecode reports information about x86 & ia64 hardware as described in the
system BIOS according to the SMBIOS/DMI standard. This information
typically includes system manufacturer, model name, serial number,
BIOS version, asset tag as well as a lot of other details of varying
level of interest and reliability depending on the manufacturer.

This will often include usage status for the CPU sockets, expansion
slots (e.g. AGP, PCI, ISA) and memory module slots, and the list of
I/O ports (e.g. serial, parallel, USB).",系统
dnf,系统, Package manager," Utility that allows users to manage packages on their systems.
It supports RPMs, modules and comps groups & environments.",系统
python3-dnf,系统, Python 3 interface to DNF, Python 3 interface to DNF.,系统
yum,系统,Package manager ,"Utility that allows users to manage packages on their systems.
It supports RPMs, modules and comps groups & environments. ",系统
dnf-plugin-releasever-adapter,系统, A dnf plugin for releasever adaptation," A plugin for the Dandified Yellow dog Updater, Modified. The plugin
can automatically convert the releasever of Anolis OS, which is 8.x
to the latest version of releasever which is 8.",系统
python3-dnf-plugin-post-transaction-actions,系统,Post transaction actions Plugin for DNF ,"Post transaction actions Plugin for DNF, Python 3 version. Plugin runs actions
(shell commands) after transaction is completed. Actions are defined in action
files. ",系统
python3-dnf-plugins-core,系统, Core Plugins for DNF," Core Plugins for DNF, Python 3 interface. This package enhances DNF with builddep,
config-manager, copr, debug, debuginfo-install, download, groups-manager, needs-restarting,
repoclosure, repograph, repomanage, reposync, changelog and repodiff commands.
Additionally provides generate_completion_cache passive plugin.",系统
yum-utils,系统,Yum-utils CLI compatibility layer ,"As a Yum-utils CLI compatibility layer, supplies in CLI shims for
debuginfo-install, repograph, package-cleanup, repoclosure, repomanage,
repoquery, reposync, repotrack, repodiff, builddep, config-manager, debug,
download and yum-groups-manager that use new implementations using DNF. ",系统
dnsmasq,系统, A lightweight DHCP/caching DNS server," Dnsmasq is lightweight, easy to configure DNS forwarder and DHCP server.
It is designed to provide DNS and, optionally, DHCP, to a small network.
It can serve the names of local machines which are not in the global
DNS. The DHCP server integrates with the DNS server and allows machines
with DHCP-allocated addresses to appear in the DNS with names configured
either in each host or in a central configuration file. Dnsmasq supports
static and dynamic DHCP leases and BOOTP for network booting of diskless
machines.",系统
docbook-dtds,应用, SGML and XML document type definitions for DocBook," The DocBook Document Type Definition (DTD) describes the syntax of
technical documentation texts (articles, books and manual pages).
This syntax is XML-compliant and is developed by the OASIS consortium.
This package contains SGML and XML versions of the DocBook DTD.",应用
dotnet-apphost-pack-3.0,应用, Targeting Pack for Microsoft.NETCore.App 3.0," This package provides a targetting pack for Microsoft.NETCore.App 3.0
that allows developers to compile against and target Microsoft.NETCore.App 3.0
applications using the .NET Core SDK.",应用
dotnet-targeting-pack-3.0,应用, Targeting Pack for Microsoft.NETCore.App 3.0," This package provides a targetting pack for Microsoft.NETCore.App 3.0
that allows developers to compile against and target Microsoft.NETCore.App 3.0
applications using the .NET Core SDK.",应用
aspnetcore-targeting-pack-3.1,应用, Targeting Pack for Microsoft.AspNetCore.App 3.1," This package provides a targetting pack for Microsoft.AspNetCore.App 3.1
that allows developers to compile against and target Microsoft.AspNetCore.App 3.1
applications using the .NET Core SDK.",应用
dotnet-sdk-3.1,应用, .NET Core 3.1 Software Development Kit," The .NET Core SDK is a collection of command line applications to
create, build, publish and run .NET Core applications.

.NET Core is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services.",应用
dotnet-sdk-5.0-source-built-artifacts,应用, Internal package for building .NET 5.0 Software Development Kit," The .NET source-built archive is a collection of packages needed
to build the .NET SDK itself.

These are not meant for general use.",应用
aspnetcore-targeting-pack-6.0,应用, Targeting Pack for Microsoft.AspNetCore.App 6.0," This package provides a targeting pack for Microsoft.AspNetCore.App 6.0
that allows developers to compile against and target Microsoft.AspNetCore.App 6.0
applications using the .NET SDK.",应用
dotnet-apphost-pack-6.0,应用, Targeting Pack for Microsoft.NETCore.App 6.0," This package provides a targeting pack for Microsoft.NETCore.App 6.0
that allows developers to compile against and target Microsoft.NETCore.App 6.0
applications using the .NET SDK.",应用
dotnet-runtime-6.0,应用, NET 6.0 runtime," The .NET runtime contains everything needed to run .NET applications.
It includes a high performance Virtual Machine as well as the framework
libraries used by .NET applications.

.NET is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services.",应用
dotnet-sdk-6.0,应用, .NET 6.0 Software Development Kit," The .NET SDK is a collection of command line applications to
create, build, publish and run .NET applications.

.NET is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services.",应用
dotnet-templates-6.0,应用, .NET 6.0 templates," This package contains templates used by the .NET SDK.

.NET is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services.",应用
dotnet-build-reference-packages,应用, Reference packages needed by the .NET Core SDK build," This contains references packages used for building .NET Core.

This is not meant to be used by end-users.",应用
dovecot-pgsql,应用, Postgres SQL back end for dovecot, This package provides the Postgres SQL back end for dovecot-auth etc.,应用
doxygen-latex,应用, Support for producing latex/pdf output from doxygen, Support for producing latex/pdf output from doxygen.,应用
dpdk,系统, Set of libraries and drivers for fast packet processing," The Data Plane Development Kit is a set of libraries and drivers for
fast packet processing in the user space.",系统
dpdk-tools,系统, Tools for setting up Data Plane Development Kit environment, Tools for setting up Data Plane Development Kit environment,系统
dracut-config-rescue,核心,dracut configuration to turn on rescue image generation ,"This package provides the configuration to turn on the rescue initramfs
generation with dracut. ",核心
dracut-squash,核心,dracut module to build an initramfs with most files in a squashfs image ,"This package provides a dracut module to build an initramfs, but store most files
in a squashfs image, result in a smaller initramfs size and reduce runtime memory
usage. ",核心
dtkwidget,应用, Deepin tool kit widget modules, DtkWidget is Deepin graphical user interface for deepin desktop development.,应用
dvd+rw-tools,应用, Toolchain to master DVD+RW/+R media," Collection of tools to master DVD+RW/+R media. For further
information see http://fy.chalmers.se/~appro/linux/DVD+RW/.",应用
dwarves,应用, Debugging Information Manipulation Tools (pahole & friends)," dwarves is a set of tools that use the debugging information inserted in
ELF binaries by compilers such as GCC, used by well known debuggers such as
GDB, and more recent ones such as systemtap.

Utilities in the dwarves suite include pahole, that can be used to find
alignment holes in structs and classes in languages such as C, C++, but not
limited to these.

It also extracts other information such as CPU cacheline alignment, helping
pack those structures to achieve more cache hits.

These tools can also be used to encode and read the BTF type information format
used with the Linux kernel bpf syscall, using 'pahole -J' and 'pahole -F btf'.

A diff like tool, codiff can be used to compare the effects changes in source
code generate on the resulting binaries.

Another tool is pfunct, that can be used to find all sorts of information about
functions, inlines, decisions made by the compiler about inlining, etc.

One example of pfunct usage is in the fullcircle tool, a shell that drivers
pfunct to generate compileable code out of a .o file and then build it using
gcc, with the same compiler flags, and then use codiff to make sure the
original .o file and the new one generated from debug info produces the same
debug info.

Pahole also can be used to use all this type information to pretty print raw data
according to command line directions.

Headers can have its data format described from debugging info and offsets from
it can be used to further format a number of records.

The btfdiff utility compares the output of pahole from BTF and DWARF to make
sure they produce the same results.",应用
libcom_err,核心, Common error description library," This is the common error description library, part of e2fsprogs.

libcom_err is an attempt to present a common error-handling mechanism.",核心
easymock-javadoc,应用, Javadoc for easymock, Javadoc for easymock.,应用
eclipse-platform,应用, Eclipse platform common files," The Eclipse Platform is the base of all IDE plugins.  This does not include the
Java Development Tools or the Plugin Development Environment.",应用
eclipse-ecf-core,应用, Eclipse ECF Core, ECF bundles required by eclipse-platform.,应用
eclipse-emf-xsd,应用, XML Schema Definition (XSD) Eclipse plug-in," The XML Schema Definition (XSD) plug-in is a library that provides an API for
manipulating the components of an XML Schema as described by the W3C XML
Schema specifications, as well as an API for manipulating the DOM-accessible
representation of XML Schema as a series of XML documents.",应用
edk2-ovmf,应用, UEFI firmware for x86_64 virtual machines," OVMF (Open Virtual Machine Firmware) is a project to enable UEFI support for
Virtual Machines. This package contains a sample 64-bit UEFI firmware for QEMU
and KVM.",系统
elfutils-devel-static,核心, Static archives to handle compiled objects," The elfutils-devel-static package contains the static archives
with the code to handle compiled objects.",核心
emacs,应用, GNU Emacs text editor," Emacs is a powerful, customizable, self-documenting, modeless text
editor. Emacs contains special code editing features, a scripting
language (elisp), and the capability to read mail, news, and more
without leaving the editor.

This package provides an emacs binary with support for X windows.",应用
enscript,应用, A plain ASCII to PostScript converter," GNU enscript is a free replacement for Adobe's Enscript
program. Enscript converts ASCII files to PostScript(TM) and spools
generated PostScript output to the specified printer or saves it to a
file. Enscript can be extended to handle different output media and
includes many options for customizing printouts",系统
environment-modules,系统,Provides dynamic modification of a user's environment ,"The Environment Modules package provides for the dynamic modification of
a user's environment via modulefiles.

Each modulefile contains the information needed to configure the shell
for an application. Once the Modules package is initialized, the
environment can be modified on a per-module basis using the module
command which interprets modulefiles. Typically modulefiles instruct
the module command to alter or set shell environment variables such as
PATH, MANPATH, etc. modulefiles may be shared by many users on a system
and users may have their own collection to supplement or replace the
shared modulefiles.

Modules can be loaded and unloaded dynamically and atomically, in an
clean fashion. All popular shells are supported, including bash, ksh,
zsh, sh, csh, tcsh, as well as some scripting languages such as perl.

Modules are useful in managing different versions of applications.
Modules can also be bundled into metamodules that will load an entire
suite of different applications.

NOTE: You will need to get a new shell after installing this package to
have access to the module alias. ",系统
epel-aliyuncs-release,核心, Extra Packages for Enterprise Linux repository configuration," This package contains the Extra Packages for Enterprise Linux (EPEL) repository
GPG key as well as configuration for yum.",核心
evolution,应用, Mail and calendar client for GNOME," Evolution is the GNOME mailer, calendar, contact manager and
communications tool.  The components which make up Evolution
are tightly integrated with one another and act as a seamless
personal information-management tool.",应用
evolution-pst,应用, PST importer plugin for Evolution," This package contains the plugin to import Microsoft Personal Storage Table
(PST) files used by Microsoft Outlook and Microsoft Exchange.",应用
evolution-ews,应用, Evolution extension for Exchange Web Services," This package allows Evolution to interact with Microsoft Exchange servers,
versions 2007 and later, through its Exchange Web Services (EWS) interface.",应用
evolution-mapi,应用, Evolution extension for MS Exchange 2007 servers, This package allows Evolution to interact with MS Exchange 2007 servers.,应用
evolution-mapi-langpacks,应用, Translations for evolution-mapi, This package contains translations for evolution-mapi.,应用
exempi,应用, Library for easy parsing of XMP metadata," Exempi provides a library for easy parsing of XMP metadata. It is a port of
Adobe XMP SDK to work on UNIX and to be build with GNU automake.
It includes XMPCore and XMPFiles.",应用
exiv2,应用, Exif and Iptc metadata manipulation library," A command line utility to access image metadata, allowing one to:
* print the Exif metadata of Jpeg images as summary info, interpreted values,
  or the plain data for each tag
* print the Iptc metadata of Jpeg images
* print the Jpeg comment of Jpeg images
* set, add and delete Exif and Iptc metadata of Jpeg images
* adjust the Exif timestamp (that's how it all started...)
* rename Exif image files according to the Exif timestamp
* extract, insert and delete Exif metadata (including thumbnails),
  Iptc metadata and Jpeg comments",应用
f32-backgrounds-animated,应用, Time of day images for Fedora 32 backgrounds," This package contains the time of day images for Fedora 32
Backgrounds.",应用
fapolicyd,应用, Application Whitelisting Daemon," Fapolicyd (File Access Policy Daemon) implements application whitelisting
to decide file access rights. Applications that are known via a reputation
source are allowed access while unknown applications are not. The daemon
makes use of the kernel's fanotify interface to determine file access rights.",应用
fcitx-libs,应用, Shared libraries for Fcitx, The fcitx-libs package provides shared libraries for Fcitx,应用
fcitx-pinyin,应用, Pinyin Engine for Fcitx, This package contains pinyin engine for Fcitx.,应用
fcitx-configtool,应用, Gtk+-based configuring tools for Fcitx," fcitx-config-gtk and fcitx-config-gtk3 are Gtk based configuring tools for
Fcitx.",应用
felix-gogo-command,应用, Apache Felix Gogo command line shell for OSGi," Apache Felix Gogo is a subproject of Apache Felix implementing a command
line shell for OSGi. It is used in many OSGi runtimes and servers.

This package implements a set of basic commands.",应用
felix-osgi-core-javadoc,应用, API documentation for felix-osgi-core, This package contains API documentation for felix-osgi-core.,应用
felix-osgi-foundation,应用, Felix OSGi Foundation EE Bundle, OSGi Foundation Execution Environment (EE) Classes.,应用
felix-parent,应用, Parent POM file for Apache Felix Specs, Parent POM file for Apache Felix Specs.,应用
felix-utils,应用, Utility classes for OSGi, Utility classes for OSGi,应用
felix-utils-javadoc,应用, API documentation for felix-utils, This package contains the API documentation for felix-utils.,应用
fence-agents-aliyun,应用, Fence agent for Alibaba Cloud (Aliyun), The fence-agents-aliyun package contains a fence agent for Alibaba Cloud (Aliyun) instances.,应用
fence-agents-apc,应用, Fence agent for APC devices, Fence agent for APC devices that are accessed via telnet or SSH.,应用
fence-agents-apc-snmp,应用, Fence agents for APC devices (SNMP), Fence agents for APC devices that are accessed via the SNMP protocol.,应用
fence-agents-compute,应用, Fence agent for Nova compute nodes, Fence agent for Nova compute nodes.,应用
fence-agents-eaton-snmp,应用, Fence agent for Eaton network power switches," Fence agent for Eaton network power switches that are accessed
via the SNMP protocol.",应用
fence-agents-eps,应用, Fence agent for ePowerSwitch 8M+ power switches," Fence agent for ePowerSwitch 8M+ power switches that are accessed
via the HTTP(s) protocol.",应用
fence-agents-gce,应用, Fence agent for GCE (Google Cloud Engine), Fence agent for GCE (Google Cloud Engine) instances.,应用
fence-agents-heuristics-ping,应用, Pseudo fence agent to affect other agents based on ping-heuristics," Fence pseudo agent used to affect other agents based on
ping-heuristics.",应用
fence-agents-ipdu,应用, Fence agent for IBM iPDU network power switches," Fence agent for IBM iPDU network power switches that are accessed
via the SNMP protocol.",应用
fence-agents-lpar,应用, Fence agent for IBM LPAR, Fence agent for IBM LPAR devices that are accessed via telnet or SSH.,应用
fence-agents-scsi,应用, Fence agent for SCSI persistent reservations, Fence agent for SCSI persistent reservations.,应用
fence-virt,应用, A pluggable fencing framework for virtual machines, Fencing agent for virtual machines.,应用
fence-virtd,应用, Daemon which handles requests from fence-virt," This package provides the host server framework, fence_virtd,
for fence_virt.  The fence_virtd host daemon is resposible for
processing fencing requests from virtual machines and routing
the requests to the appropriate physical machine for action.",应用
fence-virtd-cpg,应用, CPG/libvirt backend for fence-virtd," Provides fence_virtd with a connection to libvirt to fence
virtual machines. Uses corosync CPG to keep track of VM
locations to allow for non-local VMs to be fenced when VMs
are located on corosync cluster nodes.",应用
fence-virtd-multicast,应用, Multicast listener for fence-virtd, Provides multicast listener capability for fence-virtd.,应用
fence-virtd-serial,应用, Serial VMChannel listener for fence-virtd, Provides serial VMChannel listener capability for fence-virtd.,应用
ffmpeg-libs,应用, Libraries for ffmpeg," FFmpeg is a complete and free Internet live audio and video
broadcasting solution for Linux/Unix. It also includes a digital
VCR. It can encode in real time in many formats including MPEG1 audio
and video, MPEG4, h263, ac3, asf, avi, real, mjpeg, and flash.
This package contains the libraries for ffmpeg",应用
fftw,应用, A Fast Fourier Transform library," FFTW is a C subroutine library for computing the Discrete Fourier
Transform (DFT) in one or more dimensions, of both real and complex
data, and of arbitrary input size.",应用
fftw-libs,应用, FFTW run-time library," This is a dummy package package, pulling in the individual FFTW
run-time libraries.",应用
fftw-libs-long,应用," FFTW library, long double precision"," This package contains the FFTW library compiled in long double
precision.",应用
fftw-static,应用, Static versions of the FFTW libraries," The fftw-static package contains the statically linkable version of
the FFTW fast Fourier transform library.",应用
file-roller,系统, Tool for viewing and creating archives," File Roller is an application for creating and viewing archives files,
such as tar or zip files.",应用
findutils,核心, The GNU versions of find utilities (find and xargs)," The findutils package contains programs which will help you locate
files on your system.  The find utility searches through a hierarchy
of directories looking for files which match a certain set of criteria
(such as a file name pattern).  The xargs utility builds and executes
command lines from standard input arguments (usually lists of file
names generated by the find command).

You should install findutils because it includes tools that are very
useful for finding things on your system.",核心
fio,应用, Multithreaded IO generation tool," fio is an I/O tool that will spawn a number of threads or processes doing
a particular type of io action as specified by the user.  fio takes a
number of global parameters, each inherited by the thread unless
otherwise parameters given to them overriding that setting is given.
The typical use of fio is to write a job file matching the io load
one wants to simulate.",系统
fipscheck,应用, A library for integrity verification of FIPS validated modules," FIPSCheck is a library for integrity verification of FIPS validated
modules. The package also provides helper binaries for creation and
verification of the HMAC-SHA256 checksum files.",应用
firewall-config,系统, Firewall configuration application," The firewall configuration application provides an configuration interface for
firewalld.",系统
flatpak,应用, Application deployment framework for desktop apps," flatpak is a system for building, distributing and running sandboxed desktop
applications on Linux. See https://wiki.gnome.org/Projects/SandboxedApps for
more information.",应用
flatpak-libs,应用, Libraries for flatpak, This package contains libflatpak.,系统
flatpak-selinux,应用, SELinux policy module for flatpak, This package contains the SELinux policy module for flatpak.,系统
flatpak-session-helper,应用, User D-Bus service used by flatpak and others," This package contains the org.freedesktop.Flatpak user D-Bus service
that's used by flatpak and other packages.",应用
fltk,应用, C++ user interface toolkit," FLTK (pronounced ""fulltick"") is a cross-platform C++ GUI toolkit.
It provides modern GUI functionality without the bloat, and supports
3D graphics via OpenGL and its built-in GLUT emulation.",应用
flute,应用, Java CSS parser using SAC," A Cascading Style Sheets parser using the Simple API for CSS, for Java.",应用
fontforge,应用, Outline and bitmap font editor," FontForge (former PfaEdit) is a font editor for outline and bitmap
fonts. It supports a range of font formats, including PostScript
(ASCII and binary Type 1, some Type 3 and Type 0), TrueType, OpenType
(Type2) and CID-keyed fonts.",应用
foomatic-db,应用, Database of printers and printer drivers," This is the database of printers, printer drivers, and driver options
for Foomatic.

The site http://www.openprinting.org/ is based on this database.",应用
foomatic-db-ppds,应用, PPDs from printer manufacturers, PPDs from printer manufacturers.,应用
forge-parent,系统, Sonatype Forge Parent Pom," Sonatype Forge is an open-source community dedicated to the creation of the
next-generation of development tools and technologies.",应用
freeradius-utils,应用, FreeRADIUS utilities," The FreeRADIUS server has a number of features found in other servers,
and additional features not found in any other server. Rather than
doing a feature by feature comparison, we will simply list the features
of the server, and let you decide if they satisfy your needs.

Support for RFC and VSA Attributes Additional server configuration
attributes Selecting a particular configuration Authentication methods",应用
fuse,系统,File System in Userspace (FUSE) v2 utilities ,"With FUSE it is possible to implement a fully functional filesystem in a
userspace program. This package contains the FUSE v2 userspace tools to
mount a FUSE filesystem. ",系统
fuse-common,系统,Common files for File System in Userspace (FUSE) v2 and v3 ,Common files for FUSE v2 and FUSE v3. ,系统
fuse-libs,系统, File System in Userspace (FUSE) v2 libraries," Devel With FUSE it is possible to implement a fully functional filesystem in a
userspace program. This package contains the FUSE v2 libraries.",系统
fwupdate-libs,系统, Library to manage UEFI firmware updates, Library to allow for the simple manipulation of UEFI firmware updates.,系统
galera,应用, Synchronous multi-master wsrep provider (replication engine)," Galera is a fast synchronous multi-master wsrep provider (replication engine)
for transactional databases and similar applications. For more information
about wsrep API see http://launchpad.net/wsrep. For a description of Galera
replication engine see http://www.codership.com.",系统
gcc-c++,系统, C++ support for GCC," This package adds C++ support to the GNU Compiler Collection.
It includes support for most of the current C++ specification,
including templates and exception handling.",系统
gcc-gdb-plugin,系统, GCC plugin for GDB, This package contains GCC plugin for GDB C expression evaluation.,系统
gcc-offload-nvptx,系统, Offloading compiler to NVPTX," The gcc-offload-nvptx package provides offloading support for
NVidia PTX.  OpenMP and OpenACC programs linked with -fopenmp will
by default add PTX code into the binaries, which can be offloaded
to NVidia PTX capable devices if available.",系统
libubsan,系统,The Undefined Behavior Sanitizer runtime library ,"This package contains the Undefined Behavior Sanitizer library
which is used for -fsanitize=undefined instrumented programs. ",系统
gcc-toolset-10,系统, Package that installs gcc-toolset-10, This is the main package for gcc-toolset-10 Software Collection.,系统
gcc-toolset-10-toolchain,系统, Package shipping basic toolchain applications," Package shipping basic toolchain applications (compiler, debugger, ...)",系统
gcc-toolset-10-gdb-gdbserver,系统, A standalone server for GDB (the GNU source-level debugger)," GDB, the GNU debugger, allows you to debug programs written in C, C++,
Java, and other languages, by executing them in a controlled fashion
and printing their data.

This package provides a program that allows you to run GDB on a different
machine than the one which is running the program being debugged.",系统
gcc-toolset-10-systemtap,系统, Programmable system-wide instrumentation system," SystemTap is an instrumentation system for systems running Linux.
Developers can write instrumentation scripts to collect data on
the operation of the system.  The base systemtap package contains/requires
the components needed to locally develop and execute systemtap scripts.",系统
gcc-toolset-10-systemtap-client,系统, Programmable system-wide instrumentation system - client," This package contains/requires the components needed to develop
systemtap scripts, and compile them using a local systemtap-devel
or a remote systemtap-server installation, then run them using a
local or remote systemtap-runtime.  It includes script samples and
documentation, and a copy of the tapset library for reference.",系统
gcc-toolset-10-systemtap-runtime,系统, Programmable system-wide instrumentation system - runtime," SystemTap runtime contains the components needed to execute
a systemtap script that was already compiled into a module
using a local or remote systemtap-devel installation.",系统
gcc-toolset-10-valgrind,系统, Tool for finding memory management bugs in programs," Valgrind is an instrumentation framework for building dynamic analysis
tools. There are Valgrind tools that can automatically detect many
memory management and threading bugs, and profile your programs in
detail. You can also use Valgrind to build new tools. The Valgrind
distribution currently includes six production-quality tools: a memory
error detector (memcheck, the default tool), two thread error
detectors (helgrind and drd), a cache and branch-prediction profiler
(cachegrind), a call-graph generating cache and branch-prediction
profiler (callgrind), and a heap profiler (massif).",系统
gcc-toolset-11-perftools,系统, Package shipping performance tools," 


Package shipping performance tools (systemtap)",系统
gcc-toolset-11-runtime,系统, Package that handles gcc-toolset-11 Software Collection., Package shipping essential scripts to work with gcc-toolset-11 Software Collection.,系统
gcc-toolset-11-annobin-annocheck,系统, A tool for checking the security hardening status of binaries," Installs the annocheck program which uses the notes generated by annobin to
check that the specified files were compiled with the correct security
hardening options.",应用
gcc-toolset-11-elfutils-libelf,系统, Library to read and write ELF files," The elfutils-libelf package provides a DSO which allows reading and
writing ELF files on a high level.  Third party programs depend on
this package to read internals of ELF files.  The programs of the
elfutils package use it also to generate new ELF files.",系统
gcc-toolset-11-elfutils-libs,系统, Libraries to handle compiled objects," The elfutils-libs package contains libraries which implement DWARF, ELF,
and machine-specific ELF handling and process introspection.  These
libraries are used by the programs in the elfutils package.  The
elfutils-devel package enables building other programs using these
libraries.",系统
gcc-toolset-11-gcc-c++,系统, C++ support for GCC  version 11," This package adds C++ support to the GNU Compiler Collection
version 11.  It includes support for most of the current C++ specification
and a lot of support for the upcoming C++ specification.",系统
gcc-toolset-11-libstdc++-docs,系统, Documentation for the GNU standard C++ library," Manual, doxygen generated API information and Frequently Asked Questions
for the GNU standard C++ library.",系统
gcc-toolset-11-gdb,系统," A GNU source-level debugger for C, C++, Fortran, Go and other languages"," GDB, the GNU debugger, allows you to debug programs written in C, C++,
Java, and other languages, by executing them in a controlled fashion
and printing their data.",系统
gcc-toolset-11-systemtap-client,系统, Programmable system-wide instrumentation system - client," This package contains/requires the components needed to develop
systemtap scripts, and compile them using a local systemtap-devel
or a remote systemtap-server installation, then run them using a
local or remote systemtap-runtime.  It includes script samples and
documentation, and a copy of the tapset library for reference.",系统
gcc-toolset-11-systemtap-runtime,系统, Programmable system-wide instrumentation system - runtime," SystemTap runtime contains the components needed to execute
a systemtap script that was already compiled into a module
using a local or remote systemtap-devel installation.",系统
gcc-toolset-11-systemtap-server,系统, Instrumentation System Server," This is the remote script compilation server component of systemtap.
It announces itself to nearby clients with avahi (if available), and
compiles systemtap scripts to kernel objects on their demand.",系统
gcc-toolset-9-build,系统, Package shipping basic build configuration, Package shipping essential configuration macros to build gcc-toolset-9 Software Collection.,系统
gcc-toolset-9-perftools,系统, Package shipping performance tools, Package shipping performance tools (systemtap),系统
gcc-toolset-9-toolchain,系统, Package shipping basic toolchain applications," Package shipping basic toolchain applications (compiler, debugger, ...)",系统
gcc-toolset-9-annobin,系统, Binary annotation plugin for GCC," Provides a plugin for GCC that records extra information in the files
that it compiles.

Note - the plugin is automatically enabled in gcc builds via flags
provided by the redhat-rpm-macros package.",系统
gcc-toolset-9-binutils,系统, A GNU collection of binary utilities," Binutils is a collection of binary utilities, including ar (for
creating, modifying and extracting from archives), as (a family of GNU
assemblers), gprof (for displaying call graph profile data), ld (the
GNU linker), nm (for listing symbols from object files), objcopy (for
copying and translating object files), objdump (for displaying
information from object files), ranlib (for generating an index for
the contents of an archive), readelf (for displaying detailed
information about binary files), size (for listing the section sizes
of an object or archive file), strings (for listing printable strings
from files), strip (for discarding symbols), and addr2line (for
converting addresses to file and line).",系统
gcc-toolset-9-make,系统, A GNU tool which simplifies the build process for users," A GNU tool for controlling the generation of executables and other
non-source files of a program from the program's source files. Make
allows users to build and install packages without any significant
knowledge about the details of the build process. The details about
how the program should be built are provided for make in the program's
makefile.",系统
gcc-toolset-9-systemtap,系统, Programmable system-wide instrumentation system," SystemTap is an instrumentation system for systems running Linux.
Developers can write instrumentation scripts to collect data on
the operation of the system.  The base systemtap package contains/requires
the components needed to locally develop and execute systemtap scripts.",系统
gcc-toolset-9-systemtap-initscript,系统, Systemtap Initscripts," This package includes a SysVinit script to launch selected systemtap
scripts at system startup, along with a dracut module for early
boot-time probing if supported.",系统
