idx,name,y_true,y_predict,feature
980,libdazzle,库,工具,applications builder collection development drive experimental fancy feature generic glib ground gtk inside library project prototype quite ready widget
982,libdbusmenu,库,工具,build dbus design development easy file gtk gtk3 library make menu pass shared simple small structure version work
984,libdmapsharing,库,工具,client implement include library protocol server support
992,libeasyfc,库,其它,configuration contain demand easy generate generator gobject interface package provide
1002,libevdev,库,服务,device interact kernel library proper provide wrap wrapper
1009,libffi,库,其它,allow argument bridge certain code compilation compile compiler conversion dependent description entry exist feature follow foreign fully function generate handle high instance interface interpreter know language layer level library machine make necessary number pass popular portable program programmer provide really return run separate specify stand tell time type value various work write
1013,libfprint,库,服务,consumer device fingerprint offer reader scanner support toolkit
1015,libgcrypt,库,服务,base code crypto cryptography development general library purpose version
1020,libgit2,库,工具,allow application binding core custom implementation language library method native portable provide pure solid speed write
1023,libgnomekbd,库,工具,configuration contain gnome keyboard library manage offer package relate various widget
1025,libgpg-error,库,服务,agent common component daemon define error future gnupg library possibly value
1030,libgudev,库,服务,based easily gobject introspection javascript language library make possible program simpler support wrapper
1031,libguestfs,其它,工具,able access additional administration administrator alternative application archive avoid backup bash basic batch binding block build builder capable change clone code collection com command compatible completion configuration contain contains content convert copy core customize debug depend dependency determine devel develop developer device diff difference different directly directory disk display documentation download driver edit editor element enhanced enterprise examine exist extract feature file filesystem filesystems follow format free fully fuse global gobject guest header host hostname http icon image include info inside inspect instal install intelligent interactive introspection japanese java javadoc kernel language library like limited line linux list log look machine make miscellaneous modify mount need network non note ocaml operate org package page pages partition perform perl physical popular problem process program provide pull python python3 qemu really reason redhat reduce registry replace replacement require resize ruby safe scan scheme scratch script secure separate shell software space sparse split statistic subpackages subset support tool tools type ukrainian unlike upload used utility various version virt virtual want windows work write
1032,libgusb,库,服务,asynchronous bulk control easy glib gobject integration interrupt make proper transfer wrapper
1035,libgxps,库,工具,base document gobject handle library render
1036,libhangul,库,其它,common feature input library method program provide
1038,libhbalinux,库,工具,build implementation interface library vendor
1040,libical,库,工具,calendar data format implementation product reference schedule serialization type
1041,libid3tag,库,其它,eventually library manipulation reading various version write
1042,libidn,库,工具,define domain group ietf implementation internationalized library names specification support work
1046,libijs,库,工具,able alternative application connect develop ghostscript image instead library longer print printer protocol server transport useful
1048,libindicator,库,工具,apps build convenience function gtk indicator likely symbol
1049,libinput,库,服务,abstraction analyze application code common contain custom deal debug detection device directly display event expect functionality handle handling hardware input library minimize need package processing provide server tool user utilities utils
1050,libipt,库,工具,decode decoder fully implementation integrate intel library processor reference standalone tool trace
1051,libiptcdata,库,工具,command data edit encode file header image include inside library line location metadata modify parsing save standard store title utility
1054,libjpeg-turbo,库,工具,access client comment compress contain decompress display file format function image include insert jpeg library manipulate package perform program regular share simple text transformation useful utilities utils various
1055,libkcapi,库,服务,access algorithm allow apis consider consumer crypto developer drop easy export handling implement interface kernel level library linux low need netlink package process processing provide provides replacement request return send space tool user
1058,libkkc-data,库,服务,contain data language model package time
1061,liblayout,库,其它,base content expect framework receive standard structure stylesheets
1066,liblouis,库,工具,application approach assistive base binding commercial computer dictionary easily example feature hyphenation language lead library linux math open package program provide python reader reading routine rule screen source support table technology translation translator
1069,libmaxminddb,库,工具,contain file format library package
1073,libmemcached,库,工具,access available check checking client cluster code command compatibility contain content copy data design dump error generate http implement library light line load memory method option org output package parse provide remove server standard stats string test testing tool translate usage value version
1078,libmnl,库,工具,allow avoid code common developer easy header helper library netlink orient parsing provide simple space task use user validate wheel wrong
1080,libmodplug,库,工具,file format library music
1081,libmodulemd,库,工具,com compatibility fedora file github http library manipulate manipulation master metadata module package readme
1085,libmtp,库,工具,audio communicate library media medium package player protocol provide software transfer typically video
1098,libnma,库,工具,contain integrate library networkmanager package tool
1099,libnotify,库,其它,daemon define desktop display event form freedesktop information library notification org send spec user
1100,libnsl2,库,工具,able client code contain glibc interface ipv6 library link package public rpc standalone support
1110,libpaper,库,工具,action application base basic file function handle integrate intend kind library minimal obtain paper provide purpose quite really release simple size specified tool user width
1115,libpinyin,库,工具,algorithm based chinese compatibility contain core data deal file input intelligent library method package pinyin project provide
1117,libplist,库,服务,apple binary library manipulate property
1118,libpng,库,工具,algorithm compression contain create data file format function graphic graphics image instal library manipulate mapped need network package portable replace similar
1120,libpq,库,服务,client connect essential install interface library need package postgresql program provide server share
1123,libpsm2,库,服务,communication enable environment family high implement intel interface level libraries library link low mechanism messaging necessary parallel product support user version
1125,libpwquality,库,工具,application binding check checking dictionary easy generation library module pass password perform provide python quality random
1129,libqtxdg,库,服务,implementation standard tools
1131,libquvi-scripts,库,工具,additional contain embedded include medium parse script scripts utility
1135,librdkafka,库,服务,apache consumer contain current design high implementation library message mind performance protocol reliability second support
1137,libreoffice,库,工具,access adapter addition additional afrikaans allows application appropriate arabic architecture assamese auto basic basque bengali best binding bridge bulgarian card catalan chinese common component contain contains conversion core correction create creation croatian czech danish data database debug docbook document draw drawing dutch editing editor email enable enables end english environment error estonian exist experience experimental export external extra farsi file filter finnish flash font framework french functionality galician generic german good graphic greek gtk gujarati hardware hebrew help hindi hungarian icelandic implement implementation import independent indonesian install integration internal internet irish italian japanese kannada know korean language latvian layout library libreoffice lithuanian mail malayalam management marathi markup mathematical merge model module mongolian need odia offer opengl optional pack package page platform plug polish portuguese preserve pretty printer process processor program programming provide provides providing publish pull punjabi python quality render requires resource romanian rule rules runtime russian script serbian server share simplified slovak slovenian spanish spreadsheet subpackages suitable support swedish symbol syntax tamil telugu thai traditional translation turkish type ukrainian vietnamese welsh wiki word write writer xhtml
1138,libreoffice-voikko,库,工具,actual checking component contain extension finnish functionality hyphenation library libreoffice package provide spell
1140,libreport,库,服务,filesystem layout
1142,libreswan,库,服务,allow authentication base build contain cryptography daemon encrypt encryption free gateway implementation internet linux machine network package pass private protocol provide secure security service strong support tool turn userland virtual
1145,librsvg2,库,工具,base cairo extra library package provide tool utility
1147,libseccomp,库,服务,allow application argument easy enhanced execute filtering interface kernel library linux mechanism optionally provide specify
1149,libselinux,库,工具,access application architectural base based binding component concept contain context control design develop enforcement enhanced feature file flask functionality general improve include kernel kind level library linux mandatory multi number obtain operating originally package policy process provide python python3 required role security selinux simple support type utility utils
1150,libsemanage,库,工具,access application architectural base based binary binding compiler component concept contain control design develop enforcement enhanced feature flask functionality general improve include kernel kind level library like linux management mandatory manipulation multi need number operating originally package perform policy program provide python python3 role security selinux setting similar specific support tool transformation type utility
1151,libsepol,库,工具,access architectural base based binary compiler component concept contain control design develop enforcement enhanced feature flask functionality general improve include kernel kind level library like linux mandatory manipulation multi need number operating originally perform policy program provide role security selinux setting similar specific support tool transformation type utility
1152,libserializer,库,其它,contain custom framework general handler java serialization simplify task write
1157,libsmi,库,工具,access archive check contain convert define definition dump ietf information library maintain module package parse standard tool
1161,libspectre,库,工具,convenient document easy handle library postscript provide render small
1164,libssh,库,工具,client complete config configuration control default design easily execute file implement implementation library make mean need openssl package party play program programmer protocol provide remote secure transfer transparent work
1167,libstoragemgmt,库,工具,allow application array auto client command contain controller daemon execute family file files framework generate generic helper include interactive interface kernel library line local locally manage management open package plug plugin process program provide pseudo python raid rule scripting selection separate smart source storage support udev utility vendor write
1168,libsvm,库,工具,class develop display distribution gui install integrated interface java javadoc library machines multi package program python3 qt software support tool vector version want
1173,libteam,库,服务,contain control daemon device driver legacy library network package provide script service space support team user
1178,libtimezonemap,库,工具,center change click code control datetime display fork gnome gtk library location panel region represent select time timezone widget world zone
1179,libtirpc,库,其它,available base code compatible computing contain derive directly documentation enhanced equivalent form implementation independent interface internet layer library major network open operate package piece remain require rpc site source support transport unix vendor version
1180,libtool,工具,库,autoconf autotools build consistent contain directly dynamic include installed interface library link loader module need package portable process program provide rest runtime simplify software
1188,libusbx,库,服务,access application compatibility compatible developer device drop fork fully install library need note original package produce project provide release series start
1189,libuser,库,工具,account administer administration application binding contain data group implement include interface library manipulate model package password pluggable provide python python3 sample source standardized suite user
1193,libvarlink,库,工具,command contain library line package tool util
1195,libverto,库,工具,abstraction application asynchronous base choose consume currently depend ensure event expose functionality future glib implementation instal integration interface library loop main module offload package particular provide signal specific support virtual
1196,libvirt,其它,服务,access address analysis apis backend backends base binary block bridge capability clean client complete configuration connection copy daemon default device direct disk documentation domain driver export file filter firewall good guest host hypervisor implementation include includes interact interface iscsi library libvirt linux local lock main manage manager mapper need network networking node org package plugin protocol provide qemu recent reference require requires rpm scsi secret server service shared simple specific stack storage sub support switch toolkit traffic transaction translate udev utility version virtual virtualization volume
1197,libvirt-dbus,其它,服务,binding bus libvirt package provide
1198,libvirt-glib,库,服务,apis configuration data event glib host integration libvirt loop manage object package process provide virtualization
1202,libvncserver,库,其它,buffer client compression correctly easy export frame library make manage program programmer protocol remote schema server task write
1205,libvpx,库,服务,allow application codec codecs computer deploy device free high integrate open provide quality source video
1206,libwacom,库,工具,application client data driver file files general information library match physical provide setting tool tweak
1209,libwnck3,库,工具,allow application construction implement information monitor names open pronounce thing window workspace
1214,libxcb,库,其它,access binding direct extensibility feature footprint improve language latency protocol replacement small support
1215,libxcrypt,库,工具,account apis application architecture attempt authentication backward based binary bulk certain compatibility compatible compile crypt data default distribution encrypt exactly executables exist extended extension fast field glibc handling hash hashing human important instance intend interactive interface legacy library lightweight link linux login mean modern number passwd password patch program provide sensitive server sha ship similar situation small speed suitable supply support symbol traditional true unix variety various version work
1216,libxkbcommon,库,服务,compile create creation display format library org parse query server usable
1217,libxkbfile,库,服务,library org runtime
1220,libxml2,库,工具,allow application available binding built case combine complex contain document exist file flexible html http implementation include input interface language later library libxml2 like manipulate mechanism memory modify module node output package parse parsing permit programming provide python python3 range read representation select simple stream supply support time validation version write xpath
1221,libxmlb,库,服务,actual actually allocation allow application binary compressed convert copying data document entire file include inside library memory metadata parse query representation return slow source string structured table xpath zero
1222,libxshmfence,库,工具,memory share shared
1223,libxslt,库,工具,allow command engine file gnome html instal interface library libxml2 line mechanism need provide standard text transform transformation version xslt
1225,libyaml,库,工具,data design format human interaction language parser readability script serialization write yaml
1226,libyang,库,服务,data language library model parser provide toolkit write
1230,lightdm-gtk,库,其它,gtk3 toolkit
1232,linux-firmware,工具,服务,adapter condition contain device driver file firmware hardware include inside intel kernel license link linux network operate package read require series support term usage
1235,lksctp-tools,工具,库,access available base command contain control documentation file follow implementation information intend kernel library line linux package protocol readme reference run section source space stream time title tool tools transmission tree user version
1239,lm_sensors,库,服务,access application collection core general hardware include library module monitoring package tool
1240,lmdb,工具,库,application contains library libs necessary package share shared
1242,log4j,库,服务,nannan
1246,lorax-templates-anolis,服务,工具,anolis boot build create creator iso live place share specific template usr
1247,lpsolve,工具,库,binary integer linear model programming pure solve special
1258,lua-posix,库,其它,access feature library posix program provide
1259,lua-rpm-macros,库,服务,build macro package source
1261,luajit,库,工具,api compatible compiler define deploy drop feature implement interpreter language machine replacement standard time virtual
1264,lvm2,工具,服务,access application bus command contain coordinate create daemon device disk event functionality group handle hard include interface kernel kind library lock logical loop management mapper monitor multiple operation package partition physical raid read share shared state storage support tool userland userspace utility virtual volume write
1265,lz4,工具,其它,algorithm compression contain core decoder extremely fast feature limit loss multi multiple package provide reach scalable speed typically
1267,lzop,工具,库,advantage base compatibility compression compressor data decompression design drop file goal gzip high library main portability ratio real reasonable reliability speed time utility
1268,m17n-db,库,工具,contain data encode font input language layout lib opentype package render text
1269,m17n-lib,库,工具,allow backend core input language lib library method package primarily provide table text
1275,malaga-suomi-voikko,工具,库,build description edition finnish indexer package support text write
1276,mallard-rng,工具,其它,extension final mark relax schema version
1278,mariadb,其它,工具,nannan
1279,mariadb-connector-c,其它,服务,application client configuration connect database deliver develop directory driver file include library mariadb mysql native package present require ship
1283,matchbox-window-manager,工具,库,base contain desktop embedded environment input limit manager mechanism non package platform resource screen set space window
1286,mcelog,工具,服务,32 check collect data decode exception machine tool translate utility
1289,mdadm,工具,服务,array common configuration control create device file function functionality help linux manage monitor package perform program provide raid similar single software task
1292,media-player-info,库,工具,capability contain data device directory file format identify info information install layout media medium music package player repository rule storage supported udev
1293,memcached,工具,库,application cache database distribute distributed dynamic generic high intend load memory object performance speed
1294,memstrack,工具,库,allocation analyzer like memory tracer
1295,memtest86+,工具,库,architecture avoid base bios boot check computer detect entry error executable failure following format item loading memory menu miss quick root script setup stand support test usr version
1296,mesa,库,工具,based driver filesystem library render runtime share state support tracker vulkan
1300,meson,工具,库,build coverage design development high like modern optimize programmer provide report simple software support test tool unit valgrind
1302,microcode_ctl,工具,服务,binary boot cpus file intel longer need package processor provide result store update upload
1303,microdnf,库,工具,action build design environment exactly implementation interpreter lightweight micro minimal need packaging possible simple stack useful want
1304,micropipenv,工具,其它,compatible convert file lightweight lock output simple support tools wrapper
1306,mingw-binutils,工具,服务,binutils compile compiled cross environment executables like need objdump strip understand utilities utility version win32 win64 windows
1307,mingw-bzip2,工具,库,approximately available balance benefit best bzip2 capability compress compression compressor contain cross data decompression development fast faster file free freely high library package patent quality software speed static technique time tool utility version windows
1308,mingw-cairo,工具,库,cairo library mingw windows
1309,mingw-crt,工具,库,base compiler cross library mingw runtime target win32 win64 windows
1310,mingw-expat,工具,库,associated clark discover document example handler james kind library mean mingw orient parse parser port register start stream structure windows write
1311,mingw-filesystem,工具,其它,base compiler contain cross environment file filesystem generic layout macro mingw need package target win32 win64
1312,mingw-fontconfig,工具,库,library mingw windows
1313,mingw-freetype,工具,库,engine font free library mingw portable render static version windows
1314,mingw-gcc,工具,库,compiler cross mingw preprocessor target win32 win64 windows
1315,mingw-gettext,工具,库,gettext library message mingw multi produce static utility version windows
1317,mingw-gstreamer1,工具,库,applications architecture base based capability data filter framework graph gstreamer instal library mean media medium mingw operate play plug process processing real related runtime sound streaming time type video windows
1318,mingw-harfbuzz,工具,库,engine implementation layout library mingw opentype static version windows
1319,mingw-headers,库,服务,compiler cross file header mingw win32 win64 windows
1325,mingw-openssl,库,工具,algorithm certificate communication contain cryptographic development include library machine management mingw openssl package port protocol provide secure share support tool toolkit various windows
1328,mingw-pkg-config,工具,其它,compilation compiler configuration determine determines file flag library linker necessary option output read required target tool win32 win64
1331,mingw-termcap,工具,库,arbitrary compiled contain control cross database development enable entry feature function independent library limit mingw package place program send size string terminal tool type unlike version
1336,minizip,工具,其它,advanced buffer disk encryption feature include internet late split zlib
1339,mobile-broadband-provider-info,库,服务,associate broadband contain database info information mobile network package plan provider
1340,mod_auth_gssapi,库,服务,apache authentication base define gssapi http implement module protocol service
1341,mod_auth_mellon,库,服务,access apache assertion attribute authentication base build diagnostic diagnostics directory generate httpd implement instruction logging module protocol readme receive redhat server service
1342,mod_authnz_pam,库,服务,authentication authorization basic checker example login module password provider stack
1356,mozvoikko,工具,库,checker extension finnish mozilla program spell
1360,mpitests,工具,库,compile mpich package suite test
1363,mstflint,工具,服务,adapter base chip contain dump firmware network package register tool update
1370,munge,库,其它,allow authenticate authentication clients cluster common create credential cryptographic define design enables environment form group highly host library libs local method platform port privilege process remote root runtime scalable security service share specific user validate
1372,mutter,其它,服务,base behavior clutter combine core desktop display effect engine environment extensible fancy gnome inherit intend large logic manage management manager need opengl plugins primarily reason shell solid sophisticated stand toolkit visual window
1373,mvapich2,库,工具,adapter base develop implementation interface message mpich package path state transport university version
1400,nasm,工具,库,assembler free instruction intel like portable primarily series syntax traditional
1401,nautilus,其它,工具,allow application associate browse desktop directory easy extension file filesystems gnome graphical handle icon launch library local make manage manager nautilus package provide remote rest shell
1402,ncompress,工具,其它,compatible compress compressed compression contain decompression extension fast file gzip handle install need original package unix utility
1403,ncurses,库,工具,additional base binding character classic common compatibility compiler contain conversion description freely include independent library method optimization package reasonable replacement routine screen support term terminal tool update utility version
1404,ndctl,工具,服务,command control define device enable establish facility feature filesystem firmware instance interface kernel libraries library libs like linux manage management mapping memory message model need non performance platform provide resource subsystem table utility
1406,net-snmp,库,其它,application binary client contain library libs net package runtime share snmp
1407,net-tools,工具,服务,basic check contain include net networking package replacement route tool tools
1408,netlabel_tools,工具,服务,attribute configure contain data explicit implement kernel label linux manage mark necessary network package packet protocol provide query secure security space subsystem tool tools user
1410,nettle,库,工具,application context crypto cryptographic design easily gnupg kernel language level library like low object oriented python space
1411,network-manager-applet,其它,服务,applet area bluetooth configuration connection contain control editor modem network networkmanager notification package status utility
1415,nftables,工具,库,interface module netfilter provide python tables userspace utility
1419,nispor,库,服务,binding contain interface linux network package python3 state status unified
1420,nmap,工具,库,addition analysis application characteristic classic command communication compare connectivity data debug design determine end executable feature flexible generation host include ip ipv4 ipv6 line network networking number offer operating pack packet ping port post potential provide read reliable remote replacement requires response result reverse scan scanner security sequence service specification suite support target tcp technique tool transfer update user usr utility work write
1421,nmstate,库,服务,binding command contain database enterprise host library line manage manager manipulation manner multi need network networking package plugin provider python satisfy setting support tool
1422,nodejs,其它,服务,nannan
1423,nodejs-nodemon,其它,服务,nannan
1424,nodejs-packaging,其它,服务,nannan
1426,nspr,库,工具,basic calendar facility file free gui include library malloc management memory network non normal operating platform portable provide runtime share synchronization thread time
1427,nss,库,服务,509 application applications build certificate chain client command configure cross cryptographic database default define design development enabled initialization install library line load manage manipulate mime module need network operating package pkcs platform security server services standard support tool tools user utilities
1429,nss_wrapper,库,服务,able address allow cause client correctly create daemon define delete devel development environment file following function group host interact ld_preload modify need network normally package passwd path possible privilege project provide resolution resolve server setup software space switch test testing unix user variable versa vice wrapper
1430,ntfs-3g,库,服务,access application attribute compress consist create currently device directory driver extend file filesystem functionality handle handling hard include included installation libraries library license like link linux list normal open operate package posix provide read remove rename right runtime safe server source sparse special stable stream support symbolic userspace utility windows write
1431,numactl,库,其它,access allocation application consist library libs machine memory numa policy program provide simple specific support tune uniform
1435,nvme-cli,工具,其它,command express interface line linux management provide space user
1436,nvmetcli,工具,服务,allow command configuration configure contain file interactively interface json kernel line linux package restore save shell storage target
1437,ocaml,库,其它,application batch bytecode code compiler comprehensive contain debugger development documentation environment expose family fast functional generator high interactive internal language level library module native need note object ocaml optimize oriented package parse portable programming runtime strongly tool useful version yacc
1438,ocaml-camlp4,库,其它,contain file ocaml output package parse pre pretty printer printing processor result runtime source standard
1440,ocaml-findlib,库,其它,build helper manager objective package
1442,ocaml-ocamlbuild,库,工具,build library ocaml program tool
1443,ocaml-srpm-macros,库,其它,architecture build contain dependency macro need ocaml order package pull
1444,onboard,工具,服务,away configuration data design example hardware keyboard layout mind need read right screen server simplicity useful user xorg
1445,ongres-scram,库,其它,authentication client contain family implementation java layer mechanism package response security simple
1449,open-vm-tools,工具,服务,administration component contain core discovery driver essential experience functionality host implementation improve improved library machine management open pack package perform program project script service source space suite tools user utility virtual virtualization vmware
1452,openblas-srpm-macros,库,其它,architecture macro
1453,openbox,工具,其它,action binding compliance compliant configurable configuration contain contains customizable data design documentation dynamically editor fast feature file freedesktop generate graphical heavily highly included inside install integration library libs lightweight list make manager menu mouse multi need org package pipe session share shared speed standard standards support unique window
1456,opencryptoki,库,服务,bring card chip contain crypto cryptographic daemon device file fully functional general hardware implement implementation library module necessary package pkcs platform require run separately slot software specific specification stack support time token trusted utility
1459,openjade,库,工具,application base clark command component document engine format iec implementation input iso james language line output semantics sgml specification standard style variety
1460,openjpeg2,库,工具,application class codec command compliance compliant component contain devel develop developer docs documentation extended file handling jpeg library line manipulation multiple open order package profile source standard tool
1466,opensc,库,工具,application applications authentication card compatible cryptographic digital encryption facilitate firefox focus implement library mail main mozilla operation pkcs provide security signature smart software standard support utility work
1467,openscap,库,工具,allow author avoid bash binding build capable check command compliance computer configuration contain content easy enable engine expression extension goal include information integration language library line manage network non open package path perform perl plug protocol provide python python3 related ruby scanner script scripting separate source standard sub tool utilities utils write
1469,opensm,库,服务,access contain daemon diagnose fabric include infiniband libraries library machine manage management manager need network package project shared space state test tool user utility various
1470,opensp,库,工具,application base clark command component generalized generic iec implementation include iso james language line markup parser sgml standard
1471,openssh,工具,服务,agent allow application arbitrary authenticate authentication backend binary bring channel client clients command communication connect connection contain core daemon date distribute driver encrypt encrypted execute feature file forward forwarding free host implementation include install instance intend ip ldap machine make mode module necessary network open package port program protocol provide remote replace script secure security server service shell source stack store support tcp term test token useful user validation version
1472,openssl,工具,库,algorithm application certificate communication contain convert cryptographic cryptography format general implementation include library libs machine management openssl package perl protocol provide purpose script secure share support tool toolkit utilities various
1473,openssl-ibmpkcs11,库,服务,contain dynamic engine implementation object openssl package pkcs share
1474,openssl-pkcs11,库,其它,application available card command configuration enables engine file hardware line load make module openssl optional pkcs register security smart support
1475,openwsman,库,工具,access binding client dependent implementation library management open package provide python python3 server service source
1477,orc,工具,库,addition architecture arithmetic array available code compile compiler data execute feature generic include language library operate operation optimized produce program represent run simple time tool
1478,orca,库,工具,access application assistive combination customizable desktop gnome graphical interface people provide provider reader screen service speech support technology user visual work
1480,osbuild,库,服务,allow artifact assembler base build container contains device encrypted host image inside label necessary policy selinux service source stage support unknown
1483,osinfo-db,工具,服务,automated configuration database facilitate file hypervisor information machine operating platform provide provisioning virtual
1487,p7zip,工具,服务,ability additional archiver compression contain extend file high http org original package plugins port ratio unix version virtual www
1488,pacemaker,工具,服务,advanced availability aware cluster contain contains core form high libraries library libs manager need node pacemaker package resource scalable share stylesheets tool upgrade
1491,pango,库,工具,backends cairo complete context core design different emphasis engine font form graphic gtk handling high integration internationalization internationalized layout library modular need pango provide quality render rendering solution text toolkit widget work
1500,pavucontrol,工具,库,allow base classic control device hardware playback pulseaudio separately server simple sound stream tool volume
1502,pciutils,工具,其它,connect contain device inspect library linux package related utility various
1503,pcp,库,其它,abstraction additional agent allow analysis apache application arbitrary archive automate availability average base bash behaviour berkeley bind binding build building cache calculation card check cifs client clients collect collector com command common community compress compressed configuration configure consume contain container context daemon data database deal default device directory disk distributed docker documentation domain easily ebpf email end enforcement engine event example export extend external extract file filesystem filter format framework gather global graphite guest gui hardware high http hypervisor import include increase infiniband infrastructure inside installed instance instrument intel interface internet io iscsi journal json kernel language level library libvirt linux live local machine make manage management manager mapped mapper maximum measurement mechanism memory message metric microsoft minimum module monitor monitoring mount mysql netfilter network open operating org output package packet party performance perl pilot pipe platform podman policy post postgresql power primarily process processing produce protocol provide python python3 quality queue relate release remote resolver response rest restful retrieve router rule run script search self selinux sensor series server service shell simple snmp socket software source specific specify spreadsheet standard statistic stats store style subset subsystem suite summary support swap switch systemd target test time tool toolkit tools trace traffic tweak type utility value various virtual write www
1504,pcre,库,服务,16 32 base binding change compatible detailed doc encoding expression follow function interface library native note package perl posix provide regular semantics string supply support syntax utf variant work wrapper
1505,pcre2,库,服务,16 32 access base byte compatible contain distribution encoding entirely expression facility follow function install interface library note original package page perl posix process provide regular semantics string support syntax utf value variant work working wrapper write
1507,pcsc-lite,库,工具,application card command communicate communication connect coordinate daemon form framework include interface library line manager package provide purpose reader resource small smart tool windows
1508,pcsc-lite-ccid,库,其它,card chip daemon devices driver generic interface reader smart
1513,perl-Algorithm-Diff,工具,其它,algorithm compute diff difference file files guarantee intelligent list module possible program similar small string thing unix
1514,perl-Archive-Tar,库,其它,allow archive class compress creation custom easy file handle instal manipulation mechanism method module object orient perl provide quick support
1519,perl-B-Lint,库,其它,equivalent extended module option perl process program similar version
1521,perl-CGI,库,其它,built come common complete cooky environment feature file form gateway generation handle header html http include interface major manipulation performs pm prepare process processing query read request response solution stable string support utility write
1523,perl-CPAN-Meta,库,工具,building content cpan data dist distribution file include instal json meta metadata release requirement software store structure
1535,perl-Class-XSAccessor,库,其它,accessors additionally array attribute class compilation define fast generate hash implement interface internal object ordinary provide read representation run test time work write
1550,perl-Data-Dump,其它,库,argument code contain copy data deep dump easy format function list module original perl pretty printing produce provide reading result single string structure value
1560,perl-DateTime-Format-ISO8601,库,其它,date format late release support time
1564,perl-DateTime-TimeZone,库,其它,base class factory object offset period represent time zone
1565,perl-DateTime-TimeZone-SystemV,库,其它,accord certain class cycle datetime express extend form implement instance interface mean object offset plain posix represent rule specify standard string switch syntax time timezone type universal
1566,perl-DateTime-TimeZone-Tzfile,库,其它,arbitrary change class datetime encode express file format implement instance interface limit object offset pattern represent resolution second time timezone universal
1568,perl-Devel-Caller,库,其它,caller devel version
1570,perl-Devel-LexAlias,库,其它,ability devel lexical provide scope subroutine variable
1579,perl-Dist-CheckConflicts,库,其它,allow attempt automatically backwards break cause change client compatible cpan currently deal declare depend dependency dist exist express fixed instance issue manually module non properly separately solution specify update user version work
1586,perl-Eval-Closure,库,其它,accessors attempt cache caching clean closure code constructor control create description determine different dynamic environment especially faster fixed function generate generation heavily inside instance issue large list module non note number problem properly provide quite result runtime scope significant slow solve source specified speed string variable version work
1589,perl-Exporter-Tiny,库,其它,alternative behavior code configuration core dependency explicit export exporter external feature function import include installation installer interface internal line mean method non option override package performs pm provide rename resolution support target variable write zero
1592,perl-ExtUtils-MakeMaker,库,工具,argument base case collection command common create deal dependency design easy extension extutils featured file function header issue make makefile makefiles method model module need perl perl5 pl provide pull replace routine small subroutine unix utility work write
1593,perl-ExtUtils-Manifest,库,其它,check file utilities write
1596,perl-File-BaseDir,库,其它,application base cache configuration data desktop directory file follow freedesktop gnome gui layout locate mechanism module non org platform specification specify
1597,perl-File-CheckTree,库,服务,cause check condition consist contain default directory error file interpret line list make message multi optionally plus readability routine single string subsequent supply test tree want warn
1598,perl-File-DesktopEntry,库,其它,application define desktop entry file format freedesktop handle know module object parse specification specify version work
1599,perl-File-Fetch,库,其它,allow different fetch file generic http mean mechanism number point
1600,perl-File-Find-Object,库,其它,application easily event file like loop main multiple object orient perform problem processing replacement result search second start work
1602,perl-File-HomeDir,库,服务,directory file home issue locate module platform solve typically user variety various wide
1603,perl-File-Listing,其它,库,directory export function module parse single
1604,perl-File-MimeInfo,库,其它,application database determine file freedesktop implement mime module open share specification type
1605,perl-File-Path,库,其它,arbitrary convenient create delete depth directory entire file module provide remove tree
1606,perl-File-ReadBackwards,库,其它,backwards efficient fast file handle interface line memory module object read simple support
1607,perl-File-Remove,库,其它,convenience directory file module remove
1610,perl-File-Temp,库,其它,constructor create directory file function handle interface object open oriented return safe temporary
1611,perl-File-Which,库,工具,check executable file filename implementation instal path perl portable program utility
1612,perl-Filter,库,其它,compiler filter module perl preprocessor program source text
1616,perl-HTML-Parser,其它,库,document extract html include information module parse parser perl
1617,perl-HTML-Tagset,其它,库,contain data entity html kind module operation parse table useful various
1618,perl-HTML-Tree,库,其它,contain create development distribution documentation extract facilitate handle html information module order perl relevant represent separate suite syntax track tree
1620,perl-HTTP-Date,其它,库,conversion date deal default export format function http module protocol provide routine
1622,perl-HTTP-Negotiate,其它,工具,accept algorithm allow attribute base choose complete content draft field header http ietf implementation module preferred provide representation request selection serve spec specify value variant various
1623,perl-HTTP-Tiny,库,其它,client complete correct correctly currently design framework http large like non overhead proxy request simple small support
1627,perl-IO-Multiplex,库,其它,accept addition buffer connection design effort essentially fancy file handle incoming input listen loop maintain manage multiple output really select socket
1629,perl-IO-Socket-IP,库,其它,argument backward compatible constructor drop independent ipv4 ipv6 method module protocol provide replacement socket support
1635,perl-IPC-Run,库,工具,allow command common file functional interact line module perl pipe process provide pseudo script style support supported unix usage various
1636,perl-IPC-SysV,库,其它,inter interface message object process
1638,perl-Importer,库,其它,alternative compatible consume export exporter extra feature follow import inherit interface layer module modules need perl plus specification symbol variable
1640,perl-JSON-PP,库,其它,compatible compile cpan environment fast instal json module perl proper pure used write
1646,perl-Locale-Codes,库,其它,code codes contain country deal different distribution handle identify include language locale module type
1647,perl-Locale-Maketext,库,其它,access application code common directly english feature framework german interface languages locale localization need organize present processing produce program provide software text tool
1648,perl-MIME-Base64,库,其它,contain decoder encode encoder encoding extensions internet mail method mime package printable specify string
1652,perl-Mail-SPF,库,服务,framework http implementation information mail object org oriented policy www
1653,perl-Mail-Sender,库,服务,mail module send server smtp
