name,label,pred,summary,description
chrome-gnome-shell,工具,服务, Support for managing GNOME Shell Extensions through web browsers," Browser extension for Google Chrome/Chromium, Firefox, Vivaldi, Opera (and
other Browser Extension, Chrome Extension or WebExtensions capable browsers)
and native host messaging connector that provides integration with GNOME Shell
and the corresponding extensions repository https://extensions.gnome.org."
perl-Filter,库,工具, Perl source filters," Source filters alter the program text of a module before Perl sees it, much as
a C preprocessor alters the source text of a C program before the compiler
sees it."
python38-rpm-macros,工具,库, RPM macros for building RPMs with Python 3.8," RPM macros for building RPMs with Python 3.8 from the python38 module.
If you want to build an RPM against the python38 module, you need to
BuildRequire: python38-rpm-macros."
fontawesome-fonts-web,其它,工具," Iconic font set, web files"," Font Awesome gives you scalable vector icons that can instantly be
customized _ size, color, drop shadow, and anything that can be done with the
power of CSS.

This package contains CSS, SCSS and LESS style files as well as Web Open Font
Format versions 1 and 2, Embedded OpenType and SVG font files which are
typically used on the web."
python3-subversion,工具,库, Python bindings for Subversion Version Control system," The python3-subversion package includes the Python 3.x bindings to the
Subversion libraries."
gcc-toolset-10-elfutils-libs,工具,库, Libraries to handle compiled objects," The elfutils-libs package contains libraries which implement DWARF, ELF,
and machine-specific ELF handling and process introspection.  These
libraries are used by the programs in the elfutils package.  The
elfutils-devel package enables building other programs using these
libraries."
felix-utils,库,工具, Utility classes for OSGi, Utility classes for OSGi
ttmkfdir,工具,其它, Utility to create fonts.scale files for truetype fonts," ttmkfdir is a utility used to create fonts.scale files in
TrueType font directories in order to prepare them for use
by the font server."
nispor,库,服务, API for network status querying, Unified interface for Linux network state querying.
vim-filesystem,工具,库, VIM filesystem layout," This package provides some directories which are required by other
packages that add vim files, p.e.  additional syntax files or filetypes."
python3-werkzeug,库,工具, The Swiss Army knife of Python web development," Werkzeug
========

Werkzeug started as simple collection of various utilities for WSGI
applications and has become one of the most advanced WSGI utility
modules.  It includes a powerful debugger, full featured request and
response objects, HTTP utilities to handle entity tags, cache control
headers, HTTP dates, cookie handling, file uploads, a powerful URL
routing system and a bunch of community contributed addon modules.

Werkzeug is unicode aware and doesn't enforce a specific template
engine, database adapter or anything else.  It doesn't even enforce
a specific way of handling requests and leaves all that up to the
developer. It's most useful for end user applications which should work
on as many server environments as possible (such as blogs, wikis,
bulletin boards, etc.)."
udisks2-iscsi,服务,库, Module for iSCSI, This package contains module for iSCSI configuration.
libbasicobjects,库,工具, Basic object types for C, Basic object types
xdg-utils,工具,库, Basic desktop integration functions," The xdg-utils package is a set of simple scripts that provide basic
desktop integration functions for any Free Desktop, such as Linux.
They are intended to provide a set of defacto standards.
This means that:
*  Third party software developers can rely on these xdg-utils
   for all of their simple integration needs.
*  Developers of desktop environments can make sure that their
   environments are well supported
*  Distribution vendors can provide custom versions of these utilities

The following scripts are provided at this time:
* xdg-desktop-icon      Install icons to the desktop
* xdg-desktop-menu      Install desktop menu items
* xdg-email             Send mail using the user's preferred e-mail composer
* xdg-icon-resource     Install icon resources
* xdg-mime              Query information about file type handling and
                        install descriptions for new file types
* xdg-open              Open a file or URL in the user's preferred application
* xdg-screensaver       Control the screensaver
* xdg-settings          Get various settings from the desktop environment"
pcm,库,工具, Processor Counter Monitor," 
Processor Counter Monitor (PCM) is an application programming
interface (API) and a set of tools based on the API to monitor
performance and energy metrics of Intel(r) Core(tm), Xeon(r), Atom(tm)
and Xeon Phi(tm) processors. PCM works on Linux, Windows, Mac OS X,
FreeBSD and DragonFlyBSD operating systems."
texlive-ifoddpage,工具,库, ifoddpage package, ifoddpage package
cups-libs,库,服务,CUPS printing system - libraries ,"CUPS printing system provides a portable printing layer for
UNIX庐 operating systems. It has been developed by Apple Inc.
to promote a standard printing solution for all UNIX vendors and users.
CUPS provides the System V and Berkeley command-line interfaces.
The cups-libs package provides libraries used by applications to use CUPS
natively, without needing the lp/lpr commands. "
booth-arbitrator,工具,服务, Booth support for running as an arbitrator," Support for running Booth, ticket manager for multi-site clusters,
as an arbitrator."
libsane-hpaio,库,工具, SANE driver for scanners in HP's multi-function devices, SANE driver for scanners in HP's multi-function devices (from HPOJ).
cyrus-imapd-vzic,工具,服务, Utilities to convert timezone database files," vzic is a program to convert the Olson timezone database files into VTIMEZONE
files compatible with the iCalendar specification (RFC2445).

This package contains a forked version of vzic for internal use by the Cyrus
IMAP server."
rpm-mpi-hooks,工具,库, RPM dependency generator hooks for MPI packages," RPM dependency generator hooks for MPI packages. This package should be added
as a BuildRequires to all mpi implementations (i.e. openmpi, mpich) as well as
a Requires to the their -devel packages."
update-motd,服务,工具, Framework for dynamically generating MOTD," Framework and scripts for producing a dynamically generated Message Of The Day.
Based on and compatible with the framework implemented Ubuntu."
xterm,工具,服务, Terminal emulator for the X Window System," The xterm program is a terminal emulator for the X Window System. It
provides DEC VT102 and Tektronix 4014 compatible terminals for
programs that can't use the window system directly."
dbus-x11,库,工具, X11-requiring add-ons for D-BUS," D-BUS contains some tools that require Xlib to be installed, those are
in this separate package so server systems need not install X."
git-credential-libsecret,工具,库, Git helper for accessing credentials via libsecret, Git helper for accessing credentials via libsecret.
adobe-mappings-cmap,其它,库, CMap resources for Adobe's character collections," CMap (Character Map) resources are used to unidirectionally map character codes,
such as Unicode encoding form, to CIDs (Character IDs -- meaning glyphs) of a
CIDFont resource.

These CMap resources are useful for some applications (e.g. Ghostscript) to
correctly display text containing Japanese, (Traditional) Chinese, or Korean
characters."
libcurl-minimal,工具,库,Conservatively configured build of libcurl for minimal installations ,"This is a replacement of the 'libcurl' package for minimal installations.  It
comes with a limited set of features compared to the 'libcurl' package.  On the
other hand, the package is smaller and requires fewer run-time dependencies to
be installed. "
efi-srpm-macros,库,工具, Common SRPM Macros for building EFI-related packages, efi-srpm-macros provides a set of SRPM macros for use in EFI-related packages.
dpa-ext-gnomekeyring,工具,服务, GNOME keyring extension for dde-polkit-agent., DDE Polkit Agent extension to automatically do some thing with GNOME keyring.
selinux-policy-minimum,服务,库, SELinux minimum base policy, SELinux Reference policy minimum base module.
plexus-cli,库,工具, Command Line Interface facilitator for Plexus," The Plexus project seeks to create end-to-end developer tools for
writing applications. At the core is the container, which can be
embedded or for a full scale application server. There are many
reusable components for hibernate, form processing, jndi, i18n,
velocity, etc. Plexus also includes an application server which
is like a J2EE application server, without all the baggage."
nss-sysinit,工具,库, System NSS Initialization," Default Operating System module that manages applications loading
NSS globally on the system. This module loads the system defined
PKCS #11 modules for NSS and chains with other NSS modules to load
any system or user configured modules."
p7zip,工具,库, Very high compression ratio file archiver," p7zip is a port of 7za.exe for Unix. 7-Zip is a file archiver with a very high
compression ratio. The original version can be found at http://www.7-zip.org/."
containers-common,服务,库, Configuration files for working with image signatures," This package installs a default signature store configuration and a default
policy under `/etc/containers/`."
perl-PCP-PMDA,服务,库, Performance Co-Pilot (PCP) Perl bindings and documentation," The PCP::PMDA Perl module contains the language bindings for
building Performance Metric Domain Agents (PMDAs) using Perl.
Each PMDA exports performance data for one specific domain, for
example the operating system kernel, Cisco routers, a database,
an application, etc."
python3-sphinx_rtd_theme,库,服务, Sphinx theme for readthedocs.org," This is a prototype mobile-friendly sphinx theme for readthedocs.org.
It's currently in development and includes some rtd variable checks that
can be ignored if you're just trying to use it on your project outside
of that site."
openbox,服务,工具, A highly configurable and standards-compliant X11 window manager," Openbox is a window manager designed explicity for standards-compliance and
speed. It is fast, lightweight, and heavily configurable (using XML for its
configuration data). It has many features that make it unique among window
managers: window resistance, chainable key bindings, customizable mouse
actions, multi-head/Xinerama support, and dynamically generated ""pipe menus.""

For a full list of the FreeDesktop.org standards with which it is compliant,
please see the COMPLIANCE file in the included documentation of this package.
For a graphical configuration editor, you'll need to install the obconf
package."
spice-gtk-tools,工具,服务, Spice-gtk tools," Simple clients for interacting with SPICE servers.
spicy is a client to a SPICE desktop server.
spicy-screenshot is a tool to capture screen-shots of a SPICE desktop."
libwsman1,服务,库, Open source Implementation of WS-Management, Openwsman library for packages dependent on openwsman.
texlive-booktabs,工具,库, Publication quality tables in LaTeX," The package enhances the quality of tables in LaTeX, providing
extra commands as well as behind-the-scenes optimisation.
Guidelines are given as to what constitutes a good table in
this context. From version 1.61, the package offers longtable
compatibility."
maven-resolver-transport-file,库,工具, Maven Artifact Resolver Transport File, A transport implementation for repositories using file:// URLs.
modello,工具,库, Modello Data Model toolkit," Modello is a Data Model toolkit in use by the Apache Maven Project.

Modello is a framework for code generation from a simple model.
Modello generates code from a simple model format based on a plugin
architecture, various types of code and descriptors can be generated
from the single model, including Java POJOs, XML
marshallers/unmarshallers, XSD and documentation."
glusterfs-libs,库,服务, GlusterFS common libraries," GlusterFS is a distributed file-system capable of scaling to several
petabytes. It aggregates various storage bricks over Infiniband RDMA
or TCP/IP interconnect into one large parallel network file
system. GlusterFS is one of the most sophisticated file systems in
terms of features and extensibility.  It borrows a powerful concept
called Translators from GNU Hurd kernel. Much of the code in GlusterFS
is in user space and easily manageable.

This package provides the base GlusterFS libraries"
gvfs-gphoto2,服务,工具, gphoto2 support for gvfs," This package provides support for reading and writing files on
PTP based cameras (Picture Transfer Protocol) and MTP based
media players (Media Transfer Protocol) to applications using gvfs."
at-spi2-core,服务,库, Protocol definitions and daemon for D-Bus at-spi," at-spi allows assistive technologies to access GTK-based
applications. Essentially it exposes the internals of applications for
automation, so tools such as screen readers, magnifiers, or even
scripting interfaces can query and interact with GUI controls.

This version of at-spi is a major break from previous versions.
It has been completely rewritten to use D-Bus rather than
ORBIT / CORBA for its transport protocol."
authselect-compat,工具,库, Tool to provide minimum backwards compatibility with authconfig," This package will replace /usr/sbin/authconfig with a tool that will
translate some of the authconfig calls into authselect calls. It provides
only minimum backward compatibility and users are encouraged to migrate
to authselect completely."
nftables,工具,库, Netfilter Tables userspace utillites, Netfilter Tables userspace utilities.
vapoursynth-tools,工具,库, Extra tools for VapourSynth, This package contains the vspipe tool for interfacing with VapourSynth.
isns-utils,工具,服务,The iSNS daemon and utility programs ,"The iSNS package contains the daemon and tools to setup a iSNS server,
and iSNS client tools. The Internet Storage Name Service (iSNS) protocol
allows automated discovery, management and configuration of iSCSI and
Fibre Channel devices (using iFCP gateways) on a TCP/IP network. "
systemtap-runtime-java,工具,库, Systemtap Java Runtime Support," This package includes support files needed to run systemtap scripts
that probe Java processes running on the OpenJDK runtimes using Byteman."
gnome-calculator,工具,服务, A desktop calculator," gnome-calculator is a powerful graphical calculator with financial,
logical and scientific modes. It uses a multiple precision package
to do its arithmetic to give a high degree of accuracy."
jboss-logging,库,工具, The JBoss Logging Framework, This package contains the JBoss Logging Framework.
cloud-init,服务,工具, Cloud instance init scripts," Cloud-init is a set of init scripts for cloud instances.  Cloud instances
need special scripts to run during initialization to retrieve and install
ssh keys and to let the user run various scripts."
iputils-ninfod,工具,服务,Node Information Query Daemon ,"Node Information Query (RFC4620) daemon. Responds to IPv6 Node Information
Queries. "
gcc-toolset-9-libstdc++-docs,库,工具, Documentation for the GNU standard C++ library," Manual, doxygen generated API information and Frequently Asked Questions
for the GNU standard C++ library."
iso-codes,工具,库, ISO code lists and translations," This package provides the ISO 639 Language code list, the ISO 4217
Currency code list, the ISO 3166 Territory code list, and ISO 3166-2
sub-territory lists, and all their translations in gettext format."
man-pages-overrides,库,工具, Complementary and updated manual pages," A collection of manual (""man"") pages to complement other packages or update
those contained therein. Always have the latest version of this package
installed."
clippy,库,工具, Lints to catch common mistakes and improve your Rust code, A collection of lints to catch common mistakes and improve your Rust code.
virt-manager,工具,服务, Desktop tool for managing virtual machines via libvirt," Virtual Machine Manager provides a graphical tool for administering virtual
machines for KVM, Xen, and LXC. Start, stop, add or remove virtual devices,
connect to a graphical or serial console, and see resource usage statistics
for existing VMs on local or remote machines. Uses libvirt as the backend
management API."
mod_security,库,服务, Security module for the Apache HTTP Server," ModSecurity is an open source intrusion detection and prevention engine
for web applications. It operates embedded into the web server, acting
as a powerful umbrella - shielding web applications from attacks."
open-vm-tools-sdmp,工具,服务, Service Discovery components for Open Virtual Machine Tools," This package contains only the user-space programs and utility scripts of
open-vm-tools that are essential for performing service discovery in VMware
virtual machines by vRealize Operations Service Discovery Management Pack."
breeze-icon-theme,工具,库, Breeze icon theme, Breeze icon theme.
nbdkit-curl-plugin,库,工具, HTTP/FTP (cURL) plugin for nbdkit, This package contains cURL (HTTP/FTP) support for nbdkit.
lucene-analyzers-smartcn,库,工具, Smart Chinese Analyzer, Lucene Smart Chinese Analyzer.
pcs-snmp,工具,服务, Pacemaker cluster SNMP agent, SNMP agent that provides information about pacemaker cluster to the master agent (snmpd)
mobile-broadband-provider-info,库,服务,Mobile broadband provider database ,"The mobile-broadband-provider-info package contains listings of mobile
broadband (3G) providers and associated network and plan information. "
ipa-server,服务,工具, The IPA authentication server," IPA is an integrated solution to provide centrally managed Identity (users,
hosts, services), Authentication (SSO, 2FA), and Authorization
(host access control, SELinux user roles, services). The solution provides
features for further integration with Linux based clients (SUDO, automount)
and integration with Active Directory based infrastructures (Trusts).
If you are installing an IPA server, you need to install this package."
texlive-upquote,工具,库," Show ""realistic"" quotes in verbatim"," Typewriter-style fonts are best for program listings, but
Computer Modern Typewriter prints ` and ' as bent opening and
closing single quotes. Other fonts, and most programming
languages, print ` as a grave accent and ' upright; ' is used
both to open and to close quoted strings. The package switches
the typewriter font to Computer Modern Typewriter in OT1
encoding, and modifies the behaviour of verbatim, verbatim*,
\verb, and \verb* to print in the ""` and ' way"". It does
thisregardless of other fonts or encodings in use, so long as
the package is loaded after the other fonts were. The package
does not affect \tt, \texttt, etc."
mksh,工具,服务,MirBSD enhanced version of the Korn Shell ,"mksh is the MirBSD enhanced version of the Public Domain Korn shell (pdksh),
a bourne-compatible shell which is largely similar to the original AT&T Korn
shell. It includes bug fixes and feature improvements in order to produce a
modern, robust shell good for interactive and especially script use, being a
bourne shell replacement, pdksh successor and an alternative to the C shell. "
python3-libsss_nss_idmap,服务,库,Python3 bindings for libsss_nss_idmap ,"The python3-libsss_nss_idmap contains the bindings so that libsss_nss_idmap can
be used by Python applications. "
python3-setuptools-wheel,库,工具, The setuptools wheel, A Python wheel of setuptools to use with venv.
mercurial-hgk,工具,库, Hgk interface for mercurial," A Mercurial extension for displaying the change history graphically
using Tcl/Tk.  Displays branches and merges in an easily
understandable way and shows diffs for each revision.  Based on
gitk for the git SCM.

Adds the ""hg view"" command.  See
http://www.selenic.com/mercurial/wiki/index.cgi/UsingHgk for more
documentation."
pki-kra,服务,工具, PKI KRA Package," The Key Recovery Authority (KRA) is an optional PKI subsystem that can act
as a key archival facility.  When configured in conjunction with the
Certificate Authority (CA), the KRA stores private encryption keys as part of
the certificate enrollment process.  The key archival mechanism is triggered
when a user enrolls in the PKI and creates the certificate request.  Using the
Certificate Request Message Format (CRMF) request format, a request is
generated for the user's private encryption key.  This key is then stored in
the KRA which is configured to store keys in an encrypted format that can only
be decrypted by several agents requesting the key at one time, providing for
protection of the public encryption keys for the users in the PKI deployment.

Note that the KRA archives encryption keys; it does NOT archive signing keys,
since such archival would undermine non-repudiation properties of signing keys."
libtasn1-tools,库,工具, Some ASN.1 tools," This package contains simple tools that can decode and encode ASN.1
data."
libslirp,库,服务, A general purpose TCP-IP emulator," A general purpose TCP-IP emulator used by virtual machine hypervisors
to provide virtual networking services."
kmod-kvdo,服务,库,Kernel Modules for Virtual Data Optimizer ,"Virtual Data Optimizer (VDO) is a device mapper target that delivers
block-level deduplication, compression, and thin provisioning.

This package provides the kernel modules for VDO. "
gssdp-docs,服务,库, Documentation files for gssdp, This package contains developer documentation for gssdp.
xorg-x11-drv-evdev,服务,工具, Xorg X11 evdev input driver, X.Org X11 evdev input driver.
ipa-healthcheck-core,工具,服务, Core plugin system for healthcheck, Core files
zvbi,服务,库," Raw VBI, Teletext and Closed Caption decoding library"," ZVBI provides functions to capture and decode VBI data. The vertical blanking
interval (VBI) is an interval in a television signal that temporarily suspends
transmission of the signal for the electron gun to move back up to the first
line of the television screen to trace the next screen field. The vertical
blanking interval can be used to carry data, since anything sent during the VBI
would naturally not be displayed; various test signals, closed captioning, and
other digital data can be sent during this time period."
conmon,服务,库, OCI container runtime monitor, OCI container runtime monitor.
texlive-philokalia,库,其它, A font to typeset the Philokalia Books," The philokalia package has been designed to ease the use of the
Philokalia-Regular OpenType font with XeLaTeX. The font started
as a project to digitize the typeface used to typeset the
Philokalia books."
openscap-utils,库,工具, OpenSCAP Utilities," The openscap-utils package contains command-line tools build on top
of OpenSCAP library. Historically, openscap-utils included oscap
tool which is now separated to openscap-scanner sub-package."
perl-Git,工具,库, Perl interface to Git, Perl interface to Git.
fpc-srpm-macros,库,工具, RPM macros needed by packages built with Free Pascal Compiler," This package contains RPM macros needed by packages built with the
Free Pascal Compiler. For example, it makes available a macro that
lists all architectures where fpc is available."
polardb,服务,工具, An open-source database system based on PostgreSQL., PolarDB for PostgreSQL (PolarDB for short) is an open-source database system based on PostgreSQL.
dtkcore,库,工具, Deepin tool kit core modules, Deepin tool kit core modules.
openssl-pkcs11,工具,库,A PKCS#11 engine for use with OpenSSL ,"openssl-pkcs11 enables hardware security module (HSM), and smart card support in
OpenSSL applications. More precisely, it is an OpenSSL engine which makes
registered PKCS#11 modules available for OpenSSL applications. The engine is
optional and can be loaded by configuration file, command line or through the
OpenSSL ENGINE API. "
perl-libnetcfg,库,工具, Configure libnet, The libnetcfg utility can be used to configure the libnet.
gdbm,库,工具,A GNU set of database routines which use extensible hashing ,"Gdbm is a GNU database indexing library, including routines which use
extensible hashing.  Gdbm works in a similar way to standard UNIX dbm
routines.  Gdbm is useful for developers who write C applications and
need access to a simple and efficient database or who are building C
applications which will use such a database.

If you're a C developer and your programs need access to simple
database routines, you should install gdbm.  You'll also need to
install gdbm-devel. "
mythes-nb,工具,库, Bokmaal thesaurus, Bokmaal thesaurus.
jboss-logging-tools,库,工具, JBoss Logging I18n Annotation Processor, This pacakge contains JBoss Logging I18n Annotation Processor
httpcomponents-client,库,服务, HTTP agent implementation based on httpcomponents HttpCore," HttpClient is a HTTP/1.1 compliant HTTP agent implementation based on
httpcomponents HttpCore. It also provides reusable components for
client-side authentication, HTTP state management, and HTTP connection
management. HttpComponents Client is a successor of and replacement
for Commons HttpClient 3.x. Users of Commons HttpClient are strongly
encouraged to upgrade."
maven-parent,工具,库, Apache Maven parent POM, Apache Maven parent POM file used by other Maven projects.
firefox,工具,服务, Mozilla Firefox Web browser," Mozilla Firefox is an open-source web browser, designed for standards
compliance, performance and portability."
iptables-utils,工具,库,iptables and ip6tables services for iptables ,"Utils for iptables.

Currently only provides nfnl_osf with the pf.os database. "
anolis-gpg-keys,其它,工具, Anolis OS RPM keys, Anolis OS RPM signature keys
libgs,工具,库, Library providing Ghostcript's core functionality," This library provides Ghostscript's core functionality, based on Ghostscript's
API, which is useful for many packages that are build on top of Ghostscript."
gnome-session-kiosk-session,服务,工具, Desktop file for mutter based kiosk session, Desktop file to add basic session used for setting up kiosk applications.
ipmitool,工具,服务, Utility for IPMI control," This package contains a utility for interfacing with devices that support
the Intelligent Platform Management Interface specification.  IPMI is
an open standard for machine health, inventory, and remote power control.

This utility can communicate with IPMI-enabled devices through either a
kernel driver such as OpenIPMI or over the RMCP LAN protocol defined in
the IPMI specification.  IPMIv2 adds support for encrypted LAN
communications and remote Serial-over-LAN functionality.

It provides commands for reading the Sensor Data Repository (SDR) and
displaying sensor values, displaying the contents of the System Event
Log (SEL), printing Field Replaceable Unit (FRU) information, reading and
setting LAN configuration, and chassis power control."
python36-rpm-macros,工具,库, RPM macros for building RPMs with Python 3.6," RPM macros for building RPMs with Python 3.6 from the python36 module.
If you want to build an RPM against the python36 module, you need to
BuildRequire: python36-rpm-macros."
spax,工具,库,Portable archive exchange ,"The pax utility shall read and write archives, write lists of the members of
archive files and copy directory hierarchies as is defined in IEEE Std 1003.1. "
texlive-geometry,工具,库, Flexible and complete interface to document dimensions," The package provides an easy and flexible user interface to
customize page layout, implementing auto-centering and auto-
balancing mechanisms so that the users have only to give the
least description for the page layout. For example, if you want
to set each margin 2cm without header space, what you need is
just \usepackage[margin=2cm,nohead]{geometry}. The package
knows about all the standard paper sizes, so that the user need
not know what the nominal 'real' dimensions of the paper are,
just its standard name (such as a4, letter, etc.). An important
feature is the package's ability to communicate the paper size
it's set up to the output (whether via DVI \specials or via
direct interaction with PDF(La)TeX)."
qt5-qdbusviewer,库,工具, D-Bus debugger and viewer," QDbusviewer can be used to inspect D-Bus objects of running programs
and invoke methods on those objects."
system-lsb-languages,服务,库, LSB Languages module support," The Linux Standard Base (LSB) Languages module supports components for runtime
languages which are found on an LSB conforming system."
memtest86+,工具,库,Stand-alone memory tester for x86 and x86-64 computers ,"Memtest86+ is a thorough stand-alone memory test for x86 and x86-64
architecture computers. BIOS based memory tests are only a quick
check and often miss many of the failures that are detected by
Memtest86+.

The ELF version should be used for booting from grub,
and avoids the following errors:
""Error 7: Loading below 1MB is not supported""
""Error 13: Invalid or unsupported executable format""
""Error 28: Selected item cannot fit into memory""

The script '/usr/sbin/memtest-setup' can be run (as root)
to add the memtest86+ entry to your GRUB boot menu. "
fence-virtd-cpg,库,服务, CPG/libvirt backend for fence-virtd," Provides fence_virtd with a connection to libvirt to fence
virtual machines. Uses corosync CPG to keep track of VM
locations to allow for non-local VMs to be fenced when VMs
are located on corosync cluster nodes."
rng-tools,服务,工具,Random number generator related utilities ,"This is a random number generator daemon and its tools. It monitors
a set of entropy sources present on a system (like /dev/hwrng, RDRAND,
TPM, jitter) and supplies entropy from them to a kernel entropy pool. "
perl-IO-Multiplex,库,工具, Manage IO on many file handles," IO::Multiplex is designed to take the effort out of managing multiple file
handles. It is essentially a really fancy front end to the select system call.
In addition to maintaining the select loop, it buffers all input and output
to/from the file handles. It can also accept incoming connections on one or
more listen sockets."
galera,库,工具, Synchronous multi-master wsrep provider (replication engine)," Galera is a fast synchronous multi-master wsrep provider (replication engine)
for transactional databases and similar applications. For more information
about wsrep API see http://launchpad.net/wsrep. For a description of Galera
replication engine see http://www.codership.com."
nmstate,库,服务, Declarative network manager API," Nmstate is a library with an accompanying command line tool that manages host
networking settings in a declarative manner and aimed to satisfy enterprise
needs to manage host networking through a northbound declarative API and multi
provider support on the southbound."
python3-libmount,工具,库, Python bindings for the libmount library," The libmount-python package contains a module that permits applications
written in the Python programming language to use the interface
supplied by the libmount library to work with mount tables (fstab,
mountinfo, etc) and mount filesystems."
amanda-client,工具,服务, The client component of the AMANDA tape backup system," The Amanda-client package should be installed on any machine that will
be backed up by AMANDA (including the server if it also needs to be
backed up).  You will also need to install the amanda package on each
AMANDA client machine."
python3-sss,服务,库, Python3 bindings for sssd," Provides python3 bindings:
    * function for retrieving list of groups user belongs to
    * class for obfuscation of passwords"
gnome-color-manager,工具,服务, Color management tools for GNOME," gnome-color-manager is a session framework that makes it easy to manage, install
and generate color profiles in the GNOME desktop."
samba-winexe,服务,工具,Samba Winexe Windows Binary ,Winexe is a Remote Windows庐-command executor 
colord-libs,库,服务, Color daemon library," colord is a low level system activated daemon that maps color devices
to color profiles in the system context."
ibus-table-chinese-array,工具,库, Array input methods," Array input method is a free, open-minded character-structured
input method. Includes:
array30: 27489 characters.
array30-big: 27489 characters + Unicode ExtB."
fwupdate-efi,工具,库, UEFI binaries used by libfwup, UEFI binaries used by libfwup.
qemu-kvm-block-iscsi,工具,服务, QEMU iSCSI block driver," This package provides the additional iSCSI block driver for QEMU.

Install this package if you want to access iSCSI volumes."
util-linux-user,工具,库,libuser based util-linux utilities ,chfn and chsh utilities with dependence on libuser 
gl-manpages,库,工具, OpenGL manpages, OpenGL manpages
texlive-wasy,工具,其它, The wasy fonts (Waldi symbol fonts)," These are the wasy (Waldi symbol) fonts, second release. This
bundle presents the fonts in Metafont format, but they are also
available in Adobe Type 1 format. Support under LaTeX is
provided by the wasysym package."
zziplib-utils,工具,库, Utilities for the zziplib library," The zziplib library is intentionally lightweight, it offers the ability to
easily extract data from files archived in a single zip file. Applications
can bundle files into a single zip archive and access them. The implementation
is based only on the (free) subset of compression with the zlib algorithm
which is actually used by the zip/unzip tools.

This packages contains all the utilities that come with the zziplib library."
yasm,库,工具, Modular Assembler," Yasm is a complete rewrite of the NASM assembler under the ""new"" BSD License
(some portions are under other licenses, see COPYING for details). It is
designed from the ground up to allow for multiple assembler syntaxes to be
supported (eg, NASM, TASM, GAS, etc.) in addition to multiple output object
formats and even multiple instruction sets. Another primary module of the
overall design is an optimizer module."
texlive-lua-alt-getopt,工具,库, Process application arguments the same way as getopt_long," lua_altgetopt is a MIT-licensed module for Lua, for processing
application arguments in the same way as BSD/GNU getopt_long(3)
functions do. This module is made available for lua script
writers to have consistent command line parsing routines."
gedit-plugins,服务,工具, Plugins for gedit, A collection of plugins for gedit.
texlive-euro,工具,库, Provide Euro values for national currency amounts," Converts arbitrary national currency amounts using the Euro as
base unit, and typesets monetary amounts in almost any desired
way. Write, e.g., \ATS{17.6} to get something like '17,60 oS
(1,28 Euro)' automatically. Conversion rates for the initial
Euro-zone countries are already built-in. Further rates can be
added easily. The package uses the fp package to do its sums."
xmvn-minimal,工具,库, Dependency-reduced version of XMvn," This package provides minimal version of XMvn, incapable of using
remote repositories."
libguestfs-winsupport,库,工具, Add support for Windows guests to virt-v2v and virt-p2v," This optional package adds support for Windows guests (NTFS) to the
virt-v2v and virt-p2v programs.

This package also supports system compression (""Compact OS"") using the
plugin from https://github.com/ebiggers/ntfs-3g-system-compression"
kf5-kwallet-libs,工具,库, KWallet framework libraries, Provides API to access KWallet data from applications.
gcc-toolset-9-ltrace,库,工具, Tracks runtime library calls from dynamically linked executables," Ltrace is a debugging program which runs a specified command until the
command exits.  While the command is executing, ltrace intercepts and
records both the dynamic library calls called by the executed process
and the signals received by the executed process.  Ltrace can also
intercept and print system calls executed by the process.

You should install ltrace if you need a sysadmin tool for tracking the
execution of processes."
aide,工具,服务, Intrusion detection environment," AIDE (Advanced Intrusion Detection Environment) is a file integrity
checker and intrusion detection program."
gvfs-mtp,服务,工具, MTP support for gvfs," This package provides support for reading and writing files on
MTP based devices (Media Transfer Protocol) to applications using gvfs."
devhelp,工具,库, API documentation browser," Devhelp is an API documentation browser for the GNOME desktop.
It works natively with API documentation generated by gtk-doc."
xorg-x11-xinit-session,服务,库, Display manager support for ~/.xsession and ~/.Xclients," Allows legacy ~/.xsession and ~/.Xclients files to be used from display
managers."
oci-seccomp-bpf-hook,库,工具, OCI Hook to generate seccomp json files based on EBF syscalls used by container," OCI Hook to generate seccomp json files based on EBF syscalls used by container
oci-seccomp-bpf-hook provides a library for applications looking to use
the Container Pod concept popularized by Kubernetes."
gnome-online-accounts,工具,库, Single sign-on framework for GNOME," GNOME Online Accounts provides interfaces so that applications and libraries
in GNOME can access the user's online accounts. It has providers for Google,
ownCloud, Facebook, Flickr, Foursquare, Microsoft Account, Pocket, Microsoft
Exchange, IMAP/SMTP and Kerberos."
maven-lib,工具,库, Core part of Maven, Core part of Apache Maven that can be used as a library.
nss-tools,工具,库, Tools for the Network Security Services," Network Security Services (NSS) is a set of libraries designed to
support cross-platform development of security-enabled client and
server applications. Applications built with NSS can support SSL v2
and v3, TLS, PKCS #5, PKCS #7, PKCS #11, PKCS #12, S/MIME, X.509
v3 certificates, and other security standards.

Install the nss-tools package if you need command-line tools to
manipulate the NSS certificate and key database."
aqute-bnd,库,工具, BND Tool," The bnd tool helps you create and diagnose OSGi bundles.
The key functions are:
- Show the manifest and JAR contents of a bundle
- Wrap a JAR so that it becomes a bundle
- Create a Bundle from a specification and a class path
- Verify the validity of the manifest entries
The tool is capable of acting as:
- Command line tool
- File format
- Directives
- Use of macros"
nss-pam-ldapd,服务,库, An nsswitch module which uses directory servers," The nss-pam-ldapd daemon, nslcd, uses a directory server to look up name
service information (users, groups, etc.) on behalf of a lightweight
nsswitch module."
