name,label,bert_graph_pred,summary,description
pcp-pmda-gfs2,服务,服务, Performance Co-Pilot (PCP) metrics for the GFS2 filesystem," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the Global Filesystem v2."
xorg-x11-apps,工具,服务, X.Org X11 applications, A collection of common X Window System applications.
texlive-rsfs,工具,服务, Ralph Smith's Formal Script font," The fonts provide uppercase 'formal' script letters for use as
symbols in scientific and mathematical typesetting (in contrast
to the informal script fonts such as that used for the
'calligraphic' symbols in the TeX maths symbol font). The fonts
are provided as MetaFont source, and as derived Adobe Type 1
format. LaTeX support, for using these fonts in mathematics, is
available via one of the packages calrsfs and mathrsfs."
haproxy,服务,服务, HAProxy reverse proxy for high availability environments," HAProxy is a TCP/HTTP reverse proxy which is particularly suited for high
availability environments. Indeed, it can:
 - route HTTP requests depending on statically assigned cookies
 - spread load among several servers while assuring server persistence
   through the use of HTTP cookies
 - switch to backup servers in the event a main one fails
 - accept connections to special ports dedicated to service monitoring
 - stop accepting connections without breaking existing ones
 - add, modify, and delete HTTP headers in both directions
 - block requests matching particular patterns
 - report detailed status to authenticated users from a URI
   intercepted from the application"
texlive-pst-text,工具,服务, Text and character manipulation in PSTricks," Pst-text is a PSTricks based package for plotting text along a
different path and manipulating characters. It includes the
functionality of the old package pst-char."
python3-libipa_hbac,库,服务,Python3 bindings for the FreeIPA HBAC Evaluator library ,"The python3-libipa_hbac contains the bindings so that libipa_hbac can be
used by Python applications. "
maven-plugin-registry,工具,服务, Compatibility Maven plugin registry artifact, Maven plugin registry artifact
qt5-qtbase-odbc,库,服务, ODBC driver for Qt5's SQL classes, ODBC driver for Qt5's SQL classes.
texlive-dvisvgm,工具,服务, Convert DVI files to Scalable Vector Graphics format (SVG)," Dvisvgm is a command line utility that converts TeX DVI files
to the XML-based Scalable Vector Graphics (SVG) format. It
provides full font support including virtual fonts, font maps,
and sub-fonts. If necessary, dvisvgm vectorizes Metafont's
bitmap output in order to always create lossless scalable
output. The embedded SVG fonts can optionally be replaced with
graphics paths so that applications that don't support SVG
fonts are enabled to render the graphics properly. Besides many
other features, dvisvgm also supports color, emTeX, tpic, PDF
mapfile and PostScript specials. Users will need a working TeX
installation including the kpathsea library. For more detailed
information, see the project page."
liblangtag-gobject,库,服务, GObject introspection for liblangtag," The liblangtag-gobject package contains files for GObject introspection for
liblangtag."
kf5-kcrash,工具,服务, KDE Frameworks 5 Tier 2 addon for handling application crashes, KCrash provides support for intercepting and handling application crashes.
libmpc,库,服务, C library for multiple precision complex arithmetic," 
MPC is a C library for the arithmetic of complex numbers with
arbitrarily high precision and correct rounding of the result. It is
built upon and follows the same principles as Mpfr."
libqrtr-glib,库,服务,Support library to use and manage the QRTR (Qualcomm IPC Router) bus. ,"This package contains the libraries that make it easier to use and
manage the QRTR (Qualcomm IPC Router) bus. "
openbox-kde,工具,服务, KDE integration for openbox," The openbox-kde package contains the files needed for using openbox inside a
KDE session."
autocorr-de,库,库, German auto-correction rules, Rules for auto-correcting common German typing errors.
langpacks-en,其它,库, English langpacks meta-package, This package provides English langpacks meta-package.
avahi-gobject,库,服务,GObject wrapper library for Avahi ,This library contains a GObject wrapper for the Avahi API 
tog-pegasus,服务,服务, OpenPegasus WBEM Services for Linux," OpenPegasus WBEM Services for Linux enables management solutions that deliver
increased control of enterprise resources. WBEM is a platform and resource
independent DMTF standard that defines a common information model and
communication protocol for monitoring and controlling resources from diverse
sources."
thai-scalable-umpush-fonts,其它,库, Thai Umpush fonts," 
fonts-tlwg provides a collection of free scalable Thai fonts.

This package provides the Umpush family of Thai fonts."
adwaita-gtk2-theme,其它,服务, Adwaita gtk2 theme," The adwaita-gtk2-theme package contains a gtk2 theme for presenting widgets
with a GNOME look and feel."
libvirt-daemon-kvm,服务,服务, Server side daemon & driver required to run KVM guests," Server side daemon and driver required to manage the virtualization
capabilities of the KVM hypervisor"
aqute-bndlib,库,服务, BND library, BND library.
brasero-nautilus,工具,服务, Nautilus extension for brasero, The brasero-nautilus package contains the brasero nautilus extension.
texlive-setspace,工具,服务, Set space between lines," Provides support for setting the spacing between lines in a
document. Package options include singlespacing,
onehalfspacing, and doublespacing. Alternatively the spacing
can be changed as required with the \singlespacing,
\onehalfspacing, and \doublespacing commands. Other size
spacings also available."
hyphen-el,库,服务, Greek hyphenation rules, Greek hyphenation rules.
libisoburn,库,服务, Library to enable creation and expansion of ISO-9660 filesystems," Libisoburn is a front-end for libraries libburn and libisofs which
enables creation and expansion of ISO-9660 filesystems on all CD/
DVD/BD media supported by libburn. This includes media like DVD+RW,
which do not support multi-session management on media level and
even plain disk files or block devices. Price for that is thorough
specialization on data files in ISO-9660 filesystem images. And so
libisoburn is not suitable for audio (CD-DA) or any other CD layout
which does not entirely consist of ISO-9660 sessions."
jasper-libs,库,服务, Runtime libraries for jasper, Runtime libraries for jasper.
libXfixes,库,服务, X Fixes library, X Fixes library.
papi-libs,库,服务, Libraries for PAPI clients," This package contains the run-time libraries for any application that wishes
to use PAPI."
mingw64-icu,库,服务, MinGW compilation of International Components for Unicode Tools," ICU is a set of C and C++ libraries that provides robust and
full-featured Unicode and locale support. The library provides calendar
support, conversions for many character sets, language sensitive
collation, date and time formatting, support for many locales, message
catalogs and resources, message formatting, normalization, number and
currency formatting, time zone support, transliteration, and word,
line, and sentence breaking, etc."
texlive-scheme-basic,工具,服务, basic scheme (plain and latex)," This is the basic TeX Live scheme: it is a small set of files
sufficient to typeset plain TeX or LaTeX documents in
PostScript or PDF, using the Computer Modern fonts.  This
scheme corresponds to collection-basic and collection-latex."
libXv,库,服务, X.Org X11 libXv runtime library, X.Org X11 libXv runtime library
rubygem-abrt,库,库, ABRT support for Ruby, Provides ABRT reporting support for libraries/applications written using Ruby.
maven-surefire-plugin,工具,服务, Surefire plugin for maven, Maven surefire plugin for running tests via the surefire framework.
urw-base35-standard-symbols-ps-fonts,其它,库, Standard Symbols PS font family [part of Level 2 Core Font Set]," This package contains Standard Symbols PS font family,
which is part of Level 2 Core Font Set.


The Level 2 Core Font Set is a PostScript specification of 35 base fonts that
can be used with any PostScript file. In Fedora, these fonts are provided freely
by (URW)++ company, and are mainly utilized by applications using Ghostscript."
xorg-x11-drv-v4l,服务,服务, Xorg X11 v4l video driver, X.Org X11 v4l video driver.
OpenIPMI-perl,库,服务,IPMI Perl language bindings ,The OpenIPMI-perl package contains the Perl language bindings for OpenIPMI. 
gdb-gdbserver,工具,服务, A standalone server for GDB (the GNU source-level debugger)," GDB, the GNU debugger, allows you to debug programs written in C, C++,
Java, and other languages, by executing them in a controlled fashion
and printing their data.

This package provides a program that allows you to run GDB on a different
machine than the one which is running the program being debugged."
nbdkit-curl-plugin,库,服务, HTTP/FTP (cURL) plugin for nbdkit, This package contains cURL (HTTP/FTP) support for nbdkit.
libnet,库,服务, C library for portable packet creation and injection," Libnet is an API to help with the construction and handling of network
packets. It provides a portable framework for low-level network packet
writing and handling (use libnet in conjunction with libpcap and you can
write some really cool stuff). Libnet includes packet creation at the IP
layer and at the link layer as well as a host of supplementary and
complementary functionality."
freeradius-ldap,服务,服务, LDAP support for freeradius, This plugin provides the LDAP support for the FreeRADIUS server project.
texlive-typehtml,工具,服务, Typeset HTML directly from LaTeX," Can handle almost all of HTML2, and most of the math fragment
of the draft HTML3."
texlive-bookman,工具,库," URW ""Base 35"" font pack for LaTeX"," A set of fonts for use as ""drop-in"" replacements for Adobe's
basic set, comprising: - Century Schoolbook (substituting for
Adobe's New Century Schoolbook); - Dingbats (substituting for
Adobe's Zapf Dingbats); - Nimbus Mono L (substituting for
Abobe's Courier); - Nimbus Roman No9 L (substituting for
Adobe's Times); - Nimbus Sans L (substituting for Adobe's
Helvetica); - Standard Symbols L (substituting for Adobe's
Symbol); - URW Bookman; - URW Chancery L Medium Italic
(substituting for Adobe's Zapf Chancery); - URW Gothic L Book
(substituting for Adobe's Avant Garde); and - URW Palladio L
(substituting for Adobe's Palatino)."
python3-setuptools,库,服务,Easily build and distribute Python 3 packages ,"Setuptools is a collection of enhancements to the Python distutils that allow
you to more easily build and distribute Python packages, especially ones that
have dependencies on other packages.

This package also contains the runtime components of setuptools, necessary to
execute the software that requires pkg_resources.py. "
tesseract-script-bengali,工具,服务, Bengali script data for tesseract-tessdata," This package contains the fast integer version of the Bengali script
trained models for the Tesseract Open Source OCR Engine."
gegl,库,服务, A graph based image processing framework," GEGL (Generic Graphics Library) is a graph based image processing framework.
GEGLs original design was made to scratch GIMPs itches for a new
compositing and processing core. This core is being designed to have
minimal dependencies. and a simple well defined API."
hunspell-en-US,工具,服务, US English hunspell dictionaries, US English hunspell dictionaries
boost-atomic,库,服务, Run-time component of boost atomic library," 
Run-time support for Boost.Atomic, a library that provides atomic data
types and operations on these data types, as well as memory ordering
constraints required for coordinating multiple threads through atomic
variables."
python3-wheel,库,服务, Built-package format for Python," A built-package format for Python.

A wheel is a ZIP-format archive with a specially formatted filename and the
.whl extension. It is designed to contain all the files for a PEP 376
compatible install in a way that is very close to the on-disk format.

Python 3 version."
unrar,工具,服务," Utility for extracting, testing and viewing RAR archives"," The unrar utility is a freeware program for extracting, testing and
viewing the contents of archives created with the RAR archiver version
1.50 and above."
perl-File-Copy-Recursive,库,服务, Extension for recursively copying files and directories," This module copies and moves directories recursively to an optional depth and
attempts to preserve each file or directory's mode."
autocorr-pt,库,库, Portuguese auto-correction rules, Rules for auto-correcting common Portuguese typing errors.
hyphen-ru,库,服务, Russian hyphenation rules, Russian hyphenation rules.
plexus-archiver-javadoc,库,服务, Javadoc for plexus-archiver, Javadoc for plexus-archiver.
kernel-headers,库,服务, Header files for the Linux kernel for use by glibc," Kernel-headers includes the C header files that specify the interface
between the Linux kernel and userspace libraries and programs.  The
header files define structures and constants that are needed for
building most standard programs and are also needed for rebuilding the
glibc package."
tix,库,服务, A set of extension widgets for Tk," Tix, the Tk Interface eXtension, is a powerful set of user interface
components that expands the capabilities of your Tcl/Tk and Python
applications. Using Tix together with Tk will greatly enhance the
appearance and functionality of your application."
perl-if,库,服务, Use a Perl module if a condition holds," The ""if"" module is used to conditionally load another module."
hunspell-shs,工具,服务, Shuswap hunspell dictionaries, Shuswap hunspell dictionaries.
maven-doxia-module-fml,工具,服务, FML module for maven-doxia, This package provides FML module for maven-doxia.
bind-sdb-chroot,服务,服务," A chroot runtime environment for the ISC BIND DNS server, named-sdb(8)"," This package contains a tree of files which can be used as a
chroot(2) jail for the named-sdb(8) program from the BIND package.
Based on the code from Jan ""Yenya"" Kasprzak <kas@fi.muni.cz>"
langpacks-xh,其它,服务, Xhosa langpacks meta-package, This package provides Xhosa langpacks meta-package.
gutenprint,库,服务, Printer Drivers Package," Gutenprint is a package of high quality printer drivers for Linux, BSD,
Solaris, IRIX, and other UNIX-alike operating systems.
Gutenprint was formerly called Gimp-Print."
google-noto-fonts-common,其它,库, Common files for Noto fonts, Common files for Google Noto fonts.
sblim-cmpi-base,库,服务, SBLIM CMPI Base Providers," SBLIM (Standards Based Linux Instrumentation for Manageability)
CMPI (Common Manageability Programming Interface) Base Providers
for System-Related CIM (Common Information Model) classes."
libstdc++-docs,库,服务, Documentation for the GNU standard C++ library," Manual, doxygen generated API information and Frequently Asked Questions
for the GNU standard C++ library."
perl-HTTP-Message,库,服务, HTTP style message," The HTTP-Message distribution contains classes useful for representing the
messages passed in HTTP style communication.  These are classes representing
requests, responses and the headers contained within them."
perl-Memoize,库,服务, Transparently speed up functions by caching return values," Memoizing a function makes it faster by trading space for time. It does
this by caching the return values of the function in a table. If you call
the function again with the same arguments, memoize jumps in and gives
you the value out of the table, instead of letting the function compute
the value all over again."
gnome-getting-started-docs-fr,服务,服务, French translations for gnome-getting-started-docs videos, French (fr) translations for the Getting Started guide videos.
kf5-sonnet-ui,工具,服务, GUI part of the Sonnet framework, GUI part of the Sonnet framework provides widgets with spell checking support.
qatengine,库,服务, Intel QuickAssist Technology (QAT) OpenSSL Engine," This package provides the Intel QuickAssist Technology OpenSSL Engine
(an OpenSSL Plug-In Engine) which provides cryptographic acceleration
for both hardware and optimized software using Intel QuickAssist Technology
enabled Intel platforms."
libradosstriper1,库,服务, RADOS striping interface," Striping interface built on top of the rados library, allowing
to stripe bigger objects onto several standard rados objects using
an interface very similar to the rados one."
texlive-multido,工具,服务, A loop facility for Generic TeX," The package provides the \multido command, which was originally
designed for use with with PSTricks. Fixed-point arithmetic is
used when working on the loop variable, so that the package is
equally applicable in graphics applications like PSTricks as it
is with the more common integer loops."
clevis-systemd,工具,服务, systemd integration for clevis, Automatically unlocks clevis-bound LUKS block devices during boot.
sushi,工具,服务, A quick previewer for Nautilus," This is sushi, a quick previewer for Nautilus, the GNOME desktop
file manager."
gcc-toolset-10-toolchain,工具,服务, Package shipping basic toolchain applications," Package shipping basic toolchain applications (compiler, debugger, ...)"
lm_sensors,工具,服务,Hardware monitoring tools ,"The lm_sensors package includes a collection of modules for general SMBus
access and hardware monitoring. "
openblas-Rblas,库,服务, A version of OpenBLAS for R to use as libRblas," 
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn"
redhat-lsb-submod-security,库,服务, LSB Security submodule support," The Linux Standard Base (LSB) Security submodule specifications define
components that are required to be present on an LSB conforming system."
tesseract-script-fraktur,工具,服务, Fraktur script data for tesseract-tessdata," This package contains the fast integer version of the Fraktur script
trained models for the Tesseract Open Source OCR Engine."
ocaml-ocamlbuild,库,服务, Build tool for OCaml libraries and programs, OCamlbuild is a build tool for building OCaml libraries and programs.
yp-tools,工具,服务, NIS (or YP) client programs," The Network Information Service (NIS) is a system which provides
network information (login names, passwords, home directories, groupinformation) to all of the machines on a network.  NIS can enable
information) to all of the machines on a network.  NIS can enable
users to login on any machine on the network, as long as the machine
has the NIS client programs running and the user's password is
recorded in the NIS passwd database.  NIS was formerly known as Sun
Yellow Pages (YP).

This package's NIS implementation is based on FreeBSD's YP and is a
special port for glibc 2.x and libc versions 5.4.21 and later.  This
package only provides the NIS client programs.  In order to use the
clients, you'll need to already have an NIS server running on your
network. An NIS server is provided in the ypserv package.

Install the yp-tools package if you need NIS client programs for machines
on your network.  You will also need to install the ypbind package on
every machine running NIS client programs.  If you need an NIS server,
you'll need to install the ypserv package on one machine on the network."
texlive-soul,工具,服务," Hyphenation for letterspacing, underlining, and more"," Provides hyphenatable spacing out (letterspacing), underlining,
striking out, etc., using the TeX hyphenation algorithm to find
the proper hyphens automatically. The package also provides a
mechanism that can be used to implement similar tasks, that
have to treat text syllable by syllable. This is shown in two
examples. The package itself does not support UTF-8 input in
ordinary (PDF)LaTeX; some UTF-8 support is offered by package
soulutf8"
texlive-subfig,工具,服务, Figures broken into subfigures," The package provides support for the manipulation and reference
of small or 'sub' figures and tables within a single figure or
table environment. It is convenient to use this package when
your subfigures are to be separately captioned, referenced, or
are to be included in the List-of-Figures. A new \subfigure
command is introduced which can be used inside a figure
environment for each subfigure. An optional first argument is
used as the caption for that subfigure. This package supersedes
the subfigure package (which will continue to be supported, but
no longer maintained). The name has changed because the subfig
package is not completely backward compatible with the older
subfigure package due to an extensive rewrite to use the new
caption package to produce its subcaptions. The major advantage
to the new package is that the user interface is keyword/value
driven and easier to use. To ease the transition from the
subfigure package it includes a configuration file (subfig.cfg)
which nearly emulates the subfigure package."
taglib,库,服务, Audio Meta-Data Library," TagLib is a library for reading and editing the meta-data of several
popular audio formats. Currently it supports both ID3v1 and ID3v2 for MP3
files, Ogg Vorbis comments and ID3 tags and Vorbis comments in FLAC, MPC,
Speex, WavPack, TrueAudio files, as well as APE Tags."
perl-WWW-RobotRules,库,服务, Database of robots.txt-derived permissions," This module parses /robots.txt files as specified in ""A Standard for Robot
Exclusion"", at <http://www.robotstxt.org/wc/norobots.html>. Webmasters can
use the /robots.txt file to forbid conforming robots from accessing parts
of their web site."
jboss-jaxrs-2.0-api,库,服务, JAX-RS 2.0: The Java API for RESTful Web Services, JSR 339: JAX-RS 2.0: The Java API for RESTful Web Services.
tesseract-langpack-urd,工具,服务, Urdu language data for tesseract-tessdata," This package contains the fast integer version of the Urdu language
trained models for the Tesseract Open Source OCR Engine."
tesseract-langpack-fil,工具,服务, Filipino; Pilipino language data for tesseract-tessdata," This package contains the fast integer version of the Filipino; Pilipino language
trained models for the Tesseract Open Source OCR Engine."
libshout,库,服务, Icecast source streaming library," libshout is a library for communicating with and sending data to an
icecast server.  It handles the socket connection, the timing of the
data, and prevents most bad data from getting to the icecast server."
ibus-table-chinese-scj,工具,库, Smart Cangjie," Smart Cangjie is an improved Cangjie base input method
which handles Cangjie, Quick, Cantonese, Chinese punctuation,
Japanese, 3000 frequent words by Hong Kong government,
both Traditional and Simplified Chinese.

This package includes the Smart Cangjie 6."
libgsf,库,服务, GNOME Structured File library, A library for reading and writing structured files (e.g. MS OLE and Zip)
texlive-base,工具,服务," TeX Live filesystem, metadata and licenses shipped in text form", TeX Live licenses shipped in text form.
java-11-alibaba-dragonwell-headless-fastdebug,库,服务, Alibaba Dragonwell11 Runtime Environment headless fastdebug, Alibaba Dragonwell11 Runtime Environment headless fastdebug
swtpm-tools-pkcs11,工具,服务, Tools for creating a local CA based on a TPM pkcs11 device, Tools for creating a local CA based on a pkcs11 device
jmc-core-javadoc,库,服务, Javadoc for jmc-core, Javadoc for jmc-core.
libexttextcat,库,服务, Text categorization library," libexttextcat is an N-Gram-Based Text Categorization library primarily
intended for language guessing."
python3-pycparser,库,库, C parser and AST generator written in Python," pycparser is a complete parser for the C language, written in pure Python.
It is a module designed to be easily integrated into applications that
need to parse C source code."
libpmemobj,库,服务, Persistent Memory Transactional Object Store library," The libpmemobj library provides a transactional object store,
providing memory allocation, transactions, and general facilities for
persistent memory programming."
libreoffice-help-pt-PT,库,库, Portuguese help for LibreOffice, Provides Portuguese help for LibreOffice.
liberation-fonts-common,其它,库, Shared common files of Liberation font families," The Liberation Fonts are intended to be replacements for the 3 most commonly
used fonts on Microsoft systems: Times New Roman, Arial, and Courier New.

Shared common files of Liberation font families."
urw-base35-fonts,其它,库, Core Font Set containing 35 freely distributable fonts from (URW)++," 
The Level 2 Core Font Set is a PostScript specification of 35 base fonts that
can be used with any PostScript file. In Fedora, these fonts are provided freely
by (URW)++ company, and are mainly utilized by applications using Ghostscript.

This meta-package will install all the 35 fonts from the urw-base35-fonts."
sil-abyssinica-fonts,其它,服务, SIL Abyssinica fonts," SIL Abyssinica is a Unicode typeface family containing glyphs for the
Ethiopic script.

The Ethiopic script is used for writing many of the languages of Ethiopia and
Eritrea. Abyssinica SIL supports all Ethiopic characters which are in Unicode
including the Unicode 4.1 extensions. Some languages of Ethiopia are not yet
able to be fully represented in Unicode and, where necessary, we have included
non-Unicode characters in the Private Use Area (see Private-use (PUA)
characters supported by Abyssinica SIL).

Abyssinica SIL is based on Ethiopic calligraphic traditions. This release is
a regular typeface, with no bold or italic version available or planned."
texlive-filehook,工具,服务, Hooks for input files," The package provides several file hooks (AtBegin, AtEnd, ...)
for files read by \input, \include and \InputIfFileExists.
General hooks for all such files (e.g. all \include'd ones) and
file specific hooks only used for named files are provided; two
hooks are provided for the end of \included files -- one
before, and one after the final \clearpage."
subversion-gnome,服务,服务, GNOME Keyring support for Subversion," The subversion-gnome package adds support for storing Subversion
passwords in the GNOME Keyring."
toolbox,工具,服务, Unprivileged development environment," Toolbox is a tool for Linux operating systems, which allows the use of
containerized command line environments. It is built on top of Podman and
other standard container technologies from OCI."
python3-dbus-client-gen,库,服务, Library for Generating D-Bus Client Code," This library contains a few methods that consume an XML specification
of a D-Bus interface and return classes or functions that may be useful
in constructing a python D-Bus client. The XML specification has the format
of the data returned by the Introspect() method
of the Introspectable interface.

Python 3 version."
uom-se,库,服务, Unit Standard (JSR 363) implementation for Java SE 8 and above," JSR 363 Implementation got Java SE 8 and above.

JDK Integration of Unit-API / JSR 363.  This implementation aims at
Java SE 8 and above, allowing the use of new features like Lambdas
together with Units of Measurement API."
setools-console,工具,服务,Policy analysis command-line tools for SELinux ,"SETools is a collection of graphical tools, command-line tools, and
libraries designed to facilitate SELinux policy analysis.

This package includes the following console tools:

  sediff       Compare two policies to find differences.
  seinfo       List policy components.
  sesearch     Search rules (allow, type_transition, etc.) "
pinfo,工具,服务, An info file viewer," Pinfo is an info file (or man page) viewer with a user interface
similar to the Lynx Web browser's interface.  Pinfo supports searching
using regular expressions, and is based on the ncurses library."
orc,库,服务, The Oil Run-time Compiler," Orc is a library and set of tools for compiling and executing
very simple programs that operate on arrays of data.  The ""language""
is a generic assembly language that represents many of the features
available in SIMD architectures, including saturated addition and
subtraction, and many arithmetic operations."
texlive-needspace,工具,服务, Insert pagebreak if not enough space," Provides commands to disable pagebreaking within a given
vertical space. If there is not enough space between the
command and the bottom of the page, a new page will be started."
boost-openmpi-python3,库,服务, Python 3 run-time component of Boost.MPI library," 
Python 3 support for Boost.MPI-OpenMPI, a library providing a clean C++
API over the OpenMPI implementation of MPI."
hunspell-es-SV,工具,服务, Salvadoran Spanish hunspell dictionary, Salvadoran Spanish hunspell dictionary
golang-github-mozillazg-pinyin,库,库, lofanmi-pinyin, go-pinyin
opencryptoki-libs,库,服务, The run-time libraries for opencryptoki package," Opencryptoki implements the PKCS#11 specification v2.20 for a set of
cryptographic hardware, such as IBM 4764 and 4765 crypto cards, and the
Trusted Platform Module (TPM) chip. Opencryptoki also brings a software
token implementation that can be used without any cryptographic
hardware.
This package contains the PKCS#11 library implementation, and requires
at least one token implementation (packaged separately) to be fully
functional."
apache-commons-collections,库,服务," Provides new interfaces, implementations and utilities for Java Collections"," The introduction of the Collections API by Sun in JDK 1.2 has been a
boon to quick and effective Java programming. Ready access to powerful
data structures has accelerated development by reducing the need for
custom container classes around each core object. Most Java2 APIs are
significantly easier to use because of the Collections API.
However, there are certain holes left unfilled by Sun's
implementations, and the Jakarta-Commons Collections Component strives
to fulfill them. Among the features of this package are:
- special-purpose implementations of Lists and Maps for fast access
- adapter classes from Java1-style containers (arrays, enumerations) to
Java2-style collections.
- methods to test or create typical set-theory properties of collections
such as union, intersection, and closure."
libpq,库,服务, PostgreSQL client library," The libpq package provides the essential shared library for any PostgreSQL
client program or interface.  You will need to install this package to use any
other PostgreSQL package or any clients that need to connect to a PostgreSQL
server."
jimtcl,库,服务,A small embeddable Tcl interpreter ,"Jim is an opensource small-footprint implementation of the Tcl programming
language. It implements a large subset of Tcl and adds new features like
references with garbage collection, closures, built-in Object Oriented
Programming system, Functional Programming commands, first-class arrays and
UTF-8 support. "
libblockdev-lvm,库,服务, The LVM plugin for the libblockdev library," The libblockdev library plugin (and in the same time a standalone library)
providing the LVM-related functionality."
libreoffice-langpack-nso,库,服务, Northern language pack for LibreOffice, Provides additional Northern translations and resources for LibreOffice.
deepin-menu,服务,库, Deepin menu service, Deepin menu service for building beautiful menus.
python38-jinja2,库,服务, General purpose template engine for python3," Jinja2 is a template engine written in pure Python.  It provides a
Django inspired non-XML syntax but supports inline expressions and an
optional sandboxed environment.

If you have any exposure to other text-based template languages, such
as Smarty or Django, you should feel right at home with Jinja2. It's
both designer and developer friendly by sticking to Python's
principles and adding functionality useful for templating
environments."
dotnet-runtime-6.0,库,服务, NET 6.0 runtime," The .NET runtime contains everything needed to run .NET applications.
It includes a high performance Virtual Machine as well as the framework
libraries used by .NET applications.

.NET is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services."
python3-tkinter,库,服务, A GUI toolkit for Python," The Tkinter (Tk interface) library is a graphical user interface toolkit for
the Python programming language."
bsf-javadoc,库,服务, Javadoc for bsf, Javadoc for bsf.
pcp-pmda-rabbitmq,服务,服务, Performance Co-Pilot (PCP) metrics for RabbitMQ queues," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about RabbitMQ message queues."
parfait-javadoc,库,服务, Javadoc for Parfait, This package contains the API documentation for Parfait.
google-noto-serif-malayalam-fonts,其它,库, Serif Malayalam font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Serif font for Malayalam."
apr-util-pgsql,库,服务, APR utility library PostgreSQL DBD driver," This package provides the PostgreSQL driver for the apr-util
DBD (database abstraction) interface."
perl-Class-Accessor,库,服务, Automated accessor generation, This module automagically generates accessors/mutators for your class.
texlive-xetexfontinfo,工具,服务, Report font features in XeTeX," A pair of documents to reveal the font features supported by
fonts usable in XeTeX. Use OpenType-info.tex for OpenType
fonts, and AAT-info.tex for AAT fonts (Mac OS X only)."
dde-dock-onboard-plugin,服务,服务, deepin desktop-environment - dock plugin, deepin desktop-environment - dock plugin.
libmspub,库,服务, A library for import of Microsoft Publisher documents," Libmspub is library providing ability to interpret and import Microsoft
Publisher content into various applications. You can find it being used
in libreoffice."
alsa-utils,工具,服务, Advanced Linux Sound Architecture (ALSA) utilities," This package contains command line utilities for the Advanced Linux Sound
Architecture (ALSA)."
texlive-avantgar,工具,服务," URW ""Base 35"" font pack for LaTeX"," A set of fonts for use as ""drop-in"" replacements for Adobe's
basic set, comprising: - Century Schoolbook (substituting for
Adobe's New Century Schoolbook); - Dingbats (substituting for
Adobe's Zapf Dingbats); - Nimbus Mono L (substituting for
Abobe's Courier); - Nimbus Roman No9 L (substituting for
Adobe's Times); - Nimbus Sans L (substituting for Adobe's
Helvetica); - Standard Symbols L (substituting for Adobe's
Symbol); - URW Bookman; - URW Chancery L Medium Italic
(substituting for Adobe's Zapf Chancery); - URW Gothic L Book
(substituting for Adobe's Avant Garde); and - URW Palladio L
(substituting for Adobe's Palatino)."
colord,服务,服务, Color daemon," colord is a low level system activated daemon that maps color devices
to color profiles in the system context."
perl-PCP-LogSummary,库,服务, Performance Co-Pilot (PCP) Perl bindings for post-processing output of pmlogsummary," The PCP::LogSummary module provides a Perl module for using the
statistical summary data produced by the Performance Co-Pilot
pmlogsummary utility.  This utility produces various averages,
minima, maxima, and other calculations based on the performance
data stored in a PCP archive.  The Perl interface is ideal for
exporting this data into third-party tools (e.g. spreadsheets)."
freetype,库,服务, A free and portable font rendering engine," The FreeType engine is a free and portable font rendering
engine, developed to provide advanced font support for a variety of
platforms and environments. FreeType is a library which can open and
manages font files as well as efficiently load, hint and render
individual glyphs. FreeType is not a font server or a complete
text-rendering library."
google-noto-sans-tibetan-fonts,其它,库, Sans Tibetan font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Tibetan."
qt5-qtwayland,库,服务, Qt5 - Wayland platform support and QtCompositor module, Qt5 - Wayland platform support and QtCompositor module.
golang-docs,库,库, Golang compiler docs, Golang compiler docs.
libtasn1-tools,工具,服务, Some ASN.1 tools," This package contains simple tools that can decode and encode ASN.1
data."
geronimo-annotation,库,服务, Java EE: Annotation API v1.3, This package defines the common annotations.
at,工具,服务,Job spooling tools ,"At and batch read commands from standard input or from a specified
file. At allows you to specify that a command will be run at a
particular time. Batch will execute commands when the system load
levels drop to a particular level. Both commands use user's shell.

You should install the at package if you need a utility for
time-oriented job control. Note: If it is a recurring job that will
need to be repeated at the same time every day/week, etc. you should
use crontab instead. "
fftw-static,库,服务, Static versions of the FFTW libraries," The fftw-static package contains the statically linkable version of
the FFTW fast Fourier transform library."
