name,label,bert_pred,graph_pred,summary,description
gedit,工具,工具,库, Text editor for the GNOME desktop," gedit is a small, but powerful text editor designed specifically for
the GNOME desktop. It has most standard text editor functions and fully
supports international text in Unicode. Advanced features include syntax
highlighting and automatic indentation of source code, printing and editing
of multiple documents in one window.

gedit is extensible through a plugin system, which currently includes
support for spell checking, comparing files, viewing CVS ChangeLogs, and
adjusting indentation levels. Further plugins can be found in the
gedit-plugins package."
zziplib-utils,工具,库,库, Utilities for the zziplib library," The zziplib library is intentionally lightweight, it offers the ability to
easily extract data from files archived in a single zip file. Applications
can bundle files into a single zip archive and access them. The implementation
is based only on the (free) subset of compression with the zlib algorithm
which is actually used by the zip/unzip tools.

This packages contains all the utilities that come with the zziplib library."
libiscsi-utils,工具,工具,库, iSCSI Client Utilities," The libiscsi-utils package provides a set of assorted utilities to connect
to iSCSI servers without having to set up the Linux iSCSI initiator."
enchant2,库,库,工具, An Enchanting Spell Checking Library, A library that wraps other spell checking backends.
sssd-ipa,服务,库,库, The IPA back end of the SSSD," Provides the IPA back end that the SSSD can utilize to fetch identity data
from and authenticate against an IPA server."
gzip,工具,工具,库, The GNU data compression program," The gzip package contains the popular GNU gzip data compression
program. Gzipped files have a .gz extension.

Gzip should be installed on your system, because it is a
very commonly used data compression program."
abrt-cli-ng,工具,工具,库, abrt's improved command line interface, New generation command line interface for ABRT
keyutils,工具,工具,库, Linux Key Management Utilities," Utilities to control the kernel key management facility and to provide
a mechanism by which the kernel call back to user space to get a key
instantiated."
fence-virtd-cpg,库,库,服务, CPG/libvirt backend for fence-virtd," Provides fence_virtd with a connection to libvirt to fence
virtual machines. Uses corosync CPG to keep track of VM
locations to allow for non-local VMs to be fenced when VMs
are located on corosync cluster nodes."
media-player-info,库,工具,服务, Data files describing media player capabilities," media-player-info is a repository of data files describing media player
(mostly USB Mass Storage ones) capabilities. These files contain information
about the directory layout to use to add music to these devices, about the
supported file formats, etc.

The package also installs a udev rule to identify media player devices."
python3-setuptools-wheel,库,库,工具, The setuptools wheel, A Python wheel of setuptools to use with venv.
python3-tracer,工具,工具,库, Common files for tracer," Tracer determines which applications use outdated files and prints them. For
special kind of applications such as services or daemons, it suggests a standard
command to restart it. Detecting whether file is outdated or not is based on a
simple idea. If application has loaded in memory any version of a file
which is provided by any package updated since system was booted up, tracer
consider this application as outdated.

Python 3 version."
ibus,工具,服务,库, Intelligent Input Bus for Linux OS, IBus means Intelligent Input Bus. It is an input framework for Linux OS.
httpd,服务,服务,库, Apache HTTP Server," The Apache HTTP Server is a powerful, efficient, and extensible
web server."
highlight,工具,工具,库, Universal source code to formatted text converter," A utility that converts sourcecode to HTML, XHTML, RTF, LaTeX, TeX,
XSL-FO, XML or ANSI escape sequences with syntax highlighting.
It supports several programming and markup languages.
Language descriptions are configurable and support regular expressions.
The utility offers indentation and reformatting capabilities.
It is easily possible to create new language definitions and colour themes."
linuxptp,服务,库,库, PTP implementation for Linux," This software is an implementation of the Precision Time Protocol (PTP)
according to IEEE standard 1588 for Linux. The dual design goals are to provide
a robust implementation of the standard and to use the most relevant and modern
Application Programming Interfaces (API) offered by the Linux kernel.
Supporting legacy APIs and other platforms is not a goal."
ibus-table-chinese-array,工具,库,库, Array input methods," Array input method is a free, open-minded character-structured
input method. Includes:
array30: 27489 characters.
array30-big: 27489 characters + Unicode ExtB."
mpv,工具,库,库, Movie player playing most video formats and DVDs," Mpv is a movie player based on MPlayer and mplayer2. It supports a wide variety
of video file formats, audio and video codecs, and subtitle types. Special
input URL types are available to read input from a variety of sources other
than disk files. Depending on platform, a variety of different video and audio
output methods are supported."
lvm2-libs,库,库,工具, Shared libraries for lvm2, This package contains shared lvm2 libraries for applications.
gnome-boxes,工具,工具,服务, A simple GNOME 3 application to access remote or virtual systems," gnome-boxes lets you easily create, setup, access, and use:
  * remote machines
  * remote virtual machines
  * local virtual machines
  * When technology permits, set up access for applications on
    local virtual machines"
texlive-fancyvrb,库,工具,工具, Sophisticated verbatim text," Flexible handling of verbatim text including: verbatim commands
in footnotes; a variety of verbatim environments with many
parameters; ability to define new customized verbatim
environments; save and restore verbatim text and environments;
write and read files in verbatim mode; build ""example""
environments (showing both result and verbatim source)."
ipa-client,工具,工具,服务, IPA authentication for use on clients," IPA is an integrated solution to provide centrally managed Identity (users,
hosts, services), Authentication (SSO, 2FA), and Authorization
(host access control, SELinux user roles, services). The solution provides
features for further integration with Linux based clients (SUDO, automount)
and integration with Active Directory based infrastructures (Trusts).
If your network uses IPA for authentication, this package should be
installed on every client machine.
This package provides command-line tools for IPA administrators."
pciutils,工具,工具,库, PCI bus related utilities," The pciutils package contains various utilities for inspecting and
setting devices connected to the PCI bus."
clang,工具,库,库, A C language family front-end for LLVM," clang: noun
    1. A loud, resonant, metallic sound.
    2. The strident call of a crane or goose.
    3. C-language family front-end toolkit.

The goal of the Clang project is to create a new C, C++, Objective C
and Objective C++ front-end for the LLVM compiler. Its tools are built
as libraries and designed to be loosely-coupled and extensible.

Install compiler-rt if you want the Blocks C language extension or to
enable sanitization and profiling options when building, and
libomp-devel to enable -fopenmp."
ibus-table-chinese-wu,库,库,工具, Wu pronunciation input method," Wu pronunciation input method.
URL: http://input.foruto.com/wu/"
kf5-kwindowsystem,工具,工具,库, KDE Frameworks 5 Tier 1 integration module with classes for windows management," KDE Frameworks Tier 1 integration module that provides classes for managing and
working with windows."
daxctl,工具,工具,库,Manage Device-DAX instances ,"The daxctl utility provides enumeration and provisioning commands for
the Linux kernel Device-DAX facility. This facility enables DAX mappings
of performance / feature differentiated memory without need of a
filesystem. "
fence-agents-vmware-soap,服务,服务,库, Fence agent for VMWare with SOAP API v4.1+, Fence agent for VMWare with SOAP API v4.1+.
freerdp,工具,服务,库, Free implementation of the Remote Desktop Protocol (RDP)," The xfreerdp & wlfreerdp Remote Desktop Protocol (RDP) clients from the FreeRDP
project.

xfreerdp & wlfreerdp can connect to RDP servers such as Microsoft Windows
machines, xrdp and VirtualBox."
usbutils,工具,工具,库,Linux USB utilities ,"This package contains utilities for inspecting devices connected to a
USB bus. "
cups-ipptool,工具,库,库, CUPS printing system - tool for performing IPP requests, Sends IPP requests to the specified URI and tests and/or displays the results.
xorg-x11-util-macros,库,库,工具, X.Org X11 Autotools macros," X.Org X11 autotools macros required for building the various packages that
comprise the X Window System."
sssd-ldap,服务,服务,库, The LDAP back end of the SSSD," Provides the LDAP back end that the SSSD can utilize to fetch identity data
from and authenticate against an LDAP server."
pcsc-lite,库,库,服务, PC/SC Lite smart card framework and applications," The purpose of PC/SC Lite is to provide a Windows(R) SCard interface
in a very small form factor for communicating to smartcards and
readers.  PC/SC Lite uses the same winscard API as used under
Windows(R).  This package includes the PC/SC Lite daemon, a resource
manager that coordinates communications with smart card readers and
smart cards that are connected to the system, as well as other command
line tools."
composer-cli,工具,工具,库, A command line tool for use with the lorax-composer API server," A command line tool for use with the lorax-composer API server. Examine recipes,
build images, etc. from the command line."
plymouth,服务,工具,工具, Graphical Boot Animation and Logger," Plymouth provides an attractive graphical boot animation in
place of the text messages that normally get shown.  Text
messages are instead redirected to a log file for viewing
after boot."
kf5-frameworkintegration,工具,工具,库, KDE Frameworks 5 Tier 4 workspace and cross-framework integration plugins," Framework Integration is a set of plugins responsible for better integration of
Qt applications when running on a KDE Plasma workspace.

Applications do not need to link to this directly."
plotutils,工具,工具,库, GNU vector and raster graphics utilities and libraries," The GNU plotutils package contains software for both programmers and
technical users. Its centerpiece is libplot, a powerful C/C++ function
library for exporting 2-D vector graphics in many file formats, both
vector and raster. It can also do vector graphics animations. Besides
libplot, the package contains command-line programs for plotting
scientific data. Many of them use libplot to export graphics"
fence-virtd,服务,服务,库, Daemon which handles requests from fence-virt," This package provides the host server framework, fence_virtd,
for fence_virt.  The fence_virtd host daemon is resposible for
processing fencing requests from virtual machines and routing
the requests to the appropriate physical machine for action."
subversion,服务,工具,库, A Modern Concurrent Version Control System," Subversion is a concurrent version control system which enables one
or more users to collaborate in developing and maintaining a
hierarchy of files and directories while keeping a history of all
changes.  Subversion only stores the differences between versions,
instead of every complete file.  Subversion is intended to be a
compelling replacement for CVS."
tpm2-tss,库,工具,服务, TPM2.0 Software Stack," tpm2-tss is a software stack supporting Trusted Platform Module(TPM) 2.0 system
APIs. It sits between TPM driver and applications, providing TPM2.0 specified
APIs for applications to access TPM module through kernel TPM drivers."
man-pages-overrides,库,库,服务, Complementary and updated manual pages," A collection of manual (""man"") pages to complement other packages or update
those contained therein. Always have the latest version of this package
installed."
vulkan-tools,工具,工具,库, Vulkan tools, Vulkan tools
rsyslog-mmjsonparse,库,库,服务, JSON enhanced logging support," This module provides the capability to recognize and parse JSON enhanced
syslog messages."
postfix-cdb,工具,工具,服务, Postfix CDB map support," This provides support for CDB maps in Postfix. If you plan to use CDB
maps with Postfix, you need this."
krb5-workstation,工具,服务,服务,Kerberos 5 programs for use on workstations ,"Kerberos is a network authentication system. The krb5-workstation
package contains the basic Kerberos programs (kinit, klist, kdestroy,
kpasswd). If your network uses Kerberos, this package should be
installed on every workstation. "
openssh-clients,工具,工具,库,An open source SSH client applications ,"OpenSSH is a free version of SSH (Secure SHell), a program for logging
into and executing commands on a remote machine. This package includes
the clients necessary to make encrypted connections to SSH servers. "
abrt-addon-vmcore,工具,服务,服务, abrt's vmcore addon," This package contains plugin for collecting kernel crash information from
vmcore files."
skkdic,库,工具,工具, Dictionaries for SKK (Simple Kana-Kanji conversion program)," This package includes the SKK dictionaries, including the large dictionary
SKK-JISYO.L and pubdic+ dictionary."
onboard-data,库,库,工具, Data for Onboard, Data for Onboard.
maven-artifact,工具,工具,库, Compatibility Maven artifact artifact, Maven artifact manager artifact
oscap-anaconda-addon,工具,工具,库, Anaconda addon integrating OpenSCAP to the installation process," This is an addon that integrates OpenSCAP utilities with the Anaconda installer
and allows installation of systems following restrictions given by a SCAP
content."
PackageKit-gstreamer-plugin,工具,工具,库, Install GStreamer codecs using PackageKit," The PackageKit GStreamer plugin allows any Gstreamer application to install
codecs from configured repositories using PackageKit."
texlive-csquotes,库,库,工具, Context sensitive quotation facilities," This package provides advanced facilities for inline and
display quotations. It is designed for a wide range of tasks
ranging from the most simple applications to the more complex
demands of formal quotations. The facilities include commands,
environments, and user-definable 'smart quotes' which
dynamically adjust to their context. Quotation marks are
switched automatically if quotations are nested and they can be
adjusted to the current language if the babel package is
available. There are additional facilities designed to cope
with the more specific demands of academic writing, especially
in the humanities and the social sciences. All quote styles as
well as the optional active quotes are freely configurable. The
package is dependent on e-TeX, and requires the author's
etoolbox package."
systemtap-runtime-virthost,工具,工具,库, Systemtap Cross-VM Instrumentation - host," This package includes the components required to run systemtap scripts
inside a libvirt-managed domain from the host without using a network
connection."
gcc-toolset-11-runtime,工具,工具,库, Package that handles gcc-toolset-11 Software Collection., Package shipping essential scripts to work with gcc-toolset-11 Software Collection.
unzip,工具,工具,库, A utility for unpacking zip files," The unzip utility is used to list, test, or extract files from a zip
archive.  Zip archives are commonly found on MS-DOS systems.  The zip
utility, included in the zip package, creates zip archives.  Zip and
unzip are both compatible with archives created by PKWARE(R)'s PKZIP
for MS-DOS, but the programs' options and default behaviors do differ
in some respects.

Install the unzip package if you need to list, test or extract files from
a zip archive."
gedit-plugin-commander,服务,服务,库, gedit commander plugin, The gedit commander plugin.
python38-wheel,库,库,工具, Built-package format for Python," A built-package format for Python.

A wheel is a ZIP-format archive with a specially formatted filename and the
.whl extension. It is designed to contain all the files for a PEP 376
compatible install in a way that is very close to the on-disk format.

Python 3 version."
python3-lldb,库,库,工具, Python module for LLDB, The package contains the LLDB Python module.
amanda-server,服务,服务,库, The server side of the AMANDA tape backup system," The amanda-server package should be installed on the AMANDA server,
the machine attached to the device(s) (such as a tape drive) where backups
will be written. You will also need to install the amanda package on
the AMANDA server machine.  And, if the server is also to be backed up, the
server also needs to have the amanda-client package installed."
kf5-kitemmodels,工具,工具,库, KDE Frameworks 5 Tier 1 addon with item models, KDE Frameworks 5 Tier 1 addon with item models.
bacula-storage,服务,服务,工具, Bacula storage daemon files," Bacula is a set of programs that allow you to manage the backup, recovery, and
verification of computer data across a network of different computers. It is
based on a client/server architecture.

This package contains the storage daemon, the daemon responsible for writing
the data received from the clients onto tape drives or other mass storage
devices."
policycoreutils,工具,工具,库, SELinux policy core utilities," Security-enhanced Linux is a feature of the Linux庐 kernel and a number
of utilities with enhanced security functionality designed to add
mandatory access controls to Linux.  The Security-enhanced Linux
kernel contains new architectural components originally developed to
improve the security of the Flask operating system. These
architectural components provide general support for the enforcement
of many kinds of mandatory access control policies, including those
based on the concepts of Type Enforcement庐, Role-based Access
Control, and Multi-level Security.

policycoreutils contains the policy core utilities that are required
for basic operation of a SELinux system.  These utilities include
load_policy to load policies, setfiles to label filesystems, newrole
to switch roles."
pki-servlet-4.0-api,库,库,工具, Apache Tomcat Java Servlet v4.0 API Implementation Classes, Apache Tomcat Servlet API Implementation Classes.
pcp-import-iostat2pcp,工具,服务,服务, Performance Co-Pilot tools for importing iostat data into PCP archive logs," Performance Co-Pilot (PCP) front-end tools for importing iostat data
into standard PCP archive logs for replay with any PCP monitoring tool."
lftp-scripts,工具,工具,库, Scripts for lftp, Utility scripts for use with lftp.
libreport-gtk,库,库,工具, GTK front-end for libreport, Applications for reporting bugs using libreport backend
qemu-kvm-docs,库,服务,服务, qemu-kvm documentation, qemu-kvm-docs provides documentation files regarding qemu-kvm.
ongres-scram-client,工具,工具,库, Client for ongres-scram, This package contains the client for ongres-scram
sssd-common,服务,服务,库, Common files for the SSSD," Common files for the SSSD. The common package includes all the files needed
to run a particular back end, however, the back ends are packaged in separate
sub-packages such as sssd-ldap."
NetworkManager-cloud-setup,服务,工具,工具, Automatically configure NetworkManager in cloud," Installs a nm-cloud-setup tool that can automatically configure
NetworkManager in cloud setups. Currently only EC2 is supported.
This tool is still experimental."
efi-srpm-macros,库,工具,工具, Common SRPM Macros for building EFI-related packages, efi-srpm-macros provides a set of SRPM macros for use in EFI-related packages.
deepin-pw-check,服务,库,工具, Used to check password and manager the configuration for password.," In order to unify the authentication interface,
this interface is designed to adapt to fingerprint, face and other authentication methods."
chrony,服务,服务,工具,An NTP client/server ,"chrony is a versatile implementation of the Network Time Protocol (NTP).
It can synchronise the system clock with NTP servers, reference clocks
(e.g. GPS receiver), and manual input using wristwatch and keyboard. It
can also operate as an NTPv4 (RFC 5905) server and peer to provide a time
service to other computers in the network. "
oci-umount,工具,库,库, OCI umount hook for docker," OCI umount hooks umount potential leaked mount points in a containers
mount name-spaces"
sssd-tools,工具,工具,库,Userspace tools for use with the SSSD ,"Provides several administrative tools:
    * sss_debuglevel to change the debug level on the fly
    * sss_seed which pre-creates a user entry for use in kickstarts
    * sss_obfuscate for generating an obfuscated LDAP password
    * sssctl -- an sssd status and control utility "
golang-github-lofanmi-pinyin,库,工具,其它, lofanmi-pinyin, go-pinyin
libblockdev-part,库,库,工具, The partitioning plugin for the libblockdev library," The libblockdev library plugin (and in the same time a standalone library)
providing the functionality related to partitioning."
kde-filesystem,工具,工具,库, KDE filesystem layout, This package provides some directories that are required/used by KDE.
rsyslog-pgsql,服务,服务,库, PostgresSQL support for rsyslog," The rsyslog-pgsql package contains a dynamic shared object that will add
PostgreSQL database support to rsyslog."
ibus-table-chinese,工具,工具,库, Chinese input tables for IBus," ibus-table-chinese is provides the infrastructure for Chinese input methods.
Input tables themselves are in subpackages."
gitweb,工具,库,库, Simple web interface to git repositories, Simple web interface to git repositories.
libref_array,库,工具,工具, A refcounted array for C," A dynamically-growing, reference-counted array"
libsmi,库,库,工具, A library to access SMI MIB information," Libsmi is a C library to access MIB module information through
a well defined API that hides the nasty details of locating
and parsing SMIv1/v2 MIB modules.

This package contains tools to check, dump, and convert MIB
definitions and a steadily maintained and revised archive
of all IETF and IANA maintained standard MIB modules."
accountsservice,服务,库,工具, D-Bus interfaces for querying and manipulating user account information," The accountsservice project provides a set of D-Bus interfaces for
querying and manipulating user account information and an implementation
of these interfaces, based on the useradd, usermod and userdel commands."
keentune-target,服务,工具,工具," Parameters setting, reading and backup models for KeenTune"," Parameters setting, reading and backup models for KeenTune"
maven,工具,工具,库, Java project management and project comprehension tool," Maven is a software project management and comprehension tool. Based on the
concept of a project object model (POM), Maven can manage a project's build,
reporting and documentation from a central piece of information."
highlight-gui,工具,库,库, GUI for the hihghlight source code formatter, A Qt-based GUI for the highlight source code formatter source.
gtk-update-icon-cache,工具,工具,库, Icon theme caching utility," GTK+ can use the cache files created by gtk-update-icon-cache to avoid a lot of
system call and disk seek overhead when the application starts. Since the
format of the cache files allows them to be mmap()ed shared between multiple
applications, the overall memory consumption is reduced as well."
Dragonfly-client,工具,服务,库, Dragonfly client (dfget and dfdaemon)," dfget is the client of Dragonfly. You can use the dfget command in the command
line tool.

dfdaemon is a key component of solution for distributing images, it is a
resident process, which can be used either as registry-mirror or as a
docker proxy."
ipset,工具,工具,库, Manage Linux IP sets," IP sets are a framework inside the Linux kernel since version 2.4.x, which can
be administered by the ipset utility. Depending on the type, currently an IP
set may store IP addresses, (TCP/UDP) port numbers or IP addresses with MAC
addresses in a way, which ensures lightning speed when matching an entry
against a set.

If you want to:
 - store multiple IP addresses or port numbers and match against the collection
   by iptables at one swoop;
 - dynamically update iptables rules against IP addresses or ports without
   performance penalty;
 - express complex IP address and ports based rulesets with one single iptables
   rule and benefit from the speed of IP sets
then ipset may be the proper tool for you."
spirv-tools,工具,库,库, API and commands for processing SPIR-V modules," The package includes an assembler, binary module parser,
disassembler, and validator for SPIR-V.."
linuxdoc-tools,工具,工具,库, A text formatting package based on SGML," Linuxdoc-tools is a text formatting suite based on SGML (Standard
Generalized Markup Language), using the LinuxDoc document type.
Linuxdoc-tools allows you to produce LaTeX, HTML, GNU info, LyX, RTF,
plain text (via groff), and other format outputs from a single SGML
source.  Linuxdoc-tools is intended for writing technical software
documentation."
python3-whoosh,库,库,服务," Fast, Python3 full text indexing, search, and spell checking library"," Whoosh is a fast, featureful full-text indexing and searching library
implemented in pure Python. Programmers can use it to easily add search
functionality to their applications and websites. Every part of how Whoosh
works can be extended or replaced to meet your needs exactly."
gvfs-client,库,工具,工具, Client modules of backends for the gio framework in GLib," The gvfs package provides client modules of backend implementations for the gio
framework in GLib."
kernel-tools,工具,工具,库, Assortment of tools for the Linux kernel," This package contains the tools/ directory from the kernel source
and the supporting documentation."
java-1.8.0-alibaba-dragonwell-slowdebug,工具,工具,库, Alibaba Dragonwell 1.8.0 Runtime Environment slowdebug, Alibaba Dragonwell 1.8.0 Runtime Environment slowdebug
texlive-hyphenat,工具,库,库, Disable/enable hypenation," This package can disable all hyphenation or enable hyphenation
of non-alphabetics or monospaced fonts. The package can also
enable hyphenation within 'words' that contain non-alphabetic
characters (e.g., that include underscores), and hyphenation of
text typeset in monospaced (e.g., cmtt) fonts."
mcpp,工具,库,库, Alternative C/C++ preprocessor," C/C++ preprocessor defines and expands macros and processes '#if',
'#include' and some other directives.

MCPP is an alternative C/C++ preprocessor with the highest conformance.
It supports multiple standards: K&R, ISO C90, ISO C99, and ISO C++98.
MCPP is especially useful for debugging a source program which uses
complicated macros and also useful for checking portability of a source.

Though mcpp could be built as a replacement of GCC's resident
preprocessor or as a stand-alone program without using library build of
mcpp, this package installs only a program named 'mcpp' which links
shared library of mcpp and behaves independent from GCC."
maven-script-interpreter,工具,工具,库, Maven Script Interpreter," This component provides some utilities to interpret/execute some scripts for
various implementations: Groovy or BeanShell."
PackageKit,服务,服务,库, Package management service," PackageKit is a D-Bus abstraction layer that allows the session user
to manage packages in a secure way using a cross-distro,
cross-architecture API."
nodejs-full-i18n,库,库,工具, Non-English locale data for Node.js," Optional data files to provide full-icu support for Node.js. Remove this
package to save space if non-English locales are not needed."
kf5-solid,工具,工具,库, KDE Frameworks 5 Tier 1 integration module that provides hardware information," Solid provides the following features for application developers:
 - Hardware Discovery
 - Power Management
 - Network Management"
mingw64-bzip2,工具,工具,库, 64 Bit version of bzip2 for Windows," Bzip2 is a freely available, patent-free, high quality data compressor.
Bzip2 compresses files to within 10 to 15 percent of the capabilities
of the best techniques available.  However, bzip2 has the added benefit
of being approximately two times faster at compression and six times
faster at decompression than those techniques.  Bzip2 is not the
fastest compression utility, but it does strike a balance between speed
and compression capability.

This package contains development tools and libraries for use when
cross-compiling Windows software."
rrdtool,工具,工具,库, Round Robin Database Tool to store and display time-series data," RRD is the Acronym for Round Robin Database. RRD is a system to store and
display time-series data (i.e. network bandwidth, machine-room temperature,
server load average). It stores the data in a very compact way that will not
expand over time, and it presents useful graphs by processing the data to
enforce a certain data density. It can be used either via simple wrapper
scripts (from shell or Perl) or via frontends that poll network devices and
put a friendly user interface on it."
tigervnc-server-module,库,服务,服务, TigerVNC module to Xorg," This package contains libvnc.so module to X server, allowing others
to access the desktop on your machine."
xdg-desktop-portal-gtk,服务,库,库, Backend implementation for xdg-desktop-portal using GTK+," A backend implementation for xdg-desktop-portal that is using GTK+ and various
pieces of GNOME infrastructure, such as the org.gnome.Shell.Screenshot or
org.gnome.SessionManager D-Bus interfaces."
xmltoman,工具,工具,库, Scripts for converting XML to roff or HTML," This package provides xmltoman and xmlmantohtml scripts, to compile
the xml representation of manual page to either roff source, or HTML
(while providing the CSS stylesheet for eye-candy look). XSL stylesheet
for doing rougly the same job is provided."
dconf,工具,库,服务, A configuration system," dconf is a low-level configuration system. Its main purpose is to provide a
backend to the GSettings API in GLib."
pidgin-sipe,工具,库,库, Pidgin protocol plugin to connect to MS Office Communicator," A third-party plugin for the Pidgin multi-protocol instant messenger.
It implements the extended version of SIP/SIMPLE used by various products:

    * Skype for Business
    * Microsoft Office 365
    * Microsoft Business Productivity Online Suite (BPOS)
    * Microsoft Lync Server
    * Microsoft Office Communications Server (OCS 2007/2007 R2)
    * Microsoft Live Communications Server (LCS 2003/2005)

With this plugin you should be able to replace your Microsoft Office
Communicator client with Pidgin.

This package provides the icon set for Pidgin."
mecab-ipadic,工具,库,库, IPA dictionary for MeCab," MeCab IPA is a dictionary for MeCab using CRF estimation
based on IPA corpus.
This dictionary is for UTF-8 use."
kernel-abi-stablelists,其它,其它,服务,The Red Hat Enterprise Linux kernel ABI symbol stablelists ,"The kABI package contains information pertaining to the Red Hat Enterprise
Linux kernel ABI, including lists of kernel symbols that are needed by
external Linux kernel modules, and a yum plugin to aid enforcement. "
kpatch-dnf,工具,工具,库,kpatch-patch manager plugin for DNF ,"kpatch-dnf is a DNF plugin that manages subscription to kpatch-patch updates.
When enabled, kernel packages are automatically subscribed to corresponding
kpatch-patch packages updates. "
kubernetes-kubeadm,工具,工具,服务, Kubernetes tool for standing up clusters, Kubernetes tool for standing up clusters
pcp-import-ganglia2pcp,工具,服务,库, Performance Co-Pilot tools for importing ganglia data into PCP archive logs," Performance Co-Pilot (PCP) front-end tools for importing ganglia data
into standard PCP archive logs for replay with any PCP monitoring tool."
sane-backends,库,库,工具, Scanner access software," Scanner Access Now Easy (SANE) is a universal scanner interface.  The
SANE application programming interface (API) provides standardized
access to any raster image scanner hardware (flatbed scanner,
hand-held scanner, video and still cameras, frame-grabbers, etc.)."
c2esp,服务,库,库, CUPS driver for Kodak AiO printers, CUPS filters and drivers for Kodak ESP and Hero all in one printers.
p11-kit-server,服务,工具,库,Server and client commands for p11-kit ,"The p11-kit-server package contains command line tools that enable to
export PKCS#11 modules through a Unix domain socket.  Note that this
feature is still experimental. "
fcitx-gtk2,工具,库,库, Fcitx IM module for gtk2, This package contains Fcitx IM module for gtk2.
lvm2-lockd,服务,服务,库,LVM locking daemon ,"
LVM commands use lvmlockd to coordinate access to shared storage. "
texlive-eurosym,工具,工具,库, MetaFont and macros for Euro sign," The new European currency symbol for the Euro implemented in
MetaFont, using the official European Commission dimensions,
and providing several shapes (normal, slanted, bold, outline).
The package also includes a LaTeX package which defines the
macro, pre-compiled tfm files, and documentation."
velocity-manual,库,库,服务, Manual for velocity, Documentation for velocity.
llvm-toolset,工具,工具,服务, Package that installs llvm-toolset, This is the main package for llvm-toolset.
sos-audit,工具,工具,服务,Audit use of some commands for support purposes ,"
Sos-audit provides configuration files for the Linux Auditing System
to track the use of some commands capable of changing the configuration
of the system. Currently storage and filesystem commands are audited. "
jmc-core,库,工具,工具, Core API for JDK Mission Control," JDK Mission Control is an advanced set of tools that enables efficient and
detailed analysis of the extensive data collected by Flight Recorder. The
tool chain enables developers and administrators to collect and analyze data
from Java applications running locally or deployed in production environments."
vulkan-loader,服务,工具,库, Vulkan ICD desktop loader," This project provides the Khronos official Vulkan ICD desktop
loader for Windows, Linux, and MacOS."
texlive-fncychap,库,库,工具, Seven predefined chapter heading styles," Each style can be modified using a set of simple commands.
Optionally one can modify the formatting routines in order to
create additional chapter headings. This package was previously
known as FancyChapter."
usbguard,服务,服务,库, A tool for implementing USB device usage policy," The USBGuard software framework helps to protect your computer against rogue USB
devices by implementing basic whitelisting/blacklisting capabilities based on
USB device attributes."
texlive-norasi-c90,库,库,工具, TeX support (from CJK) for the norasi font in thailatex, norasi-c90 package
libini_config,库,库,工具, INI file parser for C," Library to process config files in INI format into a libcollection data
structure"
seavgabios-bin,工具,库,库, Seavgabios for x86, SeaVGABIOS is an open-source VGABIOS implementation.
clevis-udisks2,工具,库,库, UDisks2/Storaged integration for clevis," Automatically unlocks LUKS block devices in desktop environments that
use UDisks2 or storaged (like GNOME)."
mrtg,工具,工具,库, Multi Router Traffic Grapher," The Multi Router Traffic Grapher (MRTG) is a tool to monitor the traffic
load on network-links. MRTG generates HTML pages containing PNG
images which provide a LIVE visual representation of this traffic."
maven-shade-plugin,工具,工具,库, This plugin provides the capability to package the artifact in an uber-jar," This plugin provides the capability to package the artifact in an
uber-jar, including its dependencies and to shade - i.e. rename - the
packages of some of the dependencies."
systemtap-exporter,服务,服务,工具, Systemtap-prometheus interoperation mechanism," This package includes files for a systemd service that manages
systemtap sessions and relays prometheus metrics from the sessions
to remote requesters on demand."
bind-libs,库,库,服务, Libraries used by the BIND DNS packages," Contains heavyweight version of BIND suite libraries used by both named DNS
server and utilities in bind-utils package."
rsyslog-mmfields,库,库,服务, Fields extraction module," The mmfield module permits to extract fields. Using this module is of special
advantage if a field-based log format is to be processed, like for example CEF
and either a large number of fields is needed or a specific field is used multiple
times inside filters."
pipewire-utils,工具,工具,服务, PipeWire media server utilities, This package contains command line utilities for the PipeWire media server.
teamd,服务,服务,库, Team network device control daemon, The teamd package contains team network device control daemon.
java-11-alibaba-dragonwell-headless-slowdebug,工具,库,库, Alibaba Dragonwell11 Runtime Environment headless slowdebug, Alibaba Dragonwell11 Runtime Environment headless slowdebug
nasm,工具,工具,库, A portable x86 assembler which uses Intel-like syntax," NASM is the Netwide Assembler, a free portable assembler for the Intel
80x86 microprocessor series, using primarily the traditional Intel
instruction mnemonics and syntax."
network-scripts,服务,工具,工具, Legacy scripts for manipulating of network devices," This package contains the legacy scripts for activating & deactivating of most
network interfaces. It also provides a legacy version of 'network' service.

The 'network' service is enabled by default after installation of this package,
and if the network-scripts are installed alongside NetworkManager, then the
ifup/ifdown commands from network-scripts take precedence over the ones provided
by NetworkManager.

If user has both network-scripts & NetworkManager installed, and wishes to
use ifup/ifdown from NetworkManager primarily, then they has to run command:
 $ update-alternatives --config ifup

Please note that running the command above will also disable the 'network'
service."
openwsman-server,服务,库,库, Openwsman Server and service libraries, Openwsman Server and service libraries.
spec-version-maven-plugin,库,工具,工具, Spec Version Maven Plugin," Maven Plugin to configure APIs version and
specs in a MANIFEST.MF file."
