name,label,bert_pred,graph_pred,summary,description
PackageKit-gtk3-module,库,其它,库, Install fonts automatically using PackageKit," The PackageKit GTK3+ module allows any Pango application to install
fonts from configured repositories using PackageKit."
gutenprint-plugin,库,工具,工具, GIMP plug-in for gutenprint, This package contains the gutenprint GIMP plug-in.
compat-guile18,工具,库,库, A GNU implementation of Scheme for application extensibility," GUILE (GNU's Ubiquitous Intelligent Language for Extension) is a library
implementation of the Scheme programming language, written in C.  GUILE
provides a machine-independent execution platform that can be linked in
as a library during the building of extensible programs.

Install the compat-guile18 package if you'd like to add extensibility to
programs that you are developing."
sssd-common,服务,库,库, Common files for the SSSD," Common files for the SSSD. The common package includes all the files needed
to run a particular back end, however, the back ends are packaged in separate
sub-packages such as sssd-ldap."
perl-FileCache,库,工具,库, Keep more files open than the system permits," The ""cacheout"" function will make sure that there's a file handle open
for reading or writing available as the path name you give it. It
automatically closes and re-opens files if you exceed your system
maximum number of file descriptors, or the suggested maximum."
NetworkManager-cloud-setup,服务,工具,服务, Automatically configure NetworkManager in cloud," Installs a nm-cloud-setup tool that can automatically configure
NetworkManager in cloud setups. Currently only EC2 is supported.
This tool is still experimental."
efi-srpm-macros,库,工具,工具, Common SRPM Macros for building EFI-related packages, efi-srpm-macros provides a set of SRPM macros for use in EFI-related packages.
kde-settings-plasma,工具,库,工具, Configuration files for plasma, Configuration files for plasma.
samba-common,服务,工具,服务, Files used by both Samba servers and clients," samba-common provides files necessary for both the server and client
packages of Samba."
memtest86+,工具,库,工具,Stand-alone memory tester for x86 and x86-64 computers ,"Memtest86+ is a thorough stand-alone memory test for x86 and x86-64
architecture computers. BIOS based memory tests are only a quick
check and often miss many of the failures that are detected by
Memtest86+.

The ELF version should be used for booting from grub,
and avoids the following errors:
""Error 7: Loading below 1MB is not supported""
""Error 13: Invalid or unsupported executable format""
""Error 28: Selected item cannot fit into memory""

The script '/usr/sbin/memtest-setup' can be run (as root)
to add the memtest86+ entry to your GRUB boot menu. "
deepin-pw-check,服务,工具,库, Used to check password and manager the configuration for password.," In order to unify the authentication interface,
this interface is designed to adapt to fingerprint, face and other authentication methods."
perl-Text-Diff,库,工具,库, Perform diffs on files and record sets," Text::Diff provides a basic set of services akin to the GNU diff utility.
It is not anywhere near as feature complete as GNU diff, but it is better
integrated with Perl and available on all platforms. It is often faster
than shelling out to a system's diff executable for small files, and
generally slower on larger files."
golang-github-lofanmi-pinyin,库,工具,其它, lofanmi-pinyin, go-pinyin
perl-Sys-CPU,库,服务,库,Getting CPU information ,"Perl extension for getting CPU information.
Currently only number of CPU's supported. "
alsa-firmware,服务,其它,服务, Firmware for several ALSA-supported sound cards," This package contains the firmware binaries for a number of sound cards.
Some (but not all of these) require firmware loaders which are included in
the alsa-tools-firmware package."
gitweb,工具,库,库, Simple web interface to git repositories, Simple web interface to git repositories.
texlive-datetime,工具,库,工具, Change format of \today with commands for current time," Provides various different formats for the text created by the
command \today, and also provides commands for displaying the
current time (or any given time), in 12-hour, 24-hour or text
format. The package overrides babel's date format, having its
own library of date formats in different languages. The package
requires the fmtcount package."
libref_array,库,工具,库, A refcounted array for C," A dynamically-growing, reference-counted array"
accountsservice,服务,工具,工具, D-Bus interfaces for querying and manipulating user account information," The accountsservice project provides a set of D-Bus interfaces for
querying and manipulating user account information and an implementation
of these interfaces, based on the useradd, usermod and userdel commands."
keentune-target,服务,工具,工具," Parameters setting, reading and backup models for KeenTune"," Parameters setting, reading and backup models for KeenTune"
highlight-gui,工具,库,库, GUI for the hihghlight source code formatter, A Qt-based GUI for the highlight source code formatter source.
texlive-powerdot,工具,库,工具, A presentation class," Powerdot is a presentation class for LaTeX that allows for the
quick and easy development of professional presentations. It
comes with many tools that enhance presentations and aid the
presenter. Examples are automatic overlays, personal notes and
a handout mode. To view a presentation, DVI, PS or PDF output
can be used. A powerful template system is available to easily
develop new styles. A LyX layout file is provided."
spirv-tools,工具,库,库, API and commands for processing SPIR-V modules," The package includes an assembler, binary module parser,
disassembler, and validator for SPIR-V.."
vapoursynth-plugins,库,工具,库, VapourSynth plugins, VapourSynth plugins.
gpac,库,工具,库, MPEG-4 multimedia framework," GPAC is a multimedia framework based on the MPEG-4 Systems standard developed
from scratch in ANSI C.  The original development goal is to provide a clean,
small and flexible alternative to the MPEG-4 Systems reference software.

GPAC features the integration of recent multimedia standards (SVG/SMIL, VRML,
X3D, SWF, 3GPP(2) tools and more) into a single framework. GPAC also features
MPEG-4 Systems encoders/multiplexers, publishing tools for content distribution
for MP4 and 3GPP(2) files and many tools for scene descriptions
(MPEG4 <-> VRML <-> X3D converters, SWF -> MPEG-4, etc)."
gvfs-client,库,工具,库, Client modules of backends for the gio framework in GLib," The gvfs package provides client modules of backend implementations for the gio
framework in GLib."
texlive-hyphenat,工具,库,工具, Disable/enable hypenation," This package can disable all hyphenation or enable hyphenation
of non-alphabetics or monospaced fonts. The package can also
enable hyphenation within 'words' that contain non-alphabetic
characters (e.g., that include underscores), and hyphenation of
text typeset in monospaced (e.g., cmtt) fonts."
PackageKit,服务,工具,库, Package management service," PackageKit is a D-Bus abstraction layer that allows the session user
to manage packages in a secure way using a cross-distro,
cross-architecture API."
anolis-gpg-keys,其它,服务,其它, Anolis OS RPM keys, Anolis OS RPM signature keys
pidgin-sipe,工具,服务,库, Pidgin protocol plugin to connect to MS Office Communicator," A third-party plugin for the Pidgin multi-protocol instant messenger.
It implements the extended version of SIP/SIMPLE used by various products:

    * Skype for Business
    * Microsoft Office 365
    * Microsoft Business Productivity Online Suite (BPOS)
    * Microsoft Lync Server
    * Microsoft Office Communications Server (OCS 2007/2007 R2)
    * Microsoft Live Communications Server (LCS 2003/2005)

With this plugin you should be able to replace your Microsoft Office
Communicator client with Pidgin.

This package provides the icon set for Pidgin."
mecab-ipadic,工具,库,工具, IPA dictionary for MeCab," MeCab IPA is a dictionary for MeCab using CRF estimation
based on IPA corpus.
This dictionary is for UTF-8 use."
kernel-abi-stablelists,其它,库,库,The Red Hat Enterprise Linux kernel ABI symbol stablelists ,"The kABI package contains information pertaining to the Red Hat Enterprise
Linux kernel ABI, including lists of kernel symbols that are needed by
external Linux kernel modules, and a yum plugin to aid enforcement. "
java-1.8.0-alibaba-dragonwell-headless-fastdebug,库,工具,库, Alibaba Dragonwell 1.8.0 Runtime Environment headless fastdebug, Alibaba Dragonwell 1.8.0 Runtime Environment headless fastdebug
php-pecl-zip,库,工具,库, A ZIP archive management extension, Zip is an extension to create and read zip files.
ibus-libzhuyin,库,工具,库, New Zhuyin engine based on libzhuyin for IBus," It includes a Chinese Zhuyin (Bopomofo) input method
based on libzhuyin for IBus."
p11-kit-server,服务,工具,库,Server and client commands for p11-kit ,"The p11-kit-server package contains command line tools that enable to
export PKCS#11 modules through a Unix domain socket.  Note that this
feature is still experimental. "
fcitx-gtk2,工具,库,工具, Fcitx IM module for gtk2, This package contains Fcitx IM module for gtk2.
update-motd,服务,工具,服务, Framework for dynamically generating MOTD," Framework and scripts for producing a dynamically generated Message Of The Day.
Based on and compatible with the framework implemented Ubuntu."
sos-audit,工具,服务,服务,Audit use of some commands for support purposes ,"
Sos-audit provides configuration files for the Linux Auditing System
to track the use of some commands capable of changing the configuration
of the system. Currently storage and filesystem commands are audited. "
jmc-core,库,工具,工具, Core API for JDK Mission Control," JDK Mission Control is an advanced set of tools that enables efficient and
detailed analysis of the extensive data collected by Flight Recorder. The
tool chain enables developers and administrators to collect and analyze data
from Java applications running locally or deployed in production environments."
vulkan-loader,服务,工具,库, Vulkan ICD desktop loader," This project provides the Khronos official Vulkan ICD desktop
loader for Windows, Linux, and MacOS."
texlive-fncychap,库,工具,工具, Seven predefined chapter heading styles," Each style can be modified using a set of simple commands.
Optionally one can modify the formatting routines in order to
create additional chapter headings. This package was previously
known as FancyChapter."
anolis-logos-httpd,库,工具,工具,Anolis OS related icons and pictures used by httpd ,"Licensed only for approved usage, see COPYING for details. "
mercurial-hgk,工具,库,库, Hgk interface for mercurial," A Mercurial extension for displaying the change history graphically
using Tcl/Tk.  Displays branches and merges in an easily
understandable way and shows diffs for each revision.  Based on
gitk for the git SCM.

Adds the ""hg view"" command.  See
http://www.selenic.com/mercurial/wiki/index.cgi/UsingHgk for more
documentation."
texlive-listings,工具,库,工具, Typeset source code listings using LaTeX," Typeset programs (programming code) within LaTeX. The source
code is read directly by TeX. Keywords, comments and strings
can be typeset using different styles (default is bold for
keywords, italic for comments and no special style for
strings). Includes support for hyperref. To use, simply
\usepackage{listings}, identify the language with
\lstset{language=Python}, then employ the \begin{lstlisting}
... \end{lstlisting} environment or the
\lstinputlisting{filename.py} command. Short (in-line) listings
are also available, using either \lstinline|...| or | ... |
(after defining the | token with the \lstMakeShortInline
command)."
texlive-norasi-c90,库,工具,工具, TeX support (from CJK) for the norasi font in thailatex, norasi-c90 package
seavgabios-bin,工具,库,库, Seavgabios for x86, SeaVGABIOS is an open-source VGABIOS implementation.
maven-shade-plugin,工具,库,工具, This plugin provides the capability to package the artifact in an uber-jar," This plugin provides the capability to package the artifact in an
uber-jar, including its dependencies and to shade - i.e. rename - the
packages of some of the dependencies."
qdox,库,工具,库, Extract class/interface/method definitions from sources," QDox is a high speed, small footprint parser
for extracting class/interface/method definitions
from source files complete with JavaDoc @tags.
It is designed to be used by active code
generators or documentation tools."
perl-Text-Balanced,库,工具,库, Extract delimited text sequences from strings," These Perl subroutines may be used to extract a delimited substring, possibly
after skipping a specified prefix string."
java-1.8.0-alibaba-dragonwell-demo-fastdebug,库,工具,库, Alibaba Dragonwell 1.8.0 Runtime Environment demofastdebug, Alibaba Dragonwell 1.8.0 Runtime Environment demo fastdebug
openwsman-server,服务,库,库, Openwsman Server and service libraries, Openwsman Server and service libraries.
spec-version-maven-plugin,库,工具,工具, Spec Version Maven Plugin," Maven Plugin to configure APIs version and
specs in a MANIFEST.MF file."
poppler-data,库,工具,工具, Encoding files for use with poppler," This package consists of encoding files for use with poppler. The encoding
files are optional and poppler will automatically read them if they are present.

When installed, the encoding files enables poppler to correctly render both CJK
and Cyrrilic characters properly."
java-11-alibaba-dragonwell-src-fastdebug,库,工具,库, Alibaba Dragonwell11 Runtime Environment src fastdebug, Alibaba Dragonwell11 Runtime Environment src fastdebug
qt5-doctools,工具,库,库, Qt5 doc tools package, Qt5 doc tools package.
mingw32-openssl,库,工具,库, MinGW port of the OpenSSL toolkit," The OpenSSL toolkit provides support for secure communications between
machines. OpenSSL includes a certificate management tool and shared
libraries which provide various cryptographic algorithms and
protocols.

This package contains Windows (MinGW) libraries and development tools."
anolis-release,其它,工具,其它,Anolis OS 8 release file ,Anolis OS 8 release files 
hawtjni,库,工具,工具, Code generator that produces the JNI code," HawtJNI is a code generator that produces the JNI code needed to
implement java native methods. It is based on the jnigen code generator
that is part of the SWT Tools project which is used to generate all the
JNI code which powers the eclipse platform."
totem,工具,服务,库, Movie player for GNOME," Totem is simple movie player for the GNOME desktop. It features a
simple playlist, a full-screen mode, seek and volume controls, as well as
a pretty complete keyboard navigation.

Totem is extensible through a plugin system."
ansible-core,工具,服务,库," SSH-based configuration management, deployment, and task execution system"," Ansible is a radically simple model-driven configuration management,
multi-node deployment, and remote task execution system. Ansible works
over SSH and does not require any software or daemons to be installed
on remote nodes. Extension modules can be written in any language and
are transferred to managed machines automatically."
aqute-bnd,库,工具,库, BND Tool," The bnd tool helps you create and diagnose OSGi bundles.
The key functions are:
- Show the manifest and JAR contents of a bundle
- Wrap a JAR so that it becomes a bundle
- Create a Bundle from a specification and a class path
- Verify the validity of the manifest entries
The tool is capable of acting as:
- Command line tool
- File format
- Directives
- Use of macros"
fence-agents-common,服务,库,库, Common base for Fence Agents," A collection of executables to handle isolation (""fencing"") of possibly
misbehaving hosts by the means of remote power management, blocking
network, storage, or similar.

This package contains support files including the Python fencing library."
postfix-pgsql,库,工具,工具, Postfix PostgreSQL map support," This provides support for PostgreSQL  maps in Postfix. If you plan to use
PostgreSQL maps with Postfix, you need this."
opensp,库,工具,库, SGML and XML parser," OpenSP is an implementation of the ISO/IEC 8879:1986 standard SGML
(Standard Generalized Markup Language). OpenSP is based on James
Clark's SP implementation of SGML. OpenSP is a command-line
application and a set of components, including a generic API."
texlive-fonts-tlwg,工具,其它,工具, Thai fonts for LaTeX from TLWG," A collection of free Thai fonts, supplied as FontForge sources,
and with LaTeX .fd files. This package depends on the thailatex
package."
gnome-keyring-pam,工具,库,服务, Pam module for unlocking keyrings," The gnome-keyring-pam package contains a pam module that can
automatically unlock the ""login"" keyring when the user logs in."
texlive-luatexbase,库,工具,工具, Basic resource management for LuaTeX code," The bundle provides basic facilities for LuaTeX macro
programmers, mostly resource allocation and convenience
packages. Provided are: luatexbase-attr: attribute allocation;
luatexbase-cctb: catcode table allocation; luatexbase-compat:
compatibility helpers; luatexbase-loader: Lua module loading;
luatexbase-modutils: Lua module declaration; luatexbase-mcb:
callbacks extension; and luatexbase-regs: allocation of
registers and the like. In addition, the (unadorned) luatexbase
package loads all the above in one fell swoop."
python3-botocore,库,工具,工具," Low-level, data-driven core of boto 3"," A low-level interface to a growing number of Amazon Web Services. The
botocore package is the foundation for the AWS CLI as well as boto3."
imsettings-xim,工具,库,工具, XIM support on imsettings," IMSettings is a framework that delivers Input Method
settings and applies the changes so they take effect
immediately without any need to restart applications
or the desktop.

This package contains a module to get this working with XIM."
texlive-updmap-map,工具,库,工具, Font maps, Font maps.
oceanbase-ce,服务,库,库, OceanBase CE is a distributed relational database, OceanBase CE is a distributed relational database
maven-doxia-sink-api,库,工具,库, Sink-api module for maven-doxia, This package provides Sink-api module for maven-doxia.
qrencode,工具,库,库, Generate QR 2D barcodes," Qrencode is a utility software using libqrencode to encode string data in
a QR Code and save as a PNG image."
java-1.8.0-alibaba-dragonwell-demo-slowdebug,库,工具,库, Alibaba Dragonwell 1.8.0 Runtime Environment demoslowdebug, Alibaba Dragonwell 1.8.0 Runtime Environment demo slowdebug
xmvn-mojo,库,工具,工具, XMvn MOJO," This package provides XMvn MOJO, which is a Maven plugin that consists
of several MOJOs.  Some goals of these MOJOs are intended to be
attached to default Maven lifecycle when building packages, others can
be called directly from Maven command line."
pipewire-libs,服务,库,库, Libraries for PipeWire clients," This package contains the runtime libraries for any application that wishes
to interface with a PipeWire media server."
fuse-exfat,工具,服务,库, Free exFAT file system implementation," This driver is the first free exFAT file system implementation with write
support. exFAT is a simple file system created by Microsoft. It is intended
to replace FAT32 removing some of it's limitations. exFAT is a standard FS
for SDXC memory cards."
maven-hawtjni-plugin,库,工具,工具, Use HawtJNI from a maven plugin, This package allows to use HawtJNI from a maven plugin.
openssl,工具,库,工具, Utilities from the general purpose cryptography library with TLS implementation," The OpenSSL toolkit provides support for secure communications between
machines. OpenSSL includes a certificate management tool and shared
libraries which provide various cryptographic algorithms and
protocols."
libmemcached,工具,库,库, Client library and command line tools for memcached server," libmemcached is a C/C++ client library and tools for the memcached server
(http://memcached.org/). It has been designed to be light on memory
usage, and provide full access to server side methods.

It also implements several command line tools:

memaslap    Load testing and benchmarking a server
memcapable  Checking a Memcached server capibilities and compatibility
memcat      Copy the value of a key to standard output
memcp       Copy data to a server
memdump     Dumping your server
memerror    Translate an error code to a string
memexist    Check for the existance of a key
memflush    Flush the contents of your servers
memparse    Parse an option string
memping     Test to see if a server is available.
memrm       Remove a key(s) from the server
memslap     Generate testing loads on a memcached cluster
memstat     Dump the stats of your servers to standard output
memtouch    Touches a key"
perl-ExtUtils-Manifest,库,工具,库, Utilities to write and check a MANIFEST file, Utilities to write and check a MANIFEST file.
ctdb,服务,库,库,A Clustered Database based on Samba's Trivial Database (TDB) ,"CTDB is a cluster implementation of the TDB database used by Samba and other
projects to store temporary data. If an application is already using TDB for
temporary data it is very easy to convert that application to be cluster aware
and use CTDB instead. "
texlive-fontwrap,库,其它,工具, Bind fonts to specific unicode blocks," The package (which runs under XeLaTeX) lets you bind fonts to
specific unicode blocks, for automatic font tagging of
multilingual text. The package uses Perl (via perltex) to
construct its tables."
vim-filesystem,库,工具,工具, VIM filesystem layout," This package provides some directories which are required by other
packages that add vim files, p.e.  additional syntax files or filetypes."
babl-devel-docs,库,工具,库, Documentation for developing programs that will use babl, This package contains documentation needed for developing with babl.
pcs,工具,服务,库, Pacemaker Configuration System," pcs is a corosync and pacemaker configuration tool.  It permits users to
easily view, modify and create pacemaker based clusters."
grafana,服务,工具,工具, Metrics dashboard and graph editor," Grafana is an open source, feature rich metrics dashboard and graph editor for
Graphite, InfluxDB & OpenTSDB."
openssl-pkcs11,库,工具,库,A PKCS#11 engine for use with OpenSSL ,"openssl-pkcs11 enables hardware security module (HSM), and smart card support in
OpenSSL applications. More precisely, it is an OpenSSL engine which makes
registered PKCS#11 modules available for OpenSSL applications. The engine is
optional and can be loaded by configuration file, command line or through the
OpenSSL ENGINE API. "
gssproxy,服务,库,库,GSSAPI Proxy ,A proxy for GSSAPI credential handling 
adobe-mappings-cmap,其它,工具,其它, CMap resources for Adobe's character collections," CMap (Character Map) resources are used to unidirectionally map character codes,
such as Unicode encoding form, to CIDs (Character IDs -- meaning glyphs) of a
CIDFont resource.

These CMap resources are useful for some applications (e.g. Ghostscript) to
correctly display text containing Japanese, (Traditional) Chinese, or Korean
characters."
gvfs,服务,工具,库, Backends for the gio framework in GLib," The gvfs package provides backend implementations for the gio
framework in GLib. It includes ftp, sftp, cifs."
pmix,库,工具,工具, Process Management Interface Exascale (PMIx)," The Process Management Interface (PMI) has been used for quite some time as
a means of exchanging wireup information needed for interprocess
communication. Two versions (PMI-1 and PMI-2) have been released as part of
the MPICH effort. While PMI-2 demonstrates better scaling properties than its
PMI-1 predecessor, attaining rapid launch and wireup of the roughly 1M
processes executing across 100k nodes expected for exascale operations remains
challenging.

PMI Exascale (PMIx) represents an attempt to resolve these questions by
providing an extended version of the PMI standard specifically designed to
support clusters up to and including exascale sizes. The overall objective of
the project is not to branch the existing pseudo-standard definitions - in
fact, PMIx fully supports both of the existing PMI-1 and PMI-2 APIs - but
rather to (a) augment and extend those APIs to eliminate some current
restrictions that impact scalability, and (b) provide a reference
implementation of the PMI-server that demonstrates the desired level of
scalability."
pykickstart,工具,库,库, Python utilities for manipulating kickstart files.," Python utilities for manipulating kickstart files.  The Python 2 and 3 libraries
can be found in the packages python-kickstart and python3-kickstart
respectively."
ipmitool,工具,服务,服务, Utility for IPMI control," This package contains a utility for interfacing with devices that support
the Intelligent Platform Management Interface specification.  IPMI is
an open standard for machine health, inventory, and remote power control.

This utility can communicate with IPMI-enabled devices through either a
kernel driver such as OpenIPMI or over the RMCP LAN protocol defined in
the IPMI specification.  IPMIv2 adds support for encrypted LAN
communications and remote Serial-over-LAN functionality.

It provides commands for reading the Sensor Data Repository (SDR) and
displaying sensor values, displaying the contents of the System Event
Log (SEL), printing Field Replaceable Unit (FRU) information, reading and
setting LAN configuration, and chassis power control."
jolokia-jvm-agent,库,服务,库, Jolokia JVM Agent, Jolokia JVM Agent.
perl-Role-Tiny,库,工具,库, A nouvelle cuisine portion size slice of Moose, Role::Tiny is a minimalist role composition tool.
glibc-utils,工具,库,工具, Development utilities from GNU C library," The glibc-utils package contains memusage, a memory usage profiler,
mtrace, a memory leak tracer and xtrace, a function call tracer
which can be helpful during program debugging.

If unsure if you need this, don't install this package."
deepin-reader,服务,工具,库," A simple PDF reader, supporting bookmarks, highlights and annotations"," A simple PDF reader, supporting bookmarks, highlights and annotations."
mingw64-openssl,库,工具,库, MinGW port of the OpenSSL toolkit," The OpenSSL toolkit provides support for secure communications between
machines. OpenSSL includes a certificate management tool and shared
libraries which provide various cryptographic algorithms and
protocols.

This package contains Windows (MinGW) libraries and development tools."
mesa-filesystem,库,服务,服务, Mesa driver filesystem, Mesa driver filesystem.
gcc-toolset-9-dyninst-testsuite,工具,库,库, Programs for testing Dyninst," dyninst-testsuite includes the test harness and target programs for
making sure that dyninst works properly."
appstream-data,库,工具,工具, Cached AppStream metadata," This package provides the distribution specific AppStream metadata required
for the GNOME and KDE software centers."
redhat-support-tool,工具,库,库, Tool for console access to Red Hat subscriber services," This package contains the Red Hat Support Tool.  The Red Hat Support Tool
provides console based access to Red Hat's subscriber services.  These
services include, but are not limited to, console based access to
knowledge-base solutions, case management, automated diagnostic
services, etc."
policycoreutils-newrole,工具,服务,库,The newrole application for RBAC/MLS ,"RBAC/MLS policy machines require newrole as a way of changing the role
or level of a logged in user. "
mariadb-oqgraph-engine,库,工具,库, The Open Query GRAPH engine for MariaDB," The package provides Open Query GRAPH engine (OQGRAPH) as plugin for MariaDB
database server. OQGRAPH is a computation engine allowing hierarchies and more
complex graph structures to be handled in a relational fashion. In a nutshell,
tree structures and friend-of-a-friend style searches can now be done using
standard SQL syntax, and results joined onto other tables."
unicode-ucd-unihan,库,工具,库, Unicode Han Database," This package contains Unihan.zip which contains the data files for the Unified
Han database of Hanzi/Kanji/Hanja Chinese characters."
cockpit-composer,服务,工具,服务, Composer GUI for use with Cockpit," Composer generates custom images suitable for deploying systems or uploading to
the cloud. It integrates into Cockpit as a frontend for osbuild."
kernel-debug-modules-internal,库,其它,服务, Extra kernel modules to match the debug kernel, This package provides kernel modules for the debug kernel package for Alibaba Cloud Linux internal usage.
babel,工具,库,库, Tools for internationalizing Python applications," Babel is composed of two major parts:

* tools to build and work with gettext message catalogs

* a Python interface to the CLDR (Common Locale Data Repository),
  providing access to various locale display names, localized number
  and date formatting, etc."
gnome-photos,服务,工具,工具," Access, organize and share your photos on GNOME"," A simple application to access, organize and share your photos on
GNOME. It is meant to be a simple and elegant replacement for using a
file manager to deal with photos. Seamless cloud integration is offered
through GNOME Online Accounts."
