name,label,pred,summary,description
rubygem-rspec-mocks,库,库, RSpec's 'test double' framework (mocks and stubs)," rspec-mocks provides a test-double framework for rspec including support
for method stubs, fakes, and message expectations."
texlive-bigfoot,工具,工具, Footnotes for critical editions," The package aims to provide a 'one-stop' solution to
requirements for footnotes. It offers: - Multiple footnote
apparatus superior to that of the manyfoot; - Footnotes can be
formatted in separate paragraphs, or be run into a single
paragraph (this choice may be selected per footnote series); -
Things you might have expected (like \verb-like material in
footnotes, and colour selections over page breaks) now work.
Note that the majority of the bigfoot package's interface is
identical to that of manyfoot; users should seek information
from that package's documentation. The bigfoot bundle also
provides the perpage and suffix packages."
libffado,库,服务, Free firewire audio driver library," The FFADO project aims to provide a generic, open-source solution for the
support of FireWire based audio devices for the Linux platform. It is the
successor of the FreeBoB project."
python3-libproxy,库,库,Binding for libproxy and python3 ,The python3 binding for libproxy 
maven-doxia-modules,工具,库, Doxia modules for several markup languages., This package provides Doxia modules for several markup languages..
java-1.8.0-openjdk-accessibility,库,库, OpenJDK 8 accessibility connector," Enables accessibility support in OpenJDK 8 by using java-atk-wrapper. This allows
compatible at-spi2 based accessibility programs to work for AWT and Swing-based
programs.

Please note, the java-atk-wrapper is still in beta, and OpenJDK 8 itself is still
being tuned to be working with accessibility features. There are known issues
with accessibility on, so please do not install this package unless you really
need to."
langpacks-ve,其它,其它, Venda langpacks meta-package, This package provides Venda langpacks meta-package.
augeas-libs,库,库, Libraries for augeas," The libraries for augeas.

Augeas is a library for programmatically editing configuration files. It parses
configuration files into a tree structure, which it exposes through its
public API. Changes made through the API are written back to the initially
read files."
timedatex,服务,服务,D-Bus service for system clock and RTC settings ,"timedatex is a D-Bus service that implements the org.freedesktop.timedate1
interface. It can be used to read and set the system clock, the real-time clock
(RTC), the system timezone, and enable or disable an NTP client installed on
the system. It is a replacement for the systemd-timedated service. "
google-noto-sans-telugu-fonts,其它,其它, Sans Telugu font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Telugu."
langpacks-lt,其它,其它, Lithuanian langpacks meta-package, This package provides Lithuanian langpacks meta-package.
libvirt-daemon-kvm,服务,服务, Server side daemon & driver required to run KVM guests," Server side daemon and driver required to manage the virtualization
capabilities of the KVM hypervisor"
aqute-bnd-javadoc,库,库, Javadoc for aqute-bnd, API documentation for aqute-bnd.
tesseract-langpack-chi_tra_vert,工具,工具," Chinese (Traditional, Vertical) language data for tesseract-tessdata"," This package contains the fast integer version of the Chinese (Traditional, Vertical) language
trained models for the Tesseract Open Source OCR Engine."
patch,工具,工具,Utility for modifying/upgrading files ,"The patch program applies diff files to originals.  The diff command
is used to compare an original to a changed file.  Diff lists the
changes made to the file.  A person who has the original file can then
use the patch command with the diff file to add the changes to their
original file (patching the file).

Patch should be installed because it is a common way of upgrading
applications. "
python38-pyparsing,库,库, Python package with an object-oriented approach to text processing," pyparsing is a module that can be used to easily and directly configure syntax
definitions for any number of text parsing applications.

This is the Python 3 version."
perl-Time-HiRes,库,库," High resolution alarm, sleep, gettimeofday, interval timers"," The Time::HiRes module implements a Perl interface to the usleep, nanosleep,
ualarm, gettimeofday, and setitimer/getitimer system calls, in other words,
high resolution time and timers."
aopalliance,库,库, Java/J2EE AOP standards," Aspect-Oriented Programming (AOP) offers a better solution to many
problems than do existing technologies, such as EJB.  AOP Alliance
intends to facilitate and standardize the use of AOP to enhance
existing middleware environments (such as J2EE), or development
environements (e.g. Eclipse).  The AOP Alliance also aims to ensure
interoperability between Java/J2EE AOP implementations to build a
larger AOP community."
opencryptoki-icsftok,库,库,ICSF token support for opencryptoki ,"Opencryptoki implements the PKCS#11 specification v2.20 for a set of
cryptographic hardware, such as IBM 4764 and 4765 crypto cards, and the
Trusted Platform Module (TPM) chip. Opencryptoki also brings a software
token implementation that can be used without any cryptographic
hardware.
This package brings the necessary libraries and files to support
ICSF token in the opencryptoki stack. "
texlive-collection-fontsrecommended,库,工具, Recommended fonts," Recommended fonts, including the base 35 PostScript fonts,
Latin Modern, TeX Gyre, and T1 and other encoding support for
Computer Modern, in outline form."
libreoffice-langpack-cs,库,库, Czech language pack for LibreOffice, Provides additional Czech translations and resources for LibreOffice.
mtx,工具,工具, SCSI media changer control program," The MTX program controls the robotic mechanism in autoloaders and tape
libraries such as the HP SureStore DAT 40x6, Exabyte EZ-17, and
Exabyte 220. This program is also reported to work with a variety of
other tape libraries and autochangers from ADIC, Tandberg/Overland,
Breece Hill, HP, and Seagate.

If you have a backup tape device capable of handling more than one
tape at a time, you should install MTX."
ptscotch-mpich-devel-parmetis,库,库, Parmetis compatibility header for scotch, This package contains the parmetis compatibility header for scotch.
rubygem-bundler,库,库, Library and utilities to manage a Ruby application's gem dependencies," Bundler manages an application's dependencies through its entire life, across
many machines, systematically and repeatably."
texlive-titlesec,工具,工具, Select alternative section titles," A package providing an interface to sectioning commands for
selection from various title styles. E.g., marginal titles and
to change the font of all headings with a single command, also
providing simple one-step page styles. Also includes a package
to change the page styles when there are floats in a page. You
may assign headers/footers to individual floats, too."
urw-base35-z003-fonts,其它,其它, Z003 font family [part of Level 2 Core Font Set]," This package contains Z003 font family,
which is part of Level 2 Core Font Set.


The Level 2 Core Font Set is a PostScript specification of 35 base fonts that
can be used with any PostScript file. In Fedora, these fonts are provided freely
by (URW)++ company, and are mainly utilized by applications using Ghostscript."
sssd-dbus,服务,服务, The D-Bus responder of the SSSD," Provides the D-Bus responder of the SSSD, called the InfoPipe, that allows
the information from the SSSD to be transmitted over the system bus."
libksba,库,库,CMS and X.509 library ,"KSBA (pronounced Kasbah) is a library to make X.509 certificates as
well as the CMS easily accessible by other applications.  Both
specifications are building blocks of S/MIME and TLS. "
diffutils,工具,工具, A GNU collection of diff utilities," Diffutils includes four utilities: diff, cmp, diff3 and sdiff. Diff
compares two files and shows the differences, line by line.  The cmp
command shows the offset and line numbers where two files differ, or
cmp can show the characters that differ between the two files.  The
diff3 command shows the differences between three files.  Diff3 can be
used when two people have made independent changes to a common
original; diff3 can produce a merged file that contains both sets of
changes and warnings about conflicts.  The sdiff command can be used
to merge two files interactively.

Install diffutils if you need to compare text files."
libreoffice-help-es,库,库, Spanish help for LibreOffice, Provides Spanish help for LibreOffice.
libmtp,库,库, A software library for MTP media players," This package provides a software library for communicating with MTP
(Media Transfer Protocol) media players, typically audio players, video
players etc."
freeradius-ldap,服务,服务, LDAP support for freeradius, This plugin provides the LDAP support for the FreeRADIUS server project.
authselect-compat,工具,工具, Tool to provide minimum backwards compatibility with authconfig," This package will replace /usr/sbin/authconfig with a tool that will
translate some of the authconfig calls into authselect calls. It provides
only minimum backward compatibility and users are encouraged to migrate
to authselect completely."
kf5-ktextwidgets,工具,工具, KDE Frameworks 5 Tier 3 addon with advanced text editing widgets, KDE Frameworks 5 Tier 3 addon with advanced text edting widgets.
totem-pl-parser,库,库, Totem Playlist Parser library," A library to parse and save playlists, as used in music and movie players."
texlive-kastrup,工具,工具, kastrup package, kastrup package
gdk-pixbuf2,库,库, An image loading library," gdk-pixbuf is an image loading library that can be extended by loadable
modules for new image formats. It is used by toolkits such as GTK+ or
clutter."
iptables-utils,工具,工具,iptables and ip6tables services for iptables ,"Utils for iptables.

Currently only provides nfnl_osf with the pf.os database. "
bind9.16-libs,库,库, Libraries used by the BIND DNS packages," Contains heavyweight version of BIND suite libraries used by both named DNS
server and utilities in bind9.16-utils package."
libiec61883,库,库, Streaming library for IEEE1394," The libiec61883 library provides an higher level API for streaming DV,
MPEG-2 and audio over IEEE1394.  Based on the libraw1394 isochronous
functionality, this library acts as a filter that accepts DV-frames,
MPEG-2 frames or audio samples from the application and breaks these
down to isochronous packets, which are transmitted using libraw1394."
tesseract-tools,工具,工具, Training tools for tesseract, The tesseract-tools package contains tools for training tesseract.
libpkgconf,库,库, Backend library for pkgconf," This package provides libraries for applications to use the functionality
of pkgconf."
perl-Devel-Caller,库,库, Meatier versions of caller, Devel::Caller - Meatier versions of caller.
liblsan,库,库,The Leak Sanitizer runtime library ,"This package contains the Leak Sanitizer library
which is used for -fsanitize=leak instrumented programs. "
libreoffice-help-nn,库,库, Nynorsk help for LibreOffice, Provides Nynorsk help for LibreOffice.
jvnet-parent,库,库, Java.net parent POM file," Java.net parent POM file used by most Java.net subprojects such as
Glassfish"
tog-pegasus-libs,库,库, The OpenPegasus Libraries, The OpenPegasus libraries.
apr,库,库, Apache Portable Runtime library," The mission of the Apache Portable Runtime (APR) is to provide a
free library of C data structures and routines, forming a system
portability layer to as many operating systems as possible,
including Unices, MS Win32, BeOS and OS/2."
dump,工具,工具,Programs for backing up and restoring ext2/ext3/ext4 filesystems ,"The dump package contains both dump and restore. Dump examines files
in a filesystem, determines which ones need to be backed up, and
copies those files to a specified disk, tape, or other storage medium.
The restore command performs the inverse function of dump; it can
restore a full backup of a filesystem. Subsequent incremental backups
can then be layered on top of the full backup. Single files and
directory subtrees may also be restored from full or partial backups.

Install dump if you need a system for both backing up filesystems and
restoring filesystems after backups. "
tesseract-langpack-fas,工具,工具, Persian (Farsi) language data for tesseract-tessdata," This package contains the fast integer version of the Persian (Farsi) language
trained models for the Tesseract Open Source OCR Engine."
bind-sdb-chroot,服务,服务," A chroot runtime environment for the ISC BIND DNS server, named-sdb(8)"," This package contains a tree of files which can be used as a
chroot(2) jail for the named-sdb(8) program from the BIND package.
Based on the code from Jan ""Yenya"" Kasprzak <kas@fi.muni.cz>"
tex-fonts-hebrew,其它,工具, Culmus Hebrew fonts support for LaTeX, Support using the Culmus Hebrew fonts in LaTeX.
java-1.8.0-alibaba-dragonwell-demo-slowdebug,库,工具, Alibaba Dragonwell 1.8.0 Runtime Environment demoslowdebug, Alibaba Dragonwell 1.8.0 Runtime Environment demo slowdebug
bpg-ucnobi-fonts,其它,其它, Ucnobi family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Ucnobi font family."
perl-IPC-Run,库,库, Perl module for interacting with child processes," IPC::Run allows you run and interact with child processes using files,
pipes, and pseudo-ttys. Both system()-style and scripted usages are
supported and may be mixed. Likewise, functional and OO API styles are
both supported and may be mixed.

Various redirection operators reminiscent of those seen on common Unix
and DOS command lines are provided."
libndp,库,库,Library for Neighbor Discovery Protocol ,"This package contains a library which provides a wrapper
for IPv6 Neighbor Discovery Protocol.  It also provides a tool
named ndptool for sending and receiving NDP messages. "
perl-namespace-autoclean,库,库, Keep imports out of your namespace," When you import a function into a Perl package, it will naturally also be
available as a method. The 'namespace::autoclean' pragma will remove all
imported symbols at the end of the current package's compile cycle. Functions
called in the package itself will still be bound by their name, but they won't
show up as methods on your class or instances. This module is very similar to
namespace::clean, except it will clean all imported functions, no matter if you
imported them before or after you 'use'd the pragma. It will also not touch
anything that looks like a method."
perl-Errno,库,库, System errno constants," ""Errno"" defines and conditionally exports all the error constants defined in
your system ""errno.h"" include file. It has a single export tag, "":POSIX"",
which will export all POSIX defined error numbers."
gnome-getting-started-docs-fr,服务,服务, French translations for gnome-getting-started-docs videos, French (fr) translations for the Getting Started guide videos.
lld,工具,库, The LLVM Linker, The LLVM project linker.
rasqal,库,库, RDF Query Library," Rasqal is a library providing full support for querying Resource
Description Framework (RDF) including parsing query syntaxes, constructing
the queries, executing them and returning result formats.  It currently
handles the RDF Data Query Language (RDQL) and SPARQL Query language."
libXau,库,库, Sample Authorization Protocol for X," This is a very simple mechanism for providing individual access to an X Window
System display.It uses existing core protocol and library hooks for specifying
authorization data in the connection setup block to restrict use of the display
to only those clients that show that they know a server-specific key
called a ""magic cookie""."
automake,工具,工具, A GNU tool for automatically creating Makefiles," Automake is a tool for automatically generating `Makefile.in'
files compliant with the GNU Coding Standards.

You should install Automake if you are developing software and would
like to use its ability to automatically generate GNU standard
Makefiles."
grub2-tools-efi,工具,工具,Support tools for GRUB. ,"
The GRand Unified Bootloader (GRUB) is a highly configurable and
customizable bootloader with modular architecture.  It supports a rich
variety of kernel formats, file systems, computer architectures and
hardware devices.

This subpackage provides tools for support of EFI platforms. "
texlive-url,工具,工具, Verbatim with URL-sensitive line breaks," The command \url is a form of verbatim command that allows
linebreaks at certain characters or combinations of characters,
accepts reconfiguration, and can usually be used in the
argument to another command. (The \urldef command provides
robust commands that serve in cases when \url doesn't work in
an argument.) The command is intended for email addresses,
hypertext links, directories/paths, etc., which normally have
no spaces, so by default the package ignores spaces in its
argument. However, a package option ""allows spaces"", which is
useful for operating systems where spaces are a common part of
file names."
tesseract-langpack-msa,工具,工具, Malay language data for tesseract-tessdata," This package contains the fast integer version of the Malay language
trained models for the Tesseract Open Source OCR Engine."
dnf-plugin-releasever-adapter,工具,服务, A dnf plugin for releasever adaptation," A plugin for the Dandified Yellow dog Updater, Modified. The plugin
can automatically convert the releasever of Anolis OS, which is 8.x
to the latest version of releasever which is 8."
oci-seccomp-bpf-hook,库,工具, OCI Hook to generate seccomp json files based on EBF syscalls used by container," OCI Hook to generate seccomp json files based on EBF syscalls used by container
oci-seccomp-bpf-hook provides a library for applications looking to use
the Container Pod concept popularized by Kubernetes."
createrepo_c-libs,库,库, Library for repodata manipulation," Libraries for applications using the createrepo_c library
for easy manipulation with a repodata."
GConf2,工具,工具, A process-transparent configuration system," GConf is a process-transparent configuration database API used to
store user preferences. It has pluggable backends and features to
support workgroup administration."
libguestfs-rescue,库,工具, Additional tools for virt-rescue," This adds additional tools to use inside the virt-rescue shell,
such as ssh, network utilities, editors and debugging utilities."
lpsolve,工具,工具, A Mixed Integer Linear Programming (MILP) solver," Mixed Integer Linear Programming (MILP) solver lpsolve solves pure linear,
(mixed) integer/binary, semi-continuous and special ordered sets (SOS) models."
mingw32-bzip2,工具,工具, 32 Bit version of bzip2 for Windows," Bzip2 is a freely available, patent-free, high quality data compressor.
Bzip2 compresses files to within 10 to 15 percent of the capabilities
of the best techniques available.  However, bzip2 has the added benefit
of being approximately two times faster at compression and six times
faster at decompression than those techniques.  Bzip2 is not the
fastest compression utility, but it does strike a balance between speed
and compression capability.

This package contains development tools and libraries for use when
cross-compiling Windows software."
pcp-import-mrtg2pcp,工具,服务, Performance Co-Pilot tools for importing MTRG data into PCP archive logs," Performance Co-Pilot (PCP) front-end tools for importing MTRG data
into standard PCP archive logs for replay with any PCP monitoring tool."
python3-whoosh,库,库," Fast, Python3 full text indexing, search, and spell checking library"," Whoosh is a fast, featureful full-text indexing and searching library
implemented in pure Python. Programmers can use it to easily add search
functionality to their applications and websites. Every part of how Whoosh
works can be extended or replaced to meet your needs exactly."
p11-kit-trust,库,库, System trust module from p11-kit," The p11-kit-trust package contains a system trust PKCS#11 module which
contains certificate anchors and black lists."
python3-abrt-addon,库,库, abrt's addon for catching and analyzing Python 3 exceptions," This package contains python 3 hook and python analyzer plugin for handling
uncaught exception in python 3 programs."
maven-doxia-module-twiki,工具,工具, TWiki module for maven-doxia, This package provides TWiki module for maven-doxia.
evolution-data-server-langpacks,工具,工具, Translations for evolution-data-server, This package contains translations for evolution-data-server.
gmock,库,库, Google C++ Mocking Framework," Inspired by jMock, EasyMock, and Hamcrest, and designed with C++s
specifics in mind, Google C++ Mocking Framework (or Google Mock for
short) is a library for writing and using C++ mock classes.

Google Mock:

 o lets you create mock classes trivially using simple macros,
 o supports a rich set of matchers and actions,
 o handles unordered, partially ordered, or completely ordered
   expectations,
 o is extensible by users, and
 o works on Linux, Mac OS X, Windows, Windows Mobile, minGW, and
   Symbian."
texlive-context,工具,工具, The ConTeXt macro package," A full featured, parameter driven macro package, which fully
supports advanced interactive documents. See the ConTeXt garden
for a wealth of support information."
perl-Sub-Name,库,库, Name - or rename - a sub," This module allows one to ""name"" or rename subroutines, including anonymous
ones.

Note that this is mainly for aid in debugging; you still cannot call the sub
by the new name (without some deep magic)."
tesseract-langpack-ltz,工具,工具, Luxembourgish language data for tesseract-tessdata," This package contains the fast integer version of the Luxembourgish language
trained models for the Tesseract Open Source OCR Engine."
brlapi-java,库,库, Java binding for BrlAPI, This package provides the Java binding for BrlAPI.
git-lfs,工具,工具, Git extension for versioning large files," Git Large File Storage (LFS) replaces large files such as audio samples,
videos, datasets, and graphics with text pointers inside Git, while
storing the file contents on a remote server."
osgi-core-javadoc,库,库, API documentation for osgi-core, This package provides API documentation for osgi-core.
freerdp-libs,库,库, Core libraries implementing the RDP protocol," libfreerdp-core can be embedded in applications.

libfreerdp-channels and libfreerdp-kbd might be convenient to use in X
applications together with libfreerdp-core.

libfreerdp-core can be extended with plugins handling RDP channels."
texlive-fpl,库,工具, SC and OsF fonts for URW Palladio L," The FPL Fonts provide a set of SC/OsF fonts for URW Palladio L
which are compatible with respect to metrics with the Palatino
SC/OsF fonts from Adobe. Note that it is not my aim to exactly
reproduce the outlines of the original Adobe fonts. The SC and
OsF in the FPL Fonts were designed with the glyphs from URW
Palladio L as starting point. For some glyphs (e.g. 'o') I got
the best result by scaling and boldening. For others (e.g. 'h')
shifting selected portions of the character gave more
satisfying results. All this was done using the free font
editor FontForge. The kerning data in these fonts comes from
Walter Schmidt's improved Palatino metrics. LaTeX use is
enabled by the mathpazo package, which is part of the psnfss
distribution."
libreoffice-langpack-af,库,库, Afrikaans language pack for LibreOffice, Provides additional Afrikaans translations and resources for LibreOffice.
json-c,库,库, JSON implementation in C," JSON-C implements a reference counting object model that allows you
to easily construct JSON objects in C, output them as JSON formatted
strings and parse JSON formatted strings back into the C representation
of JSON objects.  It aims to conform to RFC 7159."
thai-scalable-fonts-common,其它,其它, Common files of thai-scalable-fonts," 
fonts-tlwg provides a collection of free scalable Thai fonts.

This package consists of files used by other thai-scalable-fonts packages."
urw-base35-fonts-common,其它,其它, Common files of the (URW)++ Level 2 Core Font Set," 
The Level 2 Core Font Set is a PostScript specification of 35 base fonts that
can be used with any PostScript file. In Fedora, these fonts are provided freely
by (URW)++ company, and are mainly utilized by applications using Ghostscript.

This package contains the necessary license files for this font set."
kacst-fonts-common,其它,其它, Common files for kacst-fonts," 
This package contains fonts for the display of Arabic
from the King Abdulaziz City for Science & Technology(kacst)."
pidgin-sipe,工具,库, Pidgin protocol plugin to connect to MS Office Communicator," A third-party plugin for the Pidgin multi-protocol instant messenger.
It implements the extended version of SIP/SIMPLE used by various products:

    * Skype for Business
    * Microsoft Office 365
    * Microsoft Business Productivity Online Suite (BPOS)
    * Microsoft Lync Server
    * Microsoft Office Communications Server (OCS 2007/2007 R2)
    * Microsoft Live Communications Server (LCS 2003/2005)

With this plugin you should be able to replace your Microsoft Office
Communicator client with Pidgin.

This package provides the icon set for Pidgin."
switcheroo-control,服务,服务, D-Bus service to check the availability of dual-GPU, D-Bus service to check the availability of dual-GPU.
anaconda-core,工具,工具, Core of the Anaconda installer," The anaconda-core package contains the program which was used to install your
system."
librx,库,库, POSIX regexp functions," Rx is, among other things, an implementation of the interface
specified by POSIX for programming with regular expressions.  Some
other implementations are GNU regex.c and Henry Spencer's regex
library."
xmvn-parent-pom,库,库, XMvn Parent POM, This package provides XMvn parent POM.
texlive-epsf,工具,工具, Simple macros for EPS inclusion," The original graphics inclusion macros for use with dvips;
still widely used by Plain TeX users (in particular). For LaTeX
users, the package is nowadays deprecated in favour of the more
sophisticated standard LaTeX graphics bundle of packages (which
are also available to Plain TeX users, either via its Plain TeX
version, or through the support offered by etex)."
unzip,工具,工具, A utility for unpacking zip files," The unzip utility is used to list, test, or extract files from a zip
archive.  Zip archives are commonly found on MS-DOS systems.  The zip
utility, included in the zip package, creates zip archives.  Zip and
unzip are both compatible with archives created by PKWARE(R)'s PKZIP
for MS-DOS, but the programs' options and default behaviors do differ
in some respects.

Install the unzip package if you need to list, test or extract files from
a zip archive."
openslp,库,库, Open implementation of Service Location Protocol V2," Service Location Protocol is an IETF standards track protocol that
provides a framework to allow networking applications to discover the
existence, location, and configuration of networked services in
enterprise networks.

OpenSLP is an open source implementation of the SLPv2 protocol as defined
by RFC 2608 and RFC 2614."
sysstat,工具,工具, Collection of performance monitoring tools for Linux," The sysstat package contains the sar, sadf, mpstat, iostat, tapestat,
pidstat, cifsiostat and sa tools for Linux.
The sar command collects and reports system activity information.
The information collected by sar can be saved in a file in a binary
format for future inspection. The statistics reported by sar concern
I/O transfer rates, paging activity, process-related activities,
interrupts, network activity, memory and swap space utilization, CPU
utilization, kernel activities and TTY statistics, among others. Both
UP and SMP machines are fully supported.
The sadf command may  be used to display data collected by sar in
various formats (CSV, XML, etc.).
The iostat command reports CPU utilization and I/O statistics for disks.
The tapestat command reports statistics for tapes connected to the system.
The mpstat command reports global and per-processor statistics.
The pidstat command reports statistics for Linux tasks (processes).
The cifsiostat command reports I/O statistics for CIFS file systems."
libreoffice-langpack-lt,库,库, Lithuanian language pack for LibreOffice, Provides additional Lithuanian translations and resources for LibreOffice.
tesseract-script-fraktur,工具,工具, Fraktur script data for tesseract-tessdata," This package contains the fast integer version of the Fraktur script
trained models for the Tesseract Open Source OCR Engine."
perl-autodie,库,库, Replace functions with ones that succeed or die," The ""autodie"" and ""Fatal"" pragma provides a convenient way to replace
functions that normally return false on failure with equivalents that throw an
exception on failure.

However ""Fatal"" has been obsoleted by the new autodie pragma. Please use
autodie in preference to ""Fatal""."
openblas-static,库,库, Static version of OpenBLAS," 
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn

This package contains the static libraries."
perl-Unicode-UCD,库,库, Unicode character database," The Unicode::UCD module offers a series of functions that provide a simple
interface to the Unicode Character Database."
glibc-locale-source,库,库,The sources for the locales ,"The sources for all locales provided in the language packs.
If you are building custom locales you will most likely use
these sources as the basis for your new locale. "
libreoffice-help-ar,库,库, Arabic help for LibreOffice, Provides Arabic help for LibreOffice.
qt5-qtconnectivity,库,库, Qt5 - Connectivity components, Qt5 - Connectivity components.
libvoikko,库,库, Voikko is a library for spellcheckers and hyphenators," This is libvoikko, library for spellcheckers and hyphenators using Malaga
natural language grammar development tool. The library is written in C.

Currently only Finnish is supported, but the API of the library has been
designed to allow adding support for other languages later. Note however that
Malaga is rather low level tool that requires implementing the whole morphology
of a language as a left associative grammar. Therefore languages that have
simple or even moderately complex morphologies and do not require morphological
analysis in their hyphenators should be implemented using other tools such as
Hunspell."
deepin-menu,服务,服务, Deepin menu service, Deepin menu service for building beautiful menus.
mythes-ne,库,库, Nepali thesaurus, Nepali thesaurus.
resteasy,库,库, Framework for RESTful Web services and Java applications," 

RESTEasy contains a JBoss project that provides frameworks to help
build RESTful Web Services and RESTful Java applications. It is a fully
certified and portable implementation of the JAX-RS specification."
libertas-sd8787-firmware,库,其它,Firmware for Marvell Libertas SD 8787 Network Adapter ,Firmware for Marvell Libertas SD 8787 Network Adapter 
python38-chardet,库,库, Character encoding auto-detection in Python," Character encoding auto-detection in Python. As
smart as your browser. Open source."
pcp-pmda-rabbitmq,服务,服务, Performance Co-Pilot (PCP) metrics for RabbitMQ queues," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about RabbitMQ message queues."
perl-Date-Manip,库,库, Date manipulation routines," Date::Manip is a series of modules designed to make any common date/time
operation easy to do. Operations such as comparing two times, determining a
data a given amount of time from another, or parsing international times
are all easily done. It deals with time as it is used in the Gregorian
calendar (the one currently in use) with full support for time changes due
to daylight saving time."
adobe-mappings-cmap,其它,工具, CMap resources for Adobe's character collections," CMap (Character Map) resources are used to unidirectionally map character codes,
such as Unicode encoding form, to CIDs (Character IDs -- meaning glyphs) of a
CIDFont resource.

These CMap resources are useful for some applications (e.g. Ghostscript) to
correctly display text containing Japanese, (Traditional) Chinese, or Korean
characters."
check,库,库, A unit test framework for C," Check is a unit test framework for C. It features a simple interface for
defining unit tests, putting little in the way of the developer. Tests
are run in a separate address space, so Check can catch both assertion
failures and code errors that cause segmentation faults or other signals.
The output from unit tests can be used within source code editors and IDEs."
disruptor,库,库, Concurrent Programming Framework, A High Performance Inter-Thread Messaging Library.
texlive-wasy,工具,其它, The wasy fonts (Waldi symbol fonts)," These are the wasy (Waldi symbol) fonts, second release. This
bundle presents the fonts in Metafont format, but they are also
available in Adobe Type 1 format. Support under LaTeX is
provided by the wasysym package."
dde-dock-onboard-plugin,服务,服务, deepin desktop-environment - dock plugin, deepin desktop-environment - dock plugin.
libX11-common,库,库, Common data for libX11, libX11 common data
tesseract-langpack-jav,工具,工具, Javanese language data for tesseract-tessdata," This package contains the fast integer version of the Javanese language
trained models for the Tesseract Open Source OCR Engine."
texlive-microtype,工具,工具, Subliminal refinements towards typographical perfection," The package provides a LaTeX interface to the micro-typographic
extensions that were introduced by pdfTeX and have since also
propagated to XeTeX and LuaTeX: most prominently, character
protrusion and font expansion, furthermore the adjustment of
interword spacing and additional kerning, as well as
hyphenatable letterspacing (tracking) and the possibility to
disable all or selected ligatures. These features may be
applied to customisable sets of fonts, and all micro-
typographic aspects of the fonts can be configured in a
straight-forward and flexible way. Settings for various fonts
are provided. Note that character protrusion requires pdfTeX,
LuaTeX, or XeTeX. Font expansion works with pdfTeX or LuaTeX.
The package will by default enable protrusion and expansion if
they can safely be assumed to work. Disabling ligatures
requires pdfTeX or LuaTeX, while the adjustment of interword
spacing and of kerning only works with pdfTeX. Letterspacing is
available with pdfTeX or LuaTeX. The alternative package
`letterspace', which also works with plain TeX, provides the
user commands for letterspacing only, omitting support for all
other extensions."
colord,服务,服务, Color daemon," colord is a low level system activated daemon that maps color devices
to color profiles in the system context."
mpfr,库,库, A C library for multiple-precision floating-point computations," The MPFR library is a C library for multiple-precision floating-point
computations with ""correct rounding"". The MPFR is efficient and
also has a well-defined semantics. It copies the good ideas from the
ANSI/IEEE-754 standard for double-precision floating-point arithmetic
(53-bit mantissa). MPFR is based on the GMP multiple-precision library."
perl-Class-Struct,库,库, Declare struct-like data types as Perl classes," Class::Struct module exports a single function struct(). Given a list of
element names and types, and optionally a class name, struct() creates a
Perl 5 class that implements a struct-like data structure."
f32-backgrounds-extras-gnome,其它,其它, Extra F32 Wallpapers for GNOME and Cinnamon," This package contains F32 supplemental wallpapers for GNOME
and Cinnamon"
hyphen-de,库,库, German hyphenation rules, German hyphenation rules.
udisks2-lvm2,库,库, Module for LVM2, This package contains module for LVM2 configuration.
ctags-etags,工具,工具, Exuberant Ctags for emacs tag format," This package will generate tags in a format which GNU Emacs understand,
it's a alternativ implementation of the GNU etags program.
Note: some command line options is not compatible with GNU etags."
apr-util-sqlite,库,库, APR utility library SQLite DBD driver," This package provides the SQLite driver for the apr-util DBD
(database abstraction) interface."
maven-openjdk17,工具,库, OpenJDK 17 binding for Maven, Configures Maven to run with OpenJDK 17.
maven-surefire-javadoc,库,库, Javadoc for maven-surefire, Javadoc for maven-surefire.
texlive-anyfontsize,工具,库, Select any font size in LaTeX," The package allows the to user select any font size (via e.g.
\fontsize{...}{...}\selectfont), even those sizes that are not
listed in the .fd file. If such a size is requested, LaTeX will
search for and select the nearest listed size; anyfontsize will
then scale the font to the size actually requested. Similar
functionality is available for the CM family, for the EC
family, or for either computer modern encoding; the present
package generalises the facility."
langpacks-hu,其它,其它, Hungarian langpacks meta-package, This package provides Hungarian langpacks meta-package.
langpacks-ml,其它,其它, Malayalam langpacks meta-package, This package provides Malayalam langpacks meta-package.
efi-filesystem,工具,工具,The basic directory layout for EFI machines ,"The efi-filesystem package contains the basic directory layout for EFI
machine bootloaders and tools. "
plexus-containers-javadoc,库,库, API documentation for all plexus-containers packages, API documentation for all plexus-containers packages.
