name,label,text,summary,description
dde,应用, Deepin New Desktop Environment - Next  Deepin New Desktop Environment., Deepin New Desktop Environment - Next, Deepin New Desktop Environment.
dde-account-faces,应用, Account faces for Linux Deepin  Account faces for Linux Deepin, Account faces for Linux Deepin, Account faces for Linux Deepin
dde-api,应用, Go-lang bingding for dde-daemon  Go-lang bingding for dde-daemon., Go-lang bingding for dde-daemon, Go-lang bingding for dde-daemon.
dde-calendar,应用, Calendar is a smart daily planner to schedule all things in life  Calendar is a smart daily planner to schedule all things in life., Calendar is a smart daily planner to schedule all things in life, Calendar is a smart daily planner to schedule all things in life.
dde-clipboard,应用, Qt platform theme integration plugins for DDE  Qt platform theme integration plugins for DDE  Multiple Qt plugins to provide better Qt5 integration for DDE is included., Qt platform theme integration plugins for DDE," Qt platform theme integration plugins for DDE
 Multiple Qt plugins to provide better Qt5 integration for DDE is included."
dde-control-center,应用, New control center for Linux Deepin  New control center for Linux Deepin., New control center for Linux Deepin, New control center for Linux Deepin.
dde-daemon,应用, Daemon handling the DDE session settings  Daemon handling the DDE session settings, Daemon handling the DDE session settings, Daemon handling the DDE session settings
dde-device-formatter,应用, A simple graphical interface for creating file system in a block device.  A simple graphical interface for creating file system in a block device., A simple graphical interface for creating file system in a block device., A simple graphical interface for creating file system in a block device.
dde-dock,应用, Deepin desktop-environment - Dock module  Deepin desktop-environment - Dock module., Deepin desktop-environment - Dock module, Deepin desktop-environment - Dock module.
dde-dock-onboard-plugin,应用, deepin desktop-environment - dock plugin  deepin desktop-environment - dock plugin., deepin desktop-environment - dock plugin, deepin desktop-environment - dock plugin.
dde-desktop,应用, Deepin desktop environment - desktop module  Deepin desktop environment - desktop module., Deepin desktop environment - desktop module, Deepin desktop environment - desktop module.
dde-disk-mount-plugin,应用, plugin of dde-dock  plugin of dde-dock., plugin of dde-dock, plugin of dde-dock.
dde-file-manager,应用, Deepin File Manager  File manager front end of Deepin OS., Deepin File Manager, File manager front end of Deepin OS.
libdde-file-manager,应用, DDE File Manager library  DDE File Manager library., DDE File Manager library, DDE File Manager library.
dde-kwin,应用, KWin configuration for Deepin Desktop Environment  This package provides a kwin configuration that used as the new WM for Deepin Desktop Environment., KWin configuration for Deepin Desktop Environment," This package provides a kwin configuration that used as the new WM for Deepin
Desktop Environment."
dde-launcher,应用, dde desktop-environment - Launcher module  dde desktop-environment - Launcher module., dde desktop-environment - Launcher module, dde desktop-environment - Launcher module.
dde-network-utils,应用, Deepin desktop-environment - network utils  Deepin desktop-environment - network utils., Deepin desktop-environment - network utils, Deepin desktop-environment - network utils.
dde-polkit-agent,应用, Deepin Polkit Agent  DDE Polkit Agent is the polkit agent used in Deepin Desktop Environment., Deepin Polkit Agent, DDE Polkit Agent is the polkit agent used in Deepin Desktop Environment.
dde-printer,应用, Printer Manager is tool to manage printers  Printer Manager is tool to manage printers., Printer Manager is tool to manage printers, Printer Manager is tool to manage printers.
dde-qt5integration,应用, Qt platform theme integration plugins for DDE  Multiple Qt plugins to provide better Qt5 integration for DDE is included., Qt platform theme integration plugins for DDE, Multiple Qt plugins to provide better Qt5 integration for DDE is included.
dde-qt5xcb-plugin,应用, Qt platform plugins for DDE  Qt platform plugins for DDE., Qt platform plugins for DDE, Qt platform plugins for DDE.
dde-qt-dbus-factory,应用, A repository stores auto-generated Qt5 dbus code  A repository stores auto-generated Qt5 dbus code., A repository stores auto-generated Qt5 dbus code, A repository stores auto-generated Qt5 dbus code.
dde-server-industry-config,应用, DDE desktop-server industry version special configuration file.  DDE desktop-server industry version special configuration file., DDE desktop-server industry version special configuration file., DDE desktop-server industry version special configuration file.
dde-session-shell,应用, deepin-session-shell - Deepin desktop-environment - session-shell module  deepin-session-shell - Deepin desktop-environment - session-shell module., deepin-session-shell - Deepin desktop-environment - session-shell module, deepin-session-shell - Deepin desktop-environment - session-shell module.
dde-session-ui,应用, Deepin desktop-environment - Session UI module  This project include those sub-project:  - dde-shutdown: User interface of shutdown. - dde-lock: User interface of lock screen. - dde-lockservice: The back-end service of locking screen. - lightdm-deepin-greeter: The user interface when you login in. - dde-switchtogreeter: The tools to switch the user to login in. - dde-lowpower: The user interface of reminding low power. - dde-osd: User interface of on-screen display. - dde-hotzone: User interface of setting hot zone., Deepin desktop-environment - Session UI module," This project include those sub-project:

- dde-shutdown: User interface of shutdown.
- dde-lock: User interface of lock screen.
- dde-lockservice: The back-end service of locking screen.
- lightdm-deepin-greeter: The user interface when you login in.
- dde-switchtogreeter: The tools to switch the user to login in.
- dde-lowpower: The user interface of reminding low power.
- dde-osd: User interface of on-screen display.
- dde-hotzone: User interface of setting hot zone."
deepin-anything-dkms,应用," Something like everything, but nothing is really like anything...  "," Something like everything, but nothing is really like anything...", 
deepin-anything-libs,应用," Something like everything, but nothing is really like anything...  "," Something like everything, but nothing is really like anything...", 
deepin-anything-server,应用," Something like everything, but nothing is really like anything...  "," Something like everything, but nothing is really like anything...", 
deepin-authenticate,应用," Used to adapt fingerprint, face and other authentication methods  In order to unify the authentication interface, this interface is designed to adapt to fingerprint, face and other authentication methods."," Used to adapt fingerprint, face and other authentication methods"," In order to unify the authentication interface,
this interface is designed to adapt to fingerprint, face and other authentication methods."
deepin-boot-maker,应用," Simple tool to write system image files into CD/DVD, USB flash drive and other media.  Simple tool to write system image files into CD/DVD, USB flash drive and other media.."," Simple tool to write system image files into CD/DVD, USB flash drive and other media."," Simple tool to write system image files into CD/DVD, USB flash drive and other media.."
deepin-calculator,应用, An easy to use calculator for ordinary users  An easy to use calculator for ordinary users., An easy to use calculator for ordinary users, An easy to use calculator for ordinary users.
deepin-compressor,应用, A fast and lightweight application for creating and extracting archives  A fast and lightweight application for creating and extracting archives., A fast and lightweight application for creating and extracting archives, A fast and lightweight application for creating and extracting archives.
deepin-default-settings,应用, default settings for deepin destkop environment  default settings for deepin destkop environment., default settings for deepin destkop environment, default settings for deepin destkop environment.
deepin-default-settings-tuning,应用, default settings for deepin destkop environment  This package includes files to override cups default page and fcitx icon., default settings for deepin destkop environment, This package includes files to override cups default page and fcitx icon.
deepin-desktop-server,应用, Base files for Deepin Desktop Server  Base files for Deepin Desktop Server., Base files for Deepin Desktop Server, Base files for Deepin Desktop Server.
deepin-desktop-schemas,应用, GSettings deepin desktop-wide schemas  deepin-desktop-schemas contains a collection of GSettings schemas for  settings shared by various components of a desktop., GSettings deepin desktop-wide schemas," deepin-desktop-schemas contains a collection of GSettings schemas for
 settings shared by various components of a desktop."
deepin-devicemanager,应用, Device Manager is a handy tool for viewing hardware information and managing the devices  Device Manager is a handy tool for viewing hardware information and managing the devices., Device Manager is a handy tool for viewing hardware information and managing the devices, Device Manager is a handy tool for viewing hardware information and managing the devices.
deepin-diskmanager,应用, Disk Utility Is A Disk Management Tool For Disk  Disk Utility Is A Disk Management Tool For Disk., Disk Utility Is A Disk Management Tool For Disk, Disk Utility Is A Disk Management Tool For Disk.
deepin-editor,应用, Simple editor for Linux Deepin  Simple editor for Linux Deepin., Simple editor for Linux Deepin, Simple editor for Linux Deepin.
deepin-fcitxconfigtool-plugin,应用, An input method framework  Fcitx is an input method framework with extension support. Currently it supports Linux and Unix systems like FreeBSD.  Fcitx tries to provide a native feeling under all desktop as well as a light weight core. You can easily customize it to fit your requirements., An input method framework," Fcitx is an input method framework with extension support. Currently it
supports Linux and Unix systems like FreeBSD.

Fcitx tries to provide a native feeling under all desktop as well as a light
weight core. You can easily customize it to fit your requirements."
deepin-font-manager,应用, Deepin Font Manager is used to install and uninstall font file for users with bulk install function  Deepin Font Manager is used to install and uninstall font file for users with bulk install function., Deepin Font Manager is used to install and uninstall font file for users with bulk install function, Deepin Font Manager is used to install and uninstall font file for users with bulk install function.
deepin-gettext-tools,应用, Deepin Gettext Tools  The tools of gettext function wrapper.  desktop-ts-convert - handling desktop file translations. policy-ts-convert - convert PolicyKit Policy file to the ts file. update-pot - scan msgid and generate pot file according to the ini file. generate-mo - scan po files and generate mo files according to the ini file., Deepin Gettext Tools," The tools of gettext function wrapper.

desktop-ts-convert - handling desktop file translations.
policy-ts-convert - convert PolicyKit Policy file to the ts file.
update-pot - scan msgid and generate pot file according to the ini file.
generate-mo - scan po files and generate mo files according to the ini file."
deepin-gtk-theme,应用, Deepin GTK Theme  Deepin GTK Theme., Deepin GTK Theme, Deepin GTK Theme.
deepin-icon-theme,应用, Icons for the Deepin Desktop Environment  Icons for the Deepin Desktop Environment., Icons for the Deepin Desktop Environment, Icons for the Deepin Desktop Environment.
deepin-image-viewer,应用, Deepin Image Viewer  Deepin Image Viewer., Deepin Image Viewer, Deepin Image Viewer.
deepin-log-viewer,应用, Log Viewer is a useful tool for viewing system logs  Log Viewer is a useful tool for viewing system logs., Log Viewer is a useful tool for viewing system logs, Log Viewer is a useful tool for viewing system logs.
deepin-manual,应用," Manual is designed to help users learn the operating system and its applications, providing specific instructions and function descriptions  %{Summary}."," Manual is designed to help users learn the operating system and its applications, providing specific instructions and function descriptions", %{Summary}.
deepin-menu,应用, Deepin menu service  Deepin menu service for building beautiful menus., Deepin menu service, Deepin menu service for building beautiful menus.
deepin-network-proxy,应用," Most simple RPM package  This is my first RPM package, which does nothing.", Most simple RPM package," This is my first RPM package, which does nothing."
deepin-picker,应用, A color picker tool for deepin  A color picker tool for deepin., A color picker tool for deepin, A color picker tool for deepin.
deepin-pw-check,应用," Used to check password and manager the configuration for password.  In order to unify the authentication interface, this interface is designed to adapt to fingerprint, face and other authentication methods.", Used to check password and manager the configuration for password.," In order to unify the authentication interface,
this interface is designed to adapt to fingerprint, face and other authentication methods."
deepin-reader,应用," A simple PDF reader, supporting bookmarks, highlights and annotations  A simple PDF reader, supporting bookmarks, highlights and annotations."," A simple PDF reader, supporting bookmarks, highlights and annotations"," A simple PDF reader, supporting bookmarks, highlights and annotations."
deepin-screen-recorder,应用, Deepin Screen Recorder  Deepin Screen Recorder., Deepin Screen Recorder, Deepin Screen Recorder.
deepin-shortcut-viewer,应用, Deepin Shortcut Viewer  The program displays a shortcut key window when a JSON data is passed., Deepin Shortcut Viewer, The program displays a shortcut key window when a JSON data is passed.
deepin-sound-theme,应用, Generate static golang bindings for GObject  Deepin sound This package contains the deepin sound theme., Generate static golang bindings for GObject, Deepin sound This package contains the deepin sound theme.
deepin-system-monitor,应用, A more user-friendly system monitor  A more user-friendly system monitor., A more user-friendly system monitor, A more user-friendly system monitor.
deepin-terminal,应用, Default terminal emulation application for Deepin  Default terminal emulation application for Deepin., Default terminal emulation application for Deepin, Default terminal emulation application for Deepin.
libqtermwidget5,应用," Terminal emulator widget for Qt 5  Terminal emulator widget for Qt 5 (shared libraries) QTermWidget is a Unicode-enabled, embeddable Qt widget that can be used as built-in console or terminal emulation widget.", Terminal emulator widget for Qt 5," Terminal emulator widget for Qt 5 (shared libraries)
QTermWidget is a Unicode-enabled, embeddable Qt widget that can be used as
built-in console or terminal emulation widget."
libqtermwidget5-data,应用," Terminal emulator widget for Qt 5  Terminal emulator widget for Qt 5 (shared libraries) QTermWidget is a Unicode-enabled, embeddable Qt widget that can be used as built-in console or terminal emulation widget.", Terminal emulator widget for Qt 5," Terminal emulator widget for Qt 5 (shared libraries)
QTermWidget is a Unicode-enabled, embeddable Qt widget that can be used as
built-in console or terminal emulation widget."
deepin-turbo,应用, deepin-trubo is a deepin project that derives from Applauncherd.  deepin-trubo is a deepin project that derives from Applauncherd., deepin-trubo is a deepin project that derives from Applauncherd., deepin-trubo is a deepin project that derives from Applauncherd.
deepin-wallpapers,应用, Deepin Wallpapers provides wallpapers of dde  Deepin Wallpapers provides wallpapers of dde., Deepin Wallpapers provides wallpapers of dde, Deepin Wallpapers provides wallpapers of dde.
dejagnu,应用, A front end for testing other programs  DejaGnu is an Expect/Tcl based framework for testing other programs. DejaGnu has several purposes: to make it easy to write tests for any program; to allow you to write tests which will be portable to any host or target where a program must be tested; and to standardize the output format of all tests (making it easier to integrate the testing into software development)., A front end for testing other programs," DejaGnu is an Expect/Tcl based framework for testing other programs.
DejaGnu has several purposes: to make it easy to write tests for any
program; to allow you to write tests which will be portable to any
host or target where a program must be tested; and to standardize the
output format of all tests (making it easier to integrate the testing
into software development)."
dejavu-fonts-common,其它," Common files for the Dejavu font set   The DejaVu font set is based on the __itstream Vera_ fonts, release 1.10. Its purpose is to provide a wider range of characters, while maintaining the original style, using an open collaborative development process.  This package consists of files used by other DejaVu packages.", Common files for the Dejavu font set," 
The DejaVu font set is based on the __itstream Vera_ fonts, release 1.10. Its
purpose is to provide a wider range of characters, while maintaining the
original style, using an open collaborative development process.

This package consists of files used by other DejaVu packages."
dejavu-lgc-sans-fonts,其它," Variable-width sans-serif font faces, Latin-Greek-Cyrillic subset   The DejaVu font set is based on the __itstream Vera_ fonts, release 1.10. Its purpose is to provide a wider range of characters, while maintaining the original style, using an open collaborative development process.  This package consists of the DejaVu sans-serif variable-width font faces, with unicode coverage restricted to Latin, Greek and Cyrillic."," Variable-width sans-serif font faces, Latin-Greek-Cyrillic subset"," 
The DejaVu font set is based on the __itstream Vera_ fonts, release 1.10. Its
purpose is to provide a wider range of characters, while maintaining the
original style, using an open collaborative development process.

This package consists of the DejaVu sans-serif variable-width font faces, with
unicode coverage restricted to Latin, Greek and Cyrillic."
dejavu-sans-fonts,其它,"Variable-width sans-serif font faces   The DejaVu font set is based on the __itstream Vera_ fonts, release 1.10. Its purpose is to provide a wider range of characters, while maintaining the original style, using an open collaborative development process.  This package consists of the DejaVu sans-serif variable-width font faces, in their unabridged version. ",Variable-width sans-serif font faces ,"
The DejaVu font set is based on the __itstream Vera_ fonts, release 1.10. Its
purpose is to provide a wider range of characters, while maintaining the
original style, using an open collaborative development process.

This package consists of the DejaVu sans-serif variable-width font faces, in
their unabridged version. "
dejavu-sans-mono-fonts,其它,"Monospace sans-serif font faces   The DejaVu font set is based on the __itstream Vera_ fonts, release 1.10. Its purpose is to provide a wider range of characters, while maintaining the original style, using an open collaborative development process.  This package consists of the DejaVu sans-serif monospace font faces, in their unabridged version. ",Monospace sans-serif font faces ,"
The DejaVu font set is based on the __itstream Vera_ fonts, release 1.10. Its
purpose is to provide a wider range of characters, while maintaining the
original style, using an open collaborative development process.

This package consists of the DejaVu sans-serif monospace font faces, in their
unabridged version. "
dejavu-serif-fonts,其它,"Variable-width serif font faces   The DejaVu font set is based on the __itstream Vera_ fonts, release 1.10. Its purpose is to provide a wider range of characters, while maintaining the original style, using an open collaborative development process.  This package consists of the DejaVu serif variable-width font faces, in their unabridged version. ",Variable-width serif font faces ,"
The DejaVu font set is based on the __itstream Vera_ fonts, release 1.10. Its
purpose is to provide a wider range of characters, while maintaining the
original style, using an open collaborative development process.

This package consists of the DejaVu serif variable-width font faces, in their
unabridged version. "
delve,应用," A debugger for the Go programming language  Delve is a debugger for the Go programming language. The goal of the project is to provide a simple, full featured debugging tool for Go. Delve should be easy to invoke and easy to use. Chances are if you're using a debugger, things aren't going your way. With that in mind, Delve should stay out of your way as much as possible.", A debugger for the Go programming language," Delve is a debugger for the Go programming language. The goal of the project
is to provide a simple, full featured debugging tool for Go. Delve should be
easy to invoke and easy to use. Chances are if you're using a debugger, things
aren't going your way. With that in mind, Delve should stay out of your way as
much as possible."
desktop-file-utils,应用," Utilities for manipulating .desktop files  .desktop files are used to describe an application for inclusion in GNOME or KDE menus.  This package contains desktop-file-validate which checks whether a .desktop file complies with the specification at http://www.freedesktop.org/standards/, and desktop-file-install which installs a desktop file to the standard directory, optionally fixing it up in the process.", Utilities for manipulating .desktop files," .desktop files are used to describe an application for inclusion in
GNOME or KDE menus.  This package contains desktop-file-validate which
checks whether a .desktop file complies with the specification at
http://www.freedesktop.org/standards/, and desktop-file-install
which installs a desktop file to the standard directory, optionally
fixing it up in the process."
devhelp,应用, API documentation browser  Devhelp is an API documentation browser for the GNOME desktop. It works natively with API documentation generated by gtk-doc., API documentation browser," Devhelp is an API documentation browser for the GNOME desktop.
It works natively with API documentation generated by gtk-doc."
devhelp-libs,应用, Library to embed Devhelp in other applications  Devhelp is an API documentation browser for the GNOME desktop. This package contains a library that can be used for embedding devhelp into other applications such as IDEs., Library to embed Devhelp in other applications," Devhelp is an API documentation browser for the GNOME desktop.
This package contains a library that can be used for embedding devhelp
into other applications such as IDEs."
device-mapper-multipath,系统, Tools to manage multipath devices using device-mapper  device-mapper-multipath provides tools to manage multipath devices by instructing the device-mapper multipath kernel module what to do. The tools are : * multipath - Scan the system for multipath devices and assemble them. * multipathd - Detects when paths fail and execs multipath to update things., Tools to manage multipath devices using device-mapper," device-mapper-multipath provides tools to manage multipath devices by
instructing the device-mapper multipath kernel module what to do.
The tools are :
* multipath - Scan the system for multipath devices and assemble them.
* multipathd - Detects when paths fail and execs multipath to update things."
device-mapper-multipath-libs,系统," The device-mapper-multipath modules and shared library  The device-mapper-multipath-libs provides the path checker and prioritizer modules. It also contains the libmpathpersist and libmpathcmd shared libraries, as well as multipath's internal library, libmultipath.", The device-mapper-multipath modules and shared library," The device-mapper-multipath-libs provides the path checker
and prioritizer modules. It also contains the libmpathpersist and
libmpathcmd shared libraries, as well as multipath's internal library,
libmultipath."
kpartx,系统, Partition device manager for device-mapper devices  kpartx manages partition creation and removal for device-mapper devices., Partition device manager for device-mapper devices, kpartx manages partition creation and removal for device-mapper devices.
libdmmp,系统,device-mapper-multipath C API library  This package contains the shared library for the device-mapper-multipath C API library. ,device-mapper-multipath C API library ,"This package contains the shared library for the device-mapper-multipath
C API library. "
device-mapper-persistent-data,系统,"Device-mapper Persistent Data Tools  thin-provisioning-tools contains check,dump,restore,repair,rmap and metadata_size tools to manage device-mapper thin provisioning target metadata devices; cache check,dump,metadata_size,restore and repair tools to manage device-mapper cache metadata devices are included and era check, dump, restore and invalidate to manage snapshot eras ",Device-mapper Persistent Data Tools ,"thin-provisioning-tools contains check,dump,restore,repair,rmap
and metadata_size tools to manage device-mapper thin provisioning
target metadata devices; cache check,dump,metadata_size,restore
and repair tools to manage device-mapper cache metadata devices
are included and era check, dump, restore and invalidate to manage
snapshot eras "
dhcp-client,系统,"Provides the ISC DHCP client daemon and dhclient-script  DHCP (Dynamic Host Configuration Protocol) is a protocol which allows individual devices on an IP network to get their own network configuration information (IP address, subnetmask, broadcast address, etc.) from a DHCP server. The overall purpose of DHCP is to make it easier to administer a large network.  This package provides the ISC DHCP client. ",Provides the ISC DHCP client daemon and dhclient-script ,"DHCP (Dynamic Host Configuration Protocol) is a protocol which allows
individual devices on an IP network to get their own network
configuration information (IP address, subnetmask, broadcast address,
etc.) from a DHCP server. The overall purpose of DHCP is to make it
easier to administer a large network.

This package provides the ISC DHCP client. "
dhcp-common,系统," Common files used by ISC dhcp client, server and relay agent  DHCP (Dynamic Host Configuration Protocol) is a protocol which allows individual devices on an IP network to get their own network configuration information (IP address, subnetmask, broadcast address, etc.) from a DHCP server. The overall purpose of DHCP is to make it easier to administer a large network.  This package provides common files used by dhcp and dhclient package."," Common files used by ISC dhcp client, server and relay agent"," DHCP (Dynamic Host Configuration Protocol) is a protocol which allows
individual devices on an IP network to get their own network
configuration information (IP address, subnetmask, broadcast address,
etc.) from a DHCP server. The overall purpose of DHCP is to make it
easier to administer a large network.

This package provides common files used by dhcp and dhclient package."
dhcp-libs,系统, Shared libraries used by ISC dhcp client and server  This package contains shared libraries used by ISC dhcp client and server, Shared libraries used by ISC dhcp client and server, This package contains shared libraries used by ISC dhcp client and server
dhcp-relay,系统,"Provides the ISC DHCP relay agent  DHCP (Dynamic Host Configuration Protocol) is a protocol which allows individual devices on an IP network to get their own network configuration information (IP address, subnetmask, broadcast address, etc.) from a DHCP server. The overall purpose of DHCP is to make it easier to administer a large network.  This package provides the ISC DHCP relay agent. ",Provides the ISC DHCP relay agent ,"DHCP (Dynamic Host Configuration Protocol) is a protocol which allows
individual devices on an IP network to get their own network
configuration information (IP address, subnetmask, broadcast address,
etc.) from a DHCP server. The overall purpose of DHCP is to make it
easier to administer a large network.

This package provides the ISC DHCP relay agent. "
dhcp-server,系统,"Provides the ISC DHCP server  DHCP (Dynamic Host Configuration Protocol) is a protocol which allows individual devices on an IP network to get their own network configuration information (IP address, subnetmask, broadcast address, etc.) from a DHCP server. The overall purpose of DHCP is to make it easier to administer a large network.  This package provides the ISC DHCP server. ",Provides the ISC DHCP server ,"DHCP (Dynamic Host Configuration Protocol) is a protocol which allows
individual devices on an IP network to get their own network
configuration information (IP address, subnetmask, broadcast address,
etc.) from a DHCP server. The overall purpose of DHCP is to make it
easier to administer a large network.

This package provides the ISC DHCP server. "
dialog,应用," A utility for creating TTY dialog boxes  Dialog is a utility that allows you to show dialog boxes (containing questions or messages) in TTY (text mode) interfaces.  Dialog is called from within a shell script.  The following dialog boxes are implemented: yes/no, menu, input, message, text, info, checklist, radiolist, and gauge.  Install dialog if you would like to create TTY dialog boxes.", A utility for creating TTY dialog boxes," Dialog is a utility that allows you to show dialog boxes (containing
questions or messages) in TTY (text mode) interfaces.  Dialog is called
from within a shell script.  The following dialog boxes are implemented:
yes/no, menu, input, message, text, info, checklist, radiolist, and
gauge.

Install dialog if you would like to create TTY dialog boxes."
diffstat,应用," A utility which provides statistics based on the output of diff  The diff command compares files line by line.  Diffstat reads the output of the diff command and displays a histogram of the insertions, deletions and modifications in each file.  Diffstat is commonly used to provide a summary of the changes in large, complex patch files.  Install diffstat if you need a program which provides a summary of the diff command's output.", A utility which provides statistics based on the output of diff," The diff command compares files line by line.  Diffstat reads the
output of the diff command and displays a histogram of the insertions,
deletions and modifications in each file.  Diffstat is commonly used
to provide a summary of the changes in large, complex patch files.

Install diffstat if you need a program which provides a summary of the
diff command's output."
diffutils,系统," A GNU collection of diff utilities  Diffutils includes four utilities: diff, cmp, diff3 and sdiff. Diff compares two files and shows the differences, line by line.  The cmp command shows the offset and line numbers where two files differ, or cmp can show the characters that differ between the two files.  The diff3 command shows the differences between three files.  Diff3 can be used when two people have made independent changes to a common original; diff3 can produce a merged file that contains both sets of changes and warnings about conflicts.  The sdiff command can be used to merge two files interactively.  Install diffutils if you need to compare text files.", A GNU collection of diff utilities," Diffutils includes four utilities: diff, cmp, diff3 and sdiff. Diff
compares two files and shows the differences, line by line.  The cmp
command shows the offset and line numbers where two files differ, or
cmp can show the characters that differ between the two files.  The
diff3 command shows the differences between three files.  Diff3 can be
used when two people have made independent changes to a common
original; diff3 can produce a merged file that contains both sets of
changes and warnings about conflicts.  The sdiff command can be used
to merge two files interactively.

Install diffutils if you need to compare text files."
libbasicobjects,应用, Basic object types for C  Basic object types, Basic object types for C, Basic object types
libcollection,应用, Collection data-type for C  A data-type to collect data in a hierarchical structure for easy iteration and serialization, Collection data-type for C," A data-type to collect data in a hierarchical structure for easy iteration
and serialization"
libdhash,应用, Dynamic hash table  A hash table which will dynamically resize to achieve optimal storage & access time properties, Dynamic hash table," A hash table which will dynamically resize to achieve optimal storage & access
time properties"
libini_config,应用, INI file parser for C  Library to process config files in INI format into a libcollection data structure, INI file parser for C," Library to process config files in INI format into a libcollection data
structure"
libpath_utils,应用, Filesystem Path Utilities  Utility functions to manipulate filesystem pathnames, Filesystem Path Utilities, Utility functions to manipulate filesystem pathnames
libref_array,应用," A refcounted array for C  A dynamically-growing, reference-counted array", A refcounted array for C," A dynamically-growing, reference-counted array"
directory-maven-plugin,应用," Establish locations for files in multi-module builds  The Directory Plugin for Maven is used to discover various project-related paths, such as the execution root directory, the directory for a specific project in the current build session, or the highest project base directory (closest to the filesystem root directory) available in the projects loaded from disk (not resolved from a remote repository). The plugin will then reflect this value to the console, and also inject it into each project's properties using the value of the property plugin parameter.", Establish locations for files in multi-module builds," The Directory Plugin for Maven is used to discover various project-related
paths, such as the execution root directory, the directory for a specific
project in the current build session, or the highest project base directory
(closest to the filesystem root directory) available in the projects loaded
from disk (not resolved from a remote repository). The plugin will then reflect
this value to the console, and also inject it into each project's properties
using the value of the property plugin parameter."
directory-maven-plugin-javadoc,应用, Javadoc for directory-maven-plugin  Javadoc for directory-maven-plugin., Javadoc for directory-maven-plugin, Javadoc for directory-maven-plugin.
disomaster,应用, Library to manipulate DISC burning  This package provides a libisoburn wrapper class for Qt., Library to manipulate DISC burning, This package provides a libisoburn wrapper class for Qt.
disruptor,应用, Concurrent Programming Framework  A High Performance Inter-Thread Messaging Library., Concurrent Programming Framework, A High Performance Inter-Thread Messaging Library.
djvulibre,应用," DjVu viewers, encoders, and utilities  DjVu is a web-centric format and software platform for distributing documents and images. DjVu can advantageously replace PDF, PS, TIFF, JPEG, and GIF for distributing scanned documents, digital documents, or high-resolution pictures. DjVu content downloads faster, displays and renders faster, looks nicer on a screen, and consume less client resources than competing formats. DjVu images display instantly and can be smoothly zoomed and panned with no lengthy re-rendering.  DjVuLibre is a free (GPL'ed) implementation of DjVu, including viewers, decoders, simple encoders, and utilities. The browser plugin is in its own separate sub-package."," DjVu viewers, encoders, and utilities"," DjVu is a web-centric format and software platform for distributing documents
and images. DjVu can advantageously replace PDF, PS, TIFF, JPEG, and GIF for
distributing scanned documents, digital documents, or high-resolution pictures.
DjVu content downloads faster, displays and renders faster, looks nicer on a
screen, and consume less client resources than competing formats. DjVu images
display instantly and can be smoothly zoomed and panned with no lengthy
re-rendering.

DjVuLibre is a free (GPL'ed) implementation of DjVu, including viewers,
decoders, simple encoders, and utilities. The browser plugin is in its own
separate sub-package."
djvulibre-libs,应用, Library files for DjVuLibre  Library files for DjVuLibre., Library files for DjVuLibre, Library files for DjVuLibre.
dleyna-connector-dbus,应用, D-Bus connector for dLeyna services  D-Bus connector for dLeyna services., D-Bus connector for dLeyna services, D-Bus connector for dLeyna services.
dleyna-core,应用," Utilities for higher level dLeyna libraries  A set of utility functions that are used by the higher level dLeyna libraries to communicate with DLNA devices. It provides APIs for logging, error, settings and task management, and an IPC abstraction.", Utilities for higher level dLeyna libraries," A set of utility functions that are used by the higher level dLeyna libraries
to communicate with DLNA devices. It provides APIs for logging, error, settings
and task management, and an IPC abstraction."
dleyna-renderer,应用, Service for interacting with Digital Media Renderers  D-Bus service for clients to discover and manipulate DLNA Digital Media Renderers (DMRs)., Service for interacting with Digital Media Renderers," D-Bus service for clients to discover and manipulate DLNA Digital Media
Renderers (DMRs)."
dleyna-server,应用, Service for interacting with Digital Media Servers  D-Bus service for clients to discover and manipulate DLNA Digital Media Servers (DMSes)., Service for interacting with Digital Media Servers," D-Bus service for clients to discover and manipulate DLNA Digital Media
Servers (DMSes)."
dlm-lib,系统, Library for dlm  The dlm-lib package contains the libraries needed to use the dlm from userland applications., Library for dlm," The dlm-lib package contains the libraries needed to use the dlm
from userland applications."
dmidecode,系统," Tool to analyse BIOS DMI data  dmidecode reports information about x86 & ia64 hardware as described in the system BIOS according to the SMBIOS/DMI standard. This information typically includes system manufacturer, model name, serial number, BIOS version, asset tag as well as a lot of other details of varying level of interest and reliability depending on the manufacturer.  This will often include usage status for the CPU sockets, expansion slots (e.g. AGP, PCI, ISA) and memory module slots, and the list of I/O ports (e.g. serial, parallel, USB).", Tool to analyse BIOS DMI data," dmidecode reports information about x86 & ia64 hardware as described in the
system BIOS according to the SMBIOS/DMI standard. This information
typically includes system manufacturer, model name, serial number,
BIOS version, asset tag as well as a lot of other details of varying
level of interest and reliability depending on the manufacturer.

This will often include usage status for the CPU sockets, expansion
slots (e.g. AGP, PCI, ISA) and memory module slots, and the list of
I/O ports (e.g. serial, parallel, USB)."
dnf,系统," Package manager  Utility that allows users to manage packages on their systems. It supports RPMs, modules and comps groups & environments.", Package manager," Utility that allows users to manage packages on their systems.
It supports RPMs, modules and comps groups & environments."
dnf-automatic,系统,Package manager - automated upgrades  Systemd units that can periodically download package upgrades and apply them. ,Package manager - automated upgrades ,Systemd units that can periodically download package upgrades and apply them. 
