,name,label,text,y,y_predict
1345,glibc-gconv-extra,库,This package contains all iconv converter modules built in glibc.All iconv converter modules for glibc.,0,2
652,deepin-default-settings,服务,default settings for deepin destkop environment.default settings for deepin destkop environment,2,2
2701,libevent,库,The libevent API provides a mechanism to execute a callback functionwhen a specific event occurs on a file descriptor or after a timeouthas been reached. libevent is meant to replace the asynchronous eventloop found in event driven network servers. An application just needsto call event_dispatch() and can then add or remove events dynamicallywithout having to change the event loop.Abstract asynchronous event notification library,0,0
1012,fetchmail,工具,"Fetchmail is a remote mail retrieval and forwarding utility intendedfor use over on-demand TCP/IP links, like SLIP or PPP connections.Fetchmail supports every remote-mail protocol currently in use on theInternet (POP2, POP3, RPOP, APOP, KPOP, all IMAPs, ESMTP ETRN, IPv6,and IPSEC) for retrieval. Then Fetchmail forwards the mail throughSMTP so you can read it through your favorite mail client.Install fetchmail if you need to retrieve mail over SLIP or PPPconnections.A remote mail retrieval and forwarding utility",1,2
5063,python3-cpio,库,This is a Python module for accessing cpio archives.A Python module for accessing cpio archives,0,0
5209,python2-pysocks,库,A fork of SocksiPy with bug fixes and extra features.Acts as a drop-in replacement to the socket module. Featuring:- SOCKS proxy client for Python 2.6 - 3.x- TCP and UDP both supported- HTTP proxy client included but not supported or recommended (you should use  urllib2's or requests' own HTTP proxy interface)- urllib2 handler included.A Python SOCKS client module,0,0
6519,vamp-plugin-sdk-static,库,The vamp-plugin-sdk-static package contains library files fordeveloping static applications that use vamp-plugin-sdk.Static libraries for vamp-plugin-sdk,0,0
3443,mariadb-errmsg,服务,The package provides error messages files for the MariaDB daemon and theembedded server. You will need to install this package to use any of thoseMariaDB packages.The error messages files required by server and embedded,2,2
4653,perl-Sub-Name,库,"This module allows one to ""name"" or rename subroutines, including anonymousones.Note that this is mainly for aid in debugging; you still cannot call the subby the new name (without some deep magic).Name - or rename - a sub",0,0
3708,mingw32-pcre,库,"Cross compiled Perl-compatible regular expression library for use with mingw32.PCRE has its own native API, but a set of ""wrapper"" functions that are based onthe POSIX API are also supplied in the library libpcreposix. Note that thisjust provides a POSIX calling interface to PCRE: the regular expressionsthemselves still follow Perl syntax and semantics. The header filefor the POSIX-style functions is called pcreposix.h.MinGW Windows pcre library",0,0
6391,tmpwatch,工具,"A utility for removing files based on when they were last accessedThe tmpwatch utility recursively searches through specifieddirectories and removes files which have not been accessed in aspecified period of time.  Tmpwatch is normally used to clean updirectories which are used for temporarily holding files (for example,/tmp).  Tmpwatch ignores symlinks, won't switch filesystems and onlyremoves empty directories and regular files.",1,1
2643,libcdio-paranoia,库,"This CDDA reader distribution ('libcdio-cdparanoia') reads audio from theCDROM directly as data, with no analog step between, and writes thedata to a file or pipe as .wav, .aifc or as raw 16 bit linear PCM.Split off from libcdio to allow more flexible licensing and to be compatiblewith cdparanoia-III-10.2's license. And also, libcdio is just too large.CD paranoia on top of libcdio",0,1
6264,texlive-pst-tree,工具,"pst-tree is a pstricks package that defines a macro \pstreewhich offers a structured way of joining nodes created usingpst-node in order to draw trees.Trees, using pstricks",1,1
5082,python3-docutils,库,"The Docutils project specifies a plaintext markup language, reStructuredText,which is easy to read and quick to write.  The project includes a pythonlibrary to parse rST files and transform them into other useful formats suchas HTML, XML, and TeX as well as commandline tools that give the enduseraccess to this functionality.Currently, the library supports parsing rST that is in standalone files andPEPs (Python Enhancement Proposals).  Work is underway to parse rST fromPython inline documentation modules and packages.This package contains the module, ported to run under python3.System for processing plaintext documentation for python3",0,0
5247,python3-slip,库,"The Simple Library for Python 3.x packages contain miscellaneous code forconvenience, extension and workaround purposes.This package provides the ""slip"" and the ""slip.util"" modules.Convenience, extension and workaround code for Python 3.x",0,0
6559,vorbis-tools,工具,"Ogg Vorbis is a fully open, non-proprietary, patent- and royalty-free,general-purpose compressed audio format for audio and music at fixedand variable bitrates from 16 to 128 kbps/channel.The vorbis package contains an encoder, a decoder, a playback tool, and acomment editor.The Vorbis General Audio Compression Codec tools",1,1
226,bacula-console,工具,"Bacula is a set of programs that allow you to manage the backup, recovery, andverification of computer data across a network of different computers. It isbased on a client/server architecture.This package contains the command-line management console for the bacula backupsystem.Bacula management console",1,1
6316,texlive-ucs,工具,"The bundle provides the ucs package, and utf8x.def, togetherwith a large number of support files. The utf8x.def definitionfile for use with inputenc covers a wider range of Unicodecharacters than does utf8.def in the LaTeX distribution. Thepackage provides facilities for efficient use of its large setsof Unicode characters. Glyph production may be controlled byvarious options, which permits use of non-ASCII characters whencoding mathematical formulae. Note that the bundle previouslyhad an alias ""unicode""; that alias has now been withdrawn, andno package of that name now exists.Extended UTF-8 input encoding support for LaTeX",1,1
239,bcc,工具,"BCC is a toolkit for creating efficient kernel tracing and manipulationprograms, and includes several useful tools and examples. It makes use ofextended BPF (Berkeley Packet Filters), formally known as eBPF, a new featurethat was first added to Linux 3.15. BCC makes BPF programs easier to write,with kernel instrumentation in C (and includes a C wrapper around LLVM), andfront-ends in Python and lua. It is suited for many tasks, includingperformance analysis and network traffic control.BPF Compiler Collection (BCC)",1,0
2699,libev-source,库,This package contains the source code for libev.High-performance event loop/event model with lots of features,0,0
1298,libgs,工具,"This library provides Ghostscript's core functionality, based on Ghostscript'sAPI, which is useful for many packages that are build on top of Ghostscript.Library providing Ghostcript's core functionality",1,0
5550,rust-std-static-wasm32-unknown-unknown,库,This package includes the standard libraries for building applicationswritten in Rust for the WebAssembly target wasm32-unknown-unknown.Standard library for Rust wasm32-unknown-unknown,0,0
2633,python3-bytesize,库,This package contains Python 3 bindings for libbytesize making the use ofthe library from Python 3 easier and more convenient.Python 3 bindings for libbytesize,0,0
3419,lz4-java-javadoc,库,This package contains javadoc for lz4-java.Javadoc for lz4-java,0,0
4584,perl-Module-ScanDeps,库,This module scans potential modules used by perl programs and returns ahash reference.  Its keys are the module names as they appear in %INC (e.g.Test/More.pm).  The values are hash references.Recursively scan Perl code for dependencies,0,0
6702,xorg-x11-font-utils,工具,"X.Org X11 font utilities required for font installation, conversion, andgeneration.X.Org X11 font utilities",1,1
6689,xorg-x11-fonts-ethiopic,其它,Ethiopic fonts which are part of the core X Window System distribution.Ethiopic fonts,3,3
5376,qt5-qttools-libs-help,库,Qt5 Help runtime library.Qt5 Help runtime library,0,0
5118,python3-justbases,库,A small library for precise conversion between arbitrary bases and nativePython numbers.A small library for precise conversion between arbitrary bases,0,0
5179,python3-psycopg2,库,Psycopg is the most popular PostgreSQL adapter for the Pythonprogramming language. At its core it fully implements the Python DBAPI 2.0 specifications. Several extensions allow access to many of thefeatures offered by PostgreSQL.A PostgreSQL database adapter for Python 3,0,0
3982,ocaml-srpm-macros,库,This package contains macros needed by RPM in order to buildSRPMS.  It does not pull in any other OCaml dependencies.OCaml architecture macros,0,0
695,device-mapper-persistent-data,工具,"Device-mapper Persistent Data Toolsthin-provisioning-tools contains check,dump,restore,repair,rmapand metadata_size tools to manage device-mapper thin provisioningtarget metadata devices; cache check,dump,metadata_size,restoreand repair tools to manage device-mapper cache metadata devicesare included and era check, dump, restore and invalidate to managesnapshot eras",1,2
2072,ipa-healthcheck,工具,The FreeIPA health check tool provides a set of checks toproactively detect defects in a FreeIPA cluster.Health check tool for IdM,1,1
6540,vinagre,工具,"Vinagre is a VNC client for the GNOME desktop.With Vinagre you can have several connections open simultaneously, bookmarkyour servers thanks to the Favorites support, store the passwords in theGNOME keyring, and browse the network to look for VNC servers.Apart from the VNC protocol, vinagre supports Spice and RDP.VNC client for GNOME",1,2
4565,perl-Math-BigInt,库,This provides Perl modules for arbitrary-size integer and float mathematics.Arbitrary-size integer and float mathematics,0,0
6663,xmvn-parent-pom,库,This package provides XMvn parent POM.XMvn Parent POM,0,1
2270,jdependency-javadoc,库,API documentation for jdependency.API documentation for jdependency,0,0
3919,nispor,库,Unified interface for Linux network state querying.API for network status querying,0,2
806,dracut-config-generic,工具,dracut configuration to turn off hostonly image generationThis package provides the configuration to turn off the host specific initramfsgeneration with dracut and generates a generic image by default.,1,1
5567,samba-libs,服务,"The samba-libs package contains the libraries needed by programs that linkagainst the SMB, RPC and other protocols provided by the Samba suite.Samba libraries",2,2
1581,google-noto-sans-sinhala-fonts,其它,Noto fonts aims to remove tofu from web by providing fonts for allUnicode supported scripts. Its design goal is to achieve visual harmonizationbetween multiple scripts. Noto family supports almost all scripts availablein Unicode.Noto Sans font for Sinhala.Sans Sinhala font,3,3
5927,tesseract-langpack-isl,工具,This package contains the fast integer version of the Icelandic languagetrained models for the Tesseract Open Source OCR Engine.Icelandic language data for tesseract-tessdata,1,1
4225,pcp-pmda-news,服务,This package contains the PCP Performance Metrics Domain Agent (PMDA) forcollecting metrics about Usenet News.Performance Co-Pilot (PCP) metrics for Usenet News,2,2
454,clucene-core,库,"CLucene is a C++ port of the popular Apache Lucene search engine(http://lucene.apache.org/java).CLucene aims to be a high-speed alternative to Java Lucene, its API is verysimilar to that of the Java version. CLucene has recently been brought up todate with Lucene 2.3.2. It contains most of the same functionality as the Java version.Core clucene module",0,0
1226,gcc-toolset-9-make,工具,A GNU tool for controlling the generation of executables and othernon-source files of a program from the program's source files. Makeallows users to build and install packages without any significantknowledge about the details of the build process. The details abouthow the program should be built are provided for make in the program'smakefile.A GNU tool which simplifies the build process for users,1,1
4381,perl-Unicode-UCD,库,The Unicode::UCD module offers a series of functions that provide a simpleinterface to the Unicode Character Database.Unicode character database,0,0
5540,clippy,库,A collection of lints to catch common mistakes and improve your Rust code.Lints to catch common mistakes and improve your Rust code,0,0
1820,hunspell-es-PR,工具,Puerto Rican Spanish hunspell dictionaryPuerto Rican Spanish hunspell dictionary,1,1
6586,wireshark,工具,"Wireshark allows you to examine protocol data stored in files or as it iscaptured from wired or wireless (WiFi or Bluetooth) networks, USB devices,and many other sources.  It supports dozens of protocol capture file formatsand understands more than a thousand protocols.It has many powerful features including a rich display filter languageand the ability to reassemble multiple protocol packets in order to, forexample, view a complete TCP stream, save the contents of a file which wastransferred over HTTP or CIFS, or play back an RTP audio stream.Network traffic analyzer",1,1
3107,librhsm,库,Red Hat Subscription Manager libraryRed Hat Subscription Manager library.,0,2
4447,perl-DateTime-TimeZone,库,"This class is the base class for all time zone objects. A time zone isrepresented internally as a set of observances, each of which describes theoffset from GMT for a given time period.Time zone object base class and factory",0,0
2968,libreoffice-help-fi,库,Provides Finnish help for LibreOffice.Finnish help for LibreOffice,0,0
4770,libpurple,工具,"libpurple contains the core IM support for IM clients such as Pidginand Finch.libpurple supports a variety of messaging protocols including AIM, MSN,Yahoo!, Jabber, Bonjour, Gadu-Gadu, ICQ, IRC, Novell Groupwise, QQ,Lotus Sametime, Simple and Zephyr.libpurple library for IM clients like Pidgin and Finch",1,0
5961,tesseract-langpack-pol,工具,This package contains the fast integer version of the Polish languagetrained models for the Tesseract Open Source OCR Engine.Polish language data for tesseract-tessdata,1,1
64,amanda-client,工具,The Amanda-client package should be installed on any machine that willbe backed up by AMANDA (including the server if it also needs to bebacked up).  You will also need to install the amanda package on eachAMANDA client machine.The client component of the AMANDA tape backup system,1,2
4318,perl-debugger,库,"This is the perl debugger. It is loaded automatically by Perl when you invokea script with ""perl -d"". There is also ""DB"" module contained fora programmatic interface to the debugging API.Perl debugger",0,0
5841,system-lsb-desktop,服务,The Linux Standard Base (LSB) Desktop Specifications define components that arerequired to be present on an LSB conforming system.LSB Desktop module support,2,2
4951,procps-ng,工具,"The procps package contains a set of system utilities that providesystem information. Procps includes ps, free, skill, pkill, pgrep,snice, tload, top, uptime, vmstat, pidof, pmap, slabtop, w, watchand pwdx.The ps command displays a snapshot of running processes. The top commandprovides a repetitive update of the statuses of running processes.The free command displays the amounts of free and used memory on yoursystem. The skill command sends a terminate command (or anotherspecified signal) to a specified set of processes. The snicecommand is used to change the scheduling priority of specifiedprocesses. The tload command prints a graph of the current systemload average to a specified tty. The uptime command displays thecurrent time, how long the system has been running, how many usersare logged on, and system load averages for the past one, five,and fifteen minutes. The w command displays a list of the userswho are currently logged on and what they are running. The watchprogram watches a running program. The vmstat command displaysvirtual memory statistics about processes, memory, paging, blockI/O, traps, and CPU activity. The pwdx command reports the currentworking directory of a process or processes.System and process monitoring utilities",1,1
792,dotnet-sdk-6.0-source-built-artifacts,库,The .NET source-built archive is a collection of packages neededto build the .NET SDK itself.These are not meant for general use.Internal package for building .NET 6.0 Software Development Kit,0,1
1888,hunspell-om,工具,Oromo hunspell dictionaries.Oromo hunspell dictionaries,1,1
2962,libreoffice-help-dz,库,Provides Dzongkha help for LibreOffice.Dzongkha help for LibreOffice,0,0
4063,opensm-libs,工具,Shared libraries for Infiniband user space accessLibraries used by opensm and included utilities,1,1
2810,libmaxminddb,库,The package contains libmaxminddb library.C library for the MaxMind DB file format,0,0
11,abrt-addon-kerneloops,工具,This package contains plugin for collecting kernel crash information fromsystem log.abrt's kerneloops addon,1,1
4100,oscap-anaconda-addon,工具,This is an addon that integrates OpenSCAP utilities with the Anaconda installerand allows installation of systems following restrictions given by a SCAPcontent.Anaconda addon integrating OpenSCAP to the installation process,1,1
4999,python2-pip-wheel,工具,A Python wheel of pip to use with venv.The pip wheel,1,0
1285,geronimo-jpa-javadoc,库,API documentation for geronimo-jpa.API documentation for geronimo-jpa,0,1
5183,python3-ptyprocess,库,"Launch a subprocess in a pseudo terminal (pty), and interact with both theprocess and its pty.Run a subprocess in a pseudo terminal",0,0
839,eclipse-p2-discovery,工具,The p2 Discovery mechanism provides a simplified and branded front-end for thep2 provisioning platform. Discovery can be used as a tool to display andinstall from existing P2 repositories or as a framework to build brandedinstaller UIs.Eclipse p2 Discovery,1,2
109,ant-manual,库,Documentation for ant.Manual for ant,0,1
6182,texlive-latex-fonts,工具,"This is a collection of fonts for use with standard latexpackages and classes. It includes 'invisible' fonts (for usewith the slides class), line and circle fonts (for use in thepicture environment) and 'latex symbol' fonts. For full supportof a latex installation, some Computer Modern font variantscmbsy(6-9), cmcsc(8,9), cmex(7-9) and cmmib(5-9) from theamsfonts distribution, are also necessary. The fonts areavailable as Metafont source, and metric (tfm) files are alsoprovided. Most of the fonts are also available in Adobe Type 1format, in the amsfonts distribution.A collection of fonts used in LaTeX distributions",1,3
3777,mpg123-plugins-pulseaudio,库,"Real time MPEG 1.0/2.0/2.5 audio player/decoder for layers 1, 2 and 3 (mostcommonly MPEG 1.0 layer 3 aka MP3), as well as re-usable decoding and outputlibraries.Pulseaudio output plug-in.Pulseaudio output plug-in for mpg123",0,1
2130,jakarta-commons-httpclient-manual,库,Manual for jakarta-commons-httpclient.Manual for jakarta-commons-httpclient,0,2
4866,plymouth-theme-script,服务,"This package contains the ""script"" boot splash theme forPlymouth. It it is a simple example theme the uses the ""script""plugin.Plymouth ""Script"" plugin",2,0
6513,uuidd,工具,Helper daemon to guarantee uniqueness of time-based UUIDsThe uuidd package contains a userspace daemon (uuidd) which guaranteesuniqueness of time-based UUID generation even at very high rates onSMP systems.,1,2
2801,libldb,库,"An extensible library that implements an LDAP like API to access remote LDAPservers, or use local tdb databases.A schema-less, ldap like, API and database",0,0
6362,thai-scalable-kinnari-fonts,其它,fonts-tlwg provides a collection of free scalable Thai fonts.This package provides the Kinnari family of Thai fonts.Thai Kinnari fonts,3,3
4963,psmisc,工具,"The psmisc package contains utilities for managing processes on yoursystem: pstree, killall, fuser and pslog.  The pstree command displaysa tree structure of all of the running processes on your system.  Thekillall command sends a specified signal (SIGTERM if nothing is specified)to processes identified by name.  The fuser command identifies the PIDsof processes that are using specified files or filesystems. The pslogcommand shows the path of log files owned by a given process.Utilities for managing processes on your system",1,1
6356,texlive-zapfchan,工具,"A set of fonts for use as ""drop-in"" replacements for Adobe'sbasic set, comprising: - Century Schoolbook (substituting forAdobe's New Century Schoolbook); - Dingbats (substituting forAdobe's Zapf Dingbats); - Nimbus Mono L (substituting forAbobe's Courier); - Nimbus Roman No9 L (substituting forAdobe's Times); - Nimbus Sans L (substituting for Adobe'sHelvetica); - Standard Symbols L (substituting for Adobe'sSymbol); - URW Bookman; - URW Chancery L Medium Italic(substituting for Adobe's Zapf Chancery); - URW Gothic L Book(substituting for Adobe's Avant Garde); and - URW Palladio L(substituting for Adobe's Palatino).URW ""Base 35"" font pack for LaTeX",1,3
2960,libreoffice-help-da,库,Provides Danish help for LibreOffice.Danish help for LibreOffice,0,0
697,dhcp-common,服务,"DHCP (Dynamic Host Configuration Protocol) is a protocol which allowsindividual devices on an IP network to get their own networkconfiguration information (IP address, subnetmask, broadcast address,etc.) from a DHCP server. The overall purpose of DHCP is to make iteasier to administer a large network.This package provides common files used by dhcp and dhclient package.Common files used by ISC dhcp client, server and relay agent",2,2
3753,mod_md,库,"This module manages common properties of domains for one or morevirtual hosts. Specifically it can use the ACME protocol to automatecertificate provisioning.  Certificates will be configured for manageddomains and their virtual hosts automatically, including at renewal.Certificate provisioning using ACME for the Apache HTTP Server",0,2
1188,gcc-toolset-11-gcc-gfortran,工具,The gcc-toolset-11-gcc-gfortran package provides support for compiling Fortranprograms with the GNU Compiler Collection.Fortran support for GCC 11,1,0
3557,maven-remote-resources-plugin-javadoc,工具,API documentation for maven-remote-resources-plugin.Javadoc for maven-remote-resources-plugin,1,1
2937,autocorr-ru,库,Rules for auto-correcting common Russian typing errors.Russian auto-correction rules,0,0
2923,autocorr-ga,库,Rules for auto-correcting common Irish typing errors.Irish auto-correction rules,0,0
6355,texlive-xunicode,工具,"The package supports XeTeX's (and other putative future similarengines') need for Unicode characters, in a similar way to whatthe fontenc does for 8-bit (and the like) fonts: convertaccent-glyph sequence to a single Unicode character for output.The package also covers glyphs specified by packages (such astipa) which define many commands for single text glyphs.Generate Unicode characters from accented glyphs",1,1
1771,httpd-tools,服务,The httpd-tools package contains tools which can be used withthe Apache HTTP Server.Tools for use with the Apache HTTP Server,2,2
4493,perl-File-chdir,库,"Perl's chdir() has the unfortunate problem of being very, very, veryglobal. If any part of your program calls chdir() or if any library youuse calls chdir(), it changes the current working directory for thewhole program.This is not good.File::chdir gives you an alternative, $CWD and @CWD. These two variablescombine all the power of chdir(), File::Spec and Cwd.A more sensible way to change directories",0,0
3942,nss-util,库,Utilities for Network Security Services and the Softoken moduleNetwork Security Services Utilities Library,0,2
3350,lmdb-libs,库,The lmdb-libs package contains shared libraries necessary for runningapplications that use lmdb.Shared libraries for lmdb,0,0
4668,perl-Test2-Suite,库,"Rich set of tools, plugins, bundles, etc. built upon the Test2 testinglibrary. If you are interested in writing Perl tests this is the distributionfor you.Set of tools built upon the Test2 framework",0,0
6571,wavpack,库,"WavPack is a completely open audio compression format providing lossless,high-quality lossy, and a unique hybrid compression mode. Although thetechnology is loosely based on previous versions of WavPack, the newversion 4 format has been designed from the ground up to offer unparalleledperformance and functionality.A completely open audiocodec",0,1
862,elfutils-libs,库,"The elfutils-libs package contains libraries which implement DWARF, ELF,and machine-specific ELF handling and process introspection.  Theselibraries are used by the programs in the elfutils package.  Theelfutils-devel package enables building other programs using theselibraries.Libraries to handle compiled objects",0,1
1624,gpac-static,库,Static library for gpac.Development libraries and files for gpac,0,0
3138,libsoup,库,"Libsoup is an HTTP library implementation in C. It was originally partof a SOAP (Simple Object Access Protocol) implementation called Soup, butthe SOAP and non-SOAP parts have now been split into separate packages.libsoup uses the Glib main loop and is designed to work well with GTKapplications. This enables GNOME applications to access HTTP serverson the network in a completely asynchronous fashion, very similar tothe Gtk+ programming model (a synchronous operation mode is alsosupported for those who want it).Soup, an HTTP library implementation",0,0
1626,gpgme,库,"GnuPG Made Easy (GPGME) is a library designed to make access to GnuPGeasier for applications.  It provides a high-level crypto API forencryption, decryption, signing, signature verification and keymanagement.GnuPG Made Easy - high level crypto API",0,0
2763,libhugetlbfs,库,"libhugetlbfs is a library which provides easy access to huge pages of memory.It is a wrapper for the hugetlbfs file system. Applications can use huge pagesto fulfill malloc() requests without being recompiled by using LD_PRELOAD.Alternatively, applications can be linked against libhugetlbfs without sourcemodifications to load BSS or BSS, data, and text segments into large pages.A library which provides easy access to huge pages of memory",0,0
4210,pcp-pmda-lio,服务,"This package provides a PMDA to gather performance metrics from the kernelsiSCSI target interface (LIO). The metrics are stored by LIO within the Linuxkernels configfs filesystem. The PMDA provides per LUN level stats, and asummary instance per iSCSI target, which aggregates all LUN metrics within thetarget.Performance Co-Pilot (PCP) metrics for the LIO subsystem",2,2
2618,libblockdev-lvm-dbus,库,The libblockdev library plugin (and in the same time a standalone library)providing the LVM-related functionality utilizing the LVM DBus API.The LVM plugin for the libblockdev library,0,0
3489,maven-dependency-analyzer,工具,"Analyzes the dependencies of a project for undeclared or unused artifacts.Warning: Analysis is not done at source but bytecode level, then some cases arenot detected (constants, annotations with source-only retention, links injavadoc) which can lead to wrong result if they are the only use of adependency.Maven dependency analyzer",1,0
3989,oddjob,工具,oddjob is a D-Bus service which performs particular tasks for clients whichconnect to it and issue requests using the system-wide message bus.A D-Bus service which runs odd jobs on behalf of client applications,1,2
2201,java-11-openjdk-javadoc,库,The OpenJDK 11 API documentation.OpenJDK 11 API documentation,0,0
572,cups-filesystem,服务,"CUPS printing system provides a portable printing layer forUNIX庐 operating systems. This package provides some directories which arerequired by other packages that add CUPS drivers (i.e. filters, backends etc.).CUPS printing system - directory layout",2,2
2834,libnbd,库,"NBD _ Network Block Device _ is a protocol for accessing Block Devices(hard disks and disk-like things) over a Network.This is the NBD client library in userspace, a simple library forwriting NBD clients.The key features are: * Synchronous and asynchronous APIs, both for ease of use and for   writing non-blocking, multithreaded clients. * High performance. * Minimal dependencies for the basic library. * Well-documented, stable API. * Bindings in several programming languages.NBD client library in userspace",0,0
5328,qt5-qt3d,库,Qt 3D provides functionality for near-realtime simulation systems withsupport for 2D and 3D rendering in both Qt C++ and Qt Quick applications).Qt5 - Qt3D QML bindings and C++ APIs,0,0
4331,perl-File-Compare,库,A File::Compare Perl module provides functions for comparing a content of twofiles specified by a file name or a file handle.Compare files or file handles,0,0
1881,hyphen-nn,工具,Nynorsk hyphenation rulesNynorsk hyphenation rules,1,0
4048,hunspell-cs,工具,This package contains the Czech dictionary for the hunspell spellchecker.Czech hunspell dictionary,1,1
3381,lshw,工具,"Hardware listerlshw is a small tool to provide detailed informaton on the hardwareconfiguration of the machine. It can report exact memoryconfiguration, firmware version, mainboard configuration, CPU versionand speed, cache configuration, bus speed, etc. on DMI-capable x86systems and on some PowerPC machines (PowerMac G4 is known to work).Information can be output in plain text, XML or HTML.",1,1
4330,perl-FileCache,库,"The ""cacheout"" function will make sure that there's a file handle openfor reading or writing available as the path name you give it. Itautomatically closes and re-opens files if you exceed your systemmaximum number of file descriptors, or the suggested maximum.Keep more files open than the system permits",0,0
544,cryptsetup,工具,A utility for setting up encrypted disksThe cryptsetup package contains a utility for setting updisk encryption using dm-crypt kernel module.,1,1
4886,podman,工具,"podman (Pod Manager) is a fully featured container engine that is a simpledaemonless tool.  podman provides a Docker-CLI comparable command line thateases the transition from other container engines and allows the management ofpods, containers and images.  Simply put: alias docker=podman.Most podman commands can be run as a regular user, without requiringadditional privileges.podman uses Buildah(1) internally to create container images.Both tools share image (not container) storage, hence each can use ormanipulate images (but not containers) created by the other.Manage Pods, Containers and Container Imagespodman Simple management tool for pods, containers and imagesManage Pods, Containers and Container Images",1,0
6051,texlive-appendix,工具,"The appendix package provides various ways of formatting thetitles of appendices. Also (sub)appendices environments areprovided that can be used, for example, for per chapter/sectionappendices. The word `Appendix' or similar can be prepended tothe appendix number for article class documents. The word`Appendices' or similar can be added to the table of contentsbefore the appendices are listed. The word `Appendices' orsimilar can be typeset as a \part-like heading (page) in thebody. An appendices environment is provided which can be usedinstead of the \appendix command.Extra control of appendices",1,0
1912,hunspell-sw,工具,Swahili hunspell dictionaries.Swahili hunspell dictionaries,1,1
1598,google-noto-sans-thai-fonts,其它,Noto fonts aims to remove tofu from web by providing fonts for allUnicode supported scripts. Its design goal is to achieve visual harmonizationbetween multiple scripts. Noto family supports almost all scripts availablein Unicode.Noto Sans font for Thai.Sans Thai font,3,3
240,bcc-tools,工具,Command line tools for BPF Compiler Collection (BCC)Command line tools for BPF Compiler Collection (BCC),1,0
5261,python39-toml,库,"TOML aims to be a minimal configuration file format that's easy to read due toobvious semantics. TOML is designed to map unambiguously to a hash table. TOMLshould be easy to parse into data structures in a wide variety of languages.This package loads toml file into python dictionary and dump dictionary intotoml file.Python Library for Tom's Obvious, Minimal Language",0,0
2210,java-11-openjdk-demo-fastdebug,库,The OpenJDK 11 demos.This package is optimised with full debugging. Install only as needed and remove ASAP.OpenJDK 11 Demos optimised with full debugging on,0,0
4516,perl-GSSAPI,库,"This module gives access to the routines of the GSSAPI library, asdescribed in rfc2743 and rfc2744 and implemented by the Kerberos-1.2distribution from MIT.Perl extension providing access to the GSSAPIv2 library",0,0
5755,sscg,工具,"A utility to aid in the creation of more secure ""self-signed""certificates. The certificates created by this tool are generated in away so as to create a CA certificate that can be safely imported into aclient machine to trust the service certificate without needing to setup a full PKI environment and without exposing the machine to a risk offalse signatures from the service certificate.Simple SSL certificate generator",1,1
3113,libseccomp,库,"The libseccomp library provides an easy to use interface to the Linux Kernel'ssyscall filtering mechanism, seccomp.  The libseccomp API allows an applicationto specify which syscalls, and optionally which syscall arguments, theapplication is allowed to execute, all of which are enforced by the LinuxKernel.Enhanced seccomp library",0,0
1371,gnome-bluetooth,服务,"The gnome-bluetooth package contains graphical utilities to setup,monitor and use Bluetooth devices.Bluetooth graphical utilities",2,2
1796,hunspell-da,工具,Danish hunspell dictionaries.Danish hunspell dictionaries,1,1
4887,podman-docker,工具,"This package installs a script named docker that emulates the Docker CLI byexecutes podman commands, it also creates links between all Docker CLI manpages and podman.Emulate Docker CLI using podman",1,1
5472,rpm-ostree-libs,工具,The rpm-ostree-libs package includes the shared library for rpm-ostree.Shared library for rpm-ostree,1,0
1307,git-credential-libsecret,工具,Git helper for accessing credentials via libsecret.Git helper for accessing credentials via libsecret,1,2
1847,hunspell-ht,工具,Haitian Creole hunspell dictionaries.Haitian Creole hunspell dictionaries,1,1
6646,xmlsec1-nss,库,NSS plugin for XML Security Library provides NSS based crypto servicesfor the xmlsec libraryNSS crypto plugin for XML Security Library,0,0
354,bpg-nateli-fonts,其它,BPG Fonts are a set of GPL licensed Georgian Unicode fonts.This package contains the Nateli font family.Nateli family of BPG Georgian fonts,3,3
5991,tesseract-langpack-urd,工具,This package contains the fast integer version of the Urdu languagetrained models for the Tesseract Open Source OCR Engine.Urdu language data for tesseract-tessdata,1,1
2980,libreoffice-help-lt,库,Provides Lithuanian help for LibreOffice.Lithuanian help for LibreOffice,0,0
3619,media-player-info,库,"media-player-info is a repository of data files describing media player(mostly USB Mass Storage ones) capabilities. These files contain informationabout the directory layout to use to add music to these devices, about thesupported file formats, etc.The package also installs a udev rule to identify media player devices.Data files describing media player capabilities",0,1
1710,gvfs,工具,"The gvfs package provides backend implementations for the gioframework in GLib. It includes ftp, sftp, cifs.Backends for the gio framework in GLib",1,2
6351,texlive-xmltex,工具,"This package provides an implementation of a parser fordocuments matching the XML 1.0 and XML NamespaceRecommendations. In addition to parsing commands are providedto attatch TeX typesetting instructions to the various markupelemenets as they are encounted. Sample files for typesetting asubset of TEI, MathML, are included. Element and Attributenames, as well as character data, may use any charactersallowed in XML, using UTF-8 or a suitable 8-bit encoding.Support for parsing XML documents",1,1
5555,sac,库,"SAC is a standard interface for CSS parsers, intended to work with CSS1, CSS2,CSS3 and other CSS derived languages.Java standard interface for CSS parser",0,0
6608,xbean,库,"The goal of XBean project is to create a plugin based serveranalogous to Eclipse being a plugin based IDE. XBean will be able todiscover, download and install server plugins from an Internet basedrepository. In addition, we include support for multiple IoC systems,support for running with no IoC system, JMX without JMX code,lifecycle and class loader management, and a rock solid Springintegration.Java plugin based web server",0,0
