,name,label,text,y,y_predict
5110,python3-itsdangerous,系统,"Itsdangerous is a Python 3 library for passing data through untrustedenvironments (for example, HTTP cookies) while ensuring the data is nottampered with.Internally itsdangerous uses HMAC and SHA1 for signing by default and bases theimplementation on the Django signing module. It also however supports JSON WebSignatures (JWS).Python 3 library for passing trusted data to untrusted environments",1,1
2734,libguestfs,系统,"Libguestfs is a library for accessing and modifying virtual machinedisk images.  http://libguestfs.orgIt can be used to make batch configuration changes to guests, getdisk used/free statistics (virt-df), migrate between hypervisors(virt-p2v, virt-v2v), perform backups and guest clones, changeregistry/UUID/hostname info, build guests from scratch (virt-builder)and much more.Libguestfs uses Linux kernel and qemu code, and can access any type ofguest filesystem that Linux and qemu can, including but not limitedto: ext2/3/4, FAT and NTFS, LVM, many different disk partitionschemes, qcow, qcow2, vmdk.Libguestfs for Red Hat Enterprise Linux is split into several subpackages.The basic subpackages are:               libguestfs  C library         libguestfs-tools  virt-* tools, guestfish and guestmount (FUSE)       libguestfs-tools-c  only the subset of virt tools written in C                             (for reduced dependencies)                 virt-v2v  convert virtual machines to run on KVM (V2V)           virt-p2v-maker  convert physical machines to run on KVM (P2V)                 virt-dib  safe and secure diskimage-builder replacementFor enhanced features, install:          libguestfs-gfs2  adds Global Filesystem (GFS2) support libguestfs-inspect-icons  adds support for inspecting guest icons        libguestfs-rescue  enhances virt-rescue shell with more tools         libguestfs-rsync  rsync to/from guest filesystems           libguestfs-xfs  adds XFS supportFor developers:         libguestfs-devel  C/C++ header files and libraryLanguage bindings: libguestfs-gobject-devel  GObject bindings and GObject Introspection    libguestfs-java-devel  Java bindings              lua-guestfs  Lua bindings   ocaml-libguestfs-devel  OCaml bindings         perl-Sys-Guestfs  Perl bindings       python3-libguestfs  Python 3 bindings          ruby-libguestfs  Ruby bindingsAccess and modify virtual machine disk images",1,0
2648,libchamplain,应用,Libchamplain is a C library aimed to provide a ClutterActor to displayrasterized maps.Map view for Clutter,2,2
4902,polkit-docs,系统,Development documentation for polkitDevelopment documentation for polkit.,1,2
4736,php,应用,"PHP is an HTML-embedded scripting language. PHP attempts to make iteasy for developers to write dynamically generated web pages. PHP alsooffers built-in database integration for several commercial andnon-commercial database management systems, so writing adatabase-enabled webpage with PHP is fairly simple. The most commonuse of PHP coding is probably as a replacement for CGI scripts.The php package contains the module (often referred to as mod_php)which adds support for the PHP language to Apache HTTP Server whenrunning in prefork mode.PHP scripting language for creating dynamic web sites",2,2
5564,samba-common-libs,应用,The samba-common-libs package contains internal libraries needed by theSMB/CIFS clients.Libraries used by both Samba servers and clients,2,1
3139,libspectre,应用,libspectre is a small library for rendering PostScript(TM) documents.It provides a convenient easy to use API for handling and renderingPostScript documents.A library for rendering PostScript(TM) documents,2,2
1486,guice-jmx,应用,Guice is a lightweight dependency injection framework for Java 5and above. This package provides JMX module for Guice.JMX extension module for Guice,2,2
2766,libICE,应用,The X.Org X11 ICE (Inter-Client Exchange) runtime library.X.Org X11 ICE runtime library,2,2
1697,guava20-javadoc,应用,API documentation for guava20.Javadoc for guava20,2,2
1409,gnome-shell,应用,"GNOME Shell provides core user interface functions for the GNOME 3 desktop,like switching to windows and launching applications. GNOME Shell takesadvantage of the capabilities of modern graphics hardware and introducesinnovative user interface concepts to provide a visually attractive andeasy to use experience.Window management and application launching for GNOME",2,2
5188,python3-pyasn1,系统,This is an implementation of ASN.1 types and codecs in the Python 3 programminglanguage.ASN.1 tools for Python 3,1,1
123,apache-commons-beanutils,应用,"The scope of this package is to create a package of Java utility methodsfor accessing and modifying the properties of arbitrary JavaBeans.  Nodependencies outside of the JDK are required, so the use of this packageis very lightweight.Java utility methods for accessing and modifying the properties of arbitrary JavaBeans",2,1
6194,texlive-lualibs,应用,"Lualibs is a collection of Lua modules useful for generalprogramming. The bundle is based on lua modules shipped withConTeXt, and are made available in this bundle for useindependent of ConTeXt.Additional Lua functions for LuaTeX macro programmers",2,1
6495,usbguard-selinux,系统,The usbguard-selinux package contains selinux policy for the USBGuarddaemon.USBGuard selinux,1,2
6124,texlive-extsizes,应用,"Provides classes extarticle and extreport, extletter, extbook,extproc which allow for documents with a base font of size 8-20pt.Extend the standard classes' size options",2,0
4595,perl-Net-SSLeay,系统,"This module offers some high level convenience functions for accessingweb pages on SSL servers (for symmetry, same API is offered foraccessing http servers, too), a sslcat() function for writing your ownclients, and finally access to the SSL API of SSLeay/OpenSSL packageso you can write servers or clients for more complicated applications.Perl extension for using OpenSSL",1,1
4513,perl-generators,系统,This package provides RPM Perl dependencies generators which are used forgetting provides and requires from Perl binaries and modules.RPM Perl dependencies generators,1,1
1466,golang-race,应用,Golang std library with -race enabledGolang std library with -race enabled,2,2
6112,texlive-environ,应用,"The package provides the \collect@body command (as in amsmath),as well as a \long version \Collect@Body, for collecting thebody text of an environment. These commands are used to definea new author interface to creating new environments. Forexample: \NewEnviron{test} wraps the entire environment body insquare brackets, doing the right thing in ignoring leading andtrailing spaces.A new interface for environments in LaTeX",2,2
76,annobin-annocheck,应用,Installs the annocheck program which uses the notes generated by annobin tocheck that the specified files were compiled with the correct securityhardening options.A tool for checking the security hardening status of binaries,2,0
5037,python38-asn1crypto,系统,"Fast ASN.1 parser and serializer with definitions for private keys,public keys, certificates, CRL, OCSP, CMS, PKCS#3, PKCS#7, PKCS#8,PKCS#12, PKCS#5, X.509 and TSP.Fast Python ASN.1 parser and serializer",1,1
2764,libhugetlbfs-utils,系统,Userspace utilities for configuring the hugepage environmentThis packages contains a number of utilities that will help administrate theuse of huge pages on your system.  hugeedit modifies binaries to set defaultsegment remapping behavior. hugectl sets environment variables for using hugepages and then execs the target program. hugeadm gives easy access to huge pagepool size control. pagesize lists page sizes available on the machine.,1,0
2126,jaf,应用,The JavaBeans Activation Framework (JAF) is a standard extension to theJava platform that lets you take advantage of standard services to:determine the type of an arbitrary piece of data; encapsulate access to it;discover the operations available on it; and instantiate the appropriatebean to perform the operation(s).JavaBeans Activation Framework,2,2
815,dropwatch,应用,dropwatch is an utility to interface to the kernel to monitor for droppednetwork packets.Kernel dropped packet monitor,2,1
2791,libkeepalive,应用,"Enable TCP keepalive in dynamic binarieslibkeepalive is a library that enables tcp keepalive features in glibc basedbinary dynamic executables, without any change in the original program.",2,1
5452,rpcbind,系统,The rpcbind utility is a server that converts RPC program numbers intouniversal addresses.  It must be running on the host to be able to makeRPC calls on a server on that machine.Universal Addresses to RPC Program Number Mapper,1,1
2361,kernel-debug-core,其它,"The kernel package contains the Linux kernel (vmlinuz), the core of anyLinux operating system.  The kernel handles the basic functionsof the operating system:  memory allocation, process allocation, deviceinput and output, etc.This variant of the kernel has numerous debugging options enabled.It should only be installed when trying to gather additional informationon kernel bugs, as some of these options impact performance noticably.The Linux kernel compiled with extra debugging enabled",3,0
3250,libwpg,应用,"libwpg is a library for import of images in WPG(WordPerfect Graphics) format. WPG is the format used among others inCorel software, such as WordPerfect and Presentations.A library for import of WordPerfect Graphics images",2,2
3619,media-player-info,应用,"media-player-info is a repository of data files describing media player(mostly USB Mass Storage ones) capabilities. These files contain informationabout the directory layout to use to add music to these devices, about thesupported file formats, etc.The package also installs a udev rule to identify media player devices.Data files describing media player capabilities",2,0
5808,python3-subversion,应用,The python3-subversion package includes the Python 3.x bindings to theSubversion libraries.Python bindings for Subversion Version Control system,2,1
2115,iw,应用,iw is a new nl80211 based CLI configuration utility for wireless devices.Currently you can only use this utility to configure devices whichuse a mac80211 driver as these are the new drivers being written -only because most new wireless devices being sold are now SoftMAC.A nl80211 based wireless configuration tool,2,2
862,elfutils-libs,核心,"The elfutils-libs package contains libraries which implement DWARF, ELF,and machine-specific ELF handling and process introspection.  Theselibraries are used by the programs in the elfutils package.  Theelfutils-devel package enables building other programs using theselibraries.Libraries to handle compiled objects",0,1
1048,flatpak,应用,"flatpak is a system for building, distributing and running sandboxed desktopapplications on Linux. See https://wiki.gnome.org/Projects/SandboxedApps formore information.Application deployment framework for desktop apps",2,2
1770,httpd-manual,应用,The httpd-manual package contains the complete manual andreference guide for the Apache HTTP server. The information canalso be found at http://httpd.apache.org/docs/2.2/.Documentation for the Apache HTTP server,2,2
2624,libblockdev-swap,系统,The libblockdev library plugin (and in the same time a standalone library)providing the functionality related to swap devices.The swap plugin for the libblockdev library,1,0
4152,paps-libs,应用,paps is a PostScript converter from plain text file using Pango.This package contains the library for paps.Libraries for paps,2,2
3736,minicom,应用,"A text-based modem control and terminal emulation programMinicom is a simple text-based modem control and terminal emulationprogram somewhat similar to MSDOS Telix. Minicom includes a dialingdirectory, full ANSI and VT100 emulation, an (external) scriptinglanguage, and other features.",2,2
4026,opencryptoki-tpmtok,应用,"Trusted Platform Module (TPM) device support for opencryptokiOpencryptoki implements the PKCS#11 specification v2.20 for a set ofcryptographic hardware, such as IBM 4764 and 4765 crypto cards, and theTrusted Platform Module (TPM) chip. Opencryptoki also brings a softwaretoken implementation that can be used without any cryptographichardware.This package brings the necessary libraries and files to supportTrusted Platform Module (TPM) devices in the opencryptoki stack.",2,2
4907,poppler-cpp,应用,Pure C++ wrapper for poppler.Pure C++ wrapper for poppler,2,2
3981,ocaml-ocamlbuild,应用,OCamlbuild is a build tool for building OCaml libraries and programs.Build tool for OCaml libraries and programs,2,1
697,dhcp-common,系统,"DHCP (Dynamic Host Configuration Protocol) is a protocol which allowsindividual devices on an IP network to get their own networkconfiguration information (IP address, subnetmask, broadcast address,etc.) from a DHCP server. The overall purpose of DHCP is to make iteasier to administer a large network.This package provides common files used by dhcp and dhclient package.Common files used by ISC dhcp client, server and relay agent",1,1
3243,libwacom,应用,libwacom is a library that provides information about Wacom tablets andtools. This information can then be used by drivers or applications to tweakthe UI or general settings to match the physical tablet.Tablet Information Client Library,2,2
4613,perl-Path-Tiny,系统,"This module attempts to provide a small, fast utility for working with filepaths. It is friendlier to use than File::Spec and provides easy access tofunctions from several other core file handling modules.It doesn't attempt to be as full-featured as IO::All or Path::Class, nor doesit try to work for anything except Unix-like and Win32 platforms. Even then, itmight break if you try something particularly obscure or tortuous.All paths are forced to have Unix-style forward slashes. Stringifying theobject gives you back the path (after some clean up).File input/output methods flock handles before reading or writing, asappropriate.The *_utf8 methods (slurp_utf8, lines_utf8, etc.) operate in raw mode withoutCRLF translation.File path utility",1,1
6600,x3270-x11,应用,"The x3270 program opens a window in the X Window System which emulatesthe actual look of an IBM 3278/3279 terminal, commonly used withmainframe applications.  x3270 also allows you to telnet to an IBMhost from the x3270 window.Install the x3270-x11 package if you need to access IBM hosts using an IBM3278/3279 terminal emulator from X11.IBM 3278/3279 terminal emulator for the X Window System",2,2
4032,openhpi,应用,"Hardware Platform Interface library and toolsOpenHPI is an open source project created with the intent of providing animplementation of the SA Forum's Hardware Platform Interface (HPI). HPIprovides an abstracted interface to managing computer hardware, typically forchassis and rack based servers. HPI includes resource modeling; access to andcontrol over sensor, control, watchdog, and inventory data associated withresources; abstracted System Event Log interfaces; hardware events and alerts;and a managed hot swap interface.OpenHPI provides a modular mechanism for adding new hardware and device supporteasily. Many plug-ins exist in the OpenHPI source tree to provide access tovarious types of hardware. This includes, but is not limited to, IPMI basedservers, Blade Center, and machines which export data via sysfs.",2,1
3539,maven-plugin-testing-tools,应用,A set of useful tools to help the Maven Plugin testing.Maven Plugin Testing Tools,2,2
5945,tesseract-langpack-lit,应用,This package contains the fast integer version of the Lithuanian languagetrained models for the Tesseract Open Source OCR Engine.Lithuanian language data for tesseract-tessdata,2,2
2157,java-1.8.0-openjdk,应用,The OpenJDK 8 runtime environment.OpenJDK 8 Runtime Environment,2,2
4274,pcs,系统,"pcs is a corosync and pacemaker configuration tool.  It permits users toeasily view, modify and create pacemaker based clusters.Pacemaker Configuration System",1,1
3604,maven-wagon-ftp,应用,ftp module for maven-wagon.ftp module for maven-wagon,2,1
4783,pipewire0.2-libs,应用,This package contains the runtime libraries for any application that wishesto interface with a PipeWire media server.Compatibility Libraries for PipeWire clients,2,1
1483,guice-bom,应用,Guice is a lightweight dependency injection framework for Java 5and above. This package provides Bill of Materials module for Guice.Bill of Materials for Guice,2,2
3089,libreport-gtk,应用,Applications for reporting bugs using libreport backendGTK front-end for libreport,2,2
3070,libreoffice-math,应用,The LibreOffice Equation Editor Application.LibreOffice Equation Editor Application,2,2
1291,gfs2-utils,应用,"Utilities for managing the global file system (GFS2)The gfs2-utils package contains a number of utilities for creating, checking,modifying, and correcting inconsistencies in GFS2 file systems.",2,0
2420,kf5-kio-widgets-libs,应用,Runtime libraries for KIO Widgets library.Runtime libraries for KIO Widgets library,2,2
3231,libvirt-gobject,系统,This package provides APIs for managing virtualization hostobjectslibvirt object APIs for managing virtualization hosts,1,1
5258,python3-sure,系统,A testing library for Python with powerful and flexible assertions. Sure isheavily inspired by should.js.Utility belt for automated testing in Python 3,1,1
3278,libxmlb,应用,"XML is slow to parse and strings inside the document cannot be memory mapped asthey do not have a trailing NUL char. The libxmlb library takes XML source, andconverts it to a structured binary representation with a deduplicated stringtable -- where the strings have the NULs included.This allows an application to mmap the binary XML file, do an XPath query andreturn some strings without actually parsing the entire document. This is alldone using (almost) zero allocations and no actual copying of the binary data.Library for querying compressed XML metadata",2,0
2820,libmng,应用,LibMNG is a library for accessing graphics in MNG (Multi-image NetworkGraphics) and JNG (JPEG Network Graphics) formats.  MNG graphics arebasically animated PNGs.  JNG graphics are basically JPEG streamsintegrated into a PNG chunk.Library for Multiple-image Network Graphics support,2,0
1780,hunspell-am,应用,Amharic hunspell dictionaries.Amharic hunspell dictionaries,2,2
6583,which,系统,"The which command shows the full pathname of a specified program, ifthe specified program is in your PATH.Displays where a particular program in your path is located",1,1
3333,linuxptp,系统,This software is an implementation of the Precision Time Protocol (PTP)according to IEEE standard 1588 for Linux. The dual design goals are to providea robust implementation of the standard and to use the most relevant and modernApplication Programming Interfaces (API) offered by the Linux kernel.Supporting legacy APIs and other platforms is not a goal.PTP implementation for Linux,1,0
3622,memstrack,应用,"A memory allocation tracer, like a hot spot analyzer for memory allocationA memory allocation tracer, like a hot spot analyzer for memory allocation",2,1
4977,pygobject2,系统,The pygobject2 package provides a convenient wrapper for the GObject libraryfor use in Python programs.Python 2 bindings for GObject,1,1
1904,hunspell-smj,应用,Lule Saami hunspell dictionaries.Lule Saami hunspell dictionaries,2,2
1427,gnome-shell-extension-places-menu,应用,This GNOME Shell extension add a system status menu for quickly navigatingplaces in the system.Places status menu for GNOME Shell,2,2
3957,python3-numpy,应用,"NumPy is a general-purpose array-processing package designed toefficiently manipulate large multi-dimensional arrays of arbitraryrecords without sacrificing too much speed for small multi-dimensionalarrays.  NumPy is built on the Numeric code base and adds featuresintroduced by numarray as well as an extended C-API and the ability tocreate arrays of arbitrary type.There are also basic facilities for discrete fourier transform,basic linear algebra and random number generation. Also included inthis package is a version of f2py that works properly with NumPy.A fast multidimensional array facility for Python",2,1
6524,varnish,应用,"This is Varnish Cache, a high-performance HTTP accelerator.Varnish Cache stores web pages in memory so web servers don__ have tocreate the same web page over and over again. Varnish Cache servespages much faster than any application server; giving the website asignificant speed up.Documentation wiki and additional information about Varnish Cache isavailable on: https://www.varnish-cache.org/High-performance HTTP accelerator",2,2
4978,pygobject2-codegen,系统,The package contains the C code generation program for PyGObject.The code generation program for PyGObject,1,2
125,apache-commons-cli,应用,The CLI library provides a simple and easy to use API for working with thecommand line arguments and options.Command Line Interface Library for Java,2,2
3882,net-tools,系统,"The net-tools package contains basic networking tools,including ifconfig, netstat, route, and others.Most of them are obsolete. For replacement check iproute package.Basic networking tools",1,0
6593,wsmancli,应用,Command line interface for managingsystems using Web Services Management protocol.WS-Management-Command line Interface,2,1
3110,librx,应用,"Rx is, among other things, an implementation of the interfacespecified by POSIX for programming with regular expressions.  Someother implementations are GNU regex.c and Henry Spencer's regexlibrary.POSIX regexp functions",2,1
2773,libieee1284,系统,The libieee1284 library is for communicating with parallel port devices.A library for interfacing IEEE 1284-compatible devices,1,1
6229,texlive-oberdiek,应用,"The bundle comprises packages to provide: - accsupp: betteraccessibility support for PDF files; - aliascnt: 'aliascounters'; - alphalph: multiple-alphabetic counting(a...z,aa...zz,... -- up to the full extent of a TeX counter);- askinclude: replaces \includeonly by an interactive userinterface; - atbegshi: a modern reimplementation of packageeveryshi; - atenddvi: provides \AtEndDvi command; -attachfile2: attach files to PDF files; - atveryend: hooks thevery end of a document; - auxhook: stick stuff at the start ofthe .aux file; - bigintcalc: expandable arithmetic operationswith big integers that can exceed TeX's number limits; -bitset: defines and implements the data type bit set, a vectorof bits; - bmpsize: get bitmap size and resolution data; -bookmark: alternative bookmark (outline) organization forpackage hyperref; - catchfile: collects the contents of a fileand puts it in a macro; - centernot: a horizontally-centred\not symbol; - chemarr: extensible chemists' reaction arrows; -classlist: record information about document class(es) used; -colonequals: poor man's mathematical relation symbols; -dvipscol: dvips colour stack management; - embedfile: embedfiles in PDF documents; - engord: define counter-printingoperations producing English ordinals; - eolgrab: collectarguments delimited by end of line; - epstopdf: conversion withepstopdf on the fly; - etexcmds: adds a prefix to eTeX'scommands, to avoid conflicts with existing macros; - flags:setting and clearing flags in bit fields and converting the bitfield into a decimal number; - gettitlestring: clean up thestring containing the title of a section, etc.; - grfext:macros for adding and reordering the list of graphics fileextensions recognised by the graphics package; - grffile:extend file name processing in the graphics bundle; - hosub:build collections of packages; - holtxdoc: extra documentationmacros; - hologo: bookmark-enabled logos; - hopatch: safelyapply package patches; - hycolor: implements the color optionstuff that is used by packages hyperref and bookmark; -hypbmsec: bookmarks in sectioning commands; - hypcap: anjustinganchors of captions; - hypdestopt: optimising hyperref's pdftexdriver destinations; - hypdoc: hyper-references in the LaTeXstandard doc package; - hypgotoe: experimental package forlinks to embedded files; - hyphsubst: substitute hyphenationpatterns; - ifdraft: switch for option draft; - iflang:provides expandable checks for the current language; -ifluatex: looks for LuaTeX regardless of its mode and providesthe switch \ifluatex; - ifpdf: provides the ifpdf switch; -ifvtex: provides the \ifvtex switch; - infwarerr: provides acomplete set of macros for informations, warnings and errormessages with support for plain TeX; - inputenx: enhancedhandling of input encoding; - intcalc: provides expandablearithmetic operations with integers; - kvdefinekeys: definekey-value keys in the same manner as keyval; - kvoptions: usepackage options in key value format ; - kvsetkeys: a variant ofthe \setkeys command; - letltxmacro: Let assignment for LaTeXmacros; - listingsutf8: (partially) extends the listingspackage to UTF-8 encoding; - ltxcmds: exports some utilitymacros from the LaTeX kernel into a separate namespace and alsoprovides them for other formats such as plain-TeX; - luacolor:implements colour support based on LuaTeX's node attributes; -luatex: utilises new and extended features and resources thatLuaTeX provides; - magicnum: allows to access magic numbers bya hierarchical name system; - makerobust: make a commandrobust; - pagegrid: prints a page grid in the background; -pagesel: select pages of a document for output; - pdfcolfoot:using pdftex's color stack for footnotes; - pdfcol: macros forsetting and maintaining new color stacks; - pdfcolmk: PDFTeXCOLour MarK -- fake a PDFTeX colour stack using marks (notneeded for PDFTeX 1.40.0 and later); - pdfcolparallel: fixescolour problems in package parallel; - pdfcolparcolumns: fixescolour problems in package parcolumns; - pdfcrypt: setting PDFencryption; - pdfescape: pdfTeX's escape features using TeX ore-TeX; - pdflscape: landscape pages in PDF; - pdfrender:control PDF rendering modes; - pdftexcmds: provide PDFTeXprimitives missing in LuaTeX; - picture: dimens for picturemacros; - pmboxdraw: poor man's box drawing characters; -protecteddef: define a command that protected againstexpansion; - refcount: using the numeric values of references;- rerunfilecheck: checksum based rerun checks on auxiliaryfiles; - resizegather: automatically resize overly largeequations; - rotchiffre: performs simple rotation cyphers; -scrindex: redefines environment 'theindex' of package 'index',if a class from KOMA-Script is loaded; - selinput: select theinput encoding by specifying pairs of input characters andtheir glyph names; - setouterhbox: set \hbox in outerhorizontal mode; - settobox: getting box sizes; - soulutf8:extends package soul and adds some support for UTF-8; -stackrel: extensions of the \stackrel command; - stampinclude:selects the files for \include by inspecting the timestamp ofthe .aux file(s); - stringenc: provides \StringEncodingConvertfor converting a string between different encodings; -tabularht: tabulars with height specification; - tabularkv: keyvalue interface for tabular parameters; - telprint: printGerman telephone numbers; - thepdfnumber: canonical numbers foruse in PDF files and elsewhere; - transparent: using a colorstack for transparency with pdftex; - twoopt: commands with twooptional arguments; - uniquecounter: provides unlimited uniquecounter; - zref: a proposed new reference system. Each of thepackages is represented by two files, a .dtx (documentedsource) and a PDF file; the .ins file necessary forinstallation is extracted by running the .dtx file with PlainTeX.A bundle of packages submitted by Heiko Oberdiek",2,1
5511,rubygem-power_assert,应用,"Power Assert shows each value of variables and method calls in the expression.It is useful for testing, providing which value wasn't correct when thecondition is not satisfied.Power Assert for Ruby",2,1
4424,perl-CPAN-DistnameInfo,系统,"Many online services that are centered around CPAN attempt toassociate multiple uploads by extracting a distribution name from thefilename of the upload. For most distributions this is easy as theyhave used ExtUtils::MakeMaker or Module::Build to create thedistribution, which results in a uniform name. But sadly not alluploads are created in this way.CPAN::DistnameInfo uses heuristics that have been learnt byhttp://search.cpan.org/ to extract the distribution name and versionfrom filenames and also report if the version is to be treated as adeveloper release.Extract distribution name and version from a distribution filename",1,2
618,dcraw,应用,"This package contains dcraw, a command line tool to decode raw image datadownloaded from digital cameras.Tool for decoding raw image data from digital cameras",2,2
3029,libreoffice-langpack-it,应用,Provides additional Italian translations and resources for LibreOffice.Italian language pack for LibreOffice,2,2
3483,maven-clean-plugin,应用,The Maven Clean Plugin is a plugin that removes files generatedat build-time in a project's directory.Maven Clean Plugin,2,2
3582,maven-shared-incremental-javadoc,应用,This package provides API documentation for maven-shared-incremental.API documentation for maven-shared-incremental,2,2
5635,selinux-policy-targeted,系统,SELinux Reference policy targeted base module.SELinux targeted base policy,1,1
6000,tesseract-script-bengali,应用,This package contains the fast integer version of the Bengali scripttrained models for the Tesseract Open Source OCR Engine.Bengali script data for tesseract-tessdata,2,2
1109,fuse-sshfs,系统,This is a FUSE-filesystem client based on the SSH File Transfer Protocol.Since most SSH servers already support this protocol it is very easy to setup: i.e. on the server side there's nothing to do.  On the client sidemounting the filesystem is as easy as logging into the server with ssh.FUSE-Filesystem to access remote filesystems via SSH,1,2
4411,perl-Class-XSAccessor,系统,"Class::XSAccessor implements fast read, write and read/write accessors inXS. Additionally, it can provide predicates such as has_foo() for testingwhether the attribute foo is defined in the object. It only works withobjects that are implemented as ordinary hashes. Class::XSAccessor::Arrayimplements the same interface for objects that use arrays for theirinternal representation.Generate fast XS accessors without run-time compilation",1,1
4138,pakchois,应用,"pakchois is just another PKCS#11 wrapper library. pakchois aims toprovide a thin wrapper over the PKCS#11 interface; offering amodern object-oriented C interface which does not hide any of theunderlying interface, and avoids dependencies on any cryptographytoolkit.A wrapper library for PKCS#11",2,2
4912,popt,系统,"Popt is a C library for parsing command line parameters. Popt washeavily influenced by the getopt() and getopt_long() functions, butit improves on them by allowing more powerful argument expansion.Popt can parse arbitrary argv[] style arrays and automatically setvariables based on command line arguments. Popt allows command linearguments to be aliased via configuration files and includes utilityfunctions for parsing arbitrary strings into argv[] arrays usingshell-like rules.C library for parsing command line parameters",1,1
5972,tesseract-langpack-spa_old,应用,This package contains the fast integer version of the Spanish (Old) languagetrained models for the Tesseract Open Source OCR Engine.Spanish (Old) language data for tesseract-tessdata,2,2
2268,jdepend-javadoc,应用,Javadoc for jdepend.Javadoc for jdepend,2,2
859,elfutils-devel-static,核心,The elfutils-devel-static package contains the static archiveswith the code to handle compiled objects.Static archives to handle compiled objects,0,0
4439,perl-Date-Manip,系统,"Date::Manip is a series of modules designed to make any common date/timeoperation easy to do. Operations such as comparing two times, determining adata a given amount of time from another, or parsing international timesare all easily done. It deals with time as it is used in the Gregoriancalendar (the one currently in use) with full support for time changes dueto daylight saving time.Date manipulation routines",1,1
5774,sssd-dbus,系统,"Provides the D-Bus responder of the SSSD, called the InfoPipe, that allowsthe information from the SSSD to be transmitted over the system bus.The D-Bus responder of the SSSD",1,1
2956,libreoffice-help-bg,应用,Provides Bulgarian help for LibreOffice.Bulgarian help for LibreOffice,2,2
3325,iwl6000g2b-firmware,其它,Firmware for Intel(R) Wireless WiFi Link 6030 Series AdaptersThis package contains the firmware required by the Intel wireless driversfor Linux.  Usage of the firmware is subject to the terms and conditionscontained inside the provided LICENSE file. Please read it carefully.,3,3
568,culmus-yehuda-clm-fonts,其它,The culmus-fonts package contains fonts for the display ofHebrew from the Culmus project.Fonts for Hebrew from Culmus project,3,3
6493,usbguard-dbus,系统,The usbguard-dbus package contains an optional component that providesa D-Bus interface to the USBGuard daemon component.USBGuard D-Bus Service,1,1
782,aspnetcore-targeting-pack-6.0,应用,This package provides a targeting pack for Microsoft.AspNetCore.App 6.0that allows developers to compile against and target Microsoft.AspNetCore.App 6.0applications using the .NET SDK.Targeting Pack for Microsoft.AspNetCore.App 6.0,2,2
4368,perl-subs,系统,"This will predeclare all the subroutines whose names are in the list,allowing you to use them without parentheses (as list operators) evenbefore they're declared.Perl pragma to predeclare subroutine names",1,1
4186,pcp-pmda-apache,系统,This package contains the PCP Performance Metrics Domain Agent (PMDA) forcollecting metrics about the Apache webserver.Performance Co-Pilot (PCP) metrics for the Apache webserver,1,1
3200,libverto-libevent,系统,Module for libverto which provides integration with libevent.libevent module for libverto,1,1
3502,maven-doxia-module-fml,应用,This package provides FML module for maven-doxia.FML module for maven-doxia,2,2
5404,rasdaemon,系统,"Utility to receive RAS error tracingsrasdaemon is a RAS (Reliability, Availability and Serviceability) logging tool.It currently records memory errors, using the EDAC tracing events.EDAC is drivers in the Linux kernel that handle detection of ECC errorsfrom memory controllers for most chipsets on i386 and x86_64 architectures.EDAC drivers for other architectures like arm also exists.This userspace component consists of an init script which makes sureEDAC drivers and DIMM labels are loaded at system startup, as well asan utility for reporting current error counts from the EDAC sysfs files.",1,1
607,dbus-libs,核心,This package contains lowlevel libraries for accessing D-BUS.Libraries for accessing D-BUS,0,1
3668,mingw32-cpp,应用,MinGW Windows cross-C Preprocessor for the win32 target.MinGW Windows cross-C Preprocessor for the win32 target,2,2
5330,qt5-qtbase,应用,"Qt is a software toolkit for developing applications.This package contains base tools, like string, xml, and networkhandling.Qt5 - QtBase components",2,2
2796,liblangtag,应用,liblangtag is an interface library to access tags for identifyinglanguages.Features:* several subtag registry database supports:  - language  - extlang  - script  - region  - variant  - extension  - grandfathered  - redundant* handling of the language tags  - parser  - matching  - canonicalizingAn interface library to access tags for identifying languages,2,0
2106,isns-utils-libs,系统,Shared library files for iSNSShared library files for iSNS,1,1
219,python3-babel,应用,"Babel is composed of two major parts:* tools to build and work with gettext message catalogs* a Python interface to the CLDR (Common Locale Data Repository),  providing access to various locale display names, localized number  and date formatting, etc.Library for internationalizing Python applications",2,1
6659,xmvn-install,应用,"This package provides XMvn Install, which is a command-line interfaceto XMvn installer.  The installer reads reactor metadata and performsartifact installation according to specified configuration.XMvn Install",2,1
888,evemu,系统,evemu is a simple utility to capture the event stream from input devicesand replay that stream on a virtual input device.Event Device Query and Emulation Program,1,2
997,fence-agents-rsb,应用,Fence agent for Fujitsu RSB devices that are accessedvia telnet or SSH.Fence agent for Fujitsu RSB,2,1
1594,google-noto-sans-tamil-ui-fonts,其它,Noto fonts aims to remove tofu from web by providing fonts for allUnicode supported scripts. Its design goal is to achieve visual harmonizationbetween multiple scripts. Noto family supports almost all scripts availablein Unicode.Noto Sans font for Tamil UI.Sans Tamil UI font,3,3
4116,overpass-mono-fonts,其它,Free and open source typeface based on the U.S. interstate highway road signagetype system. This is the monospace family variant.Monospace version of overpass fonts,3,3
2855,libnumbertext,应用,Language-neutral NUMBERTEXT and MONEYTEXT functions for LibreOffice CalcNumber to number name and money text conversion library,2,1
